lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD93_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD93_F4_Female_5xFAD_hippocampus_N1_Brain_Region,DOD94_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD94_F4_Female_5xFAD_hippocampus_N1_Brain_Region,FAD185_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD185_M3_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M3_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M2_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M2_Male_5xFAD_hippocampus_N1_Brain_Region,DOD94_F3_Female_WT_cerebellum_N1_Brain_Region,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon_N1_Brain_Region,DOD94_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F3_Female_WT_cerebellum_N1_Brain_Region,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon_N1_Brain_Region,FAD184_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F4_Female_WT_cerebellum_N1_Brain_Region,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon_N1_Brain_Region,FAD184_F4_Female_WT_hippocampus_N1_Brain_Region,FAD185_M4_Male_WT_cerebellum_N1_Brain_Region,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon_N1_Brain_Region,FAD185_M4_Male_WT_hippocampus_N1_Brain_Region,FAD189_M3_Male_WT_cerebellum_N1_Brain_Region,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon_N1_Brain_Region,FAD189_M3_Male_WT_hippocampus_N1_Brain_Region,Blank_Blank_Blank_Blank_Blank_N1_Brain_Region
[TG(51:7)|TG(50:0)]_FA22:6,0.2857276688301885,6.285373536897273,2.0508791710029177,0.15211832544872392,0.3327588369190836,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,237853.357421875,246360.0166015625,183436.67279052731,184587.93286132807,268371.21923828125,183027.75311279297,187734.97232055664,171204.7131652832,309069.23986816406,419119.4105834961,236840.97589111328,243182.45672607425,278563.6771850586,417257.6078491211,248834.70068359372,330795.14294433594,320108.984375,480235.61639404297,493648.3739013672,381274.4473876953,286996.51953125,369986.50662231445,357128.56677246094,224153.27545166016,208468.45413208008,124351.14819335938,145789.1501159668,170204.53274536133,143153.95092773438,203742.51458740237,170997.45135498047,251759.4766845703,171276.2124633789,186279.3928833008,150987.6109008789,146259.57122802734,163981.79333496094,183563.9923400879,196745.21551513672,150582.1909790039,208976.5139770508,163793.0308227539,241297.33923339844,235604.33624267575,260213.9180297852
PC(8:0)|LPC(9:0),-0.2837108949375128,3.9871488235149335,2.0461853574084614,0.15258809151171326,0.3335468332039963,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PC,45540.38299560547,44062.00323486328,42488.68341064453,47034.56289672852,47352.00305175781,49580.62347412109,45338.50326538086,46155.982971191406,49762.16375732422,50754.38348388672,47901.16375732422,53189.76330566406,50757.06384277344,46686.20324707031,51011.44354248047,50307.14337158203,46334.22296142578,48420.72338867188,48146.96368408203,52340.46374511719,48657.483459472656,48042.28356933594,43511.103088378906,50113.42321777344,46417.08337402344,46490.40365600586,44675.763092041016,45961.92303466797,47830.36309814453,44672.96307373047,44086.56286621094,47615.64340209961,43805.522857666016,46478.96295166016,46764.74346923828,44043.98309326172,45782.08334350586,44972.382904052734,45427.88330078125,42523.78271484375,43579.74304199219,43076.583251953125,48543.52380371094,48891.96356201172,44395.063415527344
DG(42:3)_C18:0,-0.28358419418146413,4.1836669101169575,2.044384527800334,0.15276875809651308,0.33370220115056126,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,46783.30341720581,42816.1830444336,45596.40337753296,47896.94318771362,73915.86561203003,44051.38310241699,45258.783222198486,47613.16300964356,52788.48376464844,77213.42579269409,49447.34365081787,51404.52367401123,49336.583236694336,49270.2435798645,50147.90351104736,46464.52365875244,45386.663078308105,48220.623695373535,45088.56330490112,51155.56385803223,48432.00342559815,140893.31074523926,102173.88717651369,42784.04304885864,44805.48334121704,43108.343242645264,47538.56315612793,47841.26327133179,46459.52335357666,45902.98305130005,49992.20364379883,51457.24384689331,46265.82336807251,46518.36310958862,46320.36285400391,43164.58301925659,85804.24591445923,45001.34316253662,86879.18590927124,45611.7032623291,49045.70357513428,45551.38347244263,89759.80655288696,46426.28327941895,56848.68365478516
[TG(61:13)|TG(60:6)]_FA14:0,-0.283148710578423,4.4416614455444945,2.0381366311860347,0.15339745460709187,0.3348353041423618,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,45262.602783203125,122034.66804504396,58230.78477478027,90555.66586303712,42623.64315795898,75957.02397155762,44119.203125,78823.76670837402,41823.62258911133,100645.58584594728,45909.58334350586,47743.52313232422,48381.24319458008,63490.16418457031,39291.062423706055,65787.44436645508,48380.904052734375,124578.58798217772,129560.46701049805,61366.74398803711,38499.92260742188,104472.98806762695,65867.80551147461,53495.00378417969,64431.02493286133,30314.842559814453,46381.92404174805,52213.76377868652,39341.82260131836,86249.16632080078,57154.02420043945,52365.16354370117,61688.24420166016,164654.64965820313,43089.982666015625,35113.962829589844,46233.58381652832,183065.8906097412,96790.6687927246,41537.242736816406,62746.62512207031,69941.12493896484,55618.22314453125,45299.04330444336,20302.66131591797
[TG(60:9)|TG(59:2)]_FA18:3,0.2847525534060495,5.097540120728617,2.0369198019805026,0.15352023930958894,0.3348632727060876,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,76330.62603759766,79617.785888671875,64649.84454345703,72778.78527832031,89623.62585449219,60971.20462036133,76188.6449584961,60773.7041015625,152032.43292236328,149249.47033691406,171534.7943725586,118880.80767822266,173340.55108642578,224673.8173828125,157538.99139404297,116084.90686035156,199807.09423828125,198054.0139160156,143561.15057373047,131695.75024414063,189745.1934814453,290501.62298583984,167412.07275390625,136035.18908691406,69902.68518066406,68253.70440673828,69253.84503173828,59062.6643371582,61694.78448486328,62941.98449707031,54733.00384521485,96806.1870727539,96161.6265258789,83934.66619873047,79203.82586669922,65288.30493164063,88987.36563110352,135921.6895751953,66714.84481811523,67889.0043334961,77235.10546875,216425.77673339844,111743.56787109376,67751.7650756836,38064.66278076172
[TG(46:5)]_FA18:3,0.28437563165118185,5.132315170080922,2.031556306978615,0.15406277489638223,0.335806119942365,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,97843.62744140624,103938.96694946288,56806.4838256836,91496.74670410156,128363.26858520508,65709.16452026367,76373.28546142578,60328.84448242188,142783.23080444336,122986.06854248048,113313.62768554688,93254.6665649414,199509.21270751956,223205.6753540039,186896.73406982425,141498.03045654297,298271.53924560547,381841.34912109375,138309.0302734375,105425.22735595705,151329.7300415039,126121.14874267578,146978.42944335938,101996.1067199707,90309.7056274414,71064.904541015625,75875.18551635742,61602.504455566406,74628.664794921875,59101.06439208984,54668.4836730957,86435.14611816406,114437.68957519533,71869.44519042969,106298.86706542967,62476.48422241211,115843.70809936523,177344.97229003906,67822.94448852539,63958.14450073242,76599.8256225586,105347.38732910156,102172.2066040039,72997.84619140625,58477.58435058594
[TG(49:7)|TG(48:0)]_FA14:0,0.2842809416722049,5.764961991833649,2.030241400297541,0.15419611377215936,0.3358563422290595,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,159790.23168945313,120145.50939941406,112823.04724121094,127115.96887207033,202409.25463867188,118005.58911132813,115655.388671875,95377.80603027344,233847.65502929688,262481.89807128906,384339.2260742188,221625.3165283203,268634.9998779297,247530.13671875,296961.96533203125,182722.3912353516,234503.09704589844,301853.4219970703,210426.6162109375,205445.8331298828,248878.2763671875,215369.1134033203,262760.5185546875,265721.3015136719,107842.88806152344,115740.06799316406,128957.56860351563,98526.02783203124,100690.48779296876,107750.24816894533,91477.706298828125,138327.16943359375,214224.6763916016,129449.9698486328,151823.77209472656,94723.28576660156,157542.76892089844,173928.5128173828,100433.6474609375,103557.12731933594,120883.38842773438,172944.3123779297,207313.7131347656,122609.0283203125,92583.266845703125
CE(22:0),-0.2823080429838315,1.1187857993196462,2.024641029825183,0.15476549062412115,0.33685555321690414,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,CE,6109.720432281494,6036.040428161621,5963.500411987305,5820.460426330566,6265.720481872559,5979.240436553955,6506.92045211792,6426.440456390381,6886.260471343994,6540.020477294922,7047.7405128479,6702.960487365723,6790.340496063232,6604.640472412109,7039.260528564453,7204.840503692627,6086.600448608398,6517.140476226807,6435.520454406738,6517.240447998047,6508.420455932617,6442.860492706299,6304.08044052124,6472.100444793701,5978.300430297852,6342.9004554748535,6194.420444488525,6208.900402069092,6079.820423126221,6322.340431213379,6099.820411682129,5945.880443572998,5573.220409393311,6484.260456085205,5912.9404220581055,5808.660385131836,5845.3804206848145,5973.460399627686,6225.520404815674,6542.120452880859,5796.0404052734375,6710.620491027832,6482.920467376709,5985.780418395996,8652.760635375977
Cer(d18:0/20:0),-0.2822327723652229,-0.6624723364619092,2.0199168315021616,0.1552476444786329,0.3376636267410265,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,Cer,1778.9601249694824,1649.3601150512695,1838.8001403808596,1780.520133972168,2061.2401390075684,1703.7001190185547,1914.700122833252,1560.8601188659668,1969.620140075684,2023.740161895752,2111.820152282715,1627.2801208496094,2347.5001831054688,2311.0601806640625,1545.4601097106934,1935.8601417541504,2018.860145568848,2149.3401641845703,1741.5801315307615,1984.680149078369,2019.420139312744,2093.4401473999023,2027.8201599121091,1947.440143585205,1990.8401489257808,1662.6401176452637,1812.1201248168943,1770.5601234436035,1848.780143737793,1698.4401206970217,1723.740135192871,1635.9001083374023,1810.3201332092283,1834.240135192871,2242.72017288208,1564.7001152038574,1683.3801231384275,1868.900146484375,1662.1001358032229,1871.360134124756,2023.6201515197756,1728.720115661621,1850.3801345825195,1885.780128479004,1921.8801383972168
Cer(d15:1/16:0),-0.28187553663573434,-0.7590805964140566,2.0144133454481716,0.1558114843131761,0.3386480868905219,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,Cer,1711.000114440918,1897.6401290893557,1510.9601097106934,1897.3601570129397,1858.3201293945313,1876.3201293945313,1460.720100402832,1730.7201232910156,1787.0601348876953,1743.18013381958,1834.8201370239256,1635.9001121520996,1662.5201263427734,1667.3401184082031,1819.2801322937007,1699.3601303100586,1783.8001289367676,2200.2801361083984,1654.2001266479492,1615.0401191711426,1686.66011428833,2231.640163421631,2158.520137786865,1693.4801292419434,1670.5801162719729,1636.7601318359375,1536.6401176452637,1550.8601150512695,1874.220123291016,1589.9401016235352,1916.340129852295,1538.140106201172,1600.7401084899902,1629.08012008667,2024.5201377868648,1601.4801139831543,1550.280101776123,1817.6601371765137,1677.0401191711426,1676.580135345459,1639.4601211547852,2018.9001350402832,1624.880107879639,1566.8601036071775,1925.1001319885252
[TG(52:7)|TG(51:0)]_FA16:0,0.28281310623770145,8.50281777298916,2.009474090547883,0.15631949852968696,0.3395098951661175,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,1402511.5405273438,572052.5751953125,1019104.755859375,1061839.9487304688,672413.8273925781,256885.27783203125,1112144.0869140625,962510.97509765625,2086928.790527344,2103979.139892578,1537382.869140625,622113.90380859375,777983.57666015625,1536398.8850097656,797010.67236328125,653571.51953125,687082.0285644531,1738767.5263671875,2113139.3388671875,2208633.397460937,3352920.303222656,2244893.8491210938,2864380.80859375,1924485.0600585935,434660.3720703125,469720.9916992188,800700.21728515625,421019.8103027344,362474.5861816406,354276.0224609375,776996.9147949219,684080.1728515625,958555.09130859375,1339219.1889648438,794123.7412109375,1019833.7353515624,468554.71240234375,759896.01171875,594171.58642578125,1121197.59375,1553273.0166015625,2163495.81640625,813423.8349609375,1921856.046875,127778.15014648438
CE(14:0),-0.2809623208198795,1.4666594494683012,2.0056914705853295,0.1567098224442091,0.33967339829630366,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,CE,6866.24048614502,8003.900550842285,7742.700572967529,7001.060470581055,7264.120544433594,7866.540534973144,8347.36060333252,6795.740478515625,7571.740535736084,8474.860549926758,14078.701007843018,9166.640689849854,9274.460624694824,8688.18062210083,10346.240676879885,7337.660530090332,7440.660533905029,9247.760677337646,7971.680553436279,7734.860527038574,7904.460563659668,8569.720642089844,8672.00061416626,7320.620536804199,7106.560520172119,7486.160541534424,7225.480529785156,7350.800521850586,7721.920551300049,8060.200553894043,7555.420574188232,8007.500591278076,8264.420616149902,7672.260536193848,8117.8005447387695,8219.860599517822,8002.520580291748,7809.600555419922,8239.500579833984,7341.120498657227,7541.280544281006,7951.140563964844,8094.060562133789,8387.880569458008,10940.04079055786
Cer(d18:1/23:0),-0.2810652458366551,0.16520273964080265,2.0055017040853924,0.1567294333682452,0.33967339829630366,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,Cer,2374.8601684570313,3033.6202278137207,3631.060260772705,3524.0402450561523,2880.120212554932,2555.220169067383,3276.3602294921875,2698.1202087402344,3479.280216217041,3456.020236968994,3366.760238647461,3280.1602363586426,4441.480339050293,3967.600280761719,4090.900287628174,3498.2202339172363,3554.940258026123,4082.600280761719,4188.000308990479,4396.460296630859,3550.120258331299,3350.780246734619,3241.1802558898926,3284.400230407715,2308.740165710449,2997.180206298828,3081.2202186584477,2821.960216522217,3071.3202209472656,3552.500301361084,3659.4202156066895,3064.9202308654785,3637.940284729004,2333.720169067383,3253.080219268799,3159.2402305603027,3897.140277862549,3043.0602226257324,3581.2002449035645,3103.940231323242,3875.560272216797,3606.220260620117,4352.480312347412,2827.360195159912,2703.800201416016
PS(26:1),-0.2809565475495945,5.052858318037006,2.00670303260722,0.15660533223931536,0.33967339829630366,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PS,95036.36669921876,97502.187255859375,83345.66552734375,101000.60717773438,95220.30700683594,96337.38684082033,95733.286865234375,88312.306640625,102893.427734375,114987.62915039063,117552.20874023438,111482.88793945313,102562.28698730467,103591.74682617188,79743.52540588379,107730.94799804688,99876.32653808594,96181.94708251952,89340.146484375,108511.86779785156,101378.98693847656,154733.40979003906,108372.5673828125,107405.12744140624,93963.3662109375,94418.90625,99142.747314453125,91765.0867919922,90347.12683105467,87012.28622055054,86845.265625,99068.346923828125,105965.00793457033,92625.1064453125,86621.60562896729,90415.7860107422,99985.28662109376,98731.28674316406,99123.12744140624,98576.26708984376,94460.106689453125,129945.42993164063,109899.46716308594,90396.68663787842,75267.805419921875
[TG(48:7)|TG(47:0)]_FA16:0,0.2817609052850177,8.477880050814498,1.99461653910112,0.157859015513308,0.3418327054455929,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,1102713.5668945313,574988.04541015625,749861.83251953125,941477.8291015624,748019.73095703125,475078.7570800781,926022.0078125,785227.7548828125,1853288.7802734373,1969391.138916016,1872612.6528320313,1072965.126953125,1677232.380859375,1332428.885986328,1440939.6896972656,965891.1015625,845395.4460449219,2355679.9892578125,1694578.2426757813,1806700.3833007808,2474805.849609375,1866399.6430664065,2454458.2387695313,2192028.8544921875,510521.876953125,549089.3552246094,815407.55712890625,429541.9060058594,422462.0693359375,383013.544921875,584119.4987792969,818554.40966796875,1829802.806640625,1079413.3310546875,992187.9353027344,801846.8742675781,514959.6569824219,619700.06298828125,588899.38037109375,923857.49853515625,1295744.7573242188,1654703.0341796875,1339066.6352539063,1489829.6879882813,149169.271484375
Cer(d18:0/32:0),-0.2804711137523971,-0.9120377857112333,1.9937408982705316,0.15795028458520502,0.3418327054455929,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,Cer,1662.0801162719729,1420.5000953674316,1550.6001091003418,1652.2201309204102,1834.5201301574707,1441.0801010131836,1683.5801277160645,1438.640121459961,1699.0001258850098,1529.6000900268557,1482.740104675293,1617.780128479004,1585.6401176452637,1644.3001098632813,1587.3801193237305,1550.7601051330566,1567.0401153564453,1534.800106048584,1841.7201347351076,1449.9201011657717,1506.5801010131836,1967.5601501464844,1655.7001190185547,1427.5801239013672,1566.7601165771484,1492.3601112365725,1541.4601211547852,1496.3601150512695,1400.7001037597656,1458.3401107788086,1498.480110168457,1444.6401100158691,1525.6401176452637,1498.9401054382324,1619.5401039123535,1476.3600997924805,1556.200107574463,1458.0401039123535,1606.3000984191897,1447.880111694336,1485.0201110839844,1698.4801177978516,1548.5601196289063,1550.1801109313965,1709.6801109313965
DG(36:7)|DG(35:0)_C18:1,-0.27946600219169404,4.102939443288275,1.9852913135305812,0.15883408593648035,0.3435012724975729,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,36277.3424987793,36628.60280227661,40540.82293319702,38462.88278961182,39612.16272354126,40553.74252319336,43582.52286148071,41841.76327133179,43825.22309112549,40432.92302322388,38111.32259750366,40786.34273529053,39229.00286102295,42665.34297943115,39237.30274581909,39296.10280227661,45577.22328567505,36617.94274139404,41866.302993774414,42392.2232170105,40005.58296203613,34943.60259246826,43699.04281997681,37645.48249435425,35222.30234146118,35511.84273147583,36782.34274673462,36549.82266998291,38469.82280731201,35137.18260192871,39186.342681884766,53415.70402145386,42559.08275604248,37744.202419281006,36321.06251144409,39037.62277984619,38537.762424468994,37543.382804870605,43063.48302459717,36929.482681274414,37382.48276138306,35134.822441101074,34999.18257522583,35544.54257583618,298467.1682128906
[TG(49:3)]_FA18:3,0.2807891292650659,9.130940048025685,1.980946280673379,0.15929075356447128,0.3440002443998688,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,1832086.600097656,886743.78564453125,1122449.796875,1361344.8334960938,1287176.6928710938,703450.25341796875,1411115.421875,1179674.9663085938,3031663.803710937,3119075.985839844,2768117.850585937,1490921.8168945313,2518572.8334960938,2146084.569335937,2180609.2321777344,1385252.9145507813,1381622.233642578,3566946.0854492188,2485700.140625,2831572.7509765625,4476262.604492188,3071231.8881835938,4242182.463378906,3388353.9213867188,756820.4404296875,788484.2197265625,1232414.5258789063,614240.5246582031,625481.0029296875,576260.1826171875,872162.2043457031,1185184.361328125,2937927.685546875,1667504.1103515625,1574647.55078125,1230622.9829101563,926501.67236328125,1187477.4272460938,874487.84326171875,1349517.4975585938,2082730.185546875,2950811.3041992188,2024492.4223632808,2490591.548095703,203280.43212890625
[TG(50:8)|TG(49:1)]_FA18:3,-0.2791677892057095,4.817616090326185,1.9811829732185222,0.15926583846608228,0.3440002443998688,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,98868.76727294922,78555.38592529297,60042.18353271485,76519.445556640625,74717.3257446289,58296.62390136719,85178.32580566406,83353.32629394531,88007.18594360352,98079.08721923828,102469.10775756836,87645.76522827148,89978.52655029297,100352.80792236328,75888.94570922852,94003.32604980467,89178.72650146484,97021.4676513672,83806.78576660156,90755.38687133788,94240.6866455078,150192.35009765625,87916.90588378906,102883.3071899414,69249.60488891602,71995.92498779297,77774.9448852539,67203.90481567383,70293.84533691406,61987.584228515625,70472.38528442383,78347.36599731445,81549.50573730469,80418.74609375,121419.02868652344,85244.16540527344,70986.60516357422,75118.12518310547,91076.3663330078,88361.7064819336,94000.82611083984,112211.46838378906,99409.7474975586,105105.80676269533,31872.16226196289
PC(27:0)|PC(O-28:0),-0.27904276454891336,7.6730138103259264,1.9795005340475882,0.15944303435937565,0.3440850741490424,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PC,492795.1354980469,695512.9981689453,403555.4910888672,644615.3243408203,633672.3648681641,644618.7041015625,653423.751953125,590383.4022216797,647210.2076416016,679822.2476806641,647229.4961547852,779583.0047607422,791927.3917236328,576632.20068359375,605335.8171386719,703765.4089355469,618779.3362426758,642463.9410400391,769713.0759277344,698874.6007080078,633497.9792480469,650580.4481201172,431192.2318115234,712850.6534423828,719794.1441650391,760967.4562988281,565100.2165527344,647908.5494384766,525327.2987060547,515344.908569336,523605.9581298828,592968.3303222656,736387.322265625,507240.0563964844,719166.6418457031,606426.16015625,547333.53857421875,597175.0085449219,598820.3059082031,588731.5592041016,497897.0870361328,550060.75439453125,637184.5955810547,573401.24267578125,244743.81689453125
[TG(58:8)|TG(57:1)]_FA16:0,0.28055556681923033,5.800794246617981,1.9776164259883453,0.1596417366881769,0.34415074607389606,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,128810.51049804688,133237.3091430664,87660.98547363281,143177.89141845703,145641.83026123047,117743.32800292967,127736.68927001952,116328.72717285156,275306.6968383789,278733.3631591797,324349.9639892578,268830.87872314453,307891.5781860352,263959.21838378906,263375.9821166992,272691.64294433594,277629.82208251953,292435.6983642578,201098.9961547852,238594.23803710935,232912.7939453125,250407.3989868164,259909.49731445313,252722.36010742188,114947.82879638672,123619.30926513672,123457.0474243164,100975.18768310548,107284.76684570313,105867.28759765624,107890.00689697266,159402.87280273438,211053.6170654297,131054.56866455078,159112.51025390625,110296.48651123048,140171.109375,191521.13409423828,126415.6088256836,117854.70892333984,109201.66778564452,158667.69079589844,198268.8341064453,110114.38623046876,83071.10595703125
PC(19:0)|LPC(20:0)|PC(O-20:0),0.28051438941889184,6.980340140613253,1.9770691285038993,0.15969950876926603,0.34415074607389606,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PC,249082.83825683597,416263.6502685547,873087.1428222656,438260.7446289063,334584.3421020508,422894.2885131836,315068.7199707031,377722.7694091797,339583.5,595205.3994140625,434765.1530151367,433321.8928222656,341701.7421875,595332.5604248047,438705.626953125,440619.1130371094,825402.7543334961,496478.1771240234,479885.9539794922,544422.3984375,282943.73693847656,511569.7738037109,607568.0840454102,574118.4153442383,266268.2401123047,320434.2023925781,299815.9404296875,248905.6572265625,172861.41284179688,301324.85791015625,372785.7223510742,403223.1085205078,259458.75708007807,400455.0267333984,326979.2990722656,307957.7987060547,222797.6572265625,381544.9458007813,319239.18212890625,300251.1026611328,233109.27758789065,339163.3272705078,315029.0012207031,328878.0623779297,57050.34393310547
DG(34:2)_C16:0,0.28043135052764845,5.125909936578395,1.9758421227106453,0.15982911661076904,0.3441864639885373,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,117625.98892211914,93366.0069580078,77738.30567932129,88959.16589355469,162698.7527770996,91534.78675842284,57746.48391723633,77010.1452331543,103418.3273010254,168674.9327392578,116718.92861938477,208151.1541442871,257791.0168762207,278930.89875793457,31599.3822555542,116473.86877441406,226984.1375732422,57246.184478759766,180235.93354797363,92092.7860107422,188926.03448486328,189735.21417236328,120562.0290222168,164245.59182739258,56837.30375289917,87726.4857788086,47735.02322769165,39474.56233215332,44858.80310058594,30948.08197784424,56687.36347961426,115388.70805358888,30046.382301330566,71535.92477416992,31814.462154388428,67914.70568847656,186059.993347168,300949.7615051269,107427.92742919922,122577.98817443848,73303.68533706665,113476.94741821288,159759.07249450684,27443.802040100098,32901.14241409302
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:3,0.2803074748207,5.113642496055158,1.974102601339382,0.16001306651329858,0.34433907246148,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,83889.12646484375,90364.2862548828,66135.74481201172,82544.70611572266,87145.94638061523,73426.28515625,75033.08557128906,69724.74447631836,151096.91040039063,153298.4306640625,179860.69317626953,121634.42987060548,174364.01275634766,254094.31732177731,175317.67190551758,124090.30917358398,219594.93572998047,233313.2564086914,138320.40948486328,145192.23077392578,184895.57318115237,150721.23028564453,142892.19006347656,123215.64874267578,76822.90576171875,65581.66506958008,76826.044921875,65204.08407592773,65844.98449707031,73577.5648803711,69219.38446044922,87514.686767578125,90233.1058959961,89429.346435546875,86518.1264038086,71549.86462402344,97220.96646118164,177979.97204589844,80535.90576171875,69796.86508178711,74698.26568603516,100661.78759765624,97006.44665527344,77386.60583496094,43279.08297729492
DG(34:4)|DG(dO-36:4)_C18:0,-0.27855346405083425,4.036173134738186,1.9723811133914495,0.1601953468847783,0.34448787518654655,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,38711.30281448364,38179.56285095215,38859.10271835327,37651.72250366211,82981.74608230591,39351.502658844,36655.78259277344,40337.84296798706,44761.42300415039,72299.985080719,46421.02328872681,40705.08296203613,43668.042987823486,42257.66299057007,40846.002796173096,38323.58283615112,38384.9426612854,43971.66324615479,39689.3825340271,39357.22292327881,41384.32297897339,180984.59301757807,95698.88676452637,36071.502601623535,42584.542793273926,37946.12281417847,39715.60289001465,42000.56285858154,38362.66275405884,38199.28273010254,41096.08288574219,41302.30307769776,39444.20260238648,39231.04261779785,39324.68296432495,37533.06267929077,80262.34620666504,38861.143032073975,87670.98698425293,38408.46273803711,39732.2628288269,38019.60270690918,124660.30979919434,40581.58278656006,44942.38348388672
[TG(46:3)]_FA18:1,0.2800171518192287,4.7535800259124885,1.9700087056709208,0.1604469379100864,0.34478540997615603,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,77133.5258178711,78332.62585449219,44843.96325683594,72556.0251159668,95030.82794189452,60150.98376464844,62825.26440429688,46536.38317871094,109352.20779418944,98564.4271850586,85481.02645874023,68438.90512084961,150978.93103027344,183421.55224609372,146311.0909423828,112308.08798217772,223170.73712158203,275711.15979003906,108019.18920898438,80890.36602783203,119024.54943847656,103755.44845581056,103214.00750732422,74124.20544433594,67427.08474731445,51906.08367919922,52281.103515625,43747.90335083008,61979.30404663086,45829.803283691406,47812.04357910156,70910.20574951172,85437.66586303711,54335.3041381836,80929.78506469727,50206.88360595703,90184.046875,136157.42962646484,58683.36376953125,49896.08312988281,59767.68438720703,81606.60516357422,73966.4848022461,59750.52453613281,36208.3224029541
