Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M1FAD173-5xFAD-Cortex10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,M2FAD173-5xFAD-Cortex10x_01192023,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PG(19:0),PG,112813.84869384766,113600.58792114258,108059.70697021484,22939.702033996582,88240.36608886719,110797.60711669922,99370.78726196289,108852.66900634766,105137.92782592773,122283.82989501953,29035.642517089844,7578.180591583252,7542.400505065918,5680.980415344238,7091.660499572754,1496.860107421875,1656.7801208496094,1743.9601135253906,1482.260097503662,102460.34771728516,102102.28771972656,96894.12677001953,90184.40692138672,93020.94689941406,111208.24822998047,107781.88677978516,99850.36743164062,1522.6601104736328,1630.2801208496094,4521.160301208496,1575.7201194763184,129053.24890136719,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(19:1),PG,47349.46340942383,67350.90414428711,65129.244537353516,18265.441387176514,57767.38430786133,85627.30712890625,68344.76486206055,59946.46487426758,47771.063385009766,64191.144287109375,20064.701293945312,1471.220100402832,1539.260108947754,1501.4801063537598,1506.5800971984863,1693.200107574463,2067.8201484680176,2117.9601249694824,1947.4201164245605,57377.683837890625,60182.96502685547,50951.98373413086,54322.40408325195,64509.50476074219,59933.72471618652,50688.74331665039,56904.523681640625,1518.3001136779785,1491.420108795166,1457.360107421875,1614.6401138305664,57384.064514160156,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:0),PG,59278.34423828125,78979.90545654297,83921.70629882812,24966.141860961914,67833.32440185547,76892.60479736328,80667.50579833984,66394.34454345703,65402.36462402344,79126.90521240234,29744.1220703125,57505.143981933594,63605.12469482422,49642.72366333008,66104.90548706055,59631.864238739014,52936.24394607544,58681.46393203735,55315.6637840271,68628.60424804688,69926.54455566406,64141.50411987305,79890.7855834961,75519.64538574219,72648.86511230469,71316.72509765625,67670.92492675781,52961.363708496094,63783.884368896484,68487.56512451172,54257.36389160156,68203.16497802734,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1),PG,185503.85229492188,204851.41552734375,186668.37353515625,62393.72423553467,196921.25439453125,205996.45629882812,195821.6142578125,183124.39428710938,169580.41162109375,175235.15234375,75050.8251953125,133498.3887939453,141077.81030273438,123581.16931152344,134309.72912597656,124218.08980941772,135680.8108139038,121059.36793136597,120683.92822647095,216873.6533203125,199992.37451171875,161161.3916015625,178469.873046875,202092.67626953125,185115.91381835938,189009.61401367188,185498.41381835938,148779.87036132812,150701.69116210938,149723.64965820312,136511.50927734375,151699.4521484375,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1)_2,PG,187745.33276367188,207557.55249023438,181329.55310058594,67950.94521331787,189612.07373046875,206085.61547851562,196073.693359375,189274.81201171875,173594.27221679688,181783.69262695312,72926.76489257812,137888.45092773438,136963.44897460938,131498.34936523438,136436.1104736328,121087.00860977173,130584.62813949585,121767.40879440308,117789.02828216553,206998.31298828125,196260.63256835938,164389.7508544922,178875.5927734375,196205.21411132812,188939.87329101562,189764.49365234375,192032.65283203125,143936.43041992188,151284.83081054688,152174.8106689453,143339.47216796875,157208.93017578125,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2),PG,240705.9771118164,679506.0567626953,251033.76165771484,90622.92725372314,183546.75283813477,187083.8726196289,285411.64248657227,176597.39389038086,202158.79595947266,198479.8549194336,20144.241317749023,101175.9282836914,200675.33438110352,120691.60653686523,126349.82759094238,158364.3914527893,269932.67991256714,514399.9313392639,135591.2717819214,234534.21588134766,409278.7787475586,386361.72970581055,208107.29663085938,278466.1998901367,288855.0391845703,1110743.507446289,283014.3035888672,144314.99029541016,231983.4186706543,335348.6989135742,157858.75057983398,75848.12626647949,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2)_2,PG,239636.17864990234,659222.9008789062,235590.97631835938,81918.46466064453,185327.2699584961,184173.3126220703,271632.52432250977,178072.7731628418,207679.81677246094,196787.53359985352,20788.201583862305,105171.92741394043,204273.7769165039,119170.2678527832,135710.6885986328,155551.30838012695,261288.9019126892,501887.3933105469,141949.5510559082,227378.0750732422,410978.78509521484,394050.2710266113,203089.37615966797,269779.52014160156,277433.16342163086,1116083.1503601074,271758.5769958496,136886.58926391602,229102.47442626953,338614.0032043457,161408.87243652344,79736.98617553711,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3),PG,46925.663177490234,71022.5256652832,61809.30368041992,21389.601776123047,56418.90411376953,62805.8239440918,65918.30462646484,47527.043395996094,54178.56423950195,61542.36395263672,20446.681411743164,43009.36299133301,43382.403747558594,32990.382247924805,45412.323318481445,37714.86256027222,32352.06227874756,31819.72254562378,31054.822216033936,54313.144134521484,60992.24490356445,53333.564056396484,55877.044342041016,62131.263916015625,62328.404541015625,55793.02365112305,59028.844177246094,38082.9627532959,43966.063049316406,43238.08331298828,35008.04235839844,61253.543884277344,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3)_2,PG,48473.04391479492,64133.085540771484,59898.04443359375,23647.941619873047,56484.003326416016,67224.90475463867,69630.6644897461,51407.324157714844,53458.60330200195,63052.36437988281,19581.921264648438,41739.363220214844,43510.663513183594,32102.282196044922,43416.16328430176,38512.242961883545,31257.761905670166,32068.96195602417,30767.981941223145,58205.24331665039,61960.724517822266,52252.06381225586,52333.78366088867,64135.5852355957,59360.02490234375,57100.00378417969,55295.88366699219,36223.38233947754,42583.42295837402,43176.90280151367,36153.58251953125,62474.78518676758,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4),PG,41831.763092041016,64777.54406738281,56572.74417114258,22074.70171356201,46034.82400512695,56602.04379272461,62411.18392944336,43288.06301879883,48290.023345947266,55253.264099121094,20803.881607055664,34530.76208496094,38263.022857666016,26133.881942749023,33355.48222732544,24966.221740722656,23117.98167037964,20793.601406097412,21874.181476593018,53964.82354736328,53665.90383911133,46675.883392333984,50316.703369140625,53392.164154052734,55504.14450073242,46869.303649902344,48369.203186035156,26480.321975708008,29395.582550048828,41808.28373336792,25622.221557617188,59044.60400390625,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4)_2,PG,41418.62301635742,62626.24395751953,55229.52404785156,22651.281490325928,49828.68328857422,58313.76467895508,58297.76396179199,44380.00296020508,45988.803802490234,52442.56378173828,19744.781425476074,31546.76222229004,37247.66262817383,27061.001876831055,32439.761947631836,25858.201763153076,22692.341346740723,21604.52149963379,23845.56146621704,50270.26333618164,52694.48370361328,50409.06393432617,47936.46319580078,55960.34390258789,51100.32357788086,47473.98355102539,50528.083435058594,26932.701858520508,32522.36199951172,44885.12287902832,25481.22179031372,54664.10339355469,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5),PG,87661.26611328125,116189.08874511719,107147.84875488281,33279.34234237671,93299.68640136719,104231.66711425781,120679.02905273438,87087.14611816406,86026.74609375,102666.60693359375,45513.02331542969,53252.8237953186,54350.90383529663,43626.96313858032,51847.24350357056,18484.741333007812,18926.5615234375,21553.321533203125,12547.220928192139,99649.48864746094,93536.00720214844,90312.50659179688,95547.9072265625,107874.2080078125,99798.80700683594,88813.34680175781,96515.82678222656,38261.44261550903,46889.363220214844,55922.6435508728,38832.68264007568,97097.947265625,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5)_2,PG,79279.96588134766,115493.94812011719,107943.14697265625,40075.10256958008,94927.96716308594,108893.34924316406,110495.84802246094,84972.46643066406,89173.58654785156,103052.2666015625,43231.74279785156,51972.80401992798,54362.28416442871,47068.86347579956,53899.283336639404,18534.06114578247,24862.521739959717,22859.1216506958,15377.94104385376,94791.26745605469,100301.34765625,90336.94677734375,93829.56677246094,94049.00610351562,101364.38684082031,90423.46606445312,95290.8662109375,40965.64276123047,49014.203563690186,56678.303813934326,40695.302879333496,100433.68798828125,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(21:0),PG,59670.00411987305,76416.50512695312,67462.68438720703,29722.102321624756,69381.48477172852,80681.42651367188,72337.72518920898,67264.46476745605,59667.5842590332,86781.44641113281,20359.28140258789,61262.1640625,71841.1849975586,53096.68344116211,65967.38375854492,61799.223724365234,64879.50451660156,59380.36343383789,84339.94592285156,69463.56430053711,77618.22555541992,56096.80310058594,73391.18536376953,75957.90451049805,68776.28442382812,61217.86477661133,69278.06475830078,57931.744453430176,61995.704986572266,76288.76672363281,64053.06430053711,55121.823150634766,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0),PG,245808.49822998047,299290.2998046875,174422.05139160156,115272.68673706055,175841.2091064453,186232.0714111328,246874.18212890625,181643.05004882812,124028.98944091797,200660.7120361328,36193.022552490234,108837.88732910156,128361.60961914062,93556.50659179688,109431.30798339844,113843.86853027344,127635.51110839844,139047.10864257812,105790.38842773438,198025.9346923828,388397.3115234375,125371.20770263672,220064.37451171875,198759.79083251953,175154.57165527344,232407.77734375,198444.07348632812,115923.28857421875,123025.18920898438,129613.50732421875,119658.20874023438,97126.20629882812,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0)_2,PG,299735.86083984375,363965.40380859375,195903.27117919922,133046.94898986816,201345.47314453125,200491.27404785156,305872.8214111328,217374.3406982422,136011.8299560547,229813.31579589844,35623.78289794922,108657.02764892578,127314.50897216797,89512.14685058594,122322.34838867188,117852.60919189453,139483.65087890625,143580.90936279297,114068.62829589844,221273.95147705078,494939.89013671875,132831.85095214844,242537.34045410156,240249.6602783203,203715.37408447266,273797.4415283203,237688.99822998047,127512.96716308594,137872.86993408203,151267.8692626953,131945.7901611328,87367.98498535156,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1),PG,40773.44268798828,61704.28466796875,57510.583740234375,18021.96137237549,50134.44384765625,60761.76416015625,53876.0634765625,42618.34262084961,45944.74301147461,52796.903381347656,13963.400970458984,43165.36296081543,42728.823318481445,38111.462951660156,40216.4030456543,47668.92338562012,42366.663330078125,40726.02299499512,42132.60272216797,50895.263580322266,56016.803466796875,46507.783111572266,50168.22268676758,53426.663665771484,55850.623779296875,48134.862701416016,49870.204040527344,39876.26252746582,46195.40296936035,49789.70378112793,39882.40264892578,55659.60400390625,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1)_2,PG,42584.983642578125,58693.00408935547,52508.423583984375,19892.201599121094,46158.403900146484,58003.20373535156,57000.74412536621,46588.663665771484,45760.56314086914,52459.463134765625,15160.901260375977,42760.603256225586,47868.7033996582,39663.702865600586,43544.18281555176,50023.72326660156,42102.20310974121,40283.18322753906,40328.94276428223,53153.14416503906,53605.703674316406,46573.622955322266,49406.523010253906,54159.74475097656,51599.04318237305,47815.063385009766,52767.66409301758,38140.86242675781,46891.40301513672,50030.843505859375,38844.862716674805,56924.54309082031,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:2),PG,60435.80392456055,74852.76498413086,68514.08544921875,25877.062007904053,62044.944091796875,74536.76571655273,70406.7251586914,78172.88453674316,66405.78477478027,86595.36538696289,15869.980918884277,53586.043533325195,57149.5438079834,49350.984146118164,56472.00408935547,61370.52389526367,52695.32504272461,56548.72462463379,49606.223205566406,64709.10447692871,87441.28747558594,63943.823806762695,63123.42419433594,82182.90670776367,77709.42590332031,63314.023529052734,71334.88481140137,56996.823989868164,62189.00520324707,61020.82498168945,52930.983947753906,55307.94386291504,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4),PG,74052.26599121094,119761.56866455078,89282.0864868164,32203.10205078125,81905.60632324219,82293.28723144531,97652.04718017578,83728.44494628906,112945.12878417969,90915.1664428711,21209.92155456543,71426.80532836914,73163.10412597656,57048.383880615234,62163.00408935547,78666.42565917969,70752.98461914062,59844.503662109375,65470.62438964844,99761.16662597656,116367.48809814453,75008.62524414062,85420.36553955078,89267.46594238281,91663.98648071289,81511.22467041016,87246.1265258789,65274.66424560547,70813.46563720703,71980.20492553711,65949.26382446289,66790.42504882812,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4)_2,PG,70033.96551513672,118605.84973144531,87385.28674316406,29382.00225830078,80879.56582641602,82263.34548950195,95158.58618164062,75982.48583984375,107015.927734375,93212.36694335938,20540.08139038086,69049.94454956055,67423.18389892578,59984.424072265625,62115.744689941406,78148.74584960938,65735.96490478516,67518.84497070312,63417.54382324219,98412.14739990234,109633.80773925781,78984.22564697266,88287.40698242188,91113.62628173828,89998.76495361328,82190.72634887695,86601.12637329102,63939.70394897461,68049.42477416992,72383.02529907227,67873.10481262207,67896.06561279297,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6),PG,62915.68469238281,89379.12701416016,85420.30590820312,27175.182441711426,77542.28540039062,93254.52612304688,95293.46508789062,74554.80529785156,67123.82434082031,88719.5669555664,24314.221557617188,68730.70532226562,76550.78552246094,55859.36459350586,71638.82501220703,81255.20520019531,62087.52426147461,95152.18572998047,71060.46472167969,73243.88592529297,77877.48693847656,73085.1650390625,165650.92999267578,81578.20666503906,84300.26666259766,69224.94506835938,72002.50451660156,64741.48400878906,75310.54504394531,81244.08544921875,62544.224060058594,62303.984130859375,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6)_2,PG,60534.44415283203,88294.32543945312,85895.42626953125,30767.982414245605,77599.98516845703,94988.38659667969,93761.96667480469,72408.5456237793,73007.82470703125,87159.36645507812,25812.70147705078,67699.96557617188,82898.18658447266,57397.68371582031,71281.52499389648,84375.5062866211,63821.98370361328,95742.32580566406,73096.96588134766,75350.2053527832,75546.74591064453,73765.96508789062,166309.3084716797,81456.24542236328,84481.82550048828,70963.66528320312,74045.68481445312,63104.44470214844,75406.48455810547,84391.86544799805,66782.78479003906,64106.305236816406,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0),PI,71548.58477783203,21872.961627960205,76939.12553405762,24602.56173324585,79706.44577026367,76564.96597290039,72075.10531616211,67937.68493652344,68302.94497680664,69342.94470214844,11705.90083694458,67739.52377319336,68516.46559143066,61663.42398071289,63254.58444213867,61630.80322265625,69559.30517578125,61283.28550720215,61284.885009765625,28306.221740722656,26482.561920166016,62948.00439453125,67876.32531738281,84709.1859741211,74737.4652709961,72001.904296875,86122.82629394531,67609.56565856934,47534.323791503906,63929.98400878906,30239.622676849365,51699.76379394531,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_2,PI,70659.92568969727,23635.581630706787,73088.72598266602,21995.241653442383,73683.28536987305,70692.3056640625,77438.42562866211,71695.88525390625,70072.86456298828,65925.9454498291,13926.821025848389,69980.82470703125,66701.16535949707,61138.28436279297,64508.463775634766,63992.324951171875,72514.0647277832,61040.7841796875,65272.983489990234,31095.502098083496,27914.842113494873,65184.444732666016,65886.62432861328,81699.24530029297,73569.52493286133,69831.80532836914,81791.82601928711,72132.44439697266,46315.36395263672,65931.64434814453,32253.86252593994,53322.10321044922,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_3,PI,71486.62503051758,22919.881565093994,73707.20544433594,22679.261657714844,73936.62545776367,75370.08514404297,70420.44485473633,69798.84512329102,67789.64440917969,65899.04483032227,11940.680770874023,69552.76554870605,66922.50625610352,63404.96401977539,62476.725509643555,58001.94413757324,70307.16459655762,58621.60322570801,67985.12423706055,28311.342002868652,26141.361568450928,61735.003967285156,67827.08511352539,79921.40631103516,76466.34622192383,72060.3251953125,84666.48651123047,64896.464294433594,47535.423095703125,68475.02508544922,31480.00217437744,55023.684326171875,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(13:0),PI,116219.48864746094,41458.34313201904,98647.04693603516,41032.8224029541,121563.18920898438,91295.36724853516,94464.28717041016,98220.82678222656,92059.9467163086,90015.52612304688,23581.441524505615,71262.90509033203,78218.90631103516,75100.20513916016,65335.46453857422,79406.70520019531,100321.04638671875,88541.12646484375,79814.02612304688,50159.60388946533,54049.80385971069,88041.56555175781,83247.60638427734,112139.06774902344,94366.20733642578,100036.94732666016,129986.2890625,92840.48663330078,71578.2455444336,86445.34631347656,49637.38388442993,90002.8871459961,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0),PI,80269.96612548828,21771.1815032959,87470.92645263672,24732.501640319824,86106.4267578125,86219.54473876953,88409.08752441406,80563.72436523438,78718.44567871094,76078.92526245117,7737.82052230835,79248.44470214844,78933.42465209961,68887.80520629883,74173.72543334961,68248.48446655273,79741.34530639648,69777.52505493164,76086.5258178711,34938.842193603516,28600.541564941406,77018.10507202148,76960.58627319336,88278.82525634766,86690.42446899414,81696.1852722168,87671.1655883789,77266.98547363281,57177.1442527771,78921.18536376953,35135.28242111206,67115.76525878906,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0)_2,PI,77404.00573730469,22566.501735687256,85652.42483520508,27165.761966705322,83585.72540283203,92826.0671081543,88502.4866027832,85662.72647094727,80119.52658081055,73988.2854309082,10610.080707550049,80768.46560668945,83722.06677246094,67893.1647644043,74629.80499267578,67742.80604553223,76274.1242980957,74024.78521728516,74569.52569580078,33801.602741241455,31193.10231399536,71922.00552368164,75960.22521972656,86684.0651550293,85640.82638549805,82606.22671508789,88593.86581420898,76597.76501464844,59346.52449417114,80378.94665527344,37317.002670288086,61796.04522705078,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(14:1),PI,492905.51513671875,68777.36492538452,600025.3173828125,78919.04601287842,462032.9493408203,604615.9389648438,621943.439453125,546428.8160400391,548923.8675537109,471085.9305419922,34645.622703552246,593898.8458251953,649246.4865722656,574559.7939453125,519473.10388183594,453928.28259277344,590693.4376220703,548475.0125732422,514444.17626953125,135995.75078582764,227979.81832122803,577600.7016601562,539328.4323730469,564905.05078125,586810.4587402344,569121.9011230469,572075.638671875,567016.634765625,417193.7364501953,554944.9953613281,195377.23229599,287219.0819091797,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0),PI,564576.1209793091,20767.781421661377,469203.79387283325,26341.74208831787,422371.09925460815,387951.96756362915,519169.1562843323,562403.4044876099,533027.7792816162,494828.383392334,15721.86092376709,523059.9155578613,541179.3835144043,480695.3606262207,514272.61895751953,470045.072845459,611136.9318237305,593799.6798706055,438555.19314575195,3361.920211791992,2766.700206756592,2981.9402198791504,280641.96061325073,481182.39500427246,507624.4865036011,419664.10830688477,544975.1896972656,583872.5711975098,341210.94483947754,747041.7401123047,215788.75708007812,77248.48648071289,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0)_2,PI,564512.1929969788,13958.00080871582,438018.318813324,18559.62121963501,4734.740337371826,32079.262489318848,411753.2945327759,555324.547618866,524690.0135879517,458154.5355949402,8702.520603179932,533344.8758850098,535870.8276977539,498758.91888427734,518677.5618286133,464390.9094848633,610761.8307800293,558285.804107666,467257.43045043945,1759.1401329040527,2578.660202026367,3010.2001876831055,3125.5801887512207,459316.7342224121,499735.48293304443,390935.78812789917,554104.5033073425,582637.5874633789,354721.3103713989,752933.0030822754,176396.09419250488,74041.88470458984,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0),PI,67377.20484924316,20816.681552886963,82317.78646850586,26131.481590270996,71621.02481079102,78579.66567230225,81123.9048461914,89534.94537353516,75834.58619689941,75771.54620361328,11199.480709075928,69033.58589172363,67913.44496154785,58129.22286987305,65215.265716552734,72077.68557739258,63686.02502441406,62802.225021362305,60368.003356933594,25188.12172317505,25298.141681671143,56597.76386642456,67713.40435028076,78890.12567138672,79174.8864440918,71749.40454101562,83535.32638549805,59178.963928222656,49598.22410583496,67538.64532470703,42184.543365478516,73600.72549438477,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0)_2,PI,73891.20491027832,25304.221797943115,86207.90716552734,25674.441688537598,71514.36463928223,78760.70631408691,78987.32531738281,90217.4255065918,74089.54528808594,78593.08541870117,16357.781074523926,74750.5260925293,70760.80419921875,61738.10415649414,66313.56491088867,79128.12576293945,65148.264587402344,61123.14366149902,68678.98593139648,20211.501667022705,21312.281330108643,50827.68334197998,62624.26416015625,78543.20639038086,81690.1067199707,73202.16510009766,81324.5856628418,70370.44458007812,50019.6837310791,72923.36517333984,31244.242218017578,76934.50500488281,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0),PI,1527.3001022338867,1480.5401039123535,1759.0200996398926,1466.2001037597656,1670.1001167297363,1562.160099029541,1663.0201110839844,1615.9601020812988,1567.200107574463,1738.140121459961,1457.2401084899902,96092.28634643555,95951.26806640625,81080.62524414062,82126.08554077148,88828.78671264648,80706.6654663086,87324.20520019531,90982.32696533203,1567.220100402832,1635.8601150512695,1489.740104675293,1543.7800979614258,1743.6201248168945,1547.2601127624512,1489.8201065063477,1506.9401092529297,84950.28555297852,69197.96463775635,90765.68591308594,40844.24295043945,1476.2200965881348,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0)_2,PI,1488.2601013183594,1461.160099029541,1511.9601135253906,1462.4600982666016,1617.7401237487793,1607.58012008667,1682.4001197814941,1543.8601112365723,1469.0401000976562,1558.7001190185547,1457.5401039123535,93003.98657226562,93221.0658569336,76981.98495483398,86098.76733398438,85581.92584228516,85159.06494140625,81338.96606445312,85226.60675048828,1486.760097503662,1672.5801086425781,1527.2601051330566,1941.2401161193848,1516.3201065063477,1478.280101776123,1490.400104522705,1590.58012008667,82266.58605957031,65349.48564147949,92569.78631591797,47394.962982177734,1504.780101776123,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1),PI,1493.8201026916504,1461.1401023864746,1631.5801124572754,1461.440097808838,1551.360107421875,1532.440113067627,1534.800106048584,1495.920093536377,1464.800106048584,1613.0201263427734,1457.540096282959,158491.15286254883,146457.29071044922,133495.728515625,131743.10919189453,133583.4295349121,137414.38842773438,126213.0689086914,126482.3278503418,1516.940113067627,1512.4001083374023,1548.7201042175293,1476.6401023864746,1566.300106048584,1514.1201057434082,1671.540111541748,1527.8801040649414,135654.9076538086,93450.36782073975,129531.8305053711,56095.24376296997,1462.5600929260254,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1)_2,PI,1479.9601020812988,1497.2001037597656,1521.7801094055176,1461.7001190185547,1533.60009765625,1520.3400993347168,1556.3000946044922,1613.8201141357422,1606.0801162719727,1580.6601219177246,1457.2601127624512,152827.6737060547,138089.0884399414,127767.35046386719,139959.6072998047,133576.58923339844,136031.12857055664,121746.44830322266,132299.287109375,1508.0001220703125,1560.1601066589355,1574.8601036071777,1479.8200988769531,1602.040126800537,1474.56010055542,1551.680103302002,1464.620101928711,134600.150390625,101633.42797851562,132821.46844482422,55863.90421295166,1469.6401062011719,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
Lyso_PI(17:0),PI,392852.9119873047,51427.56373214722,497566.0837402344,58863.44422912598,423640.94873046875,568422.4061279297,522382.7579345703,503176.41717529297,472161.42932128906,455615.4296875,27639.521991729736,398554.18939208984,434415.69299316406,392759.3411254883,397946.46197509766,307145.1143798828,392161.3770751953,411871.9519042969,329690.12677001953,99020.60654449463,66517.10567855835,451729.7956542969,537434.7490234375,503586.0916748047,489445.947265625,440162.6307373047,515706.74365234375,359323.03857421875,262241.1778411865,345800.6390991211,146157.7112121582,128606.22680664062,Genotype: 5xFAD,Genotype: WT,Genotype: 5xFAD vs Genotype: WTBlank1,19,12,10xBlank_01202023
