Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PE(O-38:6),PE,98562.04724121094,211948.2742919922,132721.73052978516,173657.81365966797,172952.8525390625,126779.82766723633,142710.3310546875,98189.86712646484,123169.03021240234,109189.86755371094,272596.5817260742,153218.76983642578,106280.40716552734,93796.7269897461,87432.166015625,48624.98318481445,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-40:0),PE,164939.2127685547,315270.18420410156,218887.3348388672,272763.0583496094,264178.88049316406,194472.6951904297,248706.11767578125,146661.47204589844,174776.1739501953,186638.49291992188,395599.38342285156,240076.25756835938,154034.88897705078,144443.37109375,122394.50854492188,74184.26550292969,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-40:2),PE,69966.14489746094,82492.1254272461,66850.8246459961,66417.76470947266,70382.40521240234,54739.40380859375,60677.16418457031,74735.5458984375,76449.68591308594,69752.38439941406,69678.72454833984,71195.14465332031,70114.94458007812,57209.94396972656,62257.204650878906,67354.98455810547,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-40:3),PE,112520.40759277344,130340.2109375,90680.4467163086,102256.50775146484,136067.02905273438,87470.56579589844,100322.36764526367,119468.7681274414,108766.36822509766,91917.6264038086,100672.12701416016,138081.34881591797,116152.62786865234,98312.94677734375,77269.96514892578,62180.68426513672,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-40:4),PE,81118.4453125,106263.0062866211,92255.26623535156,96803.80651855469,94831.36614990234,76007.88543701172,85884.02709960938,97157.80670166016,100833.28759765625,94851.50659179688,136259.24810791016,105567.22717285156,88499.02600097656,77087.80517578125,80072.88568115234,65576.48498535156,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-40:5),PE,116743.58850097656,178015.1524658203,137389.0899658203,149097.48992919922,155940.41046142578,120341.51013183594,140389.28930664062,125988.20935058594,146543.62841796875,137195.9110107422,213344.9549560547,156156.95056152344,135659.03076171875,117780.38763427734,130290.14910888672,103374.60748291016,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-40:6),PE,614852.5393066406,821650.1892089844,818281.1588745117,692385.1274414062,874977.5704345703,604285.979309082,833936.813293457,602669.748046875,760379.9854125977,720103.0008544922,901165.6768798828,717795.7928466797,794539.7785644531,655233.3315429688,912397.2744750977,704991.9232788086,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-42:0),PE,55635.0439453125,73775.60498046875,59225.244201660156,64105.504455566406,58126.62414550781,46906.003021240234,51507.26419067383,64077.304138183594,65596.44482421875,64663.084869384766,63250.46472167969,59292.64422607422,57328.72448730469,54242.04406738281,54903.00387573242,54419.50369262695,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-42:2),PE,89784.94592285156,98808.26763916016,73378.66510009766,87104.44519042969,105967.02709960938,69393.22485351562,91116.3462524414,82795.72540283203,94029.3471069336,82754.30560302734,97542.08712768555,92715.7074584961,92628.12658691406,70162.18426513672,68302.90454101562,55708.50402832031,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-42:4),PE,181655.37341308594,215031.19512939453,194828.51489257812,190498.37701416016,163592.37042236328,162146.7514038086,178411.17449951172,169455.55560302734,217147.49615478516,200121.0791015625,178594.9962158203,181097.19592285156,166375.21124267578,154981.89233398438,214879.47827148438,324055.8346557617,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(O-42:6),PE,126248.02783203125,141706.29022216797,114357.84796142578,139468.56970214844,111707.92922973633,101329.38775634766,107876.20764160156,114303.84857177734,124135.28912353516,119256.41015625,119720.26852416992,129090.28829956055,103557.54833984375,112056.08792114258,115344.26727294922,124321.7060546875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-16:0),PE,215155.05310058594,255020.06353759766,217841.6905517578,247365.79345703125,350705.28479003906,263159.78216552734,253359.15576171875,258065.21942138672,251169.0972290039,222606.99530029297,219816.8980102539,247666.9150390625,418059.7351074219,263602.8385925293,122082.09100341797,54986.14303588867,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-20:0),PE,48199.982666015625,56272.94403076172,47258.643005371094,56083.26397705078,20454.341537475586,36302.02197265625,38722.58270263672,52287.78402709961,53882.94369506836,55237.904235839844,63896.864807128906,52446.9035949707,6040.200435638428,35550.462493896484,44060.4833984375,64054.60452270508,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-28:0),PE,36952.422760009766,46402.943298339844,40028.06280517578,44932.22314453125,36550.46223449707,36277.42248535156,35256.82297515869,39014.42346191406,46192.26335144043,46191.18322753906,41532.602630615234,39162.64320373535,34385.74272155762,31737.622192382812,33667.14198303223,45536.66323852539,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-30:0),PE,45755.0036315918,56659.784423828125,53178.0439453125,52444.683990478516,49401.16394042969,41447.10321044922,42135.32308959961,51571.66360473633,55023.144134521484,61388.584045410156,43204.04296875,49904.44384765625,47735.783294677734,38488.02279663086,46030.08337402344,42990.90328979492,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-30:1),PE,47501.343322753906,58232.22479248047,50142.84408569336,54120.782958984375,51883.00439453125,46060.7633972168,45457.322998046875,51380.723571777344,57859.1643371582,54773.244079589844,47992.68344116211,49956.363342285156,41499.28289794922,43364.14309692383,46339.262924194336,62109.14465332031,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-32:1),PE,68658.26602172852,66854.74404907227,54412.46435546875,59229.42378234863,61264.88458251953,46339.44268798828,55012.34359741211,55411.40414428711,64988.123779296875,62870.92404174805,60323.3044128418,63384.08450317383,54781.183822631836,48193.4231262207,54138.5641784668,61631.52438354492,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-34:4),PE,47205.643463134766,56597.483825683594,45841.78366088867,45382.743255615234,45115.603271484375,34504.2825012207,37385.60256958008,52017.863830566406,54545.88415527344,51968.20330810547,42986.442962646484,49395.80383300781,39328.44274902344,58340.34411621094,39097.78237915039,53312.764068603516,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-36:5),PE,80397.70574951172,88505.90643310547,73715.52465820312,81396.98614501953,73882.00451660156,63465.584716796875,68607.3645324707,78158.0454711914,83961.74584960938,89037.32531738281,75987.58465576172,81695.74450683594,64709.94467163086,71942.52517700195,71977.88464355469,88156.58575439453,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-36:6),PE,125313.6089477539,211815.05657958984,136512.46783447266,180956.63311767578,196287.39443969727,133271.5888671875,153616.70956420898,105726.4076538086,128701.32873535156,119788.86865234375,249197.61590576172,149800.4691772461,104069.82800292969,98205.20733642578,92878.06616210938,67523.58465576172,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-40:7),PE,99151.94757080078,139920.40838623047,109352.86846923828,144619.43029785156,136445.169921875,100773.98693847656,112584.58807373047,103795.50787353516,108454.04815673828,116515.06927490234,186654.4956665039,130181.048828125,102622.2866821289,101637.38659667969,93577.50634765625,63073.764892578125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-42:0),PE,55436.104095458984,85472.26599121094,62200.925048828125,64396.22424316406,69371.92462158203,49023.563873291016,52356.924072265625,70375.14422607422,67671.54431152344,62738.484375,57738.18438720703,66909.28503417969,57994.904541015625,50124.084045410156,64166.72396850586,65286.44451904297,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PE(P-42:4),PE,55114.82373046875,67722.06481933594,51640.38397216797,59375.62438964844,55543.1044921875,47769.10400390625,50245.883361816406,60382.684509277344,62150.42395019531,55461.56399536133,55328.88342285156,59181.14450073242,48559.38348388672,46814.043518066406,54499.86395263672,55964.783630371094,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(14:0),PG,92057.68649291992,91191.6474609375,62724.744140625,80660.38568115234,98580.30694580078,77553.60552978516,96692.30676269531,61639.36407470703,89092.84759521484,86966.28625488281,86250.64630126953,71233.14532470703,75101.62530517578,67410.04513549805,89454.2861328125,50930.9035949707,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(18:4),PG,70045.68469238281,83605.90576171875,58997.643127441406,77322.94515991211,58279.484130859375,70194.98486328125,57985.8836517334,58937.00390625,70874.26434326172,68988.00497436523,77864.28503417969,64064.14419555664,43407.50328063965,50610.84323120117,79660.66485595703,61716.084716796875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(20:0),PG,75892.68557739258,79647.06494140625,57828.26431274414,69056.58480834961,73174.98498535156,62700.984924316406,68136.02557373047,61948.724517822266,71234.06494140625,84153.34555053711,82781.88632202148,61246.604919433594,51911.16345214844,58910.64392089844,75659.30575561523,52910.88430786133,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(22:2),PG,83179.98571777344,81775.78591918945,61614.3232421875,74684.48416137695,55461.843673706055,50480.50378417969,59362.9833984375,64401.98516845703,69647.88473510742,69045.94515991211,89776.64556884766,66228.8649597168,49668.48336029053,54714.383377075195,63082.68376159668,55415.843673706055,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(24:0),PG,90739.64486694336,108425.7279663086,60099.38528442383,80734.3063659668,95325.42694091797,105818.68759155273,101787.96563720703,57251.0842590332,75010.72607421875,95667.9059753418,101553.74723815918,97977.98626708984,53127.10417175293,90617.20492553711,77918.72494506836,44715.28372192383,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(24:1),PG,103270.78771972656,107814.70776367188,102523.80712890625,107933.98742675781,101890.18725585938,107324.70788574219,110757.42749023438,92905.20666503906,109177.02758789062,112716.06787109375,106247.08801269531,105148.50793457031,95172.46716308594,96555.60668945312,101908.18737792969,89024.44677734375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(26:0),PG,62452.3642578125,67901.64450073242,53811.32443237305,62535.404357910156,69080.32556152344,58074.4436340332,59004.04357910156,58088.70440673828,66235.84509277344,84886.80572509766,74311.68463134766,57170.24365234375,46195.34280395508,58374.72375488281,78658.56594848633,77219.28582763672,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(28:0),PG,818957.7813720703,816771.732421875,736989.5354614258,891870.2127685547,727348.2096557617,786074.7878417969,904993.8998413086,538328.4263305664,718908.9151000977,670174.6101074219,650422.0460205078,622773.063659668,680955.0684814453,826968.3687744141,1031013.9747924805,642308.7884521484,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(28:1),PG,71089.1244506836,76626.22595214844,65540.96484375,74185.76556396484,68795.52465820312,66357.14373779297,69193.70495605469,66117.46496582031,69539.72497558594,81051.10522460938,73453.96551513672,66095.12390136719,59529.964416503906,61926.12438964844,73219.505859375,66218.52410888672,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(28:2),PG,49840.40347290039,56898.7239074707,48334.52359008789,54123.064056396484,49241.383361816406,48001.30319213867,51616.563537597656,44807.363189697266,53529.94366455078,50906.14373779297,60729.04376220703,48303.203552246094,38068.5224609375,44777.603454589844,51090.06314086914,85055.92672729492,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(30:0),PG,83002.36596679688,87563.66687011719,73238.14440917969,83474.96557617188,99541.10772705078,82987.365234375,78109.96606445312,72160.88464355469,81537.98608398438,98035.78625488281,80108.8060913086,79109.26556396484,68573.1455078125,90816.98699951172,91742.30627441406,63750.92449951172,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(30:1),PG,51745.68344116211,56729.98385620117,48126.76364135742,51292.80355834961,55123.92353820801,45026.883209228516,49604.723541259766,47028.323333740234,52076.263427734375,56070.34362792969,50230.44332885742,44048.48304748535,41905.222747802734,41835.14291381836,53536.66427612305,40275.58282470703,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(30:2),PG,52254.52365112305,67671.5845336914,55108.96371459961,57778.74432373047,52014.78283691406,42471.76290893555,51340.64407348633,51810.54397583008,63196.82540893555,57632.56311035156,56427.523529052734,51573.5231628418,40607.882720947266,41277.02262878418,56091.14419555664,52244.96357727051,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(30:3),PG,70875.1044921875,80264.76602172852,49391.28369140625,62135.584564208984,64444.065200805664,61979.42498779297,70677.96459960938,47844.06344604492,62836.44418334961,65559.02520751953,58737.664001464844,62687.1442565918,45472.78323364258,54388.44338989258,84933.68667602539,53280.26364135742,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(30:4),PG,49336.36349487305,55495.7236328125,43390.92321777344,50233.302795410156,44866.08331298828,44173.02355957031,40374.5828704834,44217.262298583984,47431.04391479492,51552.944091796875,45182.622985839844,44229.783294677734,35421.26232910156,44195.46307373047,48141.243591308594,45092.143463134766,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(32:0),PG,99233.52844238281,110267.2474975586,94173.00695800781,101251.18731689453,120860.2699584961,103335.9873046875,100266.4672241211,86060.94647216797,102661.30920410156,122131.96990966797,90913.38623046875,93189.24645996094,78924.9262084961,97710.2476196289,120055.34701538086,68149.18524169922,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(32:1),PG,78819.50534057617,74876.6849822998,61783.06478881836,70659.54550170898,95037.5283203125,66439.16555786133,77277.00698852539,61925.564453125,68470.18572998047,75817.4644165039,76655.34420776367,72009.84506225586,68881.66543579102,59248.243103027344,65136.56423950195,39920.783111572266,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(32:2),PG,589981.5108642578,421410.26861572266,265542.63287353516,415399.5427246094,625595.9060668945,428424.1611328125,541513.5987548828,387149.08642578125,392078.50762939453,398096.94775390625,512530.8069458008,461732.9279785156,582529.606628418,395898.5482788086,209519.27392578125,62236.564208984375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(32:3),PG,59693.72412109375,72947.80572509766,57634.34423828125,62462.1242980957,61466.68438720703,54548.10339355469,61810.944763183594,55383.4241027832,63209.6640625,65859.7043762207,58968.36376953125,59053.22378540039,49142.40414428711,46723.10299682617,63486.364349365234,43656.642974853516,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(32:4),PG,78088.70602416992,78420.94567871094,67730.86389160156,70382.2855834961,70689.12478637695,82292.44641113281,74951.60479736328,65135.10385131836,71272.84426879883,69176.14544677734,57781.50408935547,69293.24423217773,64012.52453613281,66856.82427978516,71438.1047668457,43767.94314575195,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(32:5),PG,56942.42364501953,64834.60479736328,61361.8037109375,58152.703552246094,141260.64776611328,55899.803955078125,54420.323791503906,69036.98474121094,56995.0637512207,66687.0654296875,55179.38348388672,59599.624603271484,45016.043365478516,738903.2070922852,56953.104248046875,52170.14404296875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:0),PG,63582.74481201172,75389.54537963867,57950.66375732422,66039.24533081055,75363.00567626953,59227.40447998047,60277.36456298828,58813.623962402344,66877.00415039062,83671.3861694336,68513.7046508789,60293.164489746094,54289.243560791016,64896.94482421875,72317.00527954102,49477.183349609375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:1),PG,94625.00695800781,98759.02758789062,75341.0654296875,84263.34558105469,104941.10827636719,83637.0458984375,87044.42694091797,92546.8056640625,97016.3271484375,110687.7080078125,94483.4663696289,90451.78625488281,71242.86572265625,70110.50451660156,86161.50659179688,58451.984619140625,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:2),PG,61865.78451538086,72865.54510498047,59468.704833984375,64478.34426879883,66565.54452514648,59144.984619140625,62402.364517211914,58951.363708496094,62951.82421875,66409.44396972656,70047.14520263672,60949.6643371582,53909.764251708984,46673.04379272461,63638.90447998047,45983.30322265625,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:3),PG,62944.06396484375,72847.94598388672,58371.244567871094,67213.66467285156,59765.58447265625,55731.06414794922,59389.144104003906,59029.723876953125,72619.38543701172,65866.82543945312,62880.80453491211,60156.80432128906,51316.90350341797,50856.38357543945,61119.82482910156,50424.14373779297,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:4),PG,54064.4638671875,65700.20458984375,51828.843688964844,62481.96432495117,58445.26416015625,57604.164001464844,51124.523498535156,50943.86380004883,59670.64373779297,65237.984802246094,56091.543365478516,56303.083984375,51233.14318847656,51276.02380371094,57067.52410888672,45698.94369506836,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:5),PG,98848.58682250977,136217.45016479492,106144.8264465332,113697.42837524414,89846.84503173828,94560.66693115234,93091.48733520508,91123.22644042969,114854.70785522461,113787.20703125,96956.06671142578,107448.30584716797,81746.66543579102,82222.4260559082,109511.1272277832,70728.80438232422,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:5)_2,PG,93951.42669677734,120037.7671508789,94973.30615234375,105226.00897216797,87226.1467590332,90437.16638183594,93001.22705078125,85250.4059753418,109379.72705078125,116243.6484375,92314.26574707031,105301.64752197266,68555.92572021484,75991.68591308594,98670.8664855957,70120.16534423828,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(34:6),PG,62492.80480957031,82189.62564086914,61685.084411621094,64966.92462158203,88466.5267944336,61463.224182128906,65746.0041809082,61748.304443359375,70648.46466064453,76898.20538330078,68447.42443847656,60929.28512573242,56236.7038269043,205641.6192626953,60219.763900756836,49891.1640625,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:0),PG,161425.8114013672,163240.29028320312,133486.2294921875,161855.33044433594,120362.70886230469,120062.92929077148,137429.3504638672,138971.9110107422,155276.81091308594,160520.53149414062,145426.36944580078,133008.84814453125,104161.42687988281,119120.2685546875,134365.41009521484,112770.00897216797,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:1),PG,429031.01171875,319739.82080078125,168404.01171875,309153.0009765625,166981.65258789062,166357.49145507812,186507.41333007812,432836.1142578125,327750.125,465343.634765625,241880.8974609375,308539.82080078125,163990.11303710938,152643.41088867188,191490.91357421875,142614.4111328125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:2),PG,312738.2443847656,224894.81396484375,156952.45068359375,219512.89697265625,136565.0096435547,124319.60900878906,141173.46923828125,282126.40283203125,210270.61474609375,295363.35888671875,291566.50341796875,230261.67651367188,135456.6688232422,147769.42932128906,119517.82763671875,75807.625,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:3),PG,67619.90502929688,72386.58462524414,59820.203552246094,70320.92504882812,62004.744201660156,58023.80438232422,57461.044189453125,60058.064514160156,64602.94482421875,65802.70471191406,74620.64590454102,61693.52490234375,51583.30340576172,48415.143463134766,60826.74398803711,47194.82287597656,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:4),PG,74410.66467285156,84260.36657714844,71186.66528320312,80452.54571533203,70165.92352294922,65921.06439208984,71613.40441894531,66605.70458984375,81562.94561767578,79938.54602050781,73942.56567382812,71065.82586669922,60300.664306640625,60757.76446533203,73727.0849609375,64116.624450683594,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:5),PG,50790.56378173828,63652.204681396484,56045.08367919922,57807.28387451172,55682.70397949219,51790.00421142578,54978.50360107422,52785.604095458984,60590.14431762695,64185.924560546875,54459.46401977539,53252.523681640625,45094.44317626953,46931.08288574219,59748.623626708984,42303.02325439453,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:6),PG,50681.82357788086,70225.76593017578,54638.984313964844,64160.324279785156,63869.40368652344,51691.30374145508,58855.88381958008,54585.303649902344,63522.98452758789,65156.74542236328,56194.36380004883,52177.62341308594,50280.56369018555,49347.50354003906,70817.20590209961,35202.042388916016,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:7),PG,79149.00595092773,77981.22583007812,60613.324645996094,69147.34451293945,76128.12466430664,68683.0655670166,72932.4455871582,64965.86462402344,71985.40545654297,77834.86557006836,81653.72518920898,69992.90530395508,66273.86456298828,66902.44519042969,67029.74417114258,40557.30270385742,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(36:8),PG,386411.1553955078,292627.7795410156,193368.91564941406,297908.6530761719,387173.6243286133,277586.10552978516,344737.4437866211,274496.64221191406,296234.89935302734,296965.7359008789,341300.18225097656,330747.1040649414,369803.45251464844,271330.4959716797,158835.33087158203,56242.584411621094,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(38:0) | PG(P-40:6),PG,190174.71356201172,167925.13342285156,124772.2085571289,169809.42895507812,198558.65600585938,141366.56799316406,170645.83209228516,178780.8350830078,171645.53173828125,186674.55206298828,231502.2156982422,187513.81198120117,186827.71124267578,146874.11010742188,105925.58773803711,45743.74346923828,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(38:1),PG,121216.64819335938,105921.36688232422,90607.34552001953,109294.20849609375,106595.76861572266,87448.78564453125,98048.48657226562,119056.64770507812,115862.64855957031,144494.67224121094,154156.64916992188,114817.32727050781,97556.76593017578,82408.92608642578,89344.10607910156,49655.80303955078,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(38:2),PG,145187.01055908203,143769.7691040039,135439.39141845703,147819.08984375,174621.65255737305,98696.74505615234,139263.43008422852,152019.31030273438,162822.4302368164,183788.25427246094,293659.70428466797,182344.57415771484,161890.5516052246,116573.74868774414,109882.30865478516,48587.86279296875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(38:3),PG,80991.42547607422,79688.54602050781,70741.84423828125,79192.40533447266,67800.78381347656,58550.32345581055,72152.52508544922,81596.04498291016,84256.14660644531,103815.64666748047,123004.24932861328,83887.6265258789,67932.84490966797,58492.764587402344,71429.86563110352,45920.02325439453,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(38:4),PG,136480.009765625,126488.54956054688,90277.52606201172,119284.06762695312,90394.20678710938,92182.96667480469,99562.02746582031,136852.609375,124769.32934570312,152429.77026367188,108377.70751953125,112404.96801757812,80060.46661376953,85231.92596435547,91493.54626464844,61057.764404296875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(38:5),PG,73184.16552734375,80117.82525634766,63794.76446533203,75128.88568115234,72651.28466796875,68546.22485351562,69885.64471435547,66843.80450439453,71816.18493652344,80462.56622314453,73143.40551757812,69600.34539794922,56772.623291015625,55807.964416503906,72984.76446533203,46921.72302246094,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
PG(38:6),PG,72126.76470947266,93351.48645019531,65490.14456176758,79418.06610107422,93411.40649414062,67631.82458496094,78120.3251953125,75297.84487915039,80243.22497558594,83531.10577392578,85172.24615478516,74013.30462646484,71672.02618408203,62291.72412109375,78882.544921875,41587.902740478516,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
