Lipid,Class,AK0135,AK0140,AK0169,AK0154,AK0155,AK0168,AK0174,AK0175,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
Lyso_C17 sphingosine-1-phosphocholine,SM,152176.85327148438,86006.28457641602,102047.52502441406,17124.74137878418,103255.82781982422,122992.74822998047,189423.4114074707,117969.8482055664,27942.222106933594,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(10:0),PC,84429.36669921875,64987.10467529297,67143.3046875,20557.401489257812,69675.6845703125,73306.78503417969,90356.74633789062,73190.52575683594,44484.48294067383,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(11:0),PC,78483.80651855469,56748.40362548828,59395.46350097656,14178.281005859375,57823.744384765625,64591.005310058594,89839.7260131836,61076.584228515625,28150.682037353516,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(12:0),PC,117873.1078491211,74808.86535644531,87228.005859375,14908.181015014648,83034.08456420898,88066.66680908203,143506.86975097656,98689.84777832031,30967.9617767334,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(13:0),PC,150667.9700012207,84337.5062866211,96636.26501464844,15787.181091308594,103597.18768310547,121215.68933105469,183503.12713623047,117920.98919677734,24540.241989135742,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(14:0),PC,254762.4541015625,140043.82891845703,173976.2940673828,25094.081512451172,168929.0737915039,214492.79333496094,362720.15032958984,225495.53930664062,36491.72264099121,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(14:1),PC,280183.46044921875,151534.83001708984,190962.81481933594,28108.662216186523,189615.41345214844,242961.05615234375,398927.23388671875,242052.47314453125,35490.28253173828,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(15:0),PC,474897.0526123047,234774.93612670898,276131.11462402344,40615.103515625,300352.3215332031,416581.8937988281,683319.0270385742,415540.7692871094,20977.201400756836,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(15:1),PC,499950.67559814453,254543.5133972168,306186.90423583984,43078.582916259766,318355.7028198242,440480.46826171875,726974.1410522461,440001.04400634766,24600.321746826172,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(16:0),PC,464270.07568359375,268989.75201416016,322578.62170410156,35885.44223022461,313718.0032348633,388422.37255859375,623078.6674194336,380202.3669433594,25482.341918945312,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(16:1),PC,566267.4648742676,314274.8108215332,374815.8477783203,44461.68335342407,380702.3077697754,490172.4379577637,792106.2202758789,486419.25018310547,27523.861877441406,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(17:0),PC,416712.7072753906,242277.35760498047,278479.4605102539,28720.34178161621,272502.35946655273,341450.88165283203,548164.8413085938,330804.7200317383,21906.06137084961,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(17:1),PC,513590.92877197266,312477.7395629883,355075.66357421875,38063.78200531006,349297.20404052734,422321.3110961914,713757.703125,422551.59423828125,29047.582061767578,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(17:2),PC,483133.83392333984,275121.3255004883,336438.18157958984,38091.14228820801,325730.0248413086,407238.46435546875,679043.725982666,397105.40588378906,26037.341796875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(18:0),PC,450855.54541015625,274083.642578125,330716.9816894531,37453.74281311035,319975.96783447266,358325.2084350586,694952.4678955078,383955.5598144531,36511.50262451172,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(18:1),PC,462812.63330078125,285065.5809326172,327643.248046875,37723.882720947266,319835.0576171875,376183.53338623047,731240.0786132812,400065.6690673828,33821.68258666992,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(18:2),PC,419525.87408447266,272523.8549194336,303115.5612792969,36106.30224609375,301175.69860839844,341753.6442260742,661751.7465820312,360354.0861816406,32442.92251586914,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(18:3),PC,354404.06774902344,218469.59704589844,266254.67907714844,33289.78276062012,260207.29760742188,287906.1767578125,549729.4590454102,299461.92474365234,28402.10220336914,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(18:4),PC,289451.9224243164,178392.11334228516,201348.85302734375,26375.94207763672,208112.91738891602,232873.75775146484,435944.07232666016,232618.71508789062,24835.501892089844,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(19:0),PC,403134.80798339844,210213.0576171875,274915.3803100586,38470.983337402344,278510.3789367676,334045.4483642578,597964.1372680664,352341.7405395508,29588.461944580078,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(19:1),PC,432735.0291748047,252148.77807617188,329214.9020385742,35275.18264770508,312614.80334472656,369324.5478515625,656753.5474853516,385700.931640625,32981.36242675781,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(19:2),PC,430814.9108886719,258947.63793945312,318697.10137939453,36028.24252319336,304414.1257324219,374574.9091796875,659900.0794677734,370308.2449951172,36980.6025390625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(19:3),PC,399818.96435546875,235963.1788330078,297641.08282470703,35991.44259643555,286088.45623779297,340643.32733154297,629627.5137329102,341717.3758544922,35280.76266479492,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(20:0),PC,739987.1994628906,511108.87536621094,616946.4055175781,358780.00762939453,606653.2620849609,645045.4106445312,825154.9951171875,670309.5982666016,274757.4362792969,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(20:1),PC,302301.2332763672,178745.53271484375,208767.81311035156,36844.722229003906,210874.19696044922,257739.8735961914,389358.68963623047,233633.21710205078,28432.302154541016,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(20:2),PC,307355.26123046875,168803.4539794922,201671.2958984375,29297.262313842773,196059.33135986328,243812.19635009766,382511.04748535156,228813.25549316406,29503.842224121094,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(20:3),PC,285205.5402832031,159696.61541748047,193720.05694580078,27686.201690673828,185334.6717529297,235485.07611083984,365810.00567626953,216933.83599853516,27583.961944580078,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(20:4),PC,276104.4582519531,156094.85473632812,179100.61590576172,24823.36148071289,182343.8944091797,225766.7544555664,342995.1686401367,206124.25720214844,24218.161560058594,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(20:5),PC,288495.5212402344,154089.08917236328,183553.072265625,23096.561492919922,190625.39373779297,240440.0023803711,374439.29888916016,214279.15393066406,25774.4017868042,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(21:0),PC,2631771.7868652344,1707294.3729248047,2349267.6704101562,1108448.1798095703,1877986.267944336,2298561.6520996094,3047647.137939453,2648391.1879882812,1243011.8399658203,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(21:4),PC,2461894.7619628906,1630650.0333251953,2251075.453125,1104972.204711914,1768368.3944091797,2201390.0053710938,2776862.4708251953,2502274.9282226562,1066194.001953125,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(22:0),PC,473946.2939453125,330314.12158203125,368150.74365234375,116652.62768554688,364159.9619140625,417401.55322265625,593550.2429199219,418175.41552734375,193629.3935546875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(22:1),PC,605752.103515625,372795.5869140625,433334.97265625,125019.04833984375,457872.38916015625,592898.921875,808575.0283203125,545462.8989257812,180291.57397460938,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(22:2),PC,868891.7641601562,503009.734375,656407.9418945312,216681.85424804688,620518.0439453125,825202.8764648438,1094274.5170898438,786733.6411132812,273462.900390625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(22:4),PC,2750412.2319335938,1808408.24609375,2466086.7299804688,1134531.5234375,1979327.2114257812,2391984.1391601562,3156360.5854492188,2782526.4375,1463264.7016601562,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(22:5),PC,2753037.0703125,1801385.40234375,2458958.7939453125,1149163.9777832031,1964935.34765625,2402737.5302734375,3163906.4360351562,2737610.6494140625,1234737.572265625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(22:6),PC,2735097.2504882812,1755367.55859375,2438127.8271484375,1141471.8918457031,1927974.8305664062,2352456.5483398438,3094361.6860351562,2756100.3271484375,1036259.4658203125,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(24:0),PC,512827.29846191406,323439.0634765625,389920.208984375,59465.66470336914,309838.662109375,395587.4041748047,608551.4459228516,434844.8933105469,56094.803955078125,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(24:1),PC,513426.1730957031,315176.14489746094,400684.0850830078,59157.88427734375,325069.08056640625,396713.49060058594,605920.1867675781,442048.1848144531,55690.20397949219,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(2:0),PC,229172.83541870117,114138.32670593262,122853.04873657227,16866.78133392334,159914.35162353516,254832.67288208008,385256.77084350586,251529.2138824463,18753.4013671875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(3:0),PC,134642.36819458008,79593.3247680664,83549.4256439209,12252.560745239258,102521.34539794922,119336.48895263672,181452.01202392578,116604.4468383789,17625.921325683594,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(3:1),PC,132699.2713623047,86297.66500854492,87639.38549804688,12791.500961303711,102242.78894042969,118316.83013916016,173388.5721130371,114546.28939819336,26926.081756591797,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(4:0),PC,205610.4560546875,166035.6689453125,152522.07080078125,32714.582550048828,191628.537109375,205893.53125,343931.5661621094,186546.41333007812,94658.54595947266,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(5:0),PC,186421.55560302734,128309.96997070312,126907.1099243164,10612.66077041626,112982.56936645508,138924.55123901367,160408.32968139648,124774.88818359375,29790.942321777344,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(6:0),PC,145689.9501953125,100939.16589355469,109966.86804199219,16692.901153564453,109701.0078125,113860.48974609375,139513.76818847656,113242.8490600586,43911.28305053711,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(7:0),PC,149242.05017089844,131747.6708984375,118109.02807617188,33574.242279052734,144171.17065429688,137630.93041992188,156986.1337890625,126973.42858886719,104613.18719482422,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(8:0),PC,68446.12509155273,50701.88409423828,52542.34313964844,10748.980728149414,50487.60366821289,60551.88488769531,79936.30535888672,58421.24426269531,25885.041748046875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PC(9:0),PC,74487.62567138672,59160.76403808594,60134.46405029297,14193.061080932617,62326.164306640625,67762.78466796875,88387.38568115234,65660.66467285156,35246.282623291016,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(12:0) | PE (12:0),PE,71115.07551574707,54492.41387939453,34813.84216308594,54050.34405517578,54305.61363220215,31854.16237640381,97156.73754882812,64556.37440490723,23338.841705322266,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(13:0),PE,1859.700122833252,2454.040168762207,1559.960090637207,1634.9801139831543,1889.540138244629,2990.68021774292,1721.0401153564453,1693.4401092529297,1663.8001136779785,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(14:0),PE,1595.6601181030273,1765.4201164245605,1590.740119934082,1749.9401245117188,1542.8801040649414,1575.6001052856445,1548.4601020812988,1688.3601188659668,1479.6600952148438,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(14:1),PE,1575.500114440918,1849.9001159667969,1586.3801040649414,1491.4801025390625,1531.100112915039,2246.520160675049,1859.7401313781738,1821.980125427246,1678.0201148986816,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(15:0),PE,276169.3955078125,150383.6700553894,124872.79132080078,108867.24786376953,189167.89129638672,128070.06991577148,360780.4458618164,235622.3956298828,27475.24200439453,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(15:1),PE,440340.35931396484,232436.1163444519,189708.55541229248,169131.21279907227,288587.1368713379,181240.4935913086,527489.5209350586,393219.84701538086,21762.46159362793,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(16:0),PE,211429.85229492188,137249.71115112305,74708.86616516113,84849.96667480469,142702.30889892578,288814.96435546875,471579.61700439453,177252.29376220703,22936.181579589844,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(16:1),PE,229123.8525390625,148118.4923095703,94753.74597167969,92454.30596923828,164574.6128540039,210827.17617797852,263617.41735839844,173903.8741455078,23964.001808166504,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(17:0),PE,196307.09204101562,133677.49060058594,93146.5068359375,100918.88598632812,140701.30908203125,73989.5040435791,255442.69763183594,165317.60870361328,31420.662384033203,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(17:1),PE,282983.0192871094,182854.0712890625,129057.52824401855,100960.90698242188,196200.6166381836,103484.46755981445,313138.9630126953,199658.5938720703,32878.66232299805,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(17:2),PE,307708.6845703125,198490.09155273438,143483.4315185547,147427.55053710938,210750.35546875,109800.98950195312,371895.5457763672,254890.89709472656,52252.42401123047,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(18:0),PE,244565.57873535156,179600.27087402344,116466.8480834961,115223.66833496094,171087.2130126953,87863.40670776367,222034.91662597656,199772.05407714844,57649.50390625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(18:1),PE,220903.97213745117,148269.8319091797,82256.30572509766,105243.84735107422,150276.04858398438,95684.16781616211,212289.01068115234,192777.69201660156,26164.481643676758,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(18:2),PE,224193.07623291016,141004.52935791016,90838.90782165527,100417.36569213867,155534.13177490234,75823.44453430176,268081.78033447266,173737.2732849121,24069.141967773438,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(18:3),PE,266690.37979125977,145464.19204711914,127163.86753845215,97835.32690429688,149237.74993896484,122029.90715026855,402810.71295166016,214336.21347045898,25971.141967773438,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(18:4),PE,188501.19079589844,123805.94946289062,86973.80755615234,108655.34899902344,126336.38989257812,79064.46633911133,267918.0548095703,159248.58911132812,36153.882568359375,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(19:0),PE,144848.0106201172,94687.046875,61584.76533508301,69105.1051940918,106633.30883789062,53406.504318237305,159757.51080322266,107703.42700195312,30354.781845092773,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(19:1),PE,176458.97119140625,116775.7075805664,76551.26675415039,84961.0053100586,123442.23120117188,59547.74360656738,197938.6937866211,134790.33056640625,25777.90185546875,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
Lyso_PE(20:0),PE,243897.8172607422,176064.55432128906,113723.24949645996,118454.60943603516,154861.2318725586,94010.62580108643,265747.9613647461,224204.0532836914,20561.241577148438,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
