Lipid,Class,AK0135,AK0139,AK0140,AK0142,AK0157,AK0161,AK0169,AK0170,AK0200,AK0202,AK0204,AK0141,AK0144,AK0145,AK0147,AK0154,AK0155,AK0164,AK0166,AK0168,AK0174,AK0175,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PG(13:0) | PG (12:0)_2,PG,90220.5869140625,113521.74676513672,74068.80529785156,67727.48455810547,79423.40563964844,127203.00787353516,75872.90515136719,116435.94934082031,125862.84899902344,92997.24645996094,111684.44714355469,112291.60772705078,73240.60552978516,106959.46752929688,70776.16567993164,66803.08447265625,77886.20532226562,106034.76794433594,78184.34509277344,85185.74536132812,116446.34826660156,81508.90606689453,45520.44366455078,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(14:0),PG,1707.560115814209,2163.06014251709,1595.1801071166992,1678.860107421875,1783.1201438903809,1984.980125427246,2049.7001342773438,3049.1802253723145,1969.5001487731934,1736.2401275634766,1941.6601333618164,2163.2801628112793,1716.840129852295,2093.180160522461,1713.9801216125488,1620.8201065063477,1588.5201148986816,2203.920154571533,1680.2601051330566,1793.5200958251953,2457.1601600646973,2052.10013961792,1538.66011428833,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(14:1) | PG (14:1),PG,2008.8801345825195,2589.5002059936523,1758.8801231384277,1916.6601295471191,2368.260166168213,2860.18021774292,2146.060146331787,10380.520656585693,2700.6602058410645,2352.8201789855957,16957.14112472534,2463.1201667785645,2142.7401390075684,2190.0201416015625,1936.320125579834,1917.7401390075684,2107.6401596069336,2718.0801849365234,1786.7001304626465,2063.400146484375,7860.920539855957,9390.100692749023,1523.6801223754883,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(14:1) | PG (14:1)_2,PG,2075.160144805908,2803.8001976013184,1944.3801345825195,1868.020133972168,1884.4801445007324,2939.440196990967,2095.6601524353027,9067.040775299072,2931.5201873779297,2123.9001541137695,14159.601013183594,2765.3002128601074,1709.0001220703125,2680.040195465088,2060.940155029297,1922.2201309204102,2011.8201332092285,2491.1201820373535,1685.740119934082,2031.960132598877,9659.040760040283,5268.080375671387,1640.780117034912,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(15:0) | PGo (16:0),PG,1785.220127105713,2196.480155944824,1898.6401329040527,5673.540328979492,1728.1401252746582,1777.6001243591309,1699.0401191711426,1810.4401245117188,2091.100143432617,1775.6001205444336,2027.4201431274414,2174.4801445007324,1655.8601150512695,2168.2801666259766,1769.5401153564453,1636.7601127624512,1793.4001235961914,1874.1601371765137,1761.5001258850098,2080.4201431274414,1886.8201293945312,1762.5401344299316,1613.2401161193848,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(15:0) | PGo (16:0)_2,PG,2014.3401184082031,1691.3801193237305,1846.8601303100586,6181.240234375,1921.5601425170898,1705.8600997924805,1933.9401397705078,1875.9601402282715,1587.5801086425781,1743.1401023864746,1912.4601364135742,2256.400161743164,1698.1201286315918,1948.5401496887207,1562.9401054382324,1606.5601043701172,1971.4601593017578,2091.0401344299316,1812.7801361083984,1842.7001190185547,1818.380126953125,1971.18013381958,1658.9201278686523,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(15:1),PG,2401.140167236328,1880.8401374816895,1937.320125579834,2826.880172729492,1902.1001358032227,2115.2801475524902,2032.3801345825195,1816.520118713379,1863.64013671875,1830.3401260375977,1871.4201202392578,2422.160167694092,1704.3801078796387,1660.4601249694824,2089.8801345825195,1664.580135345459,1818.4401359558105,1860.6801223754883,1722.9601249694824,2047.280143737793,1975.280143737793,1607.7001113891602,1553.9201126098633,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(16:0),PG,440905.6691894531,742030.7162475586,383575.9395751953,367581.4575805664,375546.5446166992,675352.5047607422,636047.7879638672,800067.5828857422,714387.2129516602,486652.58044433594,491199.5737915039,850501.6115722656,376658.93829345703,577372.2034912109,303780.1194458008,216756.67669677734,312694.1859741211,731777.014831543,314772.2858276367,316089.42346191406,586709.1096801758,416499.85009765625,42053.06311035156,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(16:1) | PG (16:1),PG,350548.96228027344,403157.04986572266,242115.57849121094,188590.49389648438,188997.31030273438,421399.56829833984,287437.01776123047,321494.6028442383,401412.13049316406,287370.95904541016,355949.9052734375,487358.86737060547,162480.99224853516,329720.1044921875,145412.02899169922,171414.99279785156,238022.55682373047,411879.4460449219,179667.95135498047,279030.1589355469,352255.5467529297,227949.49780273438,49891.12341308594,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(16:1) | PG (16:1)_2,PG,331988.4602661133,409693.9321899414,246116.65631103516,192920.33740234375,193550.5145263672,432477.0912475586,288312.2423095703,320611.74005126953,405974.60357666016,292211.8440551758,350310.70959472656,482448.2014160156,160075.0489501953,326758.40521240234,140415.8875732422,173009.1526184082,236790.9981689453,411967.1540527344,164565.2147216797,284226.9588623047,363898.1596069336,220008.3369140625,45584.0029296875,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),PG,1432743.7099609375,2773573.955078125,1108041.2426757812,1058704.8999023438,2698057.2993164062,3165259.5122070312,1606797.4575195312,2441865.8671875,2209078.263671875,1870529.5869140625,1641623.8369140625,2152126.9272460938,1102685.81640625,2489768.4809570312,1233848.6918945312,864953.7373046875,994949.6357421875,2619455.9555664062,1010810.9658203125,1141020.310546875,2241862.4956054688,1391748.8178710938,320640.984375,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,PG,1347250.794921875,2609481.83203125,1027839.7744140625,963803.953125,2589039.7373046875,2987071.94140625,1507320.5903320312,2264503.6982421875,2087696.0869140625,1760994.1440429688,1528264.5034179688,1996870.5087890625,1040162.1904296875,2372498.21484375,1137614.6977539062,796151.9892578125,947411.0048828125,2473266.439453125,964202.1396484375,1060655.3603515625,2112616.9750976562,1314081.7685546875,295538.84228515625,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,PG,1198787.041015625,2318042.3408203125,923935.0024414062,852456.7705078125,2394444.787109375,2616282.537109375,1356540.5239257812,2041305.6518554688,1868281.6440429688,1569291.3271484375,1372855.4458007812,1762511.1313476562,909178.240234375,2065780.3647460938,1001152.4145507812,726768.75,837731.6298828125,2198206.6420898438,851893.8823242188,948291.6508789062,1926209.9091796875,1179594.7368164062,266636.93798828125,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(17:1) | PGp (18:0),PG,350984.3846435547,375376.6917114258,265655.063873291,220416.83447265625,179942.65130615234,370892.74810791016,365427.63830566406,271106.92224121094,350423.56872558594,258443.5366821289,310409.8797607422,563654.7373046875,141708.85247802734,229579.33850097656,117145.1089477539,94360.66711425781,237167.53936767578,458173.580078125,158098.01177978516,209413.99353027344,332439.281829834,217316.9375,38608.14288330078,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(17:1) | PGp (18:0)_2,PG,351303.1051635742,382271.68908691406,254783.30206298828,218871.31280517578,182135.35424804688,368220.92193603516,358457.94732666016,275733.2379760742,349745.0422973633,266985.8159790039,311214.62109375,546664.4759521484,138574.84924316406,225329.6382446289,123096.02780151367,95542.68646240234,242291.87539672852,470489.33532714844,153690.73181152344,202442.81707763672,321056.92181396484,209531.6514892578,36520.542724609375,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(17:2),PG,399224.4749145508,422302.412109375,326317.8688964844,296942.9407348633,205778.8960571289,446469.6897583008,504598.19885253906,308828.9169921875,395210.58837890625,295233.9005126953,352119.5070800781,543897.6459960938,164679.7099609375,301073.3427734375,149981.0487060547,139247.5908203125,262168.1389160156,459646.16973876953,179056.09368896484,247568.60028076172,357502.9659423828,267358.58026123047,55554.124450683594,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:0) | PG (18:0),PG,435044.82946777344,340965.8259277344,421355.28802490234,473431.61779785156,307011.0614013672,320965.5447998047,849405.4376220703,248846.935546875,300690.0217285156,283097.8596191406,286496.3201904297,460344.3684082031,233936.3569946289,222136.77807617188,264448.7816772461,163362.53295898438,374081.8248901367,400453.5495605469,229486.33764648438,328916.1579589844,286690.54064941406,278937.31591796875,256118.97686767578,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:0) | PG (18:0)_2,PG,424165.34704589844,334896.80126953125,423176.33337402344,465551.5604248047,309533.7213745117,325561.240234375,846380.1259765625,259661.39556884766,293624.95764160156,298712.7227783203,287715.44079589844,459447.1354980469,240984.48016357422,219454.85607910156,270504.7673339844,157502.99298095703,369361.44744873047,386122.3859863281,236051.9552001953,337766.8211669922,287447.98291015625,273459.9217529297,249343.6390991211,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:1) | PG (18:1),PG,221070.9168701172,256724.17608642578,162213.45251464844,145390.09112548828,128442.54833984375,269800.62005615234,238619.99536132812,185277.77252197266,249552.6371459961,172443.5929260254,218507.43157958984,309186.38134765625,112272.4282836914,178334.8116455078,97207.98788452148,87001.22650146484,152793.6689453125,253414.0382080078,125382.7890625,161674.9523010254,213169.01983642578,160248.75048828125,40653.2626953125,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:1) | PG (18:1)_2,PG,216729.7543334961,254058.37701416016,158442.87030029297,141904.85028076172,123669.98937988281,256355.93719482422,239695.45532226562,192316.49017333984,245595.3165283203,179113.84936523438,223657.93359375,303569.18157958984,110276.30639648438,174805.39251708984,100229.3861694336,86885.146484375,152789.93145751953,259304.19793701172,125151.62689208984,167229.2509765625,208195.41766357422,155469.57061767578,40546.70263671875,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:2) | PG (18:2),PG,241750.25421142578,269191.70068359375,171886.51330566406,142615.91055297852,134575.24932861328,302418.7797241211,218842.65533447266,228386.11987304688,276577.0036621094,187666.69540405273,258696.4404296875,337406.4108886719,126289.20874023438,206083.97540283203,105444.86785888672,87029.50573730469,163454.52890014648,278493.1626586914,127603.52877807617,163647.59408569336,251732.49877929688,157634.61016845703,42633.023498535156,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:2) | PG (18:2)_2,PG,242444.03649902344,276666.92303466797,176428.43322753906,139334.65008544922,133340.39123535156,290898.55865478516,220427.11639404297,227018.09716796875,278466.3754272461,191839.87341308594,251360.65893554688,349211.22674560547,124814.76843261719,201606.43310546875,102103.92846679688,85560.58612060547,167163.2723388672,274809.90130615234,127082.7308959961,157423.31317138672,255633.0029296875,164536.69052124023,42479.103424072266,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:3) | PG (18:3),PG,297249.4010620117,353373.21759033203,203364.1558227539,169859.49169921875,153318.08917236328,344942.1019897461,274899.81732177734,276304.62158203125,338470.3854980469,215071.57983398438,329259.6018676758,440712.4246826172,146245.10906982422,237095.8198852539,118013.1079711914,94504.68688964844,185387.9346923828,358090.47265625,141234.48962402344,178630.17010498047,325747.02209472656,184146.45532226562,79696.88586425781,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:3) | PG (18:3)_2,PG,295765.31854248047,350658.6129760742,197182.3723449707,169614.9129638672,149206.3275756836,348785.44622802734,264988.32232666016,278799.1209716797,337944.20935058594,206488.65197753906,322403.48614501953,449302.9369506836,147439.58923339844,234671.51739501953,121238.2476196289,94002.02685546875,186946.8110961914,359609.9620361328,142618.42868041992,181130.82904052734,318614.2625732422,184343.25079345703,82459.76568603516,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(18:4),PG,287372.07763671875,939979.0142822266,159701.9296875,145450.85116577148,146091.09243774414,963266.1489257812,201000.67636108398,1111415.6381225586,1019557.4677734375,190692.7772216797,969426.8099365234,969096.682434082,151242.47003173828,903768.1249389648,126781.00955200195,114769.20919799805,159162.1885986328,1190525.328918457,144929.26998901367,171985.7088623047,949961.8805541992,165826.90878295898,1838982.054840088,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(19:0),PG,162826.57122802734,179186.7508544922,132018.76953125,122010.17077636719,2211113.55859375,183937.95318603516,176559.6552734375,151746.9506225586,171232.19311523438,127475.068359375,159951.41247558594,218024.33264160156,139264.45001220703,134238.24963378906,108748.52783203125,87978.30645751953,128270.60961914062,172020.03247070312,110418.60803222656,141922.0707397461,162748.01080322266,122912.5087890625,88345.44665527344,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(19:1),PG,175054.48999023438,208166.07373046875,135004.8890991211,114584.48736572266,113614.6273803711,209435.8550415039,178828.87396240234,162421.65280151367,197506.5121459961,137147.66998291016,195253.69415283203,248456.1547241211,96046.62719726562,167100.13201904297,90204.3862915039,95235.32629394531,123191.869140625,192793.39532470703,100366.10662841797,130553.20733642578,178606.01306152344,124801.54815673828,40770.30291748047,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:0),PG,136803.61096191406,190705.4310913086,107066.1880493164,103879.22674560547,101692.5068359375,174394.751953125,157327.05200195312,141776.5502319336,194410.1932373047,129611.9287109375,181572.5107421875,215284.57568359375,89187.28527832031,148494.3099975586,83670.8843383789,73487.24572753906,101119.90655517578,161433.2300415039,94710.66662597656,107433.32806396484,162807.8729248047,105333.8667602539,46651.603576660156,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:1) | PG (20:1),PG,214361.05615234375,231291.07690429688,177799.11279296875,158481.990234375,169288.13256835938,230989.39477539062,204138.0946044922,191853.81420898438,226864.1943359375,183335.61352539062,215572.91552734375,282337.4587402344,153073.48999023438,225360.89306640625,143178.00952148438,162440.0712890625,169398.79467773438,222703.03442382812,152002.150390625,175068.0926513672,216645.7969970703,167496.3115234375,88001.22631835938,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:1) | PG (20:1)_2,PG,214854.25463867188,230859.517578125,174469.3720703125,158305.59057617188,161785.87036132812,229555.11572265625,207904.6552734375,192872.53515625,225173.595703125,182526.51293945312,220582.97705078125,283265.4558105469,152705.67126464844,222056.99389648438,137791.98950195312,165551.73413085938,167152.6904296875,218650.65783691406,149262.95190429688,173022.33349609375,222321.65173339844,169557.6904296875,87822.46655273438,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:2) | PG (20:2),PG,238507.62145996094,264244.01989746094,136724.7896118164,125544.30923461914,108044.48818969727,224459.51196289062,186788.21295166016,225609.7367553711,234268.2378540039,146148.7696533203,203133.5580444336,1080247.2697143555,153627.59127807617,163792.7491455078,80559.8869934082,77548.76501464844,124559.21032714844,213340.2734375,132603.88864135742,146548.0112915039,286966.36111450195,130874.31127929688,41891.342864990234,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:2) | PG (20:2)_2,PG,244901.2186279297,260615.11688232422,135938.29034423828,125192.98950195312,106488.64739990234,220986.01892089844,180817.1522216797,223575.81756591797,227003.7745361328,148737.29266357422,206929.6973876953,1077307.2465820312,156586.97064208984,161765.97207641602,90130.14776611328,72346.06555175781,126013.546875,224855.35906982422,139728.12866210938,149554.7921142578,289290.2600402832,132086.22790527344,36097.962646484375,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:3) | PG (20:3),PG,207029.89544677734,241313.9609375,153075.29052734375,122724.70922851562,104821.32745361328,228991.79876708984,198360.3296508789,173799.25219726562,223029.27532958984,136424.35125732422,214462.8384399414,391082.0985107422,101841.24710083008,156395.2333984375,87870.60629272461,75433.06579589844,127258.86853027344,228306.91778564453,96552.0659790039,122202.14831542969,229120.85375976562,119571.02731323242,42300.48352050781,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:3) | PG (20:3)_2,PG,200387.61380004883,239102.52069091797,142240.8109741211,126034.00891113281,106157.48886108398,226442.1357421875,199381.11666870117,175146.31311035156,225209.19647216797,138391.7091064453,214544.3578491211,393257.9669189453,103872.36703491211,152198.3106994629,89722.20608520508,72635.44439697266,128179.78759765625,216363.33587646484,104512.28686523438,125041.74893188477,225604.91162109375,119969.0283203125,42947.7633972168,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:4) | PG (20:4),PG,131287.2508239746,167137.01065063477,90608.96588134766,75784.60577392578,82181.80493164062,172186.45141601562,100339.36755371094,133283.60961914062,180907.99139404297,103050.06524658203,165030.3729248047,191271.5171508789,82523.10650634766,130736.8098449707,70187.74526977539,59784.944396972656,95676.1858215332,135464.0702972412,78107.20559692383,100217.92791748047,152710.15103149414,94506.94641113281,35032.642669677734,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:4) | PG (20:4)_2,PG,131820.92852783203,157545.85119628906,87486.7861328125,75003.54489135742,79157.14569091797,162699.35083007812,101157.84735107422,133666.50967407227,173535.77252197266,99647.02819824219,165203.87158203125,190987.71270751953,81094.36508178711,127780.88912963867,70347.9243774414,63209.84439086914,93094.78695678711,143968.26788330078,79474.58428955078,101478.40771484375,151266.4299621582,91680.5259399414,34791.302307128906,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:5) | PG (20:5),PG,98517.48736572266,112790.36785888672,77579.54559326172,75003.64514160156,76458.82482910156,120467.58819580078,89870.66619873047,105067.1669921875,118370.52941894531,92490.58666992188,112862.20678710938,120711.82818603516,74310.62634277344,113883.08874511719,72550.42529296875,79052.92590332031,80388.40625,100529.90734863281,79338.08666992188,86812.94647216797,110768.02703857422,82574.92639160156,55369.52380371094,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(20:5) | PG (20:5)_2,PG,98163.60668945312,111363.8080444336,80264.6244506836,72563.16473388672,79329.80572509766,122521.34979248047,88089.96630859375,105364.58776855469,116639.52813720703,93359.16619873047,111449.64697265625,125400.2294921875,76176.44506835938,109325.40692138672,67716.62475585938,79091.44500732422,85221.70599365234,96857.9457397461,75917.82580566406,87572.14721679688,108747.78778076172,82810.5054321289,52225.883728027344,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(21:0),PG,146923.51110839844,171947.5733642578,115403.38934326172,101265.10632324219,806244.6117553711,173863.61083984375,139284.0711669922,146445.96990966797,168361.17346191406,126808.1293334961,170644.2108154297,192637.45385742188,104260.46704101562,149308.82916259766,97463.60754394531,80163.46502685547,105993.46850585938,154204.70971679688,99211.5864868164,132602.41094970703,158895.81219482422,113245.60998535156,51033.48358154297,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:0) | PG (22:0),PG,195097.79321289062,229140.27661132812,150020.51171875,147779.7296142578,144190.18981933594,203551.3533935547,242816.65551757812,173937.27270507812,220151.05725097656,153779.3497314453,254427.11950683594,282395.47790527344,138865.53100585938,183766.97265625,122229.06945800781,117486.94885253906,140037.53051757812,194051.57092285156,128903.01037597656,149774.19116210938,207507.6151123047,146883.63049316406,70491.48455810547,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:0) | PG (22:0)_2,PG,193135.61657714844,239701.93481445312,139194.90869140625,152372.650390625,143020.03021240234,205008.6553955078,255790.71752929688,167407.6509399414,223272.39782714844,158929.1912841797,264224.35388183594,286520.32177734375,134413.34924316406,179583.21313476562,122633.30859375,113885.26831054688,139265.728515625,193475.2742919922,125025.6083984375,150307.13037109375,214119.3544921875,147941.39025878906,66089.62438964844,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:1) | PG (22:1),PG,185389.00924682617,196334.1131591797,115010.88879394531,98980.50741577148,98191.04843139648,190605.4338684082,156937.36987304688,150533.4521484375,201645.89764404297,129006.92932128906,197360.77337646484,241938.57666015625,96942.90716552734,153280.6724243164,80978.10598754883,78876.80480957031,115544.38821411133,193961.57470703125,100284.58749389648,119411.52786254883,178864.15356445312,121673.06887817383,36001.78219604492,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:1) | PG (22:1)_2,PG,174430.15356445312,201072.4985961914,117965.46765136719,105429.98641967773,97120.82556152344,185355.95294189453,149401.33041381836,154118.70877075195,195687.71075439453,137458.80932617188,189936.4365234375,238456.07775878906,93442.24697875977,154565.6717529297,76765.54501342773,79433.08480834961,119541.08624267578,190030.09020996094,102253.56506347656,124299.927734375,176172.21063232422,120818.1686706543,35904.162841796875,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:2),PG,229040.9560546875,335165.90380859375,130938.54901123047,120538.28985595703,122504.16796875,338369.7640991211,183079.7332763672,258570.57775878906,322710.1821899414,185264.97302246094,309442.36071777344,344269.3469848633,121887.90975952148,300148.1782531738,107395.70779418945,97211.78793334961,145771.07104492188,314637.8660888672,133910.06909179688,149286.33032226562,339908.70626831055,183469.8775024414,120221.69116210938,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:4) | PG (22:4),PG,140214.70977783203,169305.47283935547,104944.22729492188,92958.00653076172,89946.68634033203,165725.0909423828,112034.86724853516,153345.09100341797,170000.45477294922,125052.02722167969,155933.87139892578,228940.3594970703,97982.38653564453,141411.15203857422,82519.10559082031,85730.10668945312,109851.32818603516,155451.1508178711,90553.98571777344,105341.34814453125,151042.6098022461,112522.32690429688,50887.42370605469,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:4) | PG (22:4)_2,PG,138494.1693725586,164674.39349365234,101556.02667236328,92758.98620605469,93048.84619140625,173612.7720336914,111757.12762451172,151959.771484375,168250.3525390625,123430.74688720703,157769.53259277344,218573.53198242188,98010.64752197266,140286.68951416016,85824.86492919922,83161.84588623047,103549.86706542969,146367.0108642578,90240.56658935547,107725.90747070312,160989.43005371094,106437.26794433594,48538.44354248047,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:6) | PG (22:6),PG,140694.130859375,189794.71337890625,107722.80895996094,99123.7271118164,124165.86608886719,155247.13037109375,130373.21130371094,132297.50946044922,168863.97094726562,133006.50915527344,209575.83557128906,177337.05084228516,100987.80798339844,147468.60913085938,89425.2066040039,78983.22674560547,101970.14752197266,138605.5701904297,109983.0679321289,135045.90942382812,175838.79486083984,119070.52862548828,44352.28286743164,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PG(22:6) | PG (22:6)_2,PG,138002.8485107422,182105.21417236328,108913.54663085938,106083.0678100586,122996.76831054688,156337.9912109375,130628.189453125,137594.73138427734,177634.51068115234,136271.0899658203,215974.53436279297,177770.1319580078,94149.78631591797,152006.63214111328,90269.42578125,81615.34594726562,97532.88836669922,147319.99084472656,116286.6255493164,135274.44927978516,169159.3526611328,120281.54803466797,43641.62335205078,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PI(12:0) | PI (12:0),PI,1162096.356163025,2249138.4966430664,671785.130645752,867691.3675842285,374957.5304107666,3794366.736328125,781152.4914093018,2132474.4255371094,2314993.7252578735,956636.744644165,5636275.036437988,2122436.8815612793,524746.8511199951,2387095.676055908,693666.4221496582,514073.4353942871,1374824.7337341309,1847413.3919067383,420199.5536117554,995409.6741027832,2615538.611968994,898895.8824234009,19044.081504821777,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PI(12:0) | PI (12:0)_2,PI,1096444.6298065186,2225780.8207092285,666261.7430725098,865796.3456878662,518399.76065063477,3763253.343322754,783576.9152679443,2123523.1205444336,2358043.192588806,1003713.1037216187,5626526.302734375,1960046.5209197998,542490.2046279907,2388094.7738342285,688985.6659240723,524263.6527709961,1373489.252609253,1880754.7689819336,438493.3966064453,1064776.0906677246,2667338.837158203,867132.0264282227,18575.88124847412,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PI(12:0) | PI (12:0)_3,PI,1118133.280960083,2194125.3240966797,651225.5531005859,859327.9139099121,412478.47091674805,3731174.936126709,779159.4633331299,2080178.5159606934,2264145.5348968506,1082342.0883789062,5497082.3251953125,1992101.7395401,477808.9907836914,2333074.481842041,694965.8557434082,508778.91596984863,1377839.5827026367,1794989.6169128418,422887.88373565674,970911.1529388428,2534514.7875976562,858477.3402709961,17273.941032409668,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PI(13:0),PI,2359.68017578125,3154.9401817321777,2023.2401504516602,2199.7801513671875,1681.3801078796387,4389.640327453613,2441.2001876831055,5067.480434417725,3119.540237426758,1559.7000885009766,6502.620594024658,3176.680187225342,1777.060115814209,3039.4002265930176,2634.2601776123047,2012.08012008667,2157.120143890381,4081.74031829834,1668.3001136779785,2240.3001861572266,8530.240482330322,2661.8402252197266,1893.120132446289,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
Lyso_PI(14:0) | PI (14:0),PI,2640.8402214050293,4123.9202880859375,3010.080192565918,3194.4802436828613,2845.820198059082,4607.640293121338,2640.620174407959,6639.520412445068,3053.4802017211914,2365.2001876831055,7902.100608825684,2947.140209197998,2645.800205230713,3771.7802352905273,3176.780261993408,3270.720203399658,3912.920295715332,3388.6402587890625,2626.840145111084,2218.240146636963,10112.020709991455,3247.040210723877,1583.7401123046875,Genotype: cKO,Genotype: WT,Genotype: cKO vs Genotype: WTExtra Name,11,11,Blank-1x
