Lipid,Class,AK0142,AK0170,AK0200,AK0202,AK0144,AK0145,AK0147,AK0164,AK0166,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PE(18:2),PE,128413.90869140625,255247.73858642578,274819.7608642578,115647.9487915039,72489.28512573242,232235.45611572266,120017.42901611328,145479.9132080078,60526.644439697266,24069.141967773438,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(18:3),PE,128434.98706054688,384890.9497680664,418619.85412597656,154441.4100265503,80399.88668060303,350976.3272705078,122280.74829101562,237158.29638671875,67388.84406280518,25971.141967773438,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(18:4),PE,122255.48889160156,291860.08361816406,285311.1961669922,107734.9891281128,70203.38455200195,246764.99877929688,120064.96801757812,132235.90881347656,54091.463638305664,36153.882568359375,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(19:0),PE,81468.86553955078,145010.09130859375,170000.51300048828,58102.444595336914,40939.18313598633,131224.65100097656,81256.76574707031,87570.5249786377,38307.82270812988,30354.781845092773,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(19:1),PE,102665.96655273438,196435.99432373047,207069.01123046875,93380.9261932373,56764.24397277832,184674.0528564453,89544.78729248047,106946.6068725586,41650.282791137695,25777.90185546875,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(20:0),PE,178134.74975585938,344051.50134277344,279277.8179321289,94395.62615966797,90316.38760375977,254478.92169189453,172407.1700439453,165268.53129577637,80341.80499267578,20561.241577148438,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(20:1),PE,141965.66998291016,170653.5093383789,198651.31494140625,73677.18504333496,70037.02418518066,169294.21166992188,130909.33166503906,129886.36895751953,60681.464447021484,24139.761688232422,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(20:2),PE,123844.74969482422,206556.17578125,258069.2801513672,95067.48826599121,62118.203674316406,215761.8765258789,109034.14862060547,126195.68780517578,59577.305404663086,30745.60206604004,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(20:3),PE,133685.32934570312,218434.37341308594,243982.66186523438,91320.68719482422,59774.664154052734,189445.01306152344,129521.06909179688,109324.08682250977,54759.484313964844,45673.663261413574,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(20:4),PE,161588.53100585938,207464.3330078125,233210.73657226562,97013.36584472656,80401.90490722656,219766.83325195312,153335.4912109375,110518.32781982422,77218.26635742188,105054.5874633789,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(20:5),PE,233397.67626953125,298643.04052734375,307371.2392578125,149877.93029785156,124480.20922851562,303741.4990234375,233306.21533203125,152696.65112304688,131116.64916992188,211274.15686035156,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(21:0),PE,81167.6060180664,135518.8896484375,146630.45086669922,53872.34355163574,41744.622787475586,123766.06811523438,78785.4848022461,66875.04554748535,30884.741943359375,24367.901443481445,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(22:0),PE,78954.3256225586,109233.26690673828,120658.90771484375,45523.80349731445,41194.60282897949,104409.24841308594,76847.76525878906,54606.50311279297,30972.902099609375,23679.101638793945,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(22:1),PE,102274.88830566406,248301.85723876953,242345.43560791016,57332.143783569336,45127.60364532471,217333.97454833984,87378.2866821289,141386.93174743652,42938.04278945923,161333.56887054443,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(22:2),PE,173143.97357177734,767312.0091552734,669073.00390625,125076.85182189941,106462.96613311768,705006.473815918,179262.5552368164,381285.57049560547,92892.68781280518,755372.8701019287,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(22:4),PE,70896.34503173828,103350.00750732422,113802.8291015625,39916.50303649902,35819.92308807373,105197.3862915039,69743.98449707031,50528.344161987305,30919.282135009766,53795.56379699707,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(22:5),PE,67280.8442993164,122245.78778076172,129013.68817138672,41526.863220214844,34580.28243255615,115541.02844238281,71873.56439208984,64466.84403991699,30714.26210784912,23393.641632080078,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(22:6),PE,77134.6849975586,108251.46771240234,132974.28985595703,47797.623596191406,35077.42286682129,117152.9677734375,82277.34594726562,59807.00459289551,33381.662658691406,26118.662017822266,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(24:0),PE,75939.32513427734,117642.76873779297,139462.49084472656,38153.242614746094,36895.322494506836,120304.78900146484,73564.74560546875,55611.86404418945,33875.14236450195,27012.822143554688,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(24:1),PE,85418.98602294922,181812.3731689453,175290.1533203125,54655.28414916992,49865.00271606445,145405.78985595703,78046.40576171875,76986.94415283203,39484.80347442627,22666.34161376953,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PE(24:6),PE,71883.88513183594,148908.3110961914,139416.06982421875,37586.34273529053,45552.02348327637,138493.3910522461,86434.46478271484,52454.30334472656,33199.30243682861,21413.601501464844,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(12:0),PG,56188.28469848633,127813.17080688477,123550.70782470703,82389.7265625,61644.48434448242,126284.45068359375,58386.68389892578,103249.06845092773,56739.603576660156,25639.721740722656,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(13:0) | PG (12:0),PG | PG,65873.2744140625,113048.54830932617,120949.16854858398,88801.63662719727,72387.28530883789,102740.57766723633,67140.0252532959,102731.16687011719,75515.47552490234,43524.18328857422,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(14:0),PG,1678.860107421875,3049.1802253723145,1969.5001487731934,1736.2401275634766,1716.840129852295,2093.180160522461,1713.9801216125488,2203.920154571533,1680.2601051330566,1538.66011428833,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(14:1) | PG (14:1),PG | PG,1892.3401317596436,9723.780715942383,2816.090196609497,2238.3601665496826,1925.8701305389404,2435.030168533325,1998.6301403045654,2604.6001834869385,1736.2201251983643,1582.2301197052002,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(15:0) | PGo (16:0),PG | PG,5927.390281677246,1843.2001323699951,1839.3401260375977,1759.370111465454,1676.9901218414307,2058.4101581573486,1666.2401103973389,1982.6001358032227,1787.140130996704,1636.0801219940186,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(15:1),PG,2826.880172729492,1816.520118713379,1863.64013671875,1830.3401260375977,1704.3801078796387,1660.4601249694824,2089.8801345825195,1860.6801223754883,1722.9601249694824,1553.9201126098633,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(16:0),PG,367581.4575805664,800067.5828857422,714387.2129516602,486652.58044433594,376658.93829345703,577372.2034912109,303780.1194458008,731777.014831543,314772.2858276367,42053.06311035156,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(16:1) | PG (16:1),PG | PG,190755.41564941406,321053.1714477539,403693.3670349121,289791.40155029297,161278.02059936523,328239.2548522949,142913.9582824707,411923.3000488281,172116.58303833008,47737.56317138672,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),PG | PG | PG,958321.8745117188,2249225.0724283853,2055018.664876302,1733605.0193684895,1017342.0823567709,2309349.0201822915,1124205.2680664062,2430309.6790364585,942302.3292643229,294272.2548828125,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(17:1) | PGp (18:0),PG | PG,219644.07363891602,273420.0801086426,350084.3055114746,262714.6763305664,140141.8508605957,227454.48837280273,120120.56837463379,464331.4577026367,155894.3717956543,37564.34280395508,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(17:2),PG,296942.9407348633,308828.9169921875,395210.58837890625,295233.9005126953,164679.7099609375,301073.3427734375,149981.0487060547,459646.16973876953,179056.09368896484,55554.124450683594,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(18:0) | PG (18:0),PG | PG,469491.5891113281,254254.16555786133,297157.4896850586,290905.29119873047,237460.41857910156,220795.81707763672,267476.77450561523,393287.9677734375,232769.14642333984,252731.30798339844,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(18:1) | PG (18:1),PG | PG,143647.470703125,188797.13134765625,247573.9768371582,175778.72114562988,111274.36734008789,176570.10208129883,98718.68702697754,256359.11807250977,125267.20797729492,40599.982666015625,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(18:2) | PG (18:2),PG | PG,140975.28031921387,227702.1085205078,277521.68954467773,189753.28440856934,125551.98858642578,203845.2042541504,103774.3981628418,276651.5319824219,127343.12983703613,42556.06346130371,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(18:3) | PG (18:3),PG | PG,169737.20233154297,277551.87127685547,338207.2974243164,210780.11590576172,146842.34915161133,235883.66864013672,119625.67779541016,358850.2173461914,141926.45915222168,81078.32577514648,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(18:4),PG,145450.85116577148,1111415.6381225586,1019557.4677734375,190692.7772216797,151242.47003173828,903768.1249389648,126781.00955200195,1190525.328918457,144929.26998901367,1838982.054840088,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(19:0),PG,122010.17077636719,151746.9506225586,171232.19311523438,127475.068359375,139264.45001220703,134238.24963378906,108748.52783203125,172020.03247070312,110418.60803222656,88345.44665527344,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(19:1),PG,114584.48736572266,162421.65280151367,197506.5121459961,137147.66998291016,96046.62719726562,167100.13201904297,90204.3862915039,192793.39532470703,100366.10662841797,40770.30291748047,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(20:0),PG,103879.22674560547,141776.5502319336,194410.1932373047,129611.9287109375,89187.28527832031,148494.3099975586,83670.8843383789,161433.2300415039,94710.66662597656,46651.603576660156,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(20:1) | PG (20:1),PG | PG,158393.79040527344,192363.1746826172,226018.89501953125,182931.06323242188,152889.5806274414,223708.9434814453,140484.99951171875,220676.8461303711,150632.55114746094,87911.84643554688,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(20:2) | PG (20:2),PG | PG,125368.64936828613,224592.77716064453,230636.00619506836,147443.03115844727,155107.280960083,162779.3606109619,85345.01737976074,219097.8162536621,136166.0086517334,38994.652755737305,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(20:3) | PG (20:3),PG | PG,124379.35906982422,174472.7826538086,224119.2359008789,137408.03018188477,102856.8070678711,154296.7720489502,88796.40618896484,222335.1268310547,100532.17642211914,42624.123458862305,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(20:4) | PG (20:4),PG | PG,75394.0753326416,133475.05964660645,177221.8819580078,101348.54672241211,81808.73579406738,129258.84948730469,70267.8348236084,139716.169090271,78790.8949432373,34911.97248840332,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(20:5) | PG (20:5),PG | PG,73783.40493774414,105215.8773803711,117505.02877807617,92924.87643432617,75243.5357055664,111604.24783325195,70133.52502441406,98693.92654418945,77627.95623779297,53797.70376586914,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(21:0),PG,101265.10632324219,146445.96990966797,168361.17346191406,126808.1293334961,104260.46704101562,149308.82916259766,97463.60754394531,154204.70971679688,99211.5864868164,51033.48358154297,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(22:0) | PG (22:0),PG | PG,150076.1900024414,170672.46182250977,221711.7275390625,156354.2705078125,136639.44012451172,181675.0928955078,122431.1890258789,193763.42260742188,126964.30938720703,68290.55447387695,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(22:1) | PG (22:1),PG | PG,102205.24691772461,152326.08045959473,198666.80419921875,133232.86932373047,95192.57707214355,153923.17208862305,78871.82550048828,191995.8324584961,101269.07627868652,35952.9725189209,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(22:2),PG,120538.28985595703,258570.57775878906,322710.1821899414,185264.97302246094,121887.90975952148,300148.1782531738,107395.70779418945,314637.8660888672,133910.06909179688,120221.69116210938,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(22:4) | PG (22:4),PG | PG,92858.4963684082,152652.43124389648,169125.40365600586,124241.38705444336,97996.5170288086,140848.9207763672,84171.98526000977,150909.08084106445,90397.27615356445,49712.93362426758,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PG(22:6) | PG (22:6),PG | PG,102603.3974609375,134946.12042236328,173249.24081420898,134638.79956054688,97568.7971496582,149737.62063598633,89847.31619262695,142962.78051757812,113134.84674072266,43996.95310974121,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(12:0) | PI (12:0),PI | PI,864271.8757273356,2112058.687347412,2312394.1509145102,1014230.6455815634,515015.3488438924,2369421.643910726,692539.3146057129,1841052.5926005046,427193.61131795245,18297.967928568523,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(13:0),PI,2199.7801513671875,5067.480434417725,3119.540237426758,1559.7000885009766,1777.060115814209,3039.4002265930176,2634.2601776123047,4081.74031829834,1668.3001136779785,1893.120132446289,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(14:0) | PI (14:0),PI | PI,3380.120273590088,6948.800518035889,2987.6801986694336,2513.3401889801025,2698.4102001190186,3591.4002475738525,3188.230249404907,3490.4102687835693,2326.3701343536377,1544.0701122283936,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(14:1),PI,6157.80033493042,4906.440357208252,4261.080295562744,11350.700786590576,5583.240329742432,6003.240398406982,8292.760604858398,4935.020408630371,7254.720478057861,1611.6201133728027,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(15:0) | PIo (16:0),PI | PI,11056679.07006836,13926813.876953125,7504095.042114258,9239155.909667969,6156410.907714844,11153359.530761719,11629331.328735352,13014478.797851562,5422537.101501465,113844.41778564453,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(15:1) | PIp (16:0),PI | PI,452206.4187011719,1065425.3655700684,695452.1949920654,454940.55222320557,328500.0152359009,977511.128326416,436615.4504699707,818054.275390625,275528.65100860596,49862.163146972656,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(16:0) | PI (16:0),PI | PI,353568.8314819336,661559.1950683594,433629.35931396484,287078.8777770996,180014.6220855713,672046.4495239258,299896.99743652344,662795.7486572266,158310.05096435547,42250.622970581055,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(16:1) | PI (16:1),PI | PI,655185.3549804688,1128741.8103027344,711346.6127471924,572712.4025115967,376362.46699523926,1309712.263244629,654663.1787109375,1067884.6224365234,313458.51372528076,63294.15386199951,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(17:0),PI,5699844.288330078,6816435.810546875,3221726.1701049805,4191311.7521972656,2962811.5657348633,5025359.862792969,5905464.032714844,6843751.3662109375,2570049.6849365234,86287.10681152344,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(17:1) | PIp (18:0),PI | PI,336378.37459309894,503381.0571695964,325039.2324625651,221973.36186218262,148931.5290629069,481770.3959757487,235005.4507039388,608564.0599365234,128301.08312733968,29973.7953898112,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(17:2),PI,306422.2432861328,394384.90881347656,252681.93310546875,192077.95315551758,109514.96841430664,423250.7311401367,187179.21313476562,535978.4350585938,103618.6867980957,39236.782455444336,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(18:0) | PI (18:0),PI | PI,565699.8244018555,734404.0046386719,397459.51290893555,302202.0618362427,174177.60237121582,617899.389465332,309019.1392211914,1102345.719116211,162194.39067840576,56037.164154052734,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(18:1) | PI (18:1),PI | PI,272609.31857299805,586917.0727844238,401432.4334716797,274890.5878982544,139155.5403251648,439397.4616699219,268539.62814331055,1122612.1793823242,155977.81142425537,34052.90221786499,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(18:2) | PI (18:2),PI | PI,204027.96212768555,460474.4444580078,304180.1771774292,205431.38515472412,123238.26918411255,372925.09689331055,214315.2958984375,773912.6291503906,123678.97689437866,30971.782108306885,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(18:3) | PI (18:3),PI | PI,226618.47927856445,245251.06085205078,127308.72925186157,114997.37015533447,117315.48629760742,216980.04586791992,228242.34783935547,248782.7465209961,85487.61483383179,25169.041618347168,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(18:4) | PI (18:4),PI | PI,102997.14776611328,197821.61682128906,103593.79674911499,64405.62487030029,60959.21430969238,237947.81649780273,98282.32614135742,182472.63342285156,40885.13292312622,23916.831607818604,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(19:0),PI,398464.90673828125,539422.2215576172,241741.2387084961,199749.89642333984,229026.73965454102,459050.69287109375,496975.02001953125,634394.6940917969,151943.8118133545,373484.40856933594,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(19:1),PI,251819.44018554688,441784.8984375,237176.58123779297,181325.8120727539,134738.62957763672,486569.2346191406,244486.67541503906,423646.12841796875,103240.92944335938,57349.964416503906,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(20:0) | PI (20:0),PI | PI,300352.95126342773,609932.4143066406,235222.3874359131,90209.57670593262,82652.71614074707,553581.8668823242,278741.85263061523,506467.26092529297,64469.03371429443,21367.891578674316,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(20:1),PI,244812.53295898438,396791.2478027344,170050.53009033203,94684.20767211914,91901.56726074219,453695.03662109375,237584.4765625,414838.7717285156,74903.62631225586,60406.064208984375,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(20:2) | PI (20:2),PI | PI,223578.4083557129,488921.36669921875,230748.39492034912,112127.67725753784,83762.0067062378,483048.42263793945,216050.61373901367,448648.00396728516,87897.95807647705,20973.091373443604,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(20:3) | PI (20:3),PI | PI,111388.1577758789,205987.47207641602,97022.37646865845,58485.853534698486,52329.433670043945,211351.78273010254,103127.91709899902,200786.84503173828,45340.60317802429,24866.311681747437,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(20:4) | PI (20:4),PI | PI,91115.50624084473,174070.64453125,86579.16509246826,58263.18369293213,50662.85386657715,192621.21487426758,87683.36628723145,174201.87294006348,39664.65270614624,18790.161170959473,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(20:5) | PI (20:5),PI | PI,104248.42770385742,190860.3731842041,93937.91683959961,72155.11514282227,54838.52449798584,251950.9969482422,90670.36599731445,173859.44204711914,44326.0537147522,31524.69221496582,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(21:0),PI,205166.275390625,276674.0417480469,101697.46588134766,73478.80578613281,63946.06463623047,274601.7996826172,204554.99438476562,273784.87890625,44545.122817993164,41685.243072509766,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(22:0) | PI (22:0),PI | PI,329345.5127258301,496393.0335083008,219923.1957397461,122816.79025268555,105561.24736785889,530849.1203613281,294660.1725463867,574515.3980102539,85634.71588897705,52448.72348403931,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(22:1) | PI (22:1),PI | PI,191647.2960205078,334870.1826171875,110190.05847930908,77148.69552612305,59888.643951416016,370833.59771728516,183965.25415039062,336536.32989501953,44173.033210754395,31806.232124328613,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(22:2) | PI (22:2),PI | PI,115758.69845581055,222920.09465026855,76362.32567596436,48089.653717041016,38106.16287612915,287334.7788543701,106511.1389465332,223594.99407958984,28232.41217803955,18286.58126449585,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(22:4) | PI (22:4),PI | PI,173594.70268249512,589610.8586730957,98956.82663345337,62016.81463623047,42453.18316268921,545135.5703582764,189798.68537902832,416733.90228271484,34946.77276802063,17331.451148986816,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
Lyso_PI(22:6) | PI (22:6),PI | PI,231787.56842041016,289626.62048339844,104201.84727096558,57260.983795166016,50047.993240356445,284172.0329284668,156520.27166748047,263841.7484741211,34230.37275695801,29463.211952209473,Sex: F | Genotype: cKO,Sex: F | Genotype: WT,Sex: F__Genotype: cKO vs Sex: F__Genotype: WT,4,5,Blank-1x
