lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6)_2,-0.1019929435895452,7.022880697576105,0.028936109471942473,0.8649266403536807,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PS,25662.54132080078,70234.2846069336,88495.66622924805,65029.40412902832,47304.88391113281,69062.94549560547,61331.38409423828
Lyso_Sphinganine-1-phosphocholine,-0.15898888141470777,8.69192530868275,0.07029444574709487,0.7909085491179849,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,SM,154237.3735961914,172758.4140625,195356.9962158203,177199.77014160156,181039.21166992188,178498.99462890625,277995.00061035156
Lyso_Sphingosine-1-phosphocholine,-0.14927294720440792,7.754295436588719,0.06196810545907283,0.803411882765767,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,SM,81112.385498046875,94978.72668457033,108098.767578125,92689.28552246094,91696.76708984376,104967.38720703124,128523.28833007812
O-(11-carboxyundecanoyl)carnitine,-0.10773972071682424,11.76569366091795,0.03228983842927846,0.8573930120635118,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,2063324.2932128904,1445462.778076172,1551621.4125976562,1698085.2265625,1613916.1791992188,1705820.2456054688,1432417.7971191406
O-(13-carboxytridecanoyl)carnitine,-0.12648563093812676,12.446164742955634,0.044499864474346396,0.8329263578655118,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,2408075.9184570312,2258710.2392578125,2670320.4296875,2559040.1791992188,2391943.559814453,2429390.343017578,3416885.3427734375
O-(17-carboxyheptadecanoyl)carnitine,-0.107465921268032,11.920467766743947,0.03212597400488448,0.8577514549756947,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,1854587.2724609375,1661807.1337890625,1912865.08984375,1858644.235839844,1762426.8129882812,1767753.1176757812,1911734.6020507812
O-arachidonoylcarnitine,-0.13567224992378046,11.97811515744583,0.05119614025170449,0.8209948200269861,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,1630397.6538085938,1708049.875,1974712.75390625,1829549.857910156,1757919.6630859375,1786689.5073242188,2433795.915527344
O-behenoylcarnitine,-0.18063747695662202,11.282715996275325,0.09072914857824799,0.7632522327545963,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,1048316.785736084,998638.4768371582,1204462.4834213257,1243186.0341529846,1087461.7204818726,1069347.894615173,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",-0.12447061780633159,12.472982062979812,0.0430937710480066,0.8355488066475417,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,3202153.1528320312,2913805.9169921875,2306270.5888671875,2752258.0747070312,2689731.6806640625,2955770.5419921875,2078276.6245117188
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",-0.15326958534664986,11.788070580934157,0.06533153026339278,0.7982594611934509,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,1494833.484375,1422741.223388672,1670595.7229003906,1599515.9545898438,1525306.733642578,1574279.4704589844,2192422.580078125
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",-0.12749728917001052,12.213029402505395,0.04521430687418612,0.8316104523266741,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,CAR,1945052.8605957031,1894330.4704589844,2335936.8615722656,2120231.123046875,2011467.1862792969,2085157.050048828,3003056.5654296875
PC (30:0),-0.2894437191013622,7.682868523396004,0.2327031046452248,0.6295267205610938,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,100420.98878479004,97039.00770568848,96920.8874206543,85446.06591796875,106894.50701904295,136296.89154052734,60246.08421325683
PC (30:1),-0.21912886782054444,7.666332659420215,0.1334697617587608,0.7148612534161801,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,98903.28643798828,99945.58645629884,98654.66708374023,80584.42440795898,106675.58657836914,129153.18960571288,61894.845123291016
PC (30:2),-0.29025451884291287,7.637291537177334,0.23400623391353292,0.6285690470139534,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,93750.22494506836,102578.38748168944,90531.64743041992,84286.84475708008,106956.72563171388,128745.4481201172,56625.44430541992
PC (32:0),-0.7013040401523489,11.014135798295435,1.3551800205405018,0.24437457600101406,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,917661.4234008788,1321913.1739501953,589987.186340332,918412.5050964355,1695274.6646118164,1549376.1540527344,47592.60353088379
PC (32:1),-0.712859975929032,10.996397290107554,1.3997605085605758,0.23676367341809623,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,856982.7578125,1358959.491821289,568154.9945678711,909514.6896972656,1737846.698562622,1479992.0049743652,49777.303451538086
PC (32:2),-0.644310252223102,11.0053740063014,1.1455870686768324,0.28447483965811454,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,878059.4818115234,1385867.379638672,616682.5644836426,888681.1894836426,1693392.9795837402,1491120.9206542969,53116.663650512695
PC (32:3),-0.7118626851411191,10.930735226315758,1.3958853395452024,0.23741371556155644,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,828206.257232666,1234030.9287109375,591162.6590270996,821572.4394836426,1648744.3404541016,1465353.6580810547,51552.863693237305
PC (32:4),-0.7231596935954845,10.12501442409249,1.440080566100733,0.23012630354396163,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,404445.8475341797,690925.3977966309,402161.15155029297,359651.3678894043,892133.5303344727,979930.5864715576,49518.30349731445
PC (32:5),-0.7489661009031028,9.304141513384492,1.5435406062897528,0.2140915614736959,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,231716.9764099121,348213.5633239746,242684.52059936523,233673.63146972656,491186.7600708008,528961.0158996582,53489.323822021484
PC (34:0),-0.2550343241020994,11.147095238255362,0.18073713593184948,0.6707405214504426,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1095898.1716918943,1895418.4926757812,741628.6368103027,866225.389251709,1658331.635131836,1494279.4243164062,41339.46290588379
PC (34:1),-0.1916495387414766,11.085246876464712,0.10212009996757843,0.7493001139397438,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1067524.2207946775,1838787.4837341309,755503.6067504883,832891.242767334,1584422.2699890137,1361392.671661377,36019.26232910156
PC (34:2),-0.20954638690167376,11.26386146047891,0.12206576360040344,0.7268047130329669,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1209870.2358398438,2117473.3958129883,794012.3369140625,974330.2805786132,1773052.9052734375,1552498.541168213,42255.16339111328
PC (34:3),-0.3908579042918376,11.920745282684495,0.42376916989451274,0.5150622685053216,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1756514.5878295898,3160910.900085449,1162200.9977416992,1514422.2919921875,2957979.50189209,2708315.1798095703,42642.14239501953
PC (34:4),-0.4906489592391877,11.902296967443483,0.6666150125383865,0.41423426288493337,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1752679.2338867188,2835427.033569336,1166554.2265625,1535100.9788208008,3172906.318054199,2605119.6669921875,42724.80323791504
PC (34:5),-0.5904375055695347,11.527414109626637,0.9632856157259084,0.32636045522551077,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1123385.2869873047,2199741.7637939453,936392.9751586914,1096450.8905334473,2433088.8147888184,2250776.16897583,40900.86331176758
PC (34:6),-0.671064827833668,11.085449458412834,1.2418433151469799,0.26511609757042576,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,945539.1653442384,1455135.3637695312,621099.7001647949,884154.3727111816,1857101.0505371096,1609492.417175293,36801.94223022461
PC (36:0); PCp(38:6),-0.20479736158208944,9.932790050549476,0.11659974188660271,0.7327520109200117,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,457613.5498199463,834556.471496582,333028.7045440674,371050.5507507324,685493.4228515625,632495.3935241699,40671.02262878418
PC (36:0); PCp(38:6)_2,-0.2877339385427348,9.88396995259761,0.22997296597168315,0.6315438745376207,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,439710.76795196533,774564.231918335,309862.7207336426,387057.87130737305,679997.5566253662,612348.4787902832,36498.38232421875
PC (36:1),-0.17939963816166551,9.94564508210727,0.08949045663757715,0.7648259365390391,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,482135.6018218994,841751.8919677734,332630.4375305176,377916.6846008301,663103.4117279053,649427.3399047852,38418.34245300293
PC (36:2),-0.1982559112905692,10.31900384844335,0.1092759823804954,0.7409699297917969,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,673426.4092712402,1079314.003479004,387503.93296051025,537738.2978515625,847160.022064209,828229.1197509766,36513.8621673584
PC (36:3),-0.19414924839563938,11.228911602058814,0.1047994163018302,0.7461444402418509,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1298799.7810058594,2048086.5334472656,700651.4368286133,1045861.549041748,1807210.1898498535,1337782.210021973,39518.002670288086
PC (36:4),-0.21091769368228638,11.801380707774845,0.12366730300709605,0.7250905454794934,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1762139.4871826172,3063164.8201293945,1167457.659790039,1288456.9608764648,2580587.4815368652,2381969.7125549316,37044.02278137207
PC (36:5),-0.1584641896664667,11.618333654105921,0.06983276165556163,0.7915804345733687,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1478370.2123413086,2826380.2177734375,1078521.4269714355,1185896.539794922,2162571.8723754883,2061363.9590759275,36505.94256591797
PC (36:6),-0.2760733554096052,11.403379957472307,0.2117397845722735,0.6454071829124268,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1268219.971130371,2232413.299133301,925720.9149780272,1088383.4785766602,1934864.098602295,1813187.6960144043,39996.64321899414
PC (36:7),-0.37740606141056454,11.337293619725957,0.39518296645837836,0.5295875185732714,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1212086.4483947754,2010543.9282531736,839326.5725708008,967950.117919922,2034762.872589111,1764380.9009399414,41506.08236694336
PC (36:8),-0.265984380411998,11.25289494821836,0.19656809564912692,0.657505358543019,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1124734.867919922,2119987.921875,763584.4915161133,909409.100189209,1798319.2464294434,1631728.3421020508,42892.32275390625
PC (38:0),-0.39650724819590033,10.693878727988832,0.4360681655616645,0.5090263149961837,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,751785.8755493164,1173567.3231811523,548245.4423522949,631298.3871765137,1009282.2167358398,1289065.557006836,201841.65563964844
PC (38:1),-0.37111164231486354,10.68948401577176,0.38214630536094774,0.5364568025622632,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,742798.87841796875,1192017.6906433103,558793.9630126953,592221.4651184082,983561.0431518556,1322059.735748291,197077.77838134769
PC (38:2),-0.2976055513965302,10.771674319481695,0.24599592511845003,0.619908689055377,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,801256.4038696289,1359190.044128418,577391.9215698242,648524.9678955078,1049721.795562744,1324352.5770263672,180217.9161529541
PC (38:3),-0.26055219893104087,11.058599114850784,0.18863177447929047,0.6640578276152637,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1030313.5837402344,1677449.105102539,731999.5243530273,733409.0558166504,1359761.9300231934,1612255.463760376,131699.63079833984
PC (38:4),-0.21098073823247357,10.989997794038597,0.12374100994202308,0.7250119560275258,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,989377.7740478516,1695865.062652588,715051.024597168,694638.9065551758,1297878.4309387207,1543358.3270568848,36616.4825592041
PC (38:5),-0.19967811896948992,10.959798863241948,0.11084835456858855,0.7391803557362775,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,984188.2932739258,1689018.2056274414,674853.533203125,715339.180847168,1260228.1028823853,1478379.160308838,32916.36234664917
PC (38:6),-0.3447733729134889,11.20513632569601,0.3299525784095749,0.5656870129577659,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1053872.3278808594,1971864.714050293,737799.5421447754,888608.2234191895,1606438.3504638672,1795237.9940490725,36380.62239074707
PC (38:7),-0.43507629499939193,11.125607071356027,0.5246947617561091,0.46884587197150634,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,971850.788269043,1732215.368713379,725446.7746276855,856283.3559875488,1560848.6257781982,1752011.5234527588,37295.28276062012
PC (38:8),-0.38368628751898065,11.01678345281557,0.40840539429336786,0.5227799757834101,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,955782.9442749023,1608134.2962646484,679900.1955871582,762141.875,1427662.9224853516,1616570.5712890625,34549.04225921631
PC (38:9),-0.33778478153481245,10.861704343589219,0.3167416639334988,0.5735723969049799,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,847887.6981201172,1528343.6694335938,592227.6593933105,683683.125213623,1246768.331863403,1437432.4979858398,34778.76306152344
PC (40:0),-0.29479925640586013,11.681665220834258,0.24138682425302704,0.6232062666949156,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1096610.1066894531,1389979.2136230469,1555641.5673828125,1406934.451171875,1641225.9169921875,1514652.2563476562,2047339.2370605469
PC (40:1),-0.2168182741951125,11.698233445777527,0.13067677436629316,0.7177313656015211,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1066622.2822265625,1509361.3928222656,1600818.0463867188,1343858.9924316406,1600871.2556152344,1513989.288330078,2134648.975341797
PC (40:10),-0.3946680859824382,10.73563225214904,0.43204477545805275,0.510987310074077,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,739622.7147216797,1227952.4459533691,586758.7645874023,607117.0198974609,1070705.473236084,1342595.8710021973,197675.9581604004
PC (40:2),-0.25315472597307354,11.513554123847962,0.17808630017862015,0.6730230282094296,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1012883.5512695312,1337654.12109375,1426071.8349609375,1266040.3828125,1445804.3793945312,1421857.9594726562,1628081.5307617188
PC (40:3),-0.2539584239695854,11.43245528634001,0.17921736226708163,0.6720466914571562,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,915854.025390625,1303055.2661132812,1358262.7236328125,1172074.507080078,1403812.8217773438,1340280.6010742188,1529328.800048828
PC (40:4),-0.21572469183903367,11.022224277207146,0.12936294595237996,0.7190934748081066,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,630097.3807373047,1050662.230834961,1084925.7302246094,738866.7552490234,1065347.231201172,1133612.60546875,1096883.887451172
PC (40:5),-0.13534773588737614,9.556564936600472,0.05095123789214995,0.8214162391445895,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,334641.3030090332,540590.9174346924,286068.2989501953,286288.6177825928,401506.300491333,464638.3288574219,213092.73098754883
PC (40:6),-0.186496736794904,9.887513279007964,0.09670594459748827,0.7558190233285916,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,397358.08306884766,710984.3163757324,356893.6674499512,343910.8394012451,562489.4205627441,599021.5075378418,221396.63761138916
PC (40:7),-0.28203667729810056,10.064839393554598,0.22097038240463007,0.6383015283466745,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,434963.30570983887,787617.0257263184,393866.58584594727,406310.2071838379,651532.3471603394,715559.0289916992,221513.89488220215
PC (40:8),-0.2859513284021017,10.389553894623804,0.22713730322720926,0.6336546472884085,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,576219.8182067871,1003171.2558898926,485160.5090332031,496332.6663513184,835688.5118179321,937147.5898284912,207526.0332107544
PC (40:9),-0.2787067399628894,10.767030208334129,0.2157918965749559,0.6422651600776814,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,768507.1564941406,1364979.0197753906,601186.2789306641,627679.4461669922,1040421.4789276124,1311757.3290252686,202017.2525405884
PC (42:0),-0.20842902925323953,10.377039667544175,0.1207680759653158,0.7282029377049407,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,435420.7260131836,535340.9927368164,571575.4750671387,571531.9820556641,611144.6981201172,462192.6714477539,1069963.878173828
PC (42:1),-0.29395475346460637,11.632764711684883,0.24000815955332655,0.6242002215700034,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1010979.3784179688,1300558.8596191406,1500330.7644042969,1395301.2550048828,1543437.5754394531,1367952.837890625,2137677.9674072266
PC (42:10),-0.23736881190843795,11.671747653796952,0.15659322953433735,0.6923126145955256,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1091624.701171875,1427492.1284179688,1591931.978515625,1390838.8010253906,1630869.2497558594,1440315.918701172,2020699.6357421875
PC (42:11),-0.2313690216884732,11.665034143274118,0.14878545246756397,0.699698735723002,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1055943.6015625,1431578.768798828,1612800.7111816406,1370842.7514648438,1600535.9155273438,1458632.3681640625,2012114.6120605469
PC (42:2),-0.31118556146285264,11.705990700056189,0.26891416676699004,0.604061090063132,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1064403.346923828,1352599.031982422,1586413.9470214844,1472346.9145507812,1650122.6301269531,1456398.7724609375,2214197.7587890625
PC (42:3),-0.2822187503497976,11.682960386171036,0.22125616668199655,0.6380844448148656,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1037216.667236328,1355985.5493164062,1597296.6479492188,1425224.78515625,1596411.5522460938,1449626.610107422,2168029.4067382812
PC (42:4),-0.3044820220582226,11.688034857219781,0.2574742690776475,0.611860699795101,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1030545.203857422,1331959.7387695312,1601397.6689453125,1448172.7036132812,1587961.853515625,1474943.6440429688,2184479.3193359375
PC (42:5),-0.2896973846278461,11.70677199156413,0.23311797685164493,0.629221471733723,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1075316.630859375,1352659.21484375,1602381.4514160156,1439903.15234375,1623756.767578125,1476290.9057617188,2227900.157470703
PC (42:6),-0.31357135777669254,11.718936031066548,0.2730452843461535,0.6012962467517705,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1086477.6201171875,1350034.4389648438,1591926.3225097656,1438833.6416015625,1661573.797607422,1512137.4345703125,2245568.501586914
PC (42:7),-0.24720906796549486,11.751883921957255,0.16982951405225322,0.6802633683781862,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1134132.3989257812,1474550.3627929688,1704712.1865234375,1430750.20703125,1732079.9504394531,1551839.4333496094,2158533.407714844
PC (42:8),-0.29094246140827257,11.752364768312416,0.23512273298092617,0.6277511424450503,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1116590.228515625,1495158.5004882812,1613671.9809570312,1450821.5563964844,1713359.0939941406,1588308.3354492188,2199053.8227539062
PC (42:9),-0.27295979565546064,11.728747269825634,0.20699774579316,0.6491307862204363,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,1085987.2795410156,1484926.978515625,1639715.4401855469,1448307.9693603516,1679547.171142578,1551718.8889160156,2119129.860595703
PC (44:0),-0.1389248142236154,6.728552206427784,0.05367498520874392,0.8167876346269839,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,36003.2421913147,44209.22344970703,49224.844177246094,41509.763595581055,50199.74341201782,39749.30347442627,80031.48616409302
PC (44:1),0.0159255935640411,6.739300667129599,7.056162345406847e-4,0.9788079352690712,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,33221.86227416992,51014.98392868042,51123.0023727417,37398.04216003418,43022.92304611206,42335.70379638672,84690.0256652832
PC (44:10),-0.21496050093565655,7.999945157630519,0.12844485450386856,0.720049947564187,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,69899.66525268555,110283.44881439208,116365.0097808838,102785.28579711914,116736.78796768188,97287.84564971924,205776.51364135745
PC (44:12),-0.13937339874196286,9.614455399788977,0.05402584281091549,0.8162004785473627,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,214583.73461914065,290323.3609161377,352861.55989837646,300988.5453262329,291309.3176422119,278639.35733795166,745533.4257659912
PC (44:2),-0.13220057167157898,6.964381899213445,0.048606990660722715,0.825505187511749,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,37849.04251098633,54224.00461578369,53889.30437088013,42893.98307418823,57648.58447265625,46529.74428939819,105526.24722671507
PC (44:3),-0.14511022239360344,7.164269583390267,0.05856005490946359,0.8087864792337339,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,41308.14225769043,62662.98533630371,64891.86427307129,53834.583740234375,65134.12449645996,52881.38321685791,117922.56832885742
PC (44:4),-0.04007341368674886,7.187723798645002,0.004467744105056681,0.9467081352623525,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,45663.74376678467,69474.46488952637,67896.16667938232,55151.82418060303,63256.305183410645,54483.56430053711,112810.88704681396
PC (44:5),-0.1988875072202237,7.550684130561562,0.10996813789694215,0.7401804132649643,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,60634.764793396,78559.62665939331,82629.76607894897,82106.20598220825,89093.26599884033,63894.925300598145,145193.2919960022
PC (44:6),-0.2080842122338448,7.963264538751286,0.12036566627892853,0.7286382329240471,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,74289.96607208252,104198.8652191162,113573.90919494627,99581.82461166382,119753.78854370116,91807.50692749023,196615.29796600345
PC (44:7),-0.1897088762190678,7.970738746288601,0.10006062001707505,0.7517568997879196,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,73430.08550643921,111251.76777648926,111146.09062957764,99595.26937866212,120145.04904937744,90940.6459236145,198076.77452850345
PC (44:8),-0.07044426594609003,7.954829844653434,0.013805384237457474,0.9064667633522023,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,71263.46490478516,113516.82804489136,120288.50888824464,93465.54606628418,111629.77028656006,89857.42552185059,196133.61250305176
PC (46:0),-0.12334096114452073,5.004021503966547,0.04230491922868394,0.837039634891899,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,13448.820888519287,14812.24097442627,15405.861152648926,13836.061016082764,14624.041046142578,15206.701038360596,17567.020946502686
PC (46:1),-0.0762963558472501,5.0491243625595486,0.016190701428286047,0.8987483204971007,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,13571.340976715088,14662.541133880615,16250.501239776611,13051.060985565186,15207.661052703856,14865.561092376707,20106.161293029785
PC (46:2),-0.07204231647863492,5.052514447382188,0.014435738597377679,0.9043652608515113,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,13535.901168823242,15334.76099395752,15701.24129486084,14298.42098236084,15345.701148986816,13477.46086883545,20380.90161895752
PC (48:0),-0.14761065187120342,4.6347073707003394,0.06057948175578076,0.8055823792378688,0.9995827794640442,3,3,Genotype_ WT | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ hippo,PC,10817.560733795166,11065.880737304688,12201.140956878662,11076.48091506958,11710.040767669678,11928.680709838867,12625.621112823486
