lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
PS(38:5),-0.22639309850956596,6.209987569826009,0.5959088428962787,0.44014325907375024,0.9999253326495259,PS,233227.4162597656,233535.83618164065,231864.67578125,148184.17163085938,232114.83544921875,398218.2473144531,322216.7241210937,211714.81494140625,518574.87646484375,305571.3212890625,231910.45654296875,328663.0822753906,156429.97045898438,224480.63647460935,132623.7089767456,301636.4217529297,767723.07666015625,565124.41650390625,262074.7178955078,663908.3258056641,456901.8737792969,199852.09338378903,107966.0281982422
PS(40:2),0.10364717011702092,6.39543208614165,0.12500319237005897,0.7236702258987004,0.9999253326495259,PS,226451.57788085935,207477.1545410156,204095.09423828125,161655.57104492188,213993.9748535156,580712.6804199219,685468.291015625,242870.45666503903,857982.8410644531,551308.6804199219,221314.35693359372,238434.91735839844,158923.13244628906,190932.57373046875,114304.46758651732,216756.5157470703,699449.4991455078,653842.3693847656,268214.5196533203,742776.4793701172,757278.3504638672,278231.05859375,76940.1058959961
PS(40:3),-0.38184356967896044,6.070510419488118,1.6920194673889455,0.19333497273500827,0.9999253326495259,PS,206811.65502929688,162638.3914794922,179168.91186523438,125284.16821289062,195628.1134033203,319299.0627441406,289749.8210449219,173028.97192382812,509353.8950195313,320632.0832519531,166377.85131835938,326623.5227050781,155635.37243652344,183358.83251953125,117835.5085029602,255964.43725585935,638305.0061035156,609557.28564453125,222057.79541015625,637678.0080566406,553631.8995361328,202876.33569335935,106033.748046875
PS(42:0),-0.19103096777581716,4.695126427255826,0.42440202026261886,0.5147486545599759,0.9999253326495259,PS,80722.78601074219,80617.8056640625,84205.76593017578,65429.18469238281,76802.06493377686,108114.8872680664,119101.66833496094,90840.94635009766,135525.9298095703,117265.0281982422,92357.447021484375,84413.32666015625,72088.90545654297,75093.905517578125,61425.464138031006,90437.90686035156,123611.20922851562,126509.88983154295,93831.9662475586,125126.58966064452,267994.94061279297,209275.47393798828,58796.984375
PS(42:2),0.13748379652085257,5.562443645933609,0.21990428690173758,0.6391128566221496,0.9999253326495259,PS,172191.53259277344,145311.5311279297,163774.43127441406,128064.1492919922,152083.5104598999,238670.4573974609,240267.8168334961,192798.43310546875,330603.9444580078,250698.89978027344,155726.0919189453,180321.0323486328,126594.4483642578,129760.609375,89239.1265335083,151177.43090820312,250037.33923339844,299091.3217773437,208838.0155029297,303138.3208618164,244769.7165527344,178923.1719970703,110592.78845214844
PS(42:3),0.19874765870052305,7.2111176289445265,0.4593695830242268,0.49791874681828063,0.9999253326495259,PS,482386.3728027344,435539.708984375,468994.65478515625,368904.5451660156,477640.4732170105,981551.14501953125,924006.7030029296,517626.7170410156,727376.5900878906,959501.9123535156,442187.2917480469,472969.734375,433351.7727050781,421466.931640625,266963.6589202881,433476.4526367188,832207.2177734375,780894.4904785156,478565.13134765625,787842.1564941406,866454.9855957031,636653.607421875,565297.6179199219
PS(42:4),8.904847836197949e-4,4.943178877204591,9.228717658515961e-6,0.9975761258156463,0.9999253326495259,PS,122985.74853515624,94258.76708984376,116192.94848632812,91109.366455078125,100276.10776901244,139866.9287109375,132382.80981445312,113571.8485107422,182648.0732421875,138844.64916992188,99092.306396484375,124733.8285522461,99748.5067138672,102591.58740234376,69937.8455619812,109387.14819335938,182364.05200195312,182327.1934814453,124953.68823242188,173148.83239746094,172401.79235839844,117066.98767089844,71135.08508300781
PS(42:5),-0.06287911144353092,4.821007067368547,0.046011546098043254,0.8301548112281566,0.9999253326495259,PS,100726.38745117188,92958.6665649414,101521.02795410156,83365.28594970703,97176.76626586914,131054.06982421876,126081.27001953124,93726.34649658205,160151.0916748047,117344.88806152344,95443.1864013672,117416.54858398438,88480.94665527344,91083.98620605467,64694.62424468994,99365.62713623048,179669.03240966797,162761.392578125,97610.187255859375,157416.07189941406,201142.05310058597,128850.18920898438,61247.34405517578
PS(42:6),-0.20265403317225175,5.6769443704055975,0.4775837720048912,0.4895188118156137,0.9999253326495259,PS,170750.13244628906,165611.8935546875,158444.0509033203,131208.6103515625,151462.57048797607,218451.57470703125,237837.4586181641,153041.83068847656,309074.7009277344,212974.01428222656,193233.3953857422,189773.45288085935,132525.16912841797,151389.83129882812,86575.72601699829,158763.33264160156,303820.9819335937,291933.16064453125,142944.13012695312,276712.8391113281,600337.2435302734,404686.43103027344,82802.385986328125
PS(43:0),-0.034189515483944354,4.785162405985109,0.013603913935668288,0.90714865312421,0.9999253326495259,PS,82910.72562408447,94351.02699279784,95903.32733154295,70927.02518844604,89304.86666107178,120721.40898132324,140623.56897735596,97261.60689163208,170100.63257217407,126617.66901779176,103805.02724838255,93730.84615325928,76584.68534851074,81067.28568649292,59874.88450622559,88474.5862236023,147516.9693260193,154229.13109588623,105583.12733840942,145241.53073120117,234481.4560623169,164726.05042648315,59037.86435699463
PS(43:1),0.04262854874777106,5.21242154885829,0.02114839024511639,0.8843754369360386,0.9999253326495259,PS,153292.3910369873,136384.68853759766,147977.8903579712,135748.93020629883,135353.4502067566,122879.80880737305,143434.27098083496,179067.39292526245,184132.09335327148,129305.84944915771,144944.5906906128,165674.79232788086,154869.17114257812,149014.33071899414,77890.68546676636,118941.24772644044,153963.69063568115,188091.291885376,193968.93409729004,179307.15230941772,181085.851852417,146053.75009155273,57312.5439453125
PS(43:4),0.34023302473185624,5.79542558812049,1.3441440668993891,0.24630447376036446,0.9999253326495259,PS,148182.8910522461,228451.7348022461,163675.43103027344,100252.54748535156,192071.65367507932,325001.6413574219,361137.42736816406,156892.3116455078,570627.5641479492,308842.4207763672,266203.51696777344,176440.33178710938,102543.02813720705,125799.98974609376,89021.90642166138,122587.12786865234,378725.0714111328,428443.5109863281,139013.2098388672,368281.5457763672,424025.9516906738,165486.17150878906,96251.30682373048
PS(43:6),-0.06701874378097188,4.586389196469295,0.05226836610495411,0.8191621335979066,0.9999253326495259,PS,73708.44494628906,80670.08544921875,81836.58581542969,71590.02447509766,83997.46599197388,110749.14764404295,113637.02810668944,82007.50537109375,119624.8890991211,106399.08764648438,88597.5068359375,85071.426025390625,79771.76550292969,80264.765625,55885.52388763428,83906.10604858398,121772.18914794922,120164.38873291016,82096.78564453125,103774.74774169922,207134.3967285156,147148.47033691406,56209.32421875
PS(44:0),0.03217313349094049,4.327794068239716,0.012046453905441012,0.9126026183666677,0.9999253326495259,PS,68376.10443115234,73230.00524902344,69413.74505615234,61519.6244506836,65606.68420410156,87637.74578857422,97762.38684082033,70914.82513427734,111367.5473022461,89778.40637207031,76787.42510986328,79696.20574951172,66723.52471923828,63568.0244140625,50747.48356628418,68491.66467285156,99973.14715576172,98633.9071044922,75796.70501708984,95538.38751220705,132418.40911865234,97924.82778930664,50900.92333984375
PS(44:1),0.09309153704088342,4.632365973438397,0.10083955116675725,0.7508244565655822,0.9999253326495259,PS,89823.40623474121,89618.9255065918,93513.80643463136,85424.64611816406,92849.62673950195,93865.246337890625,116278.96899414062,114017.5281829834,134982.32913208008,96152.0663909912,92501.5272064209,95521.546585083,89423.0860671997,86239.84672546387,58698.9642868042,80102.6655960083,96747.56692504884,138225.28875732422,130009.96938323976,119019.74899291992,119909.66912460329,102772.72662353516,51708.36390686035
PS(44:10),-0.07748573395964777,7.420972684951108,0.06987042481341632,0.7915255347987505,0.9999253326495259,PS,413823.4301757813,536860.1783447266,388061.8488769531,180093.41229248047,476504.3757858277,1004149.8481445312,1055090.8543701172,361064.24609375,1880801.1147460935,942489.849609375,631414.4056396484,641092.24072265625,266842.44091796875,345416.46423339844,214642.7950630188,428408.1923828125,1755101.0349731443,1924792.956298828,425464.2678222656,1813574.4926757808,1501847.7849121094,259238.83850097656,178567.05322265625
PS(44:2),-0.06609720917803293,4.638409091527468,0.050841100591696886,0.8216061063893878,0.9999253326495259,PS,68726.0050239563,64761.564472198486,74952.4250869751,68299.52473449707,68002.3641090393,94325.4867401123,146472.3298034668,108287.52764892578,197404.5944290161,126088.2483444214,71325.70510482788,71907.70502090454,64295.88465118408,68159.40423583984,52341.723487854,67526.30467224121,99696.22681427002,227424.59464645383,181381.27375793457,180303.61325454712,126274.06936645508,101067.46746444702,48272.383335113525
PS(44:4),-0.08029035172101821,4.445808351290846,0.07501610436065675,0.7841686344290195,0.9999253326495259,PS,62287.844299316406,61798.40412902832,69244.78505325317,55394.12379837036,59127.38412857056,90244.72681427002,119456.86841201782,81213.66512298584,160585.4116821289,108041.18712615968,63734.46426773071,63665.8045501709,57797.48405075073,57490.403869628906,45800.58323287964,59850.42419433594,94818.78689193726,185129.09481048584,138935.88955688477,158898.57164382935,121705.70893096924,94013.1062965393,57594.06420135498
PS(44:5),0.01165880265899039,4.361210392730782,0.0015819362552065286,0.9682736538043741,0.9999253326495259,PS,63136.88404464722,63902.684383392334,66091.84466552734,58711.66410064697,67984.58498764038,98636.2269744873,102957.78719329834,68502.38459777832,126860.5291671753,104587.3867111206,74589.02516937256,64678.984535217285,61385.22428131104,59896.40472412109,52283.4236946106,64229.70415878296,95815.2067718506,118842.04833984376,91335.60692596436,109985.48804473875,142536.8889427185,107879.18719863892,53603.64373779297
PS(44:6),-0.02033711180093252,4.3044021725541715,0.004813445856541421,0.9446879429706198,0.9999253326495259,PS,62319.023986816406,67166.46489715576,65909.82483291626,59376.82425689697,71674.68486785889,89263.80604934692,95187.88611221312,63732.08457946777,104296.84823226929,89271.82618331909,74426.38495635986,70017.88523864746,64863.14468002319,62704.32440185547,52848.643211364746,68920.98496246338,100170.72718811037,99741.846824646,66040.20444488525,91808.92656707764,146140.37059783936,110784.0284500122,51597.18412017822
PS(O-28:0),0.05931209431245646,4.575318882975804,0.040939349922609836,0.8396550373659449,0.9999253326495259,PS,80882.7660522461,95172.44659423828,101089.24798583984,78086.3251953125,91773.86669921876,105328.08752441406,113586.16870117188,96785.7474975586,92788.04681396484,97895.90612792967,87081.36657714844,90224.24658203124,86965.64587402344,88692.12591552734,59994.784324646,94021.74548339844,115553.04803466795,97749.8472290039,96434.586181640625,98709.50720214844,143845.53002929688,111436.6879272461,49957.283203125
PS(O-29:0),0.13253655649412227,11.800013922926746,0.20437285766739244,0.6512141148584067,0.9999253326495259,PS,12340795.055664062,10664578.91796875,12518732.947265623,8723652.060546875,9742305.8662109375,25300220.435546875,23465036.76953125,10395897.31640625,17165384.98046875,27122008.76953125,11324518.612304688,12481772.681640623,11148255.391601562,10825308.428710938,2388201.289337158,15295738.8828125,23864370.73828125,19293459.34375,11899077.482421877,18967047.62451172,23625852.975585938,17132204.794921875,5559059.633300781
PS(O-30:0),0.035346148832042866,4.874847349504079,0.014539934977392477,0.9040224017841431,0.9999253326495259,PS,121702.94818115234,93631.72674560548,94317.14685058594,85863.26574707031,103637.28790283205,131710.2696533203,168604.35174560547,88623.92596435547,140922.72918701172,162380.9122314453,107401.06811523438,101994.02709960938,88320.08624267578,97874.8871459961,61736.0244102478,103565.58764648438,170878.6318359375,152622.37133789062,100753.1068725586,138726.70874023438,244817.95703125,140655.98992919922,58400.723876953125
PS(O-31:0),0.05779177404254361,5.192160589248098,0.03886822106983345,0.8437099612066572,0.9999253326495259,PS,127184.8896484375,135889.60864257812,120628.74780273438,113453.94848632812,142579.98974609375,176625.51293945312,166543.470703125,123783.50805664062,155833.47143554688,172043.4931640625,143591.40954589844,129923.6495361328,118347.7491455078,115651.74816894533,110265.20823287964,142665.67016601562,196653.2951660156,151636.11010742188,128022.52941894533,157569.4307861328,234036.0164794922,166625.81311035156,105248.80725097656
PS(O-32:0),0.043129854237951834,5.344759353788615,0.02164877173527202,0.8830252941503158,0.9999253326495259,PS,138893.47009277344,115487.388671875,118617.908203125,92257.06628417967,138138.35009765625,266914.8395996094,163300.47241210938,106516.96801757812,157887.4716796875,347064.0469970703,164752.19165039062,113871.3487548828,105283.96826171876,95505.92626953124,89065.68690490723,158194.85119628906,270714.9571533203,197671.3543701172,122431.54833984376,203550.49340820312,333201.24450683594,255515.0394287109,88688.56604003906
PS(O-33:0),0.061774058869841865,6.211286563589011,0.044409662338694034,0.8330932802433588,0.9999253326495259,PS,227042.49462890625,255957.51696777344,268988.1994628906,179267.0518798828,269829.5357666016,411339.23046875,394045.70935058594,229011.4353027344,398908.3271484375,416059.9523925781,263130.57666015625,279202.3786621094,224337.576171875,214571.1956787109,126339.88840866087,312436.90393066406,499757.9733886719,387872.087890625,256755.498046875,434812.45068359375,458953.81103515625,287560.8212890625,172457.77221679688
PS(O-34:0),0.061996234163766324,5.51754757779297,0.04472928025188594,0.832502610101861,0.9999253326495259,PS,154558.99169921875,139251.0703125,141990.16931152344,112278.46801757812,162454.771484375,268707.337890625,222783.5369873047,131697.02990722656,208751.8367919922,329951.1042480469,181956.0537109375,161616.9520263672,126757.20874023438,106304.78759765624,84646.52652359009,171968.19372558594,300805.0799560547,235225.8184814453,142909.39038085938,236345.1982421875,362090.26403808594,253302.4592285156,98242.12731933594
PS(O-35:0),0.0019300590826710738,5.891230491736372,4.3354389163141605e-5,0.9947464428717248,0.9999253326495259,PS,199444.63427734372,199142.7152099609,198235.95458984372,155121.93005371094,208015.95556640625,323155.265625,286018.8203125,168323.31188964844,390100.6096191406,286242.81884765625,203537.7744140625,250092.81713867188,157966.271484375,175799.99243164062,116947.66819381714,236379.53564453125,444054.7478027344,350733.6843261719,205240.07470703125,380945.4862060547,370476.8073730469,201909.61352539065,122831.5477294922
PS(O-36:0),0.05212825297059892,5.957324348270129,0.031624236793959426,0.8588548789266471,0.9999253326495259,PS,221243.87548828125,164100.8712158203,183480.83227539065,135660.32983398438,207012.93432617188,416064.1906738281,212539.1149902344,164126.8525390625,244084.93701171875,581939.36376953125,266255.958984375,195704.87573242188,151710.7110595703,131641.6884765625,110104.16820526125,252946.998046875,417182.2478027344,297991.5822753906,169383.83166503906,330889.3435058594,513739.4357910156,430926.23291015625,112018.70739746094
PS(O-37:0),0.06109563704101764,7.418288286768405,0.043440010529593565,0.8348989547076039,0.9999253326495259,PS,640709.404296875,463421.4914550781,557870.4572753906,315024.5217285156,532403.556640625,1144337.4477539062,975676.9072265624,495078.0947265625,1350301.00390625,1048370.4936523438,509786.8950195313,693725.3115234375,313635.1608886719,396653.0302734375,215360.5548095703,701524.8332519531,1426407.729736328,1252169.0166015625,496482.0944824219,1534021.1752929688,1071726.3244628906,523075.2578125,210536.19506835935
PS(O-38:0),0.19433450768915678,6.496324595431925,0.4392092482339649,0.5075043646638281,0.9999253326495259,PS,338433.0838623047,270413.25720214844,297693.52111816406,225570.8748779297,338780.66931152344,523658.7731933594,523356.8762207031,310568.6998291016,646782.1043701172,531423.1566162109,377622.5637207031,399050.1921386719,179732.03381347656,186869.65356445312,94397.70643997192,433872.3126220703,667818.0827636719,432657.1723632813,299119.85876464844,762502.5456542969,524784.1130371094,306704.4180908203,78833.74548339844
PS(O-39:0),0.13045111690106423,6.481956834158926,0.19799183637223905,0.6563466839351638,0.9999253326495259,PS,361965.68127441406,293195.3994140625,333679.9428710937,247347.2404785156,307270.74395751953,463837.4521484375,490883.5549316406,316574.0020751953,563695.52392578125,423901.80615234375,379019.7653808594,367433.7271728516,189843.85180664065,214693.2550048828,105540.02722930908,369990.5695800781,511254.0358886719,392936.62658691406,260817.95458984372,580008.6981201172,770363.73193359375,534038.4167480469,95314.246826171875
PS(O-40:0),-0.1839945558581119,7.686955880297107,0.3937478992593242,0.5303358965243011,0.9999253326495259,PS,621450.90234375,590938.52099609375,544905.12109375,320976.8217773437,655664.3583984375,1192729.3159179688,1040043.5561523438,552136.58056640625,1665321.3310546875,1090921.1806640625,662758.46533203125,904416.8623046876,342597.8840332031,536213.2548828125,245837.03787612915,776690.5725097656,2067754.10546875,1880348.5009765625,614503.84326171875,2136192.970703125,1665862.2509765625,480824.5961914063,176324.27221679688
PS(O-41:0),0.124492402908376,7.871781900093389,0.18032402216340415,0.6710949287931003,0.9999253326495259,PS,738569.41259765625,641045.6066894531,711932.0485839844,474651.8557128906,640149.6666259766,1903622.8666992188,1495680.1484375,611822.7800292969,1267510.5844726562,1881355.8166503904,695932.0334472656,750475.39306640625,615121.9792480469,568073.8395996094,215455.3550643921,874970.2595214844,1827707.165527344,1402962.3046875,701295.8684082031,1307101.8256835938,1731550.677734375,1121166.0139160156,491331.1363525391
PS(O-42:0),0.2329485367057732,5.556217511251596,0.6308759301014106,0.4270341989563747,0.9999253326495259,PS,143723.9901123047,181464.59240722656,140802.4903564453,106222.54760742188,160683.9916496277,258008.97680664065,278693.79931640625,137046.0499267578,439358.5517578125,241493.63598632807,205416.93322753903,161038.87133789062,105658.8671875,114462.38793945312,86330.34684753418,150902.830078125,313148.1413574219,323295.8225097656,135531.009765625,301786.9428710937,319984.2824707031,157285.1103515625,79995.68591308594
PS(O-42:4),0.28206171082774,4.93491632623411,0.9244579952473944,0.33630716439053493,0.9999253326495259,PS,123576.1495361328,110031.22778320312,115978.76885986328,113144.68725585938,130098.5302734375,147079.31018066406,153846.3514404297,119406.02862548828,157192.71154785156,134234.54907226562,137305.89038085938,117067.64776611328,97898.2274169922,98310.80615234376,66474.06447601318,99221.1671142578,151074.4111328125,133623.830078125,100101.84649658205,139730.4093017578,163881.99267578125,131459.40979003906,63857.94403076172
PS(O-42:6),-0.06052286258473906,5.76040545678327,0.04262882920647826,0.8364257478135685,0.9999253326495259,PS,168176.6728515625,160090.13134765625,167458.97094726562,117592.04821777344,157552.29071044922,332301.26428222656,295410.0407714844,153405.23071289062,330234.56591796875,317531.7028808594,172658.55212402344,189020.53393554688,146053.14880371094,172242.0919189453,85890.8660697937,196915.63415527344,407200.0504150391,361835.1840820313,165532.6710205078,342441.765625,419966.1485595703,247593.15747070312,111261.5673828125
PS(P-28:0),0.03416402300014848,4.18358362690824,0.013583346100858762,0.9072185534388814,0.9999253326495259,PS,60890.56451416016,70905.2451171875,72041.06475830078,57431.40393066406,67755.08508300781,86579.40631103516,85836.32598876953,65972.18426513672,73317.18542480469,75347.72518920898,68183.02490234375,74181.28515625,65055.22454833984,64401.66424560547,43655.10322952271,67822.86444091797,91108.58563232422,76062.664794921875,70019.0453491211,78441.1860961914,116113.04754638672,86789.88592529297,43532.30316162109
PS(P-29:0),0.07205388857644439,6.056558368366947,0.06041810252497726,0.8058363287072405,0.9999253326495259,PS,226610.07543945312,228799.65649414065,234635.25708007807,221895.09399414065,244913.857421875,337537.0251464844,315846.9619140625,237582.47729492188,289561.68212890625,322814.96337890625,214710.33447265625,222948.41650390625,214410.91552734372,217545.17529296875,209868.3738517761,223627.71728515625,379064.7685546875,328019.94384765625,248878.3571777344,281958.76025390625,354936.0051269531,280382.6796875,217706.77490234372
PS(P-30:0),0.11418326771087807,4.433549512852001,0.15169612279856892,0.6969197236783883,0.9999253326495259,PS,76851.10559082031,83221.02624511719,88286.70617675781,70802.445068359375,88107.08605957031,101256.1265258789,105858.08697509766,88561.54541015625,85794.8857421875,92855.0069580078,75310.78576660156,84826.22650146484,79518.18591308594,73121.42492675781,55967.88402557373,81517.78564453125,104538.0874633789,90822.70721435548,88708.42626953125,88044.76593017578,116050.18780517578,91332.746826171875,51916.5033569336
PS(P-30:1),0.02778215619656708,4.436397808467965,0.0089827247102221,0.924491767471519,0.9999253326495259,PS,84880.54583740234,76530.52545166016,81420.40576171875,72173.6450805664,72548.544921875,89896.90655517578,106829.38830566406,74376.9047241211,102083.24768066406,89973.92626953125,77613.285400390625,86749.62634277344,78051.78546142578,74655.90478515625,51595.7233505249,81572.56536865234,107709.66833496094,98420.14739990234,79854.60565185547,87672.62585449219,147495.65069580078,98079.12689208984,59100.94396972656
PS(P-31:0),0.07234363476015171,4.466220406822019,0.06090296246063076,0.8050744218327709,0.9999253326495259,PS,82287.3656616211,80869.74560546875,84366.82531738281,70080.14483642578,89513.90631103516,99193.32720947266,101746.90643310548,79377.00592041016,89375.646728515625,99009.9467163086,80570.225830078125,84511.04620361328,79174.42559814453,71539.5044555664,56418.96422576904,76574.12561035156,109277.4273071289,89432.08599853516,78327.82580566406,96168.12701416016,141518.01000976562,110538.48828125,62340.62414550781
PS(P-31:1),0.07557489405694995,4.418598104014613,0.06646416880695938,0.7965562816337636,0.9999253326495259,PS,92421.90625,80296.62536621094,87330.68603515625,66754.58508300781,73163.16522216797,103105.2474975586,88651.8060913086,70942.20495605469,89812.86602783203,85833.30633544922,74189.82482910156,90237.746826171875,80316.72540283203,68384.764892578125,50647.0033569336,74435.72576904297,93857.7265625,87344.28643798828,79202.22576904297,77362.36590576172,128263.00946044922,106583.2471923828,73530.02456665039
PS(P-32:0),0.05475902635689641,5.0858511034239475,0.034896025802481745,0.8518136990539302,0.9999253326495259,PS,120716.92907714844,116474.12866210938,111777.98852539062,145566.26989746094,124960.98840332033,154307.13122558594,148473.28967285156,111588.70776367188,144041.57080078125,158326.8914794922,113943.68774414062,128393.84912109376,110681.18811035156,107192.68786621094,100994.62627792358,118451.3878173828,165481.77209472656,143203.41088867188,117712.12866210938,159387.65161132812,237009.578125,151548.83081054688,102823.2667236328
PS(P-32:1),0.07374353634272342,4.137180616099142,0.06328169198206979,0.8013823193017734,0.9999253326495259,PS,63091.044494628906,63739.46441650391,65422.42468261719,57088.98406982422,66642.16467285156,80824.86572265625,75860.84552001953,68327.425048828125,68086.80499267578,72879.22521972656,68644.804443359375,68169.66510009766,61320.60412597656,54109.08319091797,47184.82319259644,66078.02471923828,83167.20593261719,73560.86529541016,59026.804443359375,68953.78479003906,110304.3876953125,86210.84552001953,58558.344177246094
PS(P-33:0),0.0629679416914005,5.03280516387665,0.04614185209835853,0.8299181492530306,0.9999253326495259,PS,113942.82775878906,113696.50787353516,123995.82861328124,90127.4853515625,130646.42797851562,160009.69189453125,172085.13024902344,107322.0675048828,168764.7514038086,145001.13061523438,119349.06884765624,141074.0897216797,99184.7470703125,100894.2861328125,68343.6049156189,120200.32763671876,197979.1351928711,153575.47094726562,117865.00830078124,182937.5139160156,198187.5333251953,137195.0096435547,79993.765869140625
PS(P-33:1),-0.06845164558843606,6.614431777746931,0.05452892880930449,0.815362065825,0.9999253326495259,PS,438887.6296386719,345514.6678466797,338400.1005859375,346236.86071777344,272192.45703125,344190.3061523437,614173.2034912109,279823.3415527344,495705.8508300781,355752.0252685547,393734.1862792969,401784.7692871094,303835.9045410156,351651.8448486328,127233.7091407776,340817.2265625,479833.0502929688,451649.97021484375,301278.72229003906,431767.54528808594,1107869.4274902344,681246.88818359375,109860.90783691406
PS(P-33:2),0.04659789727618722,4.927483330617471,0.02526987986561835,0.8736964276787537,0.9999253326495259,PS,109188.8676147461,110797.52728271484,107087.4877319336,99238.547607421875,101495.84771728516,158494.47161865234,153454.0903930664,108513.76745605467,146946.85064697266,129115.32958984376,112000.6278076172,125104.6494140625,113349.50817871094,90822.50567626952,61209.96438598633,107244.6278076172,165854.57232666016,140382.23095703125,121248.32885742188,149543.6900024414,196791.3133544922,142974.72998046875,67060.48516845703
PS(P-34:0),0.010715275230781722,4.696929518561386,0.0013362632425923948,0.970839876484061,0.9999253326495259,PS,89829.50604248047,91040.486572265625,99717.08776855467,71480.88525390625,98924.16778564452,115520.56842041016,112947.36749267578,86140.96594238281,107653.12719726562,120680.78857421876,98000.68670654295,99075.62677001952,84531.50592041016,74377.32507324219,63058.52464675903,85825.50646972656,128105.80932617188,104121.3276977539,94617.72705078124,114544.34753417967,194545.6522216797,150175.92932128906,84938.26629638672
PS(P-34:1),-0.10162356426232258,4.805056037055692,0.12016751946748627,0.7288528721686596,0.9999253326495259,PS,86959.1865234375,96237.20666503906,102809.3881225586,80943.20501708984,99905.906494140625,127418.82916259766,122678.10864257812,91867.48620605467,128373.38848876952,120340.42712402344,99329.34735107422,102646.46655273438,98696.8070678711,86967.805908203125,60126.924644470215,96973.847412109375,134466.8696899414,118802.06829833984,99550.12744140624,118561.5083618164,273243.0202636719,184394.59368896484,68166.324951171875
PS(P-34:2),-0.31309738882480553,4.605550255712982,1.1386593736646091,0.2859357869080956,0.9999253326495259,PS,77336.50555419922,78680.62530517578,76078.76470947266,77149.28521728516,76230.00518798828,100492.6668701172,91862.96649169922,75356.50537109375,88916.7261352539,101420.18725585938,77241.24572753906,87375.62646484375,77630.10534667969,65714.20458984375,54258.62385559082,73973.14501953125,97717.1473388672,85089.525390625,78836.28546142578,89522.885986328125,338481.9638671875,246232.57653808597,62684.12438964844
PS(P-34:3),0.014742790125530661,4.290626786496502,0.002529518606934289,0.959887850164061,0.9999253326495259,PS,64907.544372558594,79365.74615478516,73945.40490722656,66099.50451660156,70422.105224609375,86468.506591796875,79462.10510253906,75143.22497558594,77242.264892578125,77345.70587158203,74963.4653930664,77445.7055053711,73913.044921875,68114.804931640625,52745.74366760254,70651.20458984375,93157.22625732422,81017.665771484375,70813.50482177734,75347.28533935547,132690.72918701172,97265.04724121094,54408.58404541016
PS(P-34:4),0.021925033957118995,4.203832902275688,0.005594423793240821,0.9403771192385376,0.9999253326495259,PS,64601.48443603516,68820.68438720703,66091.86474609375,62722.2846069336,64983.58477783203,86667.22637939453,78957.16607666016,63926.96447753906,78274.82580566406,79570.28594970703,68579.04498291016,71368.54541015625,63215.42465209961,59089.98406982422,50161.24351501465,65082.18426513672,89133.48651123047,82570.38586425781,67703.7445678711,70147.34490966797,123921.56884765624,98924.36657714844,52384.04357910156
PS(P-35:0),-0.34638005669082916,7.460796377704223,1.3930522601376651,0.23789032156036238,0.9999253326495259,PS,590135.20703125,456690.5935058594,489473.9165039063,257563.19677734372,571486.7041015625,954597.52392578125,759850.69384765625,440118.8095703125,1490798.5590820312,714298.171875,431858.49072265625,1016913.6079101562,313725.06103515625,523845.1791992188,235466.8766479492,807198.07275390625,2000060.83984375,1417735.4228515625,661862.4650878906,1658642.0324707031,1186496.9296875,369209.9267578125,180347.47338867188
PS(P-35:1),-0.08177537239965821,5.2251450217091975,0.07781789385538218,0.7802766055870862,0.9999253326495259,PS,111190.64794921876,121953.90881347656,139645.00939941406,94624.467041015625,123698.86767578124,165543.2529296875,181267.3927001953,128928.0087890625,256166.2559814453,166850.7919921875,117495.60791015624,151325.1112060547,106927.5673828125,112018.82763671876,69644.34507369995,134822.29040527344,225652.8165283203,209193.6749267578,158227.45184326172,259683.859375,270800.9189453125,181687.4530029297,69769.62493896484
PS(P-36:0),-0.1088025162862153,6.318529887168818,0.13774438180951165,0.7105337790664528,0.9999253326495259,PS,331262.4035644531,262270.5588378906,279401.8582763672,240664.4765625,237388.2170410156,319911.1804199219,426220.8283691406,230527.0959472656,427219.0693359375,330322.78369140625,312329.7413330078,314429.6643066406,211614.634765625,248362.71813964844,118134.3886756897,273765.1984863281,407290.9525146485,377708.3659667969,238676.576171875,376950.3654785156,936972.6643066406,629775.5533447266,98662.927001953125
