lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
Lyso_PS(16:1) | PS (16:1)_2,-0.07848558116967486,5.127973583048602,0.01522821201433544,0.9017882651749904,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,1466.680088043213,1529.240104675293,56821.023864746094,1461.840106964111,1506.360092163086,66396.2847290039,1661.680118560791
Lyso_PS(17:0) | PSo (18:0),-0.5548139917614637,10.586799588693642,0.756523109099362,0.3844188017571798,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,216663.97645950317,618023.602306366,1341913.3032226562,411613.6048965454,1010029.682861328,1880516.935546875,320243.1005859375
Lyso_PS(17:0) | PSo (18:0)_2,-0.5848855827526619,10.61276905238222,0.8401860799349379,0.3593435572949322,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,206127.9143447876,561933.6593780518,1418677.9946289062,420836.767288208,947656.8311767578,2035057.6142578125,306518.5986328125
Lyso_PS(17:0) | PSo (18:0)_3,-0.505039397003882,10.616084208725917,0.6275249345926568,0.42826464015679516,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,187415.21215438843,588388.2116241455,1503362.1142578125,358774.341506958,870793.7777099609,2133670.084472656,282656.58251953125
Lyso_PS(17:1) | PSp (18:0),-0.3195769562974261,6.272541229871506,0.2520079691603314,0.6156647401078404,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,18330.70134735107,22935.201774597168,55906.623596191406,22376.7815322876,20326.64153289795,82552.44650268555,56043.78454589844
Lyso_PS(17:1) | PSp (18:0)_2,-0.24348366375513453,6.3005555127176045,0.14641163468695595,0.7019883887431958,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,18481.10138320923,26667.20167541504,58591.32354736328,22598.6017036438,22568.82148742676,81121.12564086914,54849.643005371094
Lyso_PS(17:2),-0.03517111160217305,6.381746803469873,0.003058515107113635,0.9558964001754994,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,21082.081523895264,32911.66214752197,54298.944244384766,27559.801918029785,24151.08168792725,60029.52426147461,76558.74655151367
Lyso_PS(18:0) | PS (18:0),0.37388340693222966,6.211606316256581,0.344667435999213,0.5571473997648239,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,35472.38247680664,46176.70299530029,21602.36111831665,35906.20281982422,31803.30191040039,7822.320690155029,81131.58502197266
Lyso_PS(18:0) | PS (18:0)_2,0.23663171254590296,6.1808651488608595,0.1382917665559944,0.7099851677449052,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,35771.602195739746,47233.46329116821,10900.94051361084,39160.10260391235,31220.722663879395,3706.8402976989746,85181.74688720703
Lyso_PS(18:1) | PS (18:1),0.298066402065711,6.256369444587029,0.2192811742664844,0.6395881741345304,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,31112.262294769287,35970.48225021362,47162.50341415405,33183.24239730835,12476.380844116213,45845.94305038452,64813.48416137695
Lyso_PS(18:1) | PS (18:1)_2,0.27934184065181433,6.180191729798327,0.1926363248689995,0.6607314254355174,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,31162.32218170166,37647.542362213135,37531.6224899292,29117.50196456909,21673.081344604492,35545.58208465576,64689.94519042969
Lyso_PS(18:2) | PS (18:2),-0.027087763815523483,6.18610322848488,0.0018141962063964456,0.9660256709517104,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,21608.801483154297,28054.16201019287,46367.38302612305,24224.601444244385,21420.321769714355,53316.04391479492,64214.78381347656
Lyso_PS(18:2) | PS (18:2)_2,0.0017195983624631256,6.155161345030961,7.311323315661866e-6,0.997842565958982,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,20571.921417236328,29414.06206512451,44926.90283203125,25029.78169631958,17081.340896606445,52952.86395263672,63530.50405883789
Lyso_PS(18:3) | PS (18:3),-0.33656885563883415,7.44234760025548,0.2794669822640117,0.5970507883736277,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,25429.941772460938,47328.28337478638,93332.60614013672,38517.86332321167,68636.20463562012,107744.72836303712,226295.8097229004
Lyso_PS(18:3) | PS (18:3)_2,-0.3689780697208163,7.448860559587328,0.33572719915264315,0.5623060086245493,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,24889.04176712036,46512.94332122803,96180.4271850586,37322.96241760254,74038.4651260376,111254.12893676758,221567.43829345703
Lyso_PS(18:4),-0.1410687188876257,6.152755583832158,0.0491850152175175,0.8244875244674396,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,19890.741333007812,26007.841762542725,46234.523834228516,24473.341957092285,25127.682006835938,53523.863830566406,58961.74395751953
Lyso_PS(18:4)_2,0.022137659818996226,6.242078473209531,0.0012117317110096337,0.9722312968883857,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,21914.72146987915,30551.28214263916,52488.16409301758,24956.72173690796,26114.402114868164,53605.60345458984,61272.443908691406
Lyso_PS(19:0),0.0434995758717932,6.738096993418609,0.0046784859796389355,0.945467652547807,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,33772.402252197266,43529.64334106445,43842.423248291016,40405.20288467407,26180.341594696045,48667.543228149414,133982.76724243164
Lyso_PS(19:1),-0.031832184763666595,6.033269260560581,0.0025053082476915733,0.9600801100301014,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,23428.841648101807,31496.882194519043,28501.401824951172,27707.58221054077,21989.001274108887,34003.7622795105,64479.6432800293
Lyso_PS(20:0) | PS (20:0),0.08200514762467599,6.687697281491281,0.01662578750438115,0.897404315649631,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,40904.762786865234,47438.04373168945,61975.204833984375,44825.783203125,25618.64199066162,70735.30532836914,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,0.11431220556673773,6.692696152573462,0.03230208658533229,0.8573662577579024,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,40550.02256774902,52115.623596191406,62898.92449951172,48978.423828125,23356.32201385498,69053.38482666016,73232.0855102539
Lyso_PS(20:1) | PS (20:1),0.19611486954875676,7.874640415218682,0.09503024995137821,0.7578770681336747,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,103260.88696289062,120051.70849609376,146038.3905029297,116344.36853027344,42480.743019104,157827.91186523438,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,0.15693813991930397,7.861879296191175,0.06087205758194614,0.8051228894255983,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,101174.34753417967,121282.96948242188,143733.54943847656,116032.32788085938,56013.084533691406,150870.13012695312,146052.58984375
Lyso_PS(20:2) | PS (20:2),-0.5799788163892056,7.75402921887484,0.8262216592702325,0.3633673559432489,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,32369.82244873047,81246.446533203125,172152.21444702148,71950.42471313477,92326.08652114868,272683.3405761719,78611.82608032227
Lyso_PS(20:2) | PS (20:2)_2,-0.6772936313077059,7.715842782638691,1.1240362054522857,0.2890510115473127,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,31775.56214904785,66992.96417236328,164607.43182373047,73165.14535522461,89653.12752914429,270398.1398925781,80939.62471008301
Lyso_PS(20:3) | PS (20:3),-0.010882996824208879,6.274076877881755,2.9284778611327056e-4,0.9863466306950631,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,19179.481231689453,31267.041870117188,50255.76327514648,24391.56170654297,19996.621520996097,57729.8434753418,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,0.014197037680666142,6.249953478222568,4.983542687568843e-4,0.9821896242522827,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,22563.241584777832,30119.72235107422,45658.30340576172,27867.22186279297,18256.04118347168,51251.36389160156,73284.9259185791
Lyso_PS(20:4) | PS (20:4),0.07185079789520278,6.011497784067323,0.012763121496845997,0.9100511793738286,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,21773.26141357422,27803.401885986328,39023.942932128906,26970.88163757324,17417.341526031494,39308.10266113281,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,0.15122795020115654,6.047735315645766,0.05652042230644838,0.8120825703275449,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,23458.541534423828,34046.662200927734,36660.422790527344,25625.622009277344,14454.381145477297,43483.462631225586,57925.26445007324
Lyso_PS(20:5) | PS (20:5),0.053338994612538,7.064113843627261,0.0070344340167594055,0.9331585733142025,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,55933.003662109375,63889.18490982056,67421.984619140625,60708.68420410156,36529.64253616333,80760.22619628906,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,-0.05537233769390172,7.101841800741179,0.007580952335956681,0.9306169328827656,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,52411.92376708984,59715.623847961426,71535.3046875,64102.76452636719,41415.50313568115,83352.88568115234,115041.00830078124
Lyso_PS(21:0),0.14236799070271483,6.4173055392344125,0.05009583870378265,0.8228965911576789,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,22951.981620788574,40046.003326416016,65748.90493774414,30573.382049560547,15246.500869750977,70783.10527038574,61911.623962402344
Lyso_PS(22:0 | PS (22:0),0.0716988908464658,7.102264427071917,0.012710035895906913,0.9102376433483301,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,56386.7442779541,72341.304931640625,79767.2255859375,54786.3837890625,57092.92414855957,86106.54602050781,90245.726318359375
Lyso_PS(22:0 | PS (22:0)_2,-0.018692522079930638,7.0873347017127,8.639719587790751e-4,0.9765508366339305,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,50425.32373046875,76911.42517089844,77705.04559326172,51532.18377685547,72637.98488616943,83095.546630859375,83450.10632324219
Lyso_PS(22:1) | PS (22:1),0.11087582626591344,5.936597774114021,0.030388114021207002,0.8616125133682276,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,22002.741424560547,25710.441955566406,38415.602767944336,21891.96165466309,12054.560958862305,46168.76307678223,51666.10353851318
Lyso_PS(22:1) | PS (22:1)_2,0.15044806185009574,5.944974368974411,0.05593878000013319,0.813033996200846,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,21582.041412353516,25743.12173461914,39669.64308166504,23901.72171020508,10684.480735778809,43646.18292236328,53168.72396850586
Lyso_PS(22:2) | PS (22:2),0.11021266244162549,6.234594797996183,0.03002656381613633,0.8624299705008702,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,23908.841690063477,28885.982025146484,57570.3250579834,25041.261657714844,22540.68133544922,56507.10397338867,55387.34255981445
Lyso_PS(22:2) | PS (22:2)_2,0.009049761068206732,6.234102266976914,2.0249825320206583e-4,0.98864633580631,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,17557.041305541992,31993.82243347168,56043.703552246094,23819.30160522461,24629.561714172363,57576.18423461914,58952.36463928223
Lyso_PS(22:4) | PS (22:4),-0.056597581551572525,6.434251872735611,0.007919936563666852,0.9290866582907162,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,29972.781982421875,36506.60238647461,56100.52355957031,35207.24249267578,21168.661586761475,71628.34530639648,59931.30465698242
Lyso_PS(22:4) | PS (22:4)_2,0.07356582591185658,6.511326531573882,0.013380129583310918,0.9079120937693277,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,30410.0022354126,41713.60299682617,61532.20440673828,34356.562438964844,26954.961631774902,66004.14431762695,66614.364013671875
Lyso_PS(22:6) | PS (22:6),-0.006693130917741633,6.6807632309538905,1.1076907685492188e-4,0.9916026682315108,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,36597.70245361328,51700.2041015625,65853.92449951172,40415.52313232422,34185.58190155029,80277.84616088867,62927.42401123047
Lyso_PS(22:6) | PS (22:6)_2,-0.10378284140500507,6.621297473049636,0.02662663098100637,0.8703793217350675,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PS,33072.74256896973,44419.60333251953,64280.46472167969,42870.223052978516,30745.26202392578,78729.264404296875,61331.38409423828
Lyso_Sphinganine-1-phosphocholine,0.04467764472914176,8.639626575943968,0.004935635784022452,0.9439914308472468,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,SM,194181.5760498047,197308.5112915039,195126.857421875,182085.63330078125,186465.23071289065,197707.0186767578,277995.00061035156
Lyso_Sphingosine-1-phosphocholine,0.0019522116837401757,7.656635213007363,9.423852588952286e-6,0.9975506343588204,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,SM,93191.40753173828,103894.36724853516,103619.70684814452,94048.86730957033,98104.28723144533,106322.00720214844,128523.28833007812
O-(11-carboxyundecanoyl)carnitine,-0.005657069592684126,11.587109350638729,7.913522131275386e-5,0.9929022737666263,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1636443.1501464844,1628954.5754394531,1609929.6301269531,1698009.3786621094,1608644.2199707031,1543775.736328125,1432417.7971191406
O-(13-carboxytridecanoyl)carnitine,0.059502574504239174,12.343419969322719,0.008754417940508574,0.9254546765602598,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,2525970.9899902344,2484566.024658203,2774485.9384765625,2464997.854736328,2497472.518310547,2486930.6091308594,3416885.3427734375
O-(17-carboxyheptadecanoyl)carnitine,-0.014470075794952013,11.8061864622759,5.177570856176317e-4,0.981846280873347,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1780632.291015625,1825409.1884765625,1904286.744140625,1916627.5317382812,1787021.61328125,1813601.7524414065,1911734.6020507812
O-arachidonoylcarnitine,0.1303095559544103,11.941689099558202,0.041975068335887045,0.8376673040196193,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1813997.779296875,1854003.634765625,2451500.782714844,1879959.790527344,1825144.9770507812,1872888.494140625,2433795.915527344
O-behenoylcarnitine,0.2525830350637751,11.263751391558031,0.15755801372870337,0.6914148181446511,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1108163.3492889404,1117372.6411895752,1778627.9196472168,1146124.9450950625,1110679.3093795776,1107254.2224349976,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",-0.01937359762347007,12.287540456724088,9.281173106501228e-4,0.9756961921607138,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,2524766.19921875,2579686.61328125,2918418.5444335938,2410372.6762695312,2916051.9331054688,2833547.6284179688,2078276.6245117188
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",0.06135783745466507,11.720403149806307,0.009308798878919333,0.9231376763173951,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1594045.3452148438,1572857.943359375,1900881.853515625,1596917.227294922,1615202.787109375,1638445.1293945312,2192422.580078125
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0.08049258342396005,12.13052206944863,0.016019240239984356,0.8992830083634054,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,2062470.00390625,2131012.852783203,2539749.9416503906,2038076.3017578125,2102820.7854003906,2218471.28125,3003056.5654296875
PC (30:0),0.291875885302284,7.777668521007443,0.21029713172265463,0.6465346148624923,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,116663.56880187988,219265.19830322263,92519.5457763672,86169.56600952148,118589.88662719728,134713.04946899414,60246.08421325683
PC (30:1),0.2338677338756559,7.766373199764654,0.13509577548467167,0.7132059897694074,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,114787.52682495116,217753.1545715332,84294.10525512695,88982.3060760498,122133.58932495116,131660.08978271484,61894.845123291016
PC (30:2),0.28943825445388655,7.782861800153122,0.20680507447013952,0.6492831624991965,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,115927.44927978516,228871.47604370117,89100.36520385742,84586.96543884277,120559.64868164062,138506.79061889648,56625.44430541992
PC (32:0),-0.1854413251890124,11.189815579356644,0.08497683636960573,0.7706629282229478,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,680101.5065307617,3429927.0255126953,387112.74240112305,951137.59814453125,1698169.5415649414,2063338.8400268557,47592.60353088379
PC (32:1),-0.31858727513670265,11.144241085159393,0.2504739848081954,0.6167415277802427,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,663512.8841247559,3057185.627105713,399630.3648376465,942311.9768371582,1875814.616027832,1949665.0983581543,49777.303451538086
PC (32:2),-0.2139417686148479,11.14357224168676,0.11307845392730087,0.7366662155154441,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,672424.2381896973,3223585.253051758,396469.03533935547,971271.4549255372,1742248.5977783203,1881470.266479492,53116.663650512695
PC (32:3),-0.18093767633830637,11.141025602977475,0.08090210609952919,0.7760786067189837,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,614475.9673461914,3392896.830383301,360493.7225036621,850410.770324707,1683215.1868896484,2026683.198852539,51552.863693237305
PC (32:4),-0.18502728996750337,10.311931030209825,0.08459791744098766,0.7711605274634262,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,336706.1000671387,1794084.3795166016,291534.23989868164,371140.1830749512,910218.7320861816,1295923.1087341309,49518.30349731445
PC (32:5),0.08853371241701907,9.406868986272624,0.019379082403247594,0.8892851763745834,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,223210.3800354004,974021.8276672364,194160.6334533691,206996.07334899905,435106.5923461914,589409.5653533936,53489.323822021484
PC (34:0),0.17941064101183835,11.451415700305574,0.07954322203295305,0.7779173788499298,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1014638.4526062012,4444064.818878174,622026.8252868652,1000412.2849121094,2031450.9565429688,1963579.592590332,41339.46290588379
PC (34:1),0.20971240218229378,11.491697738668622,0.1086557433300186,0.741679773566173,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,983094.4783630372,4764350.840148926,603501.1135559082,1019534.3862304688,1999358.437866211,2062457.567199707,36019.26232910156
PC (34:2),0.07052518996710916,11.5717356415432,0.012297922221478075,0.9116988197017795,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1020757.8615112304,4760836.946105957,617045.473449707,1204827.7313232422,2262632.3309936523,2166422.607421875,42255.16339111328
PC (34:3),-0.07574315910207191,12.176403550606976,0.014184814994223416,0.9051961141335606,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1388814.911682129,7016003.7537231445,886306.9071960449,1766868.8690185547,3549027.204711914,3741014.481384278,42642.14239501953
PC (34:4),-0.07182194774697344,12.208262153993475,0.012753848665422396,0.9100837219861657,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1487002.601928711,7160792.481872559,857089.4302978516,1794084.9948730469,3676238.707092285,3780442.97064209,42724.80323791504
PC (34:5),-0.21766547268389322,11.739778724416016,0.11704535130411386,0.7322614040651425,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,847765.8843383789,4998585.224243164,688614.253112793,1244225.732849121,2658677.5576782227,3125022.6955566406,40900.86331176758
PC (34:6),-0.20927429857493654,11.228240569918077,0.10820259735919535,0.7421998058206652,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,735070.428527832,3424368.128479004,409838.70669555664,976127.1491088868,1849967.0333251953,2063399.7353515625,36801.94223022461
PC (36:0); PCp(38:6),0.21872225320673055,10.227049695006096,0.11818322930776048,0.7310133382758272,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,435053.77502441406,1925494.163330078,260955.25415039065,419005.1922302246,814761.6733093262,859278.4150085449,40671.02262878418
PC (36:0); PCp(38:6)_2,0.15302788551535537,10.18629882571327,0.05787926440825686,0.8098798020558431,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,416322.4945983887,1791330.5129699707,280876.4214630127,428272.1943359375,849949.5341796875,807032.3782043457,36498.38232421875
PC (36:1),0.13916933090624833,10.241833867095805,0.047874492389382794,0.8268039734286565,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,446005.8759765625,1859780.4603881836,268880.7839050293,446975.5899658203,878754.3044128418,851870.7861633301,38418.34245300293
PC (36:2),0.135615105704413,10.616037062418021,0.04546132932591718,0.8311580012572748,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,597167.1774291992,2435243.9852600098,313175.8644104004,628427.1416931152,1158840.2968444824,1037596.5607299804,36513.8621673584
PC (36:3),0.27016108408548056,11.666674371184158,0.18021816515829414,0.6711858198715714,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1217512.9953918457,5501434.023681641,590098.4023742676,1350130.224609375,2228490.890686035,1985041.7884521484,39518.002670288086
PC (36:4),0.15806919073230713,12.182987781128015,0.06175430846886165,0.8037443659129668,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1571687.805633545,7546484.6759643555,975125.3948364258,1647646.500915527,3475730.7900390625,3262829.164581299,37044.02278137207
PC (36:5),0.15634521804079363,11.98409685681503,0.060414815263357013,0.8058415053409285,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1371656.7071533203,6620324.056365967,803399.8494567871,1354212.9745788574,2967515.1405029297,3001574.1837768555,36505.94256591797
PC (36:6),0.11461253795811625,11.7816267243576,0.03247406764421612,0.8569911418245555,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1118680.372894287,5730482.258666992,698576.9976196289,1241169.74899292,2574484.7279052734,2630318.8386535645,39996.64321899414
PC (36:7),0.08456854605129463,11.668442245969624,0.017682434059679508,0.8942129038911207,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1098407.7716064453,5075100.63079834,695569.3125,1193220.4411010742,2375368.1112060547,2445248.6097717285,41506.08236694336
PC (36:8),0.160394630194429,11.558933147455624,0.06358323036693037,0.8009195942367991,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1033196.3688659668,4866856.44909668,635334.3019714355,1049363.3710021973,2247650.9483032227,2131989.322631836,42892.32275390625
PC (38:0),0.045797802679322305,10.831505735510108,0.005186290931305848,0.942589248376933,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,781804.3551635742,2039109.0388183591,712613.688659668,853704.7693481445,1127701.172088623,1278505.552581787,201841.65563964844
PC (38:1),0.027659311787019976,10.862887046903223,0.0018917429842986166,0.9653076103271485,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,805693.8829040527,2105033.9688415527,689550.3097229004,865905.3190917969,1135844.233215332,1358794.0057678225,197077.77838134769
PC (38:2),0.14177799265720117,10.975306075016714,0.04968542800634168,0.8236115590940202,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,904133.2488098145,2422603.383148194,748793.9415283203,892448.0676879883,1274266.3102722168,1344833.375427246,180217.9161529541
PC (38:3),0.2233971277513771,11.326994075598835,0.12328438735858072,0.7254992504126541,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,PC,1047065.9375,3574585.9630126953,864131.19384765625,1073292.9995422363,1527116.7940063477,1810788.336853027,131699.63079833984
