lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M1FAD173-5xFAD-Cortex10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,M2FAD173-5xFAD-Cortex10x_01192023,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3),0.03438635456313003,13.277618304952863,0.01654073058664096,0.8976656425494336,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,3834955.607788086,128292.34872817992,10354794.567565918,158652.03149414062,2725131.880004883,7085729.344970703,7375118.41418457,4437843.0965271,5222462.502624512,9609994.51916504,10136.16060256958,10656942.586486816,10351165.05871582,10714701.921875,7252704.404907227,8679905.184753418,6653299.061588287,6500267.43334198,3408904.908050537,1108765.7086791992,1001205.1164398192,8503795.555419922,6075404.322265625,9017962.689697266,9737565.974365234,8538973.4345703125,8747848.963623047,5282289.402523041,6011448.339420319,3432882.2231140137,1981734.8844451904,70834.02569580078
Lyso_PI(18:3) | PI (18:3)_2,0.0403013496381049,13.26690209364328,0.0227135263770748,0.8802044261807814,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,3930294.12121582,121761.20742034912,10262036.209655762,155264.61316299438,2749517.9498291016,7198681.598144531,7210440.148864746,4529918.005340576,5383401.006652832,9584171.07055664,16847.700981140137,10675264.685180664,10257214.948120115,10543160.662719728,7149942.082290649,8648756.55594635,6281913.514659882,6396502.955978394,3382115.435218811,1261473.7984313965,884708.7465362549,8669269.057128906,6129537.108032227,9129985.50732422,9717353.28491211,8335527.7421875,8710851.886535645,5173628.779884338,5510963.465312958,3143541.560207367,2025487.797492981,72475.46408081055
Lyso_PI(18:4) | PI (18:4),-0.09802007177309621,6.697731191140406,0.13530699355624165,0.7129918033167236,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,68908.92468261719,22495.561809539795,86044.3452758789,23100.681579589844,76902.90512084961,76614.42538452148,82382.08529663086,72776.52423095703,70460.445068359375,71942.90496826172,11509.260780334473,48817.48341369629,55737.4841003418,46503.28314208984,44423.88299560547,55700.38426208496,64996.944915771484,45056.682861328125,53187.023986816406,29790.102115631104,19330.26146697998,79973.50549316406,65778.56491088867,88778.10650634766,77656.76525878906,73052.84490966797,84633.52445220947,55778.84414672852,44595.68355560303,76264.00668334961,26696.1618347168,71540.74481201172
Lyso_PI(18:4) | PI (18:4)_2,-0.11082533781950661,6.686584604761911,0.17307596568980443,0.6773924438942873,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,67838.08477783203,21912.30149078369,88559.626220703125,24983.30168914795,72985.0853881836,77143.50494384766,80452.625,71582.644775390625,67203.64419555664,70299.40512084961,11324.800689697266,48895.14289855957,57006.963928222656,46205.28378295898,47972.06332397461,53559.124420166016,58346.92401123047,47282.24377441406,51531.32424926758,29886.262008666992,16677.261222839355,79983.64639282227,68408.10559082031,88855.187255859375,86024.38589477539,71221.40557861328,86147.0054321289,52733.62298583984,43000.94285964966,69600.4850769043,28261.581634521484,71871.50671386719
Lyso_PI(19:0),-0.17711611817491743,9.125014161354768,0.44345082641120825,0.5054615738217898,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,529254.7145385742,87234.506591796875,461735.2925415039,82597.007568359375,484439.8168334961,415200.81396484375,408106.2339477539,413745.2269897461,482824.270690918,508891.3748168945,30866.5622253418,125100.61126708984,122232.46685028076,65860.94410705566,64033.24454498291,438352.7853088379,257660.8764038086,271321.9202270508,240850.8555297852,119203.69091796876,45698.52276611328,371650.0692749024,537758.02978515625,339945.184753418,432946.1262817383,304500.24017333984,527039.861114502,405689.1903991699,277533.9567565918,391521.5315246582,133474.55117797852,574804.6939086914
Lyso_PI(19:1),-0.25576669558739934,8.07287006129369,0.9279338908963837,0.33540037834386727,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,171724.43200683594,61288.58380126953,350639.90368652344,66387.92474365234,157603.5704345703,297073.3190917969,269989.5377807617,205387.09448242188,199263.63305664065,303842.62072753906,37572.462478637695,8626.620601654053,8759.680561065674,8962.640602111816,8240.040561676025,144426.42932128906,131175.3076171875,131386.72912597656,127007.78857421876,76700.08508300781,49899.883251190186,244452.3192138672,199834.7745361328,206630.5535888672,330522.5059814453,238804.26306152344,215436.29528808597,147601.572265625,112231.04776000977,142307.70880126953,68424.245361328125,129182.14990234376
Lyso_PI(20:0) | PI (20:0),0.5272594805035115,7.619618800750905,3.771796039824835,0.05212363598857991,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,61579.3039855957,19930.66131591797,253053.80401611328,25274.061737060547,79255.18534851074,141072.65104675293,157610.4917602539,72635.96560668945,106673.32723999023,188774.03579711917,14592.24098587036,189781.7537536621,180514.827835083,168783.97492980957,512497.574798584,80585.72679138184,62549.44488525391,85530.56680297852,97054.64779663086,27494.40182495117,20440.24147033692,144194.06985473633,110390.90756225586,100491.08828735352,183736.17178344727,141523.2869873047,84179.0658569336,64285.88473510742,66212.50346374512,90995.88668823242,30166.22203063965,73873.18661499023
Lyso_PI(20:0) | PI (20:0)_2,0.5371156180425417,7.612227691884514,3.9114151241507784,0.04795919765834927,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,61042.98391723633,22328.92156982422,263066.99642944336,24649.68182373047,79000.14590454102,146506.9499053955,163007.5096282959,74005.36441040039,105164.82763671876,184841.5696105957,11901.280815124512,187632.29229736328,178818.23100280762,170623.4105834961,500523.8868865967,83022.92585754395,60833.4248046875,80644.186767578125,96775.28717041016,27781.8819732666,18254.241271972656,146254.68990325928,108143.90655517578,99610.3055114746,181401.75067138672,130837.2495727539,85246.2057800293,69121.86444091797,67648.86587524414,89151.54725646973,29862.682403564453,72112.00497436523
Lyso_PI(20:1),-0.052796637863649284,7.921252489032467,0.03916957833644119,0.8431130878279973,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,165078.49047851562,79317.16619873047,176146.74963378906,79168.76550292969,175328.35302734375,156870.68896484375,162850.35131835938,149493.8104248047,151939.70959472656,161336.5916748047,41959.50308227539,119667.44873046876,129286.1279296875,117200.20910644533,131309.1094970703,135956.27124023438,151903.49047851562,140069.48876953125,141247.48767089844,95359.72668457033,51468.18369293213,160203.2314453125,141323.27197265625,177406.5517578125,210627.9747314453,162164.15161132812,166653.33251953125,134682.80883789062,122599.08813476562,168143.25170898438,86753.28625488281,116070.16857910156
Lyso_PI(20:2) | PI (20:2),-0.18199839113007332,9.902791848004329,0.46834219551419665,0.4937508263180494,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,1003061.4029541016,37201.602478027344,624519.9059448242,25468.841903686523,942263.7373657228,415594.3294372559,703901.0188293457,672845.5310821533,561861.8635864258,558446.7062072754,12576.040897369385,248946.3592224121,381435.29878234863,289222.30207824707,368552.2669143677,501401.5224761963,1170886.2150268557,967741.2130737304,531503.3065948486,145046.9137878418,130259.14949417114,505923.1332397461,514094.0180053711,1085672.139129639,696503.4417114258,1106084.9411621094,944450.6334533693,745132.8973388672,595144.7265930176,544474.81298828125,305557.8998413086,67286.24493408203
Lyso_PI(20:2) | PI (20:2)_2,-0.18758166775142127,9.903350593008808,0.4976439682532714,0.4805371753541473,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,1007710.8746337892,37587.6025390625,632751.5485229492,28168.38198852539,945370.1643676758,405783.5829467773,700995.2515869141,679754.2737121582,556768.84765625,562216.9637756348,12686.380825042725,249093.87591552731,383117.60021972656,291387.0392303467,365697.48373413086,509448.3409729004,1106764.4852600098,990985.2069702148,537563.7187347412,141717.7893218994,149225.45265197754,497973.990234375,512331.0799560547,1090943.8528442385,702651.9847412109,1103466.2647705078,938776.4866027832,736958.7850036621,611715.9055175781,559198.289932251,295151.8788757324,65474.80474853516
Lyso_PI(20:3) | PI (20:3),-0.026053142930498468,6.748580301462687,0.009524729228587603,0.9222541179043237,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,71380.48556518555,20523.92153930664,82353.7261352539,19205.061546325684,109065.06716918944,80191.44625854492,95969.12576293944,78296.54550170898,72605.68594360352,81469.96594238281,13365.481002807615,48116.5837097168,53147.68426513672,42316.12278747559,48962.00325012207,58360.84338378906,64936.6848449707,51043.54405212402,60587.8642578125,30329.622177124023,18872.201274871823,58993.72412109375,69427.10412597656,100758.36703491212,81527.62503051758,73654.44584655762,93706.76776123048,69472.48553466797,51471.98324584961,58848.04365539551,30095.922332763672,56375.3434753418
Lyso_PI(20:3) | PI (20:3)_2,0.002639966816244817,6.72904459961053,9.765272216100129e-5,0.992115481613581,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,66447.80508422852,21250.781448364258,82648.6069946289,18563.741287231445,108928.9676513672,79009.70642089844,98732.32772827148,79232.84661865234,69017.185546875,80781.76602172852,11613.440715789797,48873.56314086914,51563.663650512695,44455.60302734375,49366.64351654053,59421.383728027344,62434.70349121094,53697.18376159668,58054.40493774414,27755.56155395508,19539.40131378174,56435.00396728516,69665.7246017456,101938.0866394043,75601.82522583008,71562.02555847168,91361.56747436523,68859.64503479004,50948.684005737305,56835.805000305176,25777.04148864746,60533.74481201172
Lyso_PI(20:4) | PI (20:4),-0.1224187962683782,6.887235585431057,0.21130013809147385,0.6457502721379285,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,74845.50500488281,17632.92108154297,109345.7868347168,24040.901763916016,124237.82723999023,78491.30410766602,84291.98715209961,79367.46630859375,87106.1657409668,83974.8459777832,11670.940803527832,43223.42284393311,55227.74401855469,51200.02291870117,40894.58290863037,68561.72511291504,68848.70486450195,64871.58436584473,69477.58486175537,35430.7225189209,19654.32146835327,94095.04693603516,73522.30572509766,112571.98727416992,93804.50717163086,84363.58575439453,118785.22639465332,69103.62489318848,46114.06354904175,69927.06451416016,26514.061820983887,60508.06425476074
Lyso_PI(20:4) | PI (20:4)_2,-0.12845010599366014,6.885492437538961,0.2327002666095268,0.6295288098458046,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,72096.44534301758,22660.181610107426,99683.26568603516,22221.72148895264,124659.04876708984,80574.26483154297,84852.905517578125,76568.8053894043,89753.96673583984,81018.30532836914,13548.32098388672,43757.00346374512,51825.86293029785,49758.76428222656,40442.462341308594,64750.363998413086,79732.8257446289,69885.124267578125,63202.024475097656,41561.50314331055,23932.98192214966,87761.36540222168,72899.12484741211,115503.32766723631,94955.28762817384,83724.88659667969,115885.68811035156,65911.92514038086,46581.12242889404,68896.7045135498,26255.641555786133,61764.72494506836
Lyso_PI(20:5) | PI (20:5),-0.07215752448532066,6.877432318560238,0.07323283806067593,0.7866866464415142,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,91448.02639770508,30076.642120361328,87742.2868347168,31457.8825378418,84247.44598388672,85007.96630859375,89019.9270324707,100297.40631103516,79494.80603027344,80919.645751953125,18811.801239013672,51292.763092041016,49164.38345336914,42559.002670288086,43421.78286743164,67474.04556274414,70780.54507446289,57552.704010009766,57980.24426269531,40032.82299804688,22629.86193847656,75278.1654663086,86523.1650390625,84395.20684814453,83452.42471313477,73108.32537841797,96450.107177734375,73289.96563720703,60477.24395751953,72705.96603393555,38041.782623291016,77241.46475219727
Lyso_PI(20:5) | PI (20:5)_2,-0.06739327972192734,6.874931597912427,0.06386650885951894,0.8004859517851151,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,90679.0873413086,30622.52243041992,83053.38552856445,31409.222442626957,84855.4857788086,82914.58563232422,87778.7265625,102349.10690307616,88005.42596435547,78297.12490844727,18829.4013671875,53015.58332824707,50102.02349853516,41649.302642822266,43663.40286254883,65923.54495239258,72338.08581542969,56075.12380981445,56066.44400024414,40050.72219848633,20474.361476898197,76912.7063293457,73109.76446533203,88782.6872253418,90480.06634521484,75141.545166015625,96217.40689086914,74940.68502807617,56796.96453857422,76514.56466674805,36479.40295410156,78202.38619995117
Lyso_PI(21:0),0.15162906175557136,7.369551297485388,0.31952545262299736,0.5718929701777448,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,84067.546875,30948.36196899414,103664.86688232422,29458.98190307617,87720.9663696289,131981.98962402344,101518.12579345705,95151.248046875,91590.28720092772,105857.2650756836,17956.28143310547,104170.94622802734,264638.57638549805,92895.8677368164,124497.40713500977,87422.86624145508,101205.84634399414,86174.8645324707,164064.65606689453,41802.92306518555,30531.10185623169,90487.30712890624,92840.06625366212,105488.24728393556,116714.64852905272,106023.14736938477,129096.44696044922,86084.62646484375,61749.58438110352,156552.9949798584,38776.062240600586,63325.7650756836
Lyso_PI(22:0) | PI (22:0),-0.12616478290023925,7.8000990663602705,0.2244753370951571,0.6356508908458837,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,206093.8515625,37486.88262939453,178951.93353271484,40148.36283111572,136723.00854492188,170888.25244140625,189754.5291748047,157687.591796875,140767.548828125,158728.85040283203,18825.10148239136,101894.08666992188,125089.00979614258,100345.48626708984,111411.92868041992,109381.94738769533,115492.04849243164,120222.6275024414,111499.54653930664,40855.62286758423,63197.42398071289,210111.9931640625,145815.60913085938,176077.4532470703,162554.51013183594,230140.8342895508,183840.1304321289,120032.9500732422,94750.1669921875,122210.96966552734,52331.62371826172,87955.046630859375
Lyso_PI(22:0) | PI (22:0)_2,-0.12954115526102133,7.804120632679571,0.23668866168520708,0.6266080344352363,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,204358.2969360352,35168.702365875244,169891.4732055664,44634.322914123535,140389.76947021484,172821.91650390625,186509.37176513672,162375.03314208984,141808.4517211914,164004.85180664062,19045.521419525143,99719.22708129884,131778.3096923828,99717.88772583008,106627.42755126952,107903.88751220705,116161.00805664062,122041.69012451172,111320.5693359375,39094.3226852417,64426.34423828125,206922.8153076172,152064.70892333984,180142.77532958984,165958.17218017578,233247.6756591797,180110.6915283203,118459.46856689452,93034.2880859375,119523.36868286131,56194.86437988281,87932.9253540039
Lyso_PI(22:1) | PI (22:1),-0.07284058804395735,6.605460032645607,0.074627550891136707,0.7847145176337167,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,72899.08612060547,26316.72204589844,65848.00494384766,30970.28207397461,55840.32385253906,67557.1845703125,63315.50415039063,59668.404052734375,61129.96496582031,64898.84518432617,15503.781089782717,48246.743255615234,66833.24462890625,46073.46319580078,47683.48400878906,57225.78430175781,55431.84411621094,54619.04379272461,53353.90414428711,32720.622344970703,24217.241607666016,60274.60552978516,55932.98376464844,67087.08477783203,93709.68716430664,68230.50482177734,65662.98425292969,51090.78356933594,45021.54254150391,77238.3860168457,31679.222091674805,63170.44467163086
Lyso_PI(22:1) | PI (22:1)_2,-0.10774643977770354,6.525163830149001,0.16356741437708422,0.6858930986974959,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,72859.7847290039,25449.00187683105,59489.94451904297,27675.001953125,53866.50378417969,66063.3044128418,58459.54333496094,58015.44400024414,56105.20346069336,57087.96380615234,12406.56093597412,44562.3427734375,60314.784744262695,42193.86318969727,48086.28378295898,51698.723693847656,53557.20397949219,51865.60433959961,52988.00337219238,36835.06268310547,25263.66162109375,58132.86344909668,57738.10397338867,62944.14392089844,84807.12655639648,62749.44396972656,60971.704498291016,46467.583404541016,43399.06335449219,77494.32461547852,28474.04179382324,55785.18338012695
Lyso_PI(22:2) | PI (22:2),-0.0669929293911177,6.430645629346441,0.06310746625933916,0.8016502114635545,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,52567.44366455078,17725.281211853027,63853.86378479004,18641.361373901367,61767.42385864258,59312.24496459961,66297.60447692871,61551.36492919922,59695.10395812988,50794.96334075928,11351.320713043213,51271.18376922608,53020.74375152588,43983.76333618164,44713.94343566895,47449.22351074219,54673.72396850586,41550.76284790039,51878.64225769043,26095.3416595459,18399.001556396484,54786.64501953125,60017.74337768555,66476.26585388184,67441.2451171875,57248.22416687012,68658.44511413574,51343.024353027344,41852.26216125488,59025.20384979248,25460.84178161621,48115.70307922363
Lyso_PI(22:2) | PI (22:2)_2,-0.014177346823974141,6.415782056630459,0.0028187061934232815,0.9576590127657126,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,54188.56330871582,16514.36127471924,64205.7447052002,20042.281326293945,57124.38357543945,59025.86387634277,62499.9839553833,58959.60395812988,60088.64375305176,50291.14358520508,9674.22066116333,53914.123191833496,51048.16374206543,47725.0828704834,45397.38305664063,50490.88342285156,55382.54476928711,40043.00245666504,55933.96416473389,24529.061599731445,15487.201053619385,51497.124282836914,54407.9040222168,68327.06495666504,62036.66416931152,57445.044189453125,63427.84408569336,52392.24291992188,43283.28317260742,57131.86425018311,26434.10157775879,53404.66319274902
Lyso_PI(22:4) | PI (22:4),-0.055065943385189636,6.882168007811118,0.04261276397005531,0.836456137863902,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,73600.02499389648,24625.58140563965,97513.80755615234,25028.481872558597,103006.76626586914,76704.10546875,88744.42654418945,74778.62466430664,83175.56524658203,80077.2857055664,14434.501136779783,59230.54405212402,63331.00454711914,71022.74530029297,46860.30375671387,66780.70523071289,74127.18493652344,74106.30514526367,69070.66543579102,41848.70246887207,21636.241695404053,83404.62515258789,74207.725341796875,100828.58755493164,87811.326171875,81822.56588745117,111836.68731689452,71910.06484985352,53155.38377380371,61864.20378112793,32515.28234863281,44389.12341308594
Lyso_PI(22:4) | PI (22:4)_2,-0.048890543017992484,6.896542581960177,0.03358061682115476,0.8546017479123765,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,73409.66497802734,23038.22187805176,96919.48614501952,26449.541915893555,105546.9481201172,79103.84579467773,85473.4253540039,85225.04528808594,80308.14596557617,79048.26657104492,13701.620956420898,59971.30480957031,63792.02368164063,76856.26454162598,53221.50415039063,64615.66500854492,71487.344970703125,72703.64541625977,69647.724853515625,43725.14227294922,24077.02137756348,82985.666015625,76050.84600830078,99839.08731079102,89013.9653930664,84073.0647277832,106430.3464050293,71721.24472045898,51183.723724365234,62778.22422790527,35135.102294921875,46897.20364379883
Lyso_PI(22:6) | PI (22:6),0.05361431265530298,7.1003194372299445,0.04016771986675849,0.8411530097412148,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,75545.02505493164,24869.0018157959,115070.26837158205,28787.32225036621,88791.8857421875,110633.36917114258,97540.4271850586,87440.16510009766,92250.28704833984,113814.06787109376,14033.281021118164,80266.18502807617,92995.88725280762,69498.18405151367,79779.06442260742,119871.6668701172,76259.06536865234,71705.32556152344,76662.54476928711,36638.922790527344,25573.12173461914,98876.60757446288,96290.32858276369,108881.72875976562,114139.36856079102,102606.70626831056,96266.82736206056,63075.00381469727,56531.24353027344,71226.36471557617,37639.88246154785,69642.30505371094
Lyso_PI(22:6) | PI (22:6)_2,0.05806525366343509,7.114453802560007,0.047102479414206755,0.8281841422534013,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PI,75985.60598754883,22629.261688232426,116981.24786376952,27919.72213745117,90237.086181640625,111898.06866455078,97382.22714233398,100554.4679260254,94289.00485229492,111104.3485107422,15680.30118560791,81945.04669189453,95767.906494140625,72770.78509521484,79669.3249206543,110091.80856323242,77209.24542236328,72113.3256225586,79060.7251586914,38774.38293457031,26357.521926879883,98567.90661621094,95625.72549438477,102204.4065246582,110340.20837402344,103973.60610961914,100304.52781677246,63855.86476135254,58325.80438232422,75750.14443206787,40897.48278808594,66985.02429199219
Lyso_PS(12:0) | PS (12:0),-0.019828400685832793,6.499619030409576,0.0055152183513200725,0.9407999110872308,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,15442.441108703611,40379.86267852783,36443.84262084961,41540.42281341553,34404.902114868164,82118.206298828125,14741.161052703856,26479.14196395874,17560.501140594482,40310.62251281738,37738.00271987915,73219.42547607422,70555.785400390625,61720.96380615234,73151.34539794922,77032.76495361328,64657.30401611328,62146.384338378906,73921.745361328125,41797.58274459839,40529.18291854858,19289.22120285034,25795.301834106445,42126.04304885864,30860.882347106937,68058.22454833984,42363.82317352295,63595.20446777344,77741.00494384766,80249.44561767578,68183.5845336914,70351.16497802734
Lyso_PS(12:0) | PS (12:0)_2,-0.01565316075292187,6.487689646608121,0.003436353949723525,0.9532544437444581,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,16327.38123703003,37503.60297012329,36320.58236312866,47412.90341949463,35306.34232711792,84129.705810546875,19645.921272277832,26400.38193511963,20239.181621551517,35063.502868652344,35490.60249710083,68938.8851928711,76382.52453613281,61292.6640625,71540.22442626953,70448.845703125,61082.52456665039,64556.26495361328,72475.7045288086,38366.08293151856,41123.04288482666,18242.98126220703,28240.722076416016,44732.3430519104,28622.24241638184,69191.96423339844,41258.10308074951,67364.484375,79008.08508300781,80427.02575683594,60092.14447021485,66672.48522949219
Lyso_PS(13:0) | PS (12:0),-0.0184770550470379,7.097402194852986,0.004788878724866663,0.9448290501541524,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,21207.081481933597,65955.86489486694,61883.10429763794,68251.22463226318,58036.60424804688,142710.05029296875,22225.90153121948,24735.54165649414,28188.181789398197,61211.18438720703,61587.88402938843,99603.64685058594,111091.10729980467,109791.9072265625,102089.4677734375,103346.74633789062,91875.1866455078,98686.10693359376,95705.92614746094,72418.08570861816,67089.68535995483,25317.381942749023,30363.042266845703,64162.2844619751,30142.342361450195,130069.4892578125,62651.9843711853,103606.328125,113592.12817382812,113651.88793945312,95641.526123046875,104050.64685058594
Lyso_PS(13:0) | PS (12:0)_2,0.008204781187531384,7.150111015647104,9.429764204469393e-4,0.9755024739905807,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,21339.561714172363,64318.90487289429,68848.54497528076,70553.82499313354,64569.084400177,154302.91149902344,22911.341579437256,29634.36228942871,28940.301986694336,67027.92465209961,62227.44482040405,108921.32800292967,107747.88830566406,115428.44885253906,105055.84777832033,102911.18737792967,97402.467041015625,102833.94714355467,98441.30725097656,69296.04517745972,63312.98459625244,26570.1819190979,28475.34210205078,64716.02420043945,31942.782302856445,142223.51025390625,66407.22507095337,107081.04663085938,112449.1279296875,121043.34887695312,99995.5864868164,109224.1280517578
Lyso_PS(14:0),0.04210315156407664,6.6694147751648964,0.02478603306281002,0.8749013960639069,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,20525.641445159912,28089.121921539307,32018.26201248169,38666.82286834717,34221.862464904785,91568.44680786131,25329.52154541016,31639.182495117188,19024.381217956543,39154.82235717773,26921.001949310303,95390.38604736328,109584.58709716795,93530.707275390625,109804.06713867188,87068.30596923828,84214.98571777344,76825.26513671875,75260.46575927734,27932.42208099365,35875.96283721924,20055.721435546875,23480.64199447632,41741.96318817139,33198.201583862305,84163.9857788086,36825.92213439941,80923.40573120117,106847.38720703124,89919.20553588867,95322.12561035156,51522.92321777344
Lyso_PS(14:1) | PS (14:1),0.18992767827287124,10.667610565588753,0.5002222199327662,0.4794024969541516,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,310236.50410461426,239045.85823440552,283266.5803833008,282551.25748443604,283956.6777610779,1270316.0678710938,483356.6866378784,499643.1551513672,266529.4800186157,767647.3536376953,226702.7564468384,2019083.532714844,2416793.9765625,2280680.5556640625,2609042.2309570312,1399402.146484375,1442131.3994140625,1318889.412109375,863961.20263671875,231311.47485733032,386697.8882446289,310130.40630340576,442712.2613525391,495857.2742996216,723045.74755859375,1328409.751953125,437247.667678833,1362649.7783203125,1858569.201171875,957770.10693359375,1843878.0400390625,359968.5234375
Lyso_PS(14:1) | PS (14:1)_2,0.1765884733967665,10.663045705971326,0.4327643132673984,0.5106356499235634,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,326401.11850357056,228577.01641845703,276489.43772888184,332829.76709365845,283205.55752182007,1292423.6420898438,440786.5257072449,504826.7169189453,278942.3008422852,722178.3780517578,229778.75658416748,2027265.5493164065,2363559.783203125,2237171.5112304688,2635965.3212890625,1366494.2841796875,1425891.8232421875,1318695.244140625,840923.5263671875,238473.89477157596,386757.7848854065,383025.9913635254,440766.7176513672,473341.1899642944,751346.8651123047,1297693.3178710938,413562.32832336426,1351059.3720703125,1875401.0864257808,953562.97314453125,1838617.3159179688,350454.306640625
Lyso_PS(15:0) | PSo (16:0),-0.09680947689739278,6.3332963678791465,0.13197510368672738,0.716392909726619,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,17739.221046447754,10335.880744934082,16784.421054840088,22528.821838378903,28534.82201385498,72695.06381225586,20269.46172714233,3884.3802375793457,21079.141624450684,18401.601146698,11873.701118469238,64642.98434448242,85585.96618652344,64916.12451171875,67564.88491821289,80137.74743652344,89865.86529541016,79013.28704833984,71100.34460449219,29071.082023620605,42106.923080444336,26436.22201538086,28020.62216567993,2975.860202789306,23106.281719207764,37403.04232406616,13514.88064956665,78540.6655883789,82270.00601196289,109502.98776245116,74195.22479248047,58220.9235534668
Lyso_PS(15:0) | PSo (16:0)_2,-0.08998533913664629,6.062490129527454,0.11398561549867736,0.7356514089518663,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PS,14203.780868530272,7451.060451507568,8113.960552215576,7661.660511016846,19471.3415184021,59612.80430984497,7475.060573577881,3340.4602394104004,7019.320518493652,4262.760349273682,5958.340469360352,68425.32525634766,85501.26641845703,62832.48391723633,69985.36441040039,80004.34539794922,87161.04721069336,80118.306884765625,64301.30450439453,17800.06135559082,29677.882411956787,26146.182167053223,23516.06181716919,2016.400161743164,3101.360218048096,6355.960464477539,2676.00016784668,82471.36572265625,86412.7857055664,117999.20974731444,74141.82510375977,3366.4802589416504
