Lipid,Retention_Time,OzESI_Intensity,group_by_ion,group_by_lipid,Sample_ID,Transition,Sample,Parent_Ion,Product_Ion,Species,Class,Possible_Lipids,Peak_Height,FWHM,Peak_Width,Peak_Area,Filter_Column,n_value
FA(17:1)_<>_n-8 ,7.574983333333334,203691.0,10,44,FAME_on,339.3 -> 183.0,FAME,339.3,183.0,17:1,FA,FA(10:0) | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(16:1)_<>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:3)_<FF>_n-11 | FA(20:4)_<FFF>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:2)_<F>_n-13 | FA(22:6)_<FFFFF>_n-13 | FA(24:1)_<>_n-15,203691.0,0.09388860823761251,0.10493333333333332,21373.975599999998,group_by_lipid,8
FA(17:1)_<>_n-8 ,8.047183333333333,305479.0,10,44,FAME_on,339.3 -> 183.0,FAME,339.3,183.0,17:1,FA,FA(10:0) | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(16:1)_<>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:3)_<FF>_n-11 | FA(20:4)_<FFF>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:2)_<F>_n-13 | FA(22:6)_<FFFFF>_n-13 | FA(24:1)_<>_n-15,305479.0,0.10336952164287959,0.10493333333333332,32054.92973333333,group_by_lipid,8
FA(17:1)_<>_n-9 ,7.5758833333333335,4297.0,8,45,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,17:1,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,4297.0,0.1092755909653336,0.10493333333333332,450.89853333333326,group_by_lipid,9
FA(17:1)_<>_n-9 ,7.811983333333334,1771.0,8,45,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,17:1,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,1771.0,0.06335493292361119,0.05246666666666666,92.91846666666666,group_by_lipid,9
FA(17:1)_<>_n-9 ,8.048083333333334,2106.0,8,45,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,17:1,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,2106.0,0.07495857319456033,0.07869999999999955,165.74219999999906,group_by_lipid,9
FA(17:1)_<>_n-10 ,7.603033333333333,3676.0,6,33,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,17:1,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,3676.0,0.11761865369018852,0.10493333333333332,385.7349333333333,group_by_lipid,10
FA(17:1)_<>_n-10 ,8.049000000000001,1772.0,6,33,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,17:1,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,1772.0,0.0853668505484581,0.07869999999999955,139.4563999999992,group_by_lipid,10
FA(17:1)_<>_n-11 ,7.5777,1929.0,4,34,FAME_on,297.2 -> 183.0,FAME,297.2,183.0,17:1,FA,FA(14:1)_<>_n-8 | FA(15:1)_<>_n-9 | FA(16:1)_<>_n-10 | FA(17:1)_<>_n-11 | FA(18:1)_<>_n-12 | FA(18:2)_<F>_n-12 | FA(18:3)_<FF>_n-12 | FA(20:1)_<>_n-14 | FA(20:2)_<F>_n-14 | FA(20:3)_<FF>_n-14 | FA(20:4)_<FFF>_n-14 | FA(20:5)_<FFFF>_n-14 | FA(22:1)_<>_n-16 | FA(22:2)_<F>_n-16 | FA(22:6)_<FFFFF>_n-16 | FA(24:1)_<>_n-18,1929.0,0.14592592787838266,0.1311666666666671,253.02050000000082,group_by_lipid,11
FA(17:1)_<>_n-12 ,7.630616666666667,105182.0,3,35,FAME_on,283.3 -> 183.0,FAME,283.3,183.0,17:1,FA,FA(14:1)_<>_n-9 | FA(15:1)_<>_n-10 | FA(16:1)_<>_n-11 | FA(17:1)_<>_n-12 | FA(18:1)_<>_n-13 | FA(18:2)_<F>_n-13 | FA(18:3)_<FF>_n-13 | FA(20:1)_<>_n-15 | FA(20:2)_<F>_n-15 | FA(20:3)_<FF>_n-15 | FA(20:4)_<FFF>_n-15 | FA(20:5)_<FFFF>_n-15 | FA(22:1)_<>_n-17 | FA(22:2)_<F>_n-17 | FA(22:6)_<FFFFF>_n-17 | FA(24:1)_<>_n-19,105182.0,0.0030396610344468056,0.1044833333333326,10989.76596666659,group_by_lipid,12
FA(17:1)_<>_n-13 ,7.5790500000000005,64931.0,1,36,FAME_on,269.1 -> 183.0,FAME,269.1,183.0,17:1,FA,FA(14:1)_<>_n-10 | FA(15:1)_<>_n-11 | FA(16:1)_<>_n-12 | FA(17:1)_<>_n-13 | FA(18:1)_<>_n-14 | FA(18:2)_<F>_n-14 | FA(18:3)_<FF>_n-14 | FA(20:1)_<>_n-16 | FA(20:2)_<F>_n-16 | FA(20:3)_<FF>_n-16 | FA(20:4)_<FFF>_n-16 | FA(20:5)_<FFFF>_n-16 | FA(22:1)_<>_n-18 | FA(22:2)_<F>_n-18 | FA(22:6)_<FFFFF>_n-18 | FA(24:1)_<>_n-20,64931.0,0.08973684104676644,0.10493333333333332,6813.426266666666,group_by_lipid,13
FA(18:1)_<>_n-2 ,9.00735,1821.0,32,52,FAME_on,437.4 -> 183.0,FAME,437.4,183.0,18:1,FA,FA(17:0) | FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(20:3)_<FF>_n-4 | FA(20:4)_<FFF>_n-4 | FA(22:1)_<>_n-6 | FA(22:2)_<F>_n-6 | FA(22:6)_<FFFFF>_n-6 | FA(24:1)_<>_n-8,1821.0,0.1095711275720184,0.10493333333333332,191.0836,group_by_lipid,2
FA(18:1)_<>_n-4 ,8.302233333333334,3675.0,26,54,FAME_on,409.4 -> 183.0,FAME,409.4,183.0,18:1,FA,FA(15:0) | FA(16:1)_<>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:3)_<FF>_n-6 | FA(20:4)_<FFF>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:2)_<F>_n-8 | FA(22:6)_<FFFFF>_n-8 | FA(24:1)_<>_n-10,3675.0,0.10281884950980566,0.10493333333333332,385.62999999999994,group_by_lipid,4
FA(18:1)_<>_n-4 ,8.669500000000001,1174.0,26,54,FAME_on,409.4 -> 183.0,FAME,409.4,183.0,18:1,FA,FA(15:0) | FA(16:1)_<>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:3)_<FF>_n-6 | FA(20:4)_<FFF>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:2)_<F>_n-8 | FA(22:6)_<FFFFF>_n-8 | FA(24:1)_<>_n-10,1174.0,0.07169817429674696,0.07869999999999955,92.39379999999947,group_by_lipid,4
FA(18:1)_<>_n-5 ,8.278283333333334,4169.0,21,55,FAME_on,395.4 -> 183.0,FAME,395.4,183.0,18:1,FA,FA(14:0) | FA(15:1)_<>_n-2 | FA(16:1)_<>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:3)_<FF>_n-7 | FA(20:4)_<FFF>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:2)_<F>_n-9 | FA(22:6)_<FFFFF>_n-9 | FA(24:1)_<>_n-11,4169.0,0.06875361323967763,0.07869999999999955,328.10029999999813,group_by_lipid,5
FA(18:1)_<>_n-6 ,8.305883333333334,3492.0,18,56,FAME_on,381.3 -> 183.0,FAME,381.3,183.0,18:1,FA,FA(13:0) | FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(16:1)_<>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:3)_<FF>_n-8 | FA(20:4)_<FFF>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:2)_<F>_n-10 | FA(22:6)_<FFFFF>_n-10 | FA(24:1)_<>_n-12,3492.0,0.09549816913178397,0.10493333333333332,366.42719999999997,group_by_lipid,6
FA(18:1)_<>_n-7 ,8.281016666666668,182506.0,15,57,FAME_on,367.3 -> 183.0,FAME,367.3,183.0,18:1,FA,FA(12:0) | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(16:1)_<>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:3)_<FF>_n-9 | FA(20:4)_<FFF>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:2)_<F>_n-11 | FA(22:6)_<FFFFF>_n-11 | FA(24:1)_<>_n-13,182506.0,0.06311918178928154,0.07869999999999955,14363.222199999918,group_by_lipid,7
FA(18:1)_<>_n-7 ,9.068,1057.0,15,57,FAME_on,367.3 -> 183.0,FAME,367.3,183.0,18:1,FA,FA(12:0) | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(16:1)_<>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:3)_<FF>_n-9 | FA(20:4)_<FFF>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:2)_<F>_n-11 | FA(22:6)_<FFFFF>_n-11 | FA(24:1)_<>_n-13,1057.0,0.0755078700382605,0.07869999999999955,83.18589999999952,group_by_lipid,7
FA(18:1)_<>_n-8 ,8.3086,8016.0,12,58,FAME_on,353.3 -> 183.0,FAME,353.3,183.0,18:1,FA,FA(11:0) | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(16:1)_<>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:3)_<FF>_n-10 | FA(20:4)_<FFF>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:2)_<F>_n-12 | FA(22:6)_<FFFFF>_n-12 | FA(24:1)_<>_n-14,8016.0,0.06521663674068388,0.05246666666666577,420.57279999999287,group_by_lipid,8
FA(18:1)_<>_n-8 ,8.728333333333333,1396.0,12,58,FAME_on,353.3 -> 183.0,FAME,353.3,183.0,18:1,FA,FA(11:0) | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(16:1)_<>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:3)_<FF>_n-10 | FA(20:4)_<FFF>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:2)_<F>_n-12 | FA(22:6)_<FFFFF>_n-12 | FA(24:1)_<>_n-14,1396.0,0.06422092635966516,0.05246666666666755,73.2434666666679,group_by_lipid,8
FA(18:1)_<>_n-9 ,8.755466666666667,816327.0,10,59,FAME_on,339.3 -> 183.0,FAME,339.3,183.0,18:1,FA,FA(10:0) | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(16:1)_<>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:3)_<FF>_n-11 | FA(20:4)_<FFF>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:2)_<F>_n-13 | FA(22:6)_<FFFFF>_n-13 | FA(24:1)_<>_n-15,816327.0,0.11356352420299774,0.13118333333333254,107088.49694999936,group_by_lipid,9
FA(18:1)_<>_n-9 ,9.070283333333334,600889.0,10,59,FAME_on,339.3 -> 183.0,FAME,339.3,183.0,18:1,FA,FA(10:0) | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(16:1)_<>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:3)_<FF>_n-11 | FA(20:4)_<FFF>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:2)_<F>_n-13 | FA(22:6)_<FFFFF>_n-13 | FA(24:1)_<>_n-15,600889.0,0.08582996520428296,0.10491666666666788,63043.270916667396,group_by_lipid,9
FA(18:1)_<>_n-10 ,8.310416666666667,172442.0,8,46,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,18:1,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,172442.0,0.10382915828372491,0.10493333333333332,18094.913866666666,group_by_lipid,10
FA(18:1)_<>_n-10 ,9.097416666666668,2566.0,8,46,FAME_on,325.2 -> 183.0,FAME,325.2,183.0,18:1,FA,FA(9:0) | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(16:1)_<>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:3)_<FF>_n-12 | FA(20:4)_<FFF>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:2)_<F>_n-14 | FA(22:6)_<FFFFF>_n-14 | FA(24:1)_<>_n-16,2566.0,0.09316705608870261,0.10493333333333332,269.2589333333333,group_by_lipid,10
FA(18:1)_<>_n-11 ,8.311316666666666,1443.0,6,47,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,18:1,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,1443.0,0.12136459967774796,0.1311666666666671,189.2735000000006,group_by_lipid,11
FA(18:1)_<>_n-11 ,8.757283333333334,1133.0,6,47,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,18:1,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,1133.0,0.1133197620007748,0.13116666666666532,148.61183333333182,group_by_lipid,11
FA(18:1)_<>_n-11 ,9.098316666666667,1059.0,6,47,FAME_on,311.3 -> 183.0,FAME,311.3,183.0,18:1,FA,FA(8:0) | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(16:1)_<>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:3)_<FF>_n-13 | FA(20:4)_<FFF>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:2)_<F>_n-15 | FA(22:6)_<FFFFF>_n-15 | FA(24:1)_<>_n-17,1059.0,0.0770258717979959,0.07870000000000132,83.3433000000014,group_by_lipid,11
FA(18:2)_<F>_n-2 ,7.616983333333334,47240.0,32,75,FAME_on,437.4 -> 183.0,FAME,437.4,183.0,18:2,FA,FA(17:0) | FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(20:3)_<FF>_n-4 | FA(20:4)_<FFF>_n-4 | FA(22:1)_<>_n-6 | FA(22:2)_<F>_n-6 | FA(22:6)_<FFFFF>_n-6 | FA(24:1)_<>_n-8,47240.0,0.1091546928843364,0.10493333333333332,4957.050666666666,group_by_lipid,2
FA(18:2)_<F>_n-2 ,7.800616666666667,25464.0,32,75,FAME_on,437.4 -> 183.0,FAME,437.4,183.0,18:2,FA,FA(17:0) | FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(20:3)_<FF>_n-4 | FA(20:4)_<FFF>_n-4 | FA(22:1)_<>_n-6 | FA(22:2)_<F>_n-6 | FA(22:6)_<FFFFF>_n-6 | FA(24:1)_<>_n-8,25464.0,0.06848871030363124,0.05246666666666666,1336.0112,group_by_lipid,2
FA(18:2)_<F>_n-2 ,8.22035,1021.0,32,75,FAME_on,437.4 -> 183.0,FAME,437.4,183.0,18:2,FA,FA(17:0) | FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(20:3)_<FF>_n-4 | FA(20:4)_<FFF>_n-4 | FA(22:1)_<>_n-6 | FA(22:2)_<F>_n-6 | FA(22:6)_<FFFFF>_n-6 | FA(24:1)_<>_n-8,1021.0,0.12488033794163036,0.10493333333333332,107.13693333333332,group_by_lipid,2
FA(18:2)_<B>_n-2 ,7.801066666666667,1249023.0,31,62,FAME_on,435.4 -> 183.0,FAME,435.4,183.0,18:2,FA,FA(18:2)_<B>_n-2 | FA(18:3)_<BF>_n-2 | FA(20:2)_<B>_n-4 | FA(20:3)_<BF>_n-4 | FA(20:4)_<BFF>_n-4 | FA(20:5)_<BFFF>_n-4 | FA(22:2)_<B>_n-6 | FA(22:6)_<BFFFF>_n-6,1249023.0,0.11909406196134843,0.1311666666666662,163830.18349999943,group_by_lipid,2
FA(18:2)_<F>_n-3 ,7.592583333333334,72011.0,29,76,FAME_on,423.4 -> 183.0,FAME,423.4,183.0,18:2,FA,FA(16:0) | FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:3)_<FF>_n-5 | FA(20:4)_<FFF>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:2)_<F>_n-7 | FA(22:6)_<FFFFF>_n-7 | FA(24:1)_<>_n-9,72011.0,0.0919660693018447,0.07870000000000044,5667.265700000032,group_by_lipid,3
FA(18:2)_<F>_n-3 ,8.038533333333334,1364.0,29,76,FAME_on,423.4 -> 183.0,FAME,423.4,183.0,18:2,FA,FA(16:0) | FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:3)_<FF>_n-5 | FA(20:4)_<FFF>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:2)_<F>_n-7 | FA(22:6)_<FFFFF>_n-7 | FA(24:1)_<>_n-9,1364.0,0.05767919303038926,0.07870000000000044,107.3468000000006,group_by_lipid,3
FA(18:2)_<F>_n-3 ,8.222166666666666,2460339.0,29,76,FAME_on,423.4 -> 183.0,FAME,423.4,183.0,18:2,FA,FA(16:0) | FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:3)_<FF>_n-5 | FA(20:4)_<FFF>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:2)_<F>_n-7 | FA(22:6)_<FFFFF>_n-7 | FA(24:1)_<>_n-9,2460339.0,0.09663898710584591,0.10493333333333332,258171.57239999998,group_by_lipid,3
FA(18:2)_<B>_n-3 ,8.327566666666668,6171.0,28,63,FAME_on,421.4 -> 183.0,FAME,421.4,183.0,18:2,FA,FA(18:2)_<B>_n-3 | FA(18:3)_<BF>_n-3 | FA(20:2)_<B>_n-5 | FA(20:3)_<BF>_n-5 | FA(20:4)_<BFF>_n-5 | FA(20:5)_<BFFF>_n-5 | FA(22:2)_<B>_n-7 | FA(22:6)_<BFFFF>_n-7,6171.0,0.12154406843442236,0.1311666666666671,809.4295000000027,group_by_lipid,3
FA(18:2)_<F>_n-4 ,8.302233333333334,3675.0,26,77,FAME_on,409.4 -> 183.0,FAME,409.4,183.0,18:2,FA,FA(15:0) | FA(16:1)_<>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:3)_<FF>_n-6 | FA(20:4)_<FFF>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:2)_<F>_n-8 | FA(22:6)_<FFFFF>_n-8 | FA(24:1)_<>_n-10,3675.0,0.11873926797385832,0.1311666666666671,482.03750000000156,group_by_lipid,4
FA(18:2)_<B>_n-4 ,7.5944,1911.0,25,64,FAME_on,407.4 -> 183.0,FAME,407.4,183.0,18:2,FA,FA(18:2)_<B>_n-4 | FA(18:3)_<BF>_n-4 | FA(20:2)_<B>_n-6 | FA(20:3)_<BF>_n-6 | FA(20:4)_<BFF>_n-6 | FA(20:5)_<BFFF>_n-6 | FA(22:2)_<B>_n-8 | FA(22:6)_<BFFFF>_n-8,1911.0,0.003335893999389611,0.10448333333333348,199.6676500000003,group_by_lipid,4
FA(18:2)_<B>_n-4 ,8.276466666666668,180874.0,25,64,FAME_on,407.4 -> 183.0,FAME,407.4,183.0,18:2,FA,FA(18:2)_<B>_n-4 | FA(18:3)_<BF>_n-4 | FA(20:2)_<B>_n-6 | FA(20:3)_<BF>_n-6 | FA(20:4)_<BFF>_n-6 | FA(20:5)_<BFFF>_n-6 | FA(22:2)_<B>_n-8 | FA(22:6)_<BFFFF>_n-8,180874.0,0.002978340766584733,0.1044833333333326,18898.3184333332,group_by_lipid,4
FA(18:2)_<F>_n-5 ,7.569983333333334,4958.0,21,78,FAME_on,395.4 -> 183.0,FAME,395.4,183.0,18:2,FA,FA(14:0) | FA(15:1)_<>_n-2 | FA(16:1)_<>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:3)_<FF>_n-7 | FA(20:4)_<FFF>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:2)_<F>_n-9 | FA(22:6)_<FFFFF>_n-9 | FA(24:1)_<>_n-11,4958.0,0.08145722484763139,0.10493333333333332,520.2594666666666,group_by_lipid,5
