Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Name,Type,Sex,experiment,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
CAR(16:2)_QUAL,396.3,60.1,5626.540390014648,396.3 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,605.2200241088867,CAR,CAR,2,(16:2),None
CAR(16:2),396.3,85.1,5841.760414123535,396.3 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:1)_QUAL,398.3,60.1,8461.340522766113,398.3 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:1),398.3,85.1,4922.880382537842,398.3 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:0)_QUAL,400.3,60.1,9200.840656280518,400.3 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,0,(16:0),None
CAR(16:0),400.3,85.1,2950.5801963806152,400.3 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,0,(16:0),None
CAR(17:0)_QUAL,414.4,60.1,15221.94104385376,414.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,0,(17:0),None
CAR(17:0),414.4,85.1,19885.561435699463,414.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,199.2800407409668,CAR,CAR,0,(17:0),None
CAR(18:4)_QUAL,420.3,60.1,10192.720687866211,420.3 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:4),420.3,85.1,8433.020557403564,420.3 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:3)_QUAL,422.3,60.1,11216.700736999512,422.3 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,590.999927520752,CAR,CAR,3,(18:3),None
CAR(18:3),422.3,85.1,7325.460556030273,422.3 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,750.980110168457,CAR,CAR,3,(18:3),None
CAR(18:2)_QUAL,424.3,60.1,7871.120586395264,424.3 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,611.1200180053711,CAR,CAR,2,(18:2),None
CAR(18:2),424.3,85.1,11196.740787506104,424.3 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:1)_QUAL,426.4,60.1,11794.140872955322,426.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:1),426.4,85.1,5432.360347747803,426.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:0)_QUAL,428.4,60.1,10762.860626220703,428.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,0,(18:0),None
CAR(18:0),428.4,85.1,9710.38070678711,428.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,1135.100112915039,CAR,CAR,0,(18:0),None
CAR(20:4)_QUAL,448.3,60.1,7750.420482635498,448.3 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,4,(20:4),None
CAR(20:4),448.3,85.1,5060.960357666016,448.3 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,635.0200424194336,CAR,CAR,4,(20:4),None
CAR(20:2)_QUAL,452.4,60.1,5933.240417480469,452.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,2,(20:2),None
CAR(20:2),452.4,85.1,9864.000728607178,452.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,2,(20:2),None
CAR(20:1)_QUAL,454.4,60.1,7330.960494995117,454.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,336.0400390625,CAR,CAR,1,(20:1),None
CAR(20:1),454.4,85.1,11073.880802154541,454.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,835.6203155517578,CAR,CAR,1,(20:1),None
CAR(20:0)_QUAL,456.4,60.1,12398.300914764404,456.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,1415.1601219177246,CAR,CAR,0,(20:0),None
CAR(20:0),456.4,85.1,4705.360313415527,456.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,664.9800338745117,CAR,CAR,0,(20:0),None
CAR(22:6)_QUAL,472.4,60.1,14860.501041412354,472.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,532.5199928283691,CAR,CAR,6,(22:6),None
CAR(22:6),472.4,85.1,8074.5405349731445,472.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,6,(22:6),None
CAR(22:5)_QUAL,474.4,60.1,19773.381240844727,474.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,5,(22:5),None
CAR(22:5),474.4,85.1,5464.320407867432,474.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,1103.0201034545898,CAR,CAR,5,(22:5),None
CAR(22:4)_QUAL,476.4,60.1,9312.340679168701,476.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,4,(22:4),None
CAR(22:4),476.4,85.1,4706.640335083008,476.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,246.36005401611328,CAR,CAR,4,(22:4),None
CAR(22:2)_QUAL,480.4,60.1,10650.780754089355,480.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,2,(22:2),None
CAR(22:2),480.4,85.1,4560.3603439331055,480.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,2,(22:2),None
CAR(22:0)_QUAL,484.4,60.1,6105.600383758545,484.4 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,0,(22:0),None
CAR(22:0),484.4,85.1,8652.46057510376,484.4 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,1590.1401100158691,CAR,CAR,0,(22:0),None
CAR(26:0)_QUAL,540.5,60.1,4261.000305175781,540.5 -> 60.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,0.0,CAR,CAR,0,(26:0),None
CAR(26:0),540.5,85.1,11567.56069946289,540.5 -> 85.1,CAR,AC_BlankRetina_NA_N1_daneman_lab_11_21_23,BlankRetina_NA,p1-d1,Blank,Retina,_NA,blank,AC,431.9800033569336,CAR,CAR,0,(26:0),None
CAR_QUAL,162.2,60.1,3379.70023727417,162.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,607.5200347900391,CAR,CAR,0,None,None
CAR,162.2,85.1,2819.8002014160156,162.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,231.08003616333008,CAR,CAR,0,None,None
CAR(2:0)_QUAL,204.1,60.1,2971.300189971924,204.1 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,52.959964752197266,CAR,CAR,0,(2:0),None
CAR(2:0),204.1,85.1,225767.47553253174,204.1 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(2:0),None
CAR(3:1)_QUAL,216.1,60.1,2354.640182495117,216.1 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(3:1),None
CAR(3:1),216.1,85.1,20311.921424865723,216.1 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(3:1),None
CAR(3:0)_QUAL,218.1,60.1,2410.9801712036133,218.1 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(3:0),None
CAR(3:0),218.1,85.1,8839.420593261719,218.1 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(3:0),None
CAR(4:1)_QUAL,230.1,60.1,2458.2001762390137,230.1 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(4:1),None
CAR(4:1),230.1,85.1,21280.18158721924,230.1 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(4:1),None
CAR(4:0)_QUAL,232.2,60.1,1941.300121307373,232.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(4:0),None
CAR(4:0),232.2,85.1,18959.02126312256,232.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(4:0),None
CAR(5:1)_QUAL,244.2,60.1,4136.84029006958,244.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(5:1),None
CAR(5:1),244.2,85.1,31100.502243041992,244.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(5:1),None
CAR(5:0)_QUAL,246.2,60.1,2501.940170288086,246.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,633.8400573730469,CAR,CAR,0,(5:0),None
CAR(5:0),246.2,85.1,7961.860542297363,246.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,346.8599624633789,CAR,CAR,0,(5:0),None
CAR(6:1)_QUAL,258.2,60.1,4844.540374755859,258.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(6:1),None
CAR(6:1),258.2,85.1,17841.381267547607,258.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,465.0999946594238,CAR,CAR,1,(6:1),None
CAR(6:0)_QUAL,260.2,60.1,2320.300148010254,260.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(6:0),None
CAR(6:0),260.2,85.1,5568.32039642334,260.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(6:0),None
CAR(7:0)_QUAL,274.2,60.1,3716.540271759033,274.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,47.12001419067383,CAR,CAR,0,(7:0),None
CAR(7:0),274.2,85.1,4684.24031829834,274.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(7:0),None
CAR(8:1)_QUAL,286.2,60.1,5045.060314178467,286.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(8:1),None
CAR(8:1),286.2,85.1,4638.740325927734,286.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(8:1),None
CAR(8:0)_QUAL,288.2,60.1,3088.200225830078,288.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,9.580039978027344,CAR,CAR,0,(8:0),None
CAR(8:0),288.2,85.1,4716.800354003906,288.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(8:0),None
CAR(9:0)_QUAL,302.2,60.1,3750.0402603149414,302.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(9:0),None
CAR(9:0),302.2,85.1,3171.2202186584473,302.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(9:0),None
CAR(10:3)_QUAL,310.2,60.1,4540.600299835205,310.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:3),310.2,85.1,7515.160453796387,310.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:2)_QUAL,312.2,60.1,27350.381950378418,312.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:2),312.2,85.1,5021.120330810547,312.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:1)_QUAL,314.2,60.1,4368.500305175781,314.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:1),314.2,85.1,5078.500339508057,314.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:0)_QUAL,316.2,60.1,18736.48143005371,316.2 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(10:0),None
CAR(10:0),316.2,85.1,3036.6402168273926,316.2 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(10:0),None
CAR(11:0)_QUAL,330.3,60.1,5871.440372467041,330.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(11:0),None
CAR(11:0),330.3,85.1,4104.500289916992,330.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(11:0),None
CAR(12:0)_QUAL,344.3,60.1,6154.100437164307,344.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,81.75993728637695,CAR,CAR,0,(12:0),None
CAR(12:0),344.3,85.1,3066.280227661133,344.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(12:0),None
CAR(14:2)_QUAL,368.3,60.1,62664.48390197754,368.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:2),368.3,85.1,6110.98046875,368.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:1)_QUAL,370.3,60.1,6905.300559997559,370.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:1),370.3,85.1,7646.540466308594,370.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:0)_QUAL,372.3,60.1,7789.740497589111,372.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(14:0),None
CAR(14:0),372.3,85.1,2866.560188293457,372.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(14:0),None
CAR(16:2)_QUAL,396.3,60.1,4213.700302124023,396.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:2),396.3,85.1,3599.820243835449,396.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:1)_QUAL,398.3,60.1,6159.020481109619,398.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:1),398.3,85.1,3882.700252532959,398.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:0)_QUAL,400.3,60.1,9547.600662231445,400.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(16:0),None
CAR(16:0),400.3,85.1,3416.060245513916,400.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(16:0),None
CAR(17:0)_QUAL,414.4,60.1,11151.960762023926,414.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(17:0),None
CAR(17:0),414.4,85.1,17807.961193084717,414.4 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(17:0),None
CAR(18:4)_QUAL,420.3,60.1,9879.120685577393,420.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:4),420.3,85.1,7900.900524139404,420.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:3)_QUAL,422.3,60.1,9810.98066329956,422.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,3,(18:3),None
CAR(18:3),422.3,85.1,6656.140529632568,422.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,81.66008377075195,CAR,CAR,3,(18:3),None
CAR(18:2)_QUAL,424.3,60.1,6031.800445556641,424.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:2),424.3,85.1,7945.960578918457,424.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:1)_QUAL,426.4,60.1,10115.400737762451,426.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:1),426.4,85.1,3513.8202476501465,426.4 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:0)_QUAL,428.4,60.1,7738.980567932129,428.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(18:0),None
CAR(18:0),428.4,85.1,8279.000564575195,428.4 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(18:0),None
CAR(20:4)_QUAL,448.3,60.1,6922.940475463867,448.3 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,4,(20:4),None
CAR(20:4),448.3,85.1,3818.320266723633,448.3 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,4,(20:4),None
CAR(20:2)_QUAL,452.4,60.1,5344.580352783203,452.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(20:2),None
CAR(20:2),452.4,85.1,7751.1605224609375,452.4 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,2,(20:2),None
CAR(20:1)_QUAL,454.4,60.1,6069.800434112549,454.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(20:1),None
CAR(20:1),454.4,85.1,5311.520420074463,454.4 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,1,(20:1),None
CAR(20:0)_QUAL,456.4,60.1,12518.940799713135,456.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,1535.800006866455,CAR,CAR,0,(20:0),None
CAR(20:0),456.4,85.1,3804.640277862549,456.4 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,0,(20:0),None
CAR(22:6)_QUAL,472.4,60.1,8678.960674285889,472.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,6,(22:6),None
CAR(22:6),472.4,85.1,7862.60062789917,472.4 -> 85.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,0.0,CAR,CAR,6,(22:6),None
CAR(22:5)_QUAL,474.4,60.1,20695.1212310791,474.4 -> 60.1,CAR,AC_C-1BMVF_N1_daneman_lab_11_21_23,C-1BMVF,p2-a1,C-1,BMV,F,C,AC,30.579795837402344,CAR,CAR,5,(22:5),None
