,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey,Lipid
122347,946.6,669.6,39557.22280883789,946.6 -> 669.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,11,(42:11),,946.6,669.6,946.5,669.5,85866.98645019531,946.5 -> 669.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,74372.1056022644,PI4732.03347.0,PI(42:11)|PI(41:4)|PI(O-42:4)
122348,946.6,669.6,39557.22280883789,946.6 -> 669.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,11,(42:11),,946.6,669.6,946.6,669.6,99253.82475662231,946.6 -> 669.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,87421.54382705688,PI4732.03347.0,PI(42:11)|PI(41:4)|PI(O-42:4)
122529,948.7,671.7,29963.38214111328,948.7 -> 671.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,10,(42:10),,948.7,671.7,948.7,671.7,48170.90386581421,948.7 -> 671.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,36383.98301696777,PI4743.03358.0,PI(42:10)|PI(41:3)|PI(P-42:2)
122710,950.7,673.7,27830.321868896484,950.7 -> 673.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,9,(42:9),,950.7,673.7,950.7,673.7,36165.38215637207,950.7 -> 673.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,24674.08123779297,PI4753.03368.0,PI(42:9)|PI(41:2)|PI(O-42:2)|PI(P-42:1)
122890,952.7,675.7,47887.66339111328,952.7 -> 675.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,8,(42:8),,952.7,675.7,952.6,675.6,54646.56365966797,952.6 -> 675.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,43588.44282913208,PI4762.03377.0,PI(42:8)|PI(41:1)|PI(O-42:1)|PI(P-42:0)
122891,952.7,675.7,47887.66339111328,952.7 -> 675.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,8,(42:8),,952.7,675.7,952.7,675.7,40699.54298400879,952.7 -> 675.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,25842.90187072754,PI4763.03378.0,PI(42:8)|PI(41:1)|PI(O-42:1)|PI(P-42:0)
123071,954.7,677.7,39621.70269775391,954.7 -> 677.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,7,(42:7),,954.7,677.7,954.6,677.6,61609.32426452637,954.6 -> 677.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,42993.30294799805,PI4772.03387.0,PI(42:7)|PI(41:0)|PI(O-42:0)
123072,954.7,677.7,39621.70269775391,954.7 -> 677.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,7,(42:7),,954.7,677.7,954.7,677.7,52017.76435852051,954.7 -> 677.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,37467.90340423584,PI4773.03388.0,PI(42:7)|PI(41:0)|PI(O-42:0)
123252,956.6,679.6,34016.46240234375,956.6 -> 679.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,6,(42:6),,956.6,679.6,956.6,679.6,52137.36331176758,956.6 -> 679.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,39747.90237426758,PI4782.03397.0,PI(42:6)
123432,958.6,681.6,40476.44274902344,958.6 -> 681.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,5,(42:5),,958.6,681.6,958.6,681.6,43210.4826965332,958.6 -> 681.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,30474.88180541992,PI4792.03407.0,PI(42:5)
123612,960.6,683.6,43307.24349975586,960.6 -> 683.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,4,(42:4),,960.6,683.6,960.6,683.6,36602.6626663208,960.6 -> 683.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23774.56178665161,PI4802.03417.0,PI(42:4)
123792,962.6,685.6,98692.86666870116,962.6 -> 685.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,3,(42:3),,962.6,685.6,962.6,685.6,149151.05180358887,962.6 -> 685.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,114458.30871582033,PI4812.03427.0,PI(42:3)
123972,966.7,689.7,30060.4821472168,966.7 -> 689.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,1,(42:1),,966.7,689.7,966.7,689.7,32220.54179382324,966.7 -> 689.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,22607.68111038208,PI4833.03448.0,PI(42:1)
124152,968.7,691.7,30884.442260742188,968.7 -> 691.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(42:0),,968.7,691.7,968.7,691.7,46119.623222351074,968.7 -> 691.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,34525.78240585327,PI4843.03458.0,PI(42:0)
124511,972.5,695.5,26486.92205810547,972.5 -> 695.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,12,(44:12),,972.5,695.5,972.5,695.5,44157.122997283936,972.5 -> 695.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,31839.922199249268,PI4862.03477.0,PI(44:12)
124870,976.6,699.6,31207.10206604004,976.6 -> 699.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,10,(44:10),,976.6,699.6,976.6,699.6,34803.7222328186,976.6 -> 699.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23992.901432037357,PI4882.03497.0,PI(44:10)
125408,980.7,703.7,31423.80221557617,980.7 -> 703.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,8,(44:8),,980.7,703.7,980.6,703.6,33050.922370910645,980.6 -> 703.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23916.481731414795,PI4902.03517.0,PI(44:8)|PI(43:1)
125588,982.7,705.7,26650.12168121338,982.7 -> 705.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,7,(44:7),,982.7,705.7,982.6,705.6,40407.362548828125,982.6 -> 705.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,27808.421585083008,PI4912.03527.0,PI(44:7)|PI(43:0)
125768,984.6,707.6,21750.401626586918,984.6 -> 707.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,6,(44:6),,984.6,707.6,984.6,707.6,38881.54283905029,984.6 -> 707.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,29680.702236175537,PI4922.03537.0,PI(44:6)
125948,986.6,709.6,25440.681804656982,986.6 -> 709.6,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,5,(44:5),,986.6,709.6,986.6,709.6,33552.8028755188,986.6 -> 709.6,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23248.342124938965,PI4932.03547.0,PI(44:5)
126129,990.7,713.7,28291.70209503174,990.7 -> 713.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,3,(44:3),,990.7,713.7,990.7,713.7,36191.08240890503,990.7 -> 713.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,27482.561782836918,PI4953.03568.0,PI(44:3)
126309,992.7,715.7,22942.561779022217,992.7 -> 715.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,2,(44:2),,992.7,715.7,992.7,715.7,31178.942317962646,992.7 -> 715.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,22408.0216217041,PI4963.03578.0,PI(44:2)
126489,994.7,717.7,23599.14151763916,994.7 -> 717.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,1,(44:1),,994.7,717.7,994.7,717.7,28056.78196334839,994.7 -> 717.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,18289.5012550354,PI4973.03588.0,PI(44:1)
126669,996.7,719.7,25110.4619140625,996.7 -> 719.7,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(44:0),,996.7,719.7,996.7,719.7,32081.582496643063,996.7 -> 719.7,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23353.12187194824,PI4983.03598.0,PI(44:0)
126670,442.2,257.2,84633.40588378906,442.2 -> 257.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(12:0),,442.2,257.2,442.2,257.2,65492.88590621948,442.2 -> 257.2,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,45090.04471206665,PS2210.01285.0,LPS(12:0)
126671,442.2,257.2,84633.40588378906,442.2 -> 257.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(12:0),,442.2,257.2,442.2,257.2,62828.74461364746,442.2 -> 257.2,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,51536.82377624512,PS2210.01285.0,LPS(12:0)
126848,456.2,271.2,91949.4072265625,456.2 -> 271.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(13:0),,456.2,271.2,456.2,271.2,1825.500129699707,456.2 -> 271.2,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,0.0,PS2280.01355.0,LPS(13:0)
126849,456.2,271.2,91949.4072265625,456.2 -> 271.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(13:0),,456.2,271.2,456.2,271.2,1709.5801124572754,456.2 -> 271.2,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,0.0,PS2280.01355.0,LPS(13:0)
127026,468.2,283.2,364893.1059570313,468.2 -> 283.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(14:1),,468.2,283.2,468.2,283.2,2548.5201835632324,468.2 -> 283.2,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,886.7200546264648,PS2340.01415.0,LPS(14:1)
127027,468.2,283.2,364893.1059570313,468.2 -> 283.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(14:1),,468.2,283.2,468.2,283.2,2499.9401893615723,468.2 -> 283.2,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,687.0200576782227,PS2340.01415.0,LPS(14:1)
127205,482.3,297.3,112676.24792480467,482.3 -> 297.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-16:0),,482.3,297.3,482.2,297.2,774300.0615234375,482.2 -> 297.2,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,499702.822265625,PS2410.01485.0,LPS(P-16:0)
127206,482.3,297.3,112676.24792480467,482.3 -> 297.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-16:0),,482.3,297.3,482.3,297.3,791115.1688232422,482.3 -> 297.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,551634.6364746094,PS2411.01486.0,LPS(P-16:0)
127383,484.3,299.3,179513.71362304688,484.3 -> 299.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-16:0),,484.3,299.3,484.3,299.3,587989.1235351562,484.3 -> 299.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,338942.62451171875,PS2421.01496.0,LPS(O-16:0)
127384,484.3,299.3,179513.71362304688,484.3 -> 299.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-16:0),,484.3,299.3,484.3,299.3,543818.9599609375,484.3 -> 299.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,342244.0048828125,PS2421.01496.0,LPS(O-16:0)
127561,496.3,311.3,99840.70703125,496.3 -> 311.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(16:1),,496.3,311.3,496.3,311.3,551280.3181152344,496.3 -> 311.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,494687.99395751953,PS2481.01556.0,LPS(16:1)
127562,496.3,311.3,99840.70703125,496.3 -> 311.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(16:1),,496.3,311.3,496.3,311.3,556970.484375,496.3 -> 311.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,501726.7202758789,PS2481.01556.0,LPS(16:1)
127741,508.3,323.3,74220.0849609375,508.3 -> 323.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(17:2),,508.3,323.3,508.3,323.3,676916.1197509766,508.3 -> 323.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,606601.454284668,PS2541.01616.0,LPS(17:2)
127918,510.3,325.3,54120.14404296875,510.3 -> 325.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-18:0),,510.3,325.3,510.3,325.3,574698.1536254883,510.3 -> 325.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,528151.9700317383,PS2551.01626.0,LPS(P-18:0)
127919,510.3,325.3,54120.14404296875,510.3 -> 325.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-18:0),,510.3,325.3,510.3,325.3,583509.7390136719,510.3 -> 325.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,535750.6154174805,PS2551.01626.0,LPS(P-18:0)
128096,512.3,327.3,244715.63598632807,512.3 -> 327.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-18:0),,512.3,327.3,512.3,327.3,1957469.8251953125,512.3 -> 327.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1500376.849609375,PS2561.01636.0,LPS(O-18:0)
128097,512.3,327.3,244715.63598632807,512.3 -> 327.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-18:0),,512.3,327.3,512.3,327.3,1822171.2314453125,512.3 -> 327.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1401763.2412109375,PS2561.01636.0,LPS(O-18:0)
128098,512.3,327.3,244715.63598632807,512.3 -> 327.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-18:0),,512.3,327.3,512.3,327.3,1589602.1171875,512.3 -> 327.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1240007.513671875,PS2561.01636.0,LPS(O-18:0)
128277,520.3,335.3,49115.5032043457,520.3 -> 335.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(18:3),,520.3,335.3,520.3,335.3,406269.0260620117,520.3 -> 335.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,362659.5827941895,PS2601.01676.0,LPS(18:3)
128278,520.3,335.3,49115.5032043457,520.3 -> 335.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(18:3),,520.3,335.3,520.3,335.3,398749.1304016113,520.3 -> 335.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,354172.1273498535,PS2601.01676.0,LPS(18:3)
128455,522.3,337.3,48057.46362304688,522.3 -> 337.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(18:2),,522.3,337.3,522.3,337.3,383580.23358154297,522.3 -> 337.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,339174.4306640625,PS2611.01686.0,LPS(18:2)
128456,522.3,337.3,48057.46362304688,522.3 -> 337.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(18:2),,522.3,337.3,522.3,337.3,384059.25744628906,522.3 -> 337.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,339842.45446777344,PS2611.01686.0,LPS(18:2)
128633,524.3,339.3,66536.56427001953,524.3 -> 339.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(18:1),,524.3,339.3,524.3,339.3,400872.9920043945,524.3 -> 339.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,347033.58795166016,PS2621.01696.0,LPS(18:1)
128634,524.3,339.3,66536.56427001953,524.3 -> 339.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(18:1),,524.3,339.3,524.3,339.3,403833.0505981445,524.3 -> 339.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,352312.30712890625,PS2621.01696.0,LPS(18:1)
128813,538.4,353.3,3378.480255126953,538.4 -> 353.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-20:0),,538.4,353.3,538.3,353.3,289548.50048828125,538.3 -> 353.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,232477.9365234375,PS2691.01766.0,LPS(P-20:0)
128814,538.4,353.3,3378.480255126953,538.4 -> 353.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-20:0),,538.4,353.3,538.4,353.3,287813.9030761719,538.4 -> 353.3,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,238490.8594970703,PS2691.01766.0,LPS(P-20:0)
