,Class,Transition,Lipid
1189,TAG,898.8 -> 627.8,TAG(54:5)_FA 16:1
1190,TAG,900.8 -> 599.8,TAG(54:4)_FA 18:0
1191,TAG,900.8 -> 601.8,TAG(54:4)_FA 18:1
1192,TAG,900.8 -> 627.8,TAG(54:4)_FA 16:0
1193,TAG,900.8 -> 629.8,TAG(54:4)_FA 16:1
1194,TAG,902.8 -> 601.8,TAG(54:3)_FA 18:0
1195,TAG,902.8 -> 603.8,TAG(54:3)_FA 18:1
1196,TAG,902.8 -> 629.8,TAG(54:3)_FA 16:0
1197,TAG,902.8 -> 631.8,TAG(54:3)_FA 16:1
1198,TAG,904.8 -> 603.8,TAG(54:2)_FA 18:0
1199,TAG,904.8 -> 605.8,TAG(54:2)_FA 18:1
1200,TAG,904.8 -> 631.8,TAG(54:2)_FA 16:0
1201,TAG,904.8 -> 633.8,TAG(54:2)_FA 16:1
1202,TAG,906.8 -> 605.8,TAG(54:1)_FA 18:0
1203,TAG,906.8 -> 607.8,TAG(54:1)_FA 18:1
1204,TAG,906.8 -> 633.8,TAG(54:1)_FA 16:0
1205,TAG,906.8 -> 635.8,TAG(54:1)_FA 16:1
1206,TAG,908.9 -> 607.9,TAG(54:0)_FA 18:0
1207,TAG,908.9 -> 609.9,TAG(54:0)_FA 18:1
1208,TAG,908.9 -> 635.9,TAG(54:0)_FA 16:0
1209,TAG,908.9 -> 637.9,TAG(54:0)_FA 16:1
1210,TAG,920.8 -> 619.8,TAG(56:8)_FA 18:0
1211,TAG,920.8 -> 647.8,TAG(56:8)_FA 16:0
1212,TAG,920.8 -> 649.8,TAG(56:8)_FA 16:1
1213,TAG,922.8 -> 621.8,TAG(56:7)_FA 18:0
1214,TAG,922.8 -> 649.8,TAG(56:7)_FA 16:0
1215,TAG,922.8 -> 651.8,TAG(56:7)_FA 16:1
1216,TAG,924.8 -> 623.8,TAG(56:6)_FA 18:0
1217,TAG,924.8 -> 651.8,TAG(56:6)_FA 16:0
1218,TAG,924.8 -> 653.8,TAG(56:6)_FA 16:1
1219,TAG,926.8 -> 625.8,TAG(56:5)_FA 18:0
1220,TAG,926.8 -> 653.8,TAG(56:5)_FA 16:0
1221,TAG,926.8 -> 655.8,TAG(56:5)_FA 16:1
1222,TAG,928.8 -> 627.8,TAG(56:4)_FA 18:0
1223,TAG,928.8 -> 655.8,TAG(56:4)_FA 16:0
1224,TAG,928.8 -> 657.8,TAG(56:4)_FA 16:1
1225,TAG,930.8 -> 629.8,TAG(56:3)_FA 18:0
1226,TAG,930.8 -> 657.8,TAG(56:3)_FA 16:0
1227,TAG,930.8 -> 659.8,TAG(56:3)_FA 16:1
1228,TAG,932.9 -> 631.9,TAG(56:2)_FA 18:0
1229,TAG,932.9 -> 659.9,TAG(56:2)_FA 16:0
1230,TAG,932.9 -> 661.9,TAG(56:2)_FA 16:1
1231,TAG,934.9 -> 633.9,TAG(56:1)_FA 18:0
1232,TAG,934.9 -> 661.9,TAG(56:1)_FA 16:0
1233,TAG,934.9 -> 663.9,TAG(56:1)_FA 16:1
1234,TAG,936.9 -> 635.9,TAG(56:0)_FA 18:0
1235,TAG,936.9 -> 663.9,TAG(56:0)_FA 16:0
1236,TAG,936.9 -> 665.9,TAG(56:0)_FA 16:1
1237,TAG,944.8 -> 643.8,TAG(58:10)_FA 18:0
1238,TAG,944.8 -> 671.8,TAG(58:10)_FA 16:0
1239,TAG,944.8 -> 673.8,TAG(58:10)_FA 16:1
1240,TAG,946.8 -> 645.8,TAG(58:9)_FA 18:0
1241,TAG,946.8 -> 673.8,TAG(58:9)_FA 16:0
1242,TAG,946.8 -> 675.8,TAG(58:9)_FA 16:1
1243,TAG,948.8 -> 647.8,TAG(58:8)_FA 18:0
1244,TAG,948.8 -> 675.8,TAG(58:8)_FA 16:0
1245,TAG,948.8 -> 677.8,TAG(58:8)_FA 16:1
1246,TAG,950.8 -> 649.8,TAG(58:7)_FA 18:0
1247,TAG,950.8 -> 677.8,TAG(58:7)_FA 16:0
1248,TAG,950.8 -> 679.8,TAG(58:7)_FA 16:1
1249,TAG,952.8 -> 651.8,TAG(58:6)_FA 18:0
1250,TAG,952.8 -> 679.8,TAG(58:6)_FA 16:0
1251,TAG,952.8 -> 681.8,TAG(58:6)_FA 16:1
1252,TAG,954.8 -> 653.8,TAG(58:5)_FA 18:0
1253,TAG,954.8 -> 681.8,TAG(58:5)_FA 16:0
1254,TAG,954.8 -> 683.8,TAG(58:5)_FA 16:1
1255,TAG,956.9 -> 655.9,TAG(58:4)_FA 18:0
1256,TAG,956.9 -> 683.9,TAG(58:4)_FA 16:0
1257,TAG,956.9 -> 685.9,TAG(58:4)_FA 16:1
1258,TAG,958.9 -> 657.9,TAG(58:3)_FA 18:0
1259,TAG,958.9 -> 685.9,TAG(58:3)_FA 16:0
1260,TAG,958.9 -> 687.9,TAG(58:3)_FA 16:1
1261,TAG,960.9 -> 659.9,TAG(58:2)_FA 18:0
1262,TAG,960.9 -> 687.9,TAG(58:2)_FA 16:0
1263,TAG,960.9 -> 689.9,TAG(58:2)_FA 16:1
1264,TAG,962.9 -> 661.9,TAG(58:1)_FA 18:0
1265,TAG,962.9 -> 689.9,TAG(58:1)_FA 16:0
1266,TAG,962.9 -> 691.9,TAG(58:1)_FA 16:1
1267,TAG,964.9 -> 663.9,TAG(58:0)_FA 18:0
1268,TAG,964.9 -> 691.9,TAG(58:0)_FA 16:0
1269,TAG,964.9 -> 693.9,TAG(58:0)_FA 16:1
1270,TAG,968.9 -> 667.9,TAG(60:12)_FA 18:0
1271,TAG,968.9 -> 695.9,TAG(60:12)_FA 16:0
1272,TAG,968.9 -> 697.9,TAG(60:12)_FA 16:1
1273,TAG,970.9 -> 669.9,TAG(60:11)_FA 18:0
1274,TAG,970.9 -> 697.9,TAG(60:11)_FA 16:0
1275,TAG,970.9 -> 699.9,TAG(60:11)_FA 16:1
1276,TAG,972.9 -> 671.9,TAG(60:10)_FA 18:0
1277,TAG,972.9 -> 699.9,TAG(60:10)_FA 16:0
1278,TAG,972.9 -> 701.9,TAG(60:10)_FA 16:1
1279,TAG,974.9 -> 673.9,TAG(60:9)_FA 18:0
1280,TAG,974.9 -> 701.9,TAG(60:9)_FA 16:0
1281,TAG,974.9 -> 703.9,TAG(60:9)_FA 16:1
1282,TAG,976.9 -> 675.9,TAG(60:8)_FA 18:0
1283,TAG,976.9 -> 703.9,TAG(60:8)_FA 16:0
1284,TAG,976.9 -> 705.9,TAG(60:8)_FA 16:1
1285,TAG,978.9 -> 677.9,TAG(60:7)_FA 18:0
1286,TAG,978.9 -> 705.9,TAG(60:7)_FA 16:0
1287,TAG,978.9 -> 707.9,TAG(60:7)_FA 16:1
1288,TAG,980.9 -> 679.9,TAG(60:6)_FA 18:0
1289,TAG,980.9 -> 707.9,TAG(60:6)_FA 16:0
1290,TAG,980.9 -> 709.9,TAG(60:6)_FA 16:1
1291,TAG,982.9 -> 681.9,TAG(60:5)_FA 18:0
1292,TAG,982.9 -> 709.9,TAG(60:5)_FA 16:0
1293,TAG,982.9 -> 711.9,TAG(60:5)_FA 16:1
1294,TAG,984.9 -> 683.9,TAG(60:4)_FA 18:0
1295,TAG,984.9 -> 711.9,TAG(60:4)_FA 16:0
1296,TAG,984.9 -> 713.9,TAG(60:4)_FA 16:1
1297,TAG,986.9 -> 685.9,TAG(60:3)_FA 18:0
1298,TAG,986.9 -> 713.9,TAG(60:3)_FA 16:0
1299,TAG,986.9 -> 715.9,TAG(60:3)_FA 16:1
1300,TAG,988.9 -> 687.9,TAG(60:2)_FA 18:0
1301,TAG,988.9 -> 715.9,TAG(60:2)_FA 16:0
1302,TAG,988.9 -> 717.9,TAG(60:2)_FA 16:1
1303,TAG,990.9 -> 689.9,TAG(60:1)_FA 18:0
1304,TAG,990.9 -> 717.9,TAG(60:1)_FA 16:0
1305,TAG,990.9 -> 719.9,TAG(60:1)_FA 16:1
1306,TAG,992.9 -> 691.9,TAG(60:0)_FA 18:0
1307,TAG,992.9 -> 719.9,TAG(60:0)_FA 16:0
1308,TAG,992.9 -> 721.9,TAG(60:0)_FA 16:1
1309,TAG,818.8 -> 521.8,TAG(48:3)_FA 18:2
1310,TAG,820.8 -> 523.8,TAG(48:2)_FA 18:2
1311,TAG,822.8 -> 525.8,TAG(48:1)_FA 18:2
1312,TAG,824.8 -> 527.8,TAG(48:0)_FA 18:2
1313,TAG,846.8 -> 549.8,TAG(50:4)_FA 18:2
1314,TAG,848.8 -> 551.8,TAG(50:3)_FA 18:2
1315,TAG,850.8 -> 553.8,TAG(50:2)_FA 18:2
1316,TAG,852.8 -> 555.8,TAG(50:1)_FA 18:2
1317,TAG,868.7 -> 539.7,TAG(52:6)_FA 20:0
1318,TAG,868.7 -> 547.7,TAG(52:6)_FA 20:4
1319,TAG,868.7 -> 571.7,TAG(52:6)_FA 18:2
1320,TAG,870.8 -> 541.8,TAG(52:5)_FA 20:0
1321,TAG,870.8 -> 549.8,TAG(52:5)_FA 20:4
1322,TAG,870.8 -> 573.8,TAG(52:5)_FA 18:2
1323,TAG,872.8 -> 543.8,TAG(52:4)_FA 20:0
1324,TAG,872.8 -> 551.8,TAG(52:4)_FA 20:4
1325,TAG,872.8 -> 575.8,TAG(52:4)_FA 18:2
1326,TAG,874.8 -> 545.8,TAG(52:3)_FA 20:0
1327,TAG,874.8 -> 553.8,TAG(52:3)_FA 20:4
1328,TAG,874.8 -> 577.8,TAG(52:3)_FA 18:2
1329,TAG,876.8 -> 547.8,TAG(52:2)_FA 20:0
1330,TAG,876.8 -> 555.8,TAG(52:2)_FA 20:4
1331,TAG,876.8 -> 579.8,TAG(52:2)_FA 18:2
1332,TAG,878.8 -> 549.8,TAG(52:1)_FA20:0
1333,TAG,878.8 -> 557.8,TAG(52:1)_FA 20:4
1334,TAG,878.8 -> 581.8,TAG(52:1)_FA 18:2
1335,TAG,880.8 -> 551.8,TAG(52:0)_FA 20:0
1336,TAG,880.8 -> 559.8,TAG(52:0)_FA 20:4
1337,TAG,880.8 -> 583.8,TAG(52:0)_FA 18:2
1338,TAG,892.7 -> 563.7,TAG(54:8)_FA 20:0
1339,TAG,892.7 -> 571.7,TAG(54:8)_FA 20:4
1340,TAG,892.7 -> 595.7,TAG(54:8)_FA 18:2
1341,TAG,894.8 -> 565.8,TAG(54:7)_FA 20:0
1342,TAG,894.8 -> 573.8,TAG(54:7)_FA 20:4
1343,TAG,894.8 -> 597.8,TAG(54:7)_FA 18:2
1344,TAG,896.8 -> 567.8,TAG(54:6)_FA 20:0
1345,TAG,896.8 -> 575.8,TAG(54:6)_FA 20:4
1346,TAG,896.8 -> 599.8,TAG(54:6)_FA 18:2
1347,TAG,898.8 -> 569.8,TAG(54:5)_FA 20:0
1348,TAG,898.8 -> 577.8,TAG(54:5)_FA 20:4
1349,TAG,898.8 -> 601.8,TAG(54:5)_FA 18:2
1350,TAG,900.8 -> 571.8,TAG(54:4)_FA 20:0
1351,TAG,900.8 -> 579.8,TAG(54:4)_FA 20:4
1352,TAG,900.8 -> 603.8,TAG(54:4)_FA 18:2
1353,TAG,902.8 -> 573.8,TAG(54:3)_FA 20:0
1354,TAG,902.8 -> 581.8,TAG(54:3)_FA 20:4
1355,TAG,902.8 -> 605.8,TAG(54:3)_FA 18:2
1356,TAG,904.8 -> 575.8,TAG(54:2)_FA 20:0
1357,TAG,904.8 -> 583.8,TAG(54:2)_FA 20:4
1358,TAG,904.8 -> 607.8,TAG(54:2)_FA 18:2
1359,TAG,906.8 -> 577.8,TAG(54:1)_FA 20:0
1360,TAG,906.8 -> 585.8,TAG(54:1)_FA 20:4
1361,TAG,906.8 -> 609.8,TAG(54:1)_FA 18:2
1362,TAG,908.9 -> 579.9,TAG(54:0)_FA 20:0
1363,TAG,908.9 -> 587.9,TAG(54:0)_FA 20:4
1364,TAG,908.9 -> 611.9,TAG(54:0)_FA 18:2
1365,TAG,920.8 -> 591.8,TAG(56:8)_FA 20:0
1366,TAG,920.8 -> 599.8,TAG(56:8)_FA 20:4
1367,TAG,920.8 -> 621.8,TAG(56:8)_FA 18:1
1368,TAG,920.8 -> 623.8,TAG(56:8)_FA 18:2
1369,TAG,922.8 -> 593.8,TAG(56:7)_FA 20:0
1370,TAG,922.8 -> 601.8,TAG(56:7)_FA 20:4
1371,TAG,922.8 -> 623.8,TAG(56:7)_FA 18:1
1372,TAG,922.8 -> 625.8,TAG(56:7)_FA 18:2
1373,TAG,924.8 -> 595.8,TAG(56:6)_FA 20:0
1374,TAG,924.8 -> 603.8,TAG(56:6)_FA 20:4
1375,TAG,924.8 -> 625.8,TAG(56:6)_FA 18:1
1376,TAG,924.8 -> 627.8,TAG(56:6)_FA 18:2
1377,TAG,926.8 -> 597.8,TAG(56:5)_FA 20:0
1378,TAG,926.8 -> 605.8,TAG(56:5)_FA 20:4
1379,TAG,926.8 -> 627.8,TAG(56:5)_FA 18:1
1380,TAG,926.8 -> 629.8,TAG(56:5)_FA 18:2
1381,TAG,928.8 -> 599.8,TAG(56:4)_FA 20:0
1382,TAG,928.8 -> 607.8,TAG(56:4)_FA 20:4
1383,TAG,928.8 -> 629.8,TAG(56:4)_FA 18:1
1384,TAG,928.8 -> 631.8,TAG(56:4)_FA 18:2
1385,TAG,930.8 -> 601.8,TAG(56:3)_FA 20:0
1386,TAG,930.8 -> 609.8,TAG(56:3)_FA 20:4
1387,TAG,930.8 -> 631.8,TAG(56:3)_FA 18:1
1388,TAG,930.8 -> 633.8,TAG(56:3)_FA 18:2
1389,TAG,932.9 -> 603.9,TAG(56:2)_FA 20:0
1390,TAG,932.9 -> 611.9,TAG(56:2)_FA 20:4
1391,TAG,932.9 -> 633.9,TAG(56:2)_FA 18:1
1392,TAG,932.9 -> 635.9,TAG(56:2)_FA 18:2
1393,TAG,934.9 -> 605.9,TAG(56:1)_FA 20:0
1394,TAG,934.9 -> 613.9,TAG(56:1)_FA 20:4
1395,TAG,934.9 -> 635.9,TAG(56:1)_FA 18:1
1396,TAG,934.9 -> 637.9,TAG(56:1)_FA 18:2
1397,TAG,936.9 -> 607.9,TAG(56:0)_FA 20:0
1398,TAG,936.9 -> 615.9,TAG(56:0)_FA 20:4
1399,TAG,936.9 -> 637.9,TAG(56:0)_FA 18:1
1400,TAG,936.9 -> 639.9,TAG(56:0)_FA 18:2
1401,TAG,944.8 -> 615.8,TAG(58:10)_FA 20:0
1402,TAG,944.8 -> 623.8,TAG(58:10)_FA 20:4
1403,TAG,944.8 -> 645.8,TAG(58:10)_FA 18:1
1404,TAG,944.8 -> 647.8,TAG(58:10)_FA 18:2
1405,TAG,946.8 -> 617.8,TAG(58:9)_FA 20:0
1406,TAG,946.8 -> 625.8,TAG(58:9)_FA 20:4
1407,TAG,946.8 -> 647.8,TAG(58:9)_FA 18:1
1408,TAG,946.8 -> 649.8,TAG(58:9)_FA 18:2
1409,TAG,948.8 -> 619.8,TAG(58:8)_FA 20:0
1410,TAG,948.8 -> 627.8,TAG(58:8)_FA 20:4
1411,TAG,948.8 -> 649.8,TAG(58:8)_FA 18:1
1412,TAG,948.8 -> 651.8,TAG(58:8)_FA 18:2
1413,TAG,950.8 -> 621.8,TAG(58:7)_FA 20:0
1414,TAG,950.8 -> 629.8,TAG(58:7)_FA 20:4
1415,TAG,950.8 -> 651.8,TAG(58:7)_FA 18:1
1416,TAG,950.8 -> 653.8,TAG(58:7)_FA 18:2
1417,TAG,952.8 -> 623.8,TAG(58:6)_FA 20:0
1418,TAG,952.8 -> 631.8,TAG(58:6)_FA 20:4
1419,TAG,952.8 -> 653.8,TAG(58:6)_FA 18:1
1420,TAG,952.8 -> 655.8,TAG(58:6)_FA 18:2
1421,TAG,954.8 -> 625.8,TAG(58:5)_FA 20:0
1422,TAG,954.8 -> 633.8,TAG(58:5)_FA 20:4
1423,TAG,954.8 -> 655.8,TAG(58:5)_FA 18:1
1424,TAG,954.8 -> 657.8,TAG(58:5)_FA 18:2
1425,TAG,956.9 -> 627.9,TAG(58:4)_FA 20:0
1426,TAG,956.9 -> 635.9,TAG(58:4)_FA 20:4
1427,TAG,956.9 -> 657.9,TAG(58:4)_FA 18:1
1428,TAG,956.9 -> 659.9,TAG(58:4)_FA 18:2
1429,TAG,958.9 -> 629.9,TAG(58:3)_FA 20:0
1430,TAG,958.9 -> 637.9,TAG(58:3)_FA 20:4
1431,TAG,958.9 -> 659.9,TAG(58:3)_FA 18:1
1432,TAG,958.9 -> 661.9,TAG(58:3)_FA 18:2
1433,TAG,960.9 -> 631.9,TAG(58:2)_FA 20:0
1434,TAG,960.9 -> 639.9,TAG(58:2)_FA 20:4
1435,TAG,960.9 -> 661.9,TAG(58:2)_FA 18:1
1436,TAG,960.9 -> 663.9,TAG(58:2)_FA 18:2
1437,TAG,962.9 -> 633.9,TAG(58:1)_FA 20:0
1438,TAG,962.9 -> 641.9,TAG(58:1)_FA 20:4
1439,TAG,962.9 -> 663.9,TAG(58:1)_FA 18:1
1440,TAG,962.9 -> 665.9,TAG(58:1)_FA 18:2
1441,TAG,964.9 -> 635.9,TAG(58:0)_FA 20:0
1442,TAG,964.9 -> 643.9,TAG(58:0)_FA 20:4
1443,TAG,964.9 -> 665.9,TAG(58:0)_FA 18:1
1444,TAG,964.9 -> 667.9,TAG(58:0)_FA 18:2
1445,TAG,968.9 -> 639.9,TAG(60:12)_FA 20:0
1446,TAG,968.9 -> 647.9,TAG(60:12)_FA 20:4
1447,TAG,968.9 -> 669.9,TAG(60:12)_FA 18:1
1448,TAG,968.9 -> 671.9,TAG(60:12)_FA 18:2
1449,TAG,970.9 -> 641.9,TAG(60:11)_FA 20:0
1450,TAG,970.9 -> 649.9,TAG(60:11)_FA 20:4
1451,TAG,970.9 -> 671.9,TAG(60:11)_FA 18:1
1452,TAG,970.9 -> 673.9,TAG(60:11)_FA 18:2
1453,TAG,972.9 -> 643.9,TAG(60:10)_FA 20:0
1454,TAG,972.9 -> 651.9,TAG(60:10)_FA 20:4
1455,TAG,972.9 -> 673.9,TAG(60:10)_FA 18:1
1456,TAG,972.9 -> 675.9,TAG(60:10)_FA 18:2
1457,TAG,974.9 -> 645.9,TAG(60:9)_FA 20:0
1458,TAG,974.9 -> 653.9,TAG(60:9)_FA 20:4
1459,TAG,974.9 -> 675.9,TAG(60:9)_FA 18:1
1460,TAG,974.9 -> 677.9,TAG(60:9)_FA 18:2
1461,TAG,976.9 -> 647.9,TAG(60:8)_FA 20:0
1462,TAG,976.9 -> 655.9,TAG(60:8)_FA 20:4
1463,TAG,976.9 -> 677.9,TAG(60:8)_FA 18:1
1464,TAG,976.9 -> 679.9,TAG(60:8)_FA 18:2
1465,TAG,978.9 -> 649.9,TAG(60:7)_FA 20:0
1466,TAG,978.9 -> 657.9,TAG(60:7)_FA 20:4
1467,TAG,978.9 -> 679.9,TAG(60:7)_FA 18:1
1468,TAG,978.9 -> 681.9,TAG(60:7)_FA 18:2
1469,TAG,980.9 -> 651.9,TAG(60:6)_FA 20:0
1470,TAG,980.9 -> 659.9,TAG(60:6)_FA 20:4
1471,TAG,980.9 -> 681.9,TAG(60:6)_FA 18:1
1472,TAG,980.9 -> 683.9,TAG(60:6)_FA 18:2
1473,TAG,982.9 -> 653.9,TAG(60:5)_FA 20:0
1474,TAG,982.9 -> 661.9,TAG(60:5)_FA 20:4
1475,TAG,982.9 -> 683.9,TAG(60:5)_FA 18:1
1476,TAG,982.9 -> 685.9,TAG(60:5)_FA 18:2
1477,TAG,984.9 -> 655.9,TAG(60:4)_FA 20:0
1478,TAG,984.9 -> 663.9,TAG(60:4)_FA 20:4
1479,TAG,984.9 -> 685.9,TAG(60:4)_FA 18:1
1480,TAG,984.9 -> 687.9,TAG(60:4)_FA 18:2
1481,TAG,986.9 -> 657.9,TAG(60:3)_FA 20:0
1482,TAG,986.9 -> 665.9,TAG(60:3)_FA 20:4
1483,TAG,986.9 -> 687.9,TAG(60:3)_FA 18:1
1484,TAG,986.9 -> 689.9,TAG(60:3)_FA 18:2
1485,TAG,988.9 -> 659.9,TAG(60:2)_FA 20:0
1486,TAG,988.9 -> 667.9,TAG(60:2)_FA 20:4
1487,TAG,988.9 -> 689.9,TAG(60:2)_FA 18:1
1488,TAG,988.9 -> 691.9,TAG(60:2)_FA 18:2
1489,TAG,990.9 -> 661.9,TAG(60:1)_FA 20:0
1490,TAG,990.9 -> 669.9,TAG(60:1)_FA 20:4
1491,TAG,990.9 -> 691.9,TAG(60:1)_FA 18:1
1492,TAG,990.9 -> 693.9,TAG(60:1)_FA 18:2
1493,TAG,992.9 -> 663.9,TAG(60:0)_FA 20:0
1494,TAG,992.9 -> 671.9,TAG(60:0)_FA 20:4
1495,TAG,992.9 -> 693.9,TAG(60:0)_FA 18:1
1496,TAG,992.9 -> 695.9,TAG(60:0)_FA 18:2
