,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
889,FA(28:3),417.4,417.4,50293.14337158203,417.4 -> 417.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,3,(28:3),(28:3),"LMFA01030878, LMFA01140059","28:3(5Z,9Z,21Z), Amphimic acid A"
890,FA(28:2),419.4,419.4,36202.50262451172,419.4 -> 419.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,2,(28:2),(28:2),"LMFA01020364, LMFA01020361, LMFA01020362, LMFA01031124, LMFA01030877","28:2(5Z,9Z), 27:2(5Z,9Z)(25Me), 27:2(5Z,9Z)(26Me), 19Z,23Z-octacosadienoic acid, 28:2(9Z,21Z)"
891,FA(28:1),421.4,421.4,140184.7899169922,421.4 -> 421.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(28:1),(28:1),"LMFA01030433, LMFA01030733, LMFA01020338, LMFA01030432, LMFA01031122, LMFA01030096, LMFA01030431, LMFA07040118, LMFA07040093","9Z-octacosenoic acid, 9-Octacosenoic acid, Mycolipenic acid (C28), 23Z-octacosenoic acid, 11Z-octacosenoic acid, 19Z-octacosenoic acid, 21Z-octacosenoic acid, delta-octacosanalactone, 28-octacosanolactone"
892,FA(28:0),423.4,423.4,28822.442321777344,423.4 -> 423.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(28:0),(28:0),"LMFA01020312, LMFA01020026, LMFA01010028","Mycocerosic acid (C28), Isomontanic acid, Montanic acid"
893,FA(29:3),431.4,431.4,61862.46453857422,431.4 -> 431.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,3,(29:3),(29:3),LMFA01030904,"29:3(5Z,9Z,23Z)"
894,FA(29:2),433.4,433.4,40158.66345214844,433.4 -> 433.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,2,(29:2),(29:2),"LMFA01020375, LMFA01020365, LMFA01030888","28:2(5Z,9Z)(22Me), 28:2(5Z,9Z)(27Me), 29:2(5Z,9Z)"
895,FA(29:1),435.4,435.4,25239.80160522461,435.4 -> 435.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(29:1),(29:1),"LMFA01020339, LMFA01031110","Mycolipenic acid (C29), 20Z-nonacosenoic acid"
896,FA(29:0),437.4,437.4,28903.92153930664,437.4 -> 437.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(29:0),(29:0),"LMFA01010029, LMFA01020313","nonacosanoic acid, Mycocerosic acid (C29)"
897,FA(30:6),439.4,439.4,26589.62176513672,439.4 -> 439.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(30:6),(30:6),"LMFA01031260, LMFA01030840","Nematoic acid, 30:6(12Z,15Z,18Z,21Z,24Z,27Z)"
898,FA(30:5),441.4,441.4,28115.80195617676,441.4 -> 441.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,5,(30:5),(30:5),"LMFA01030847, LMFA01030833","30:5(12Z,15Z,18Z,21Z,24Z), 30:5(15Z,18Z,21Z,24Z,27Z)"
899,FA(30:4),443.4,443.4,45677.2428894043,443.4 -> 443.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(30:4),(30:4),LMFA01030826,"30:4(15Z,18Z,21Z,24Z)"
900,FA(30:3),445.4,445.4,45492.32321166992,445.4 -> 445.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,3,(30:3),(30:3),"LMFA01031126, LMFA01030872, LMFA01031243","5Z,9Z,25Z-triacontatrienoic acid, 30:3(5Z,9Z,23Z), None"
901,FA(30:2),447.4,447.4,38128.70245361328,447.4 -> 447.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,2,(30:2),(30:2),"LMFA01030879, LMFA01020366, LMFA01020376, LMFA01030917","30:2(9Z,23Z), 29:2(5Z,9Z)(26Me), 29:2(5Z,9Z)(22Me), 5Z,9Z-triacontadienoic acid"
902,FA(30:1),449.4,449.4,25251.52146911621,449.4 -> 449.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(30:1),(30:1),"LMFA01030097, LMFA01030875, LMFA07040091, LMFA01031013","Lumequeic acid, 30:1(23Z)), 30-triacontanolactone, Lumequic acid"
903,FA(31:0),465.5,465.5,21158.88146972656,465.5 -> 465.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(31:0),(31:0),"LMFA01020296, LMFA01020315, LMFA01010031, LMFA01020028, LMFA01020027","Phthioceranic acid (C31), Mycocerosic acid (C31), hentriacontanoic acid, (+)-28-methyl-triacontanoic acid, D-Mycoceranic acid"
904,FA(32:6),467.4,467.4,20922.801544189453,467.4 -> 467.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(32:6),(32:6),LMFA01030841,"32:6(14Z,17Z,20Z,23Z,26Z,29Z)"
905,FA(32:5),469.4,469.4,25019.94189453125,469.4 -> 469.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,5,(32:5),(32:5),"LMFA01030834, LMFA01030848","32:5(17Z,20Z,23Z,26Z,29Z), 32:5(14Z,17Z,20Z,23Z,26Z)"
906,FA(32:4),471.4,471.4,34405.84225463867,471.4 -> 471.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(32:4),(32:4),LMFA01030827,"32:4(17Z,20Z,23Z,26Z)"
907,FA(32:1),477.5,477.5,18008.06126022339,477.5 -> 477.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(32:1),(32:1),"LMFA01030098, LMFA07040083, LMFA07040092","23Z-dotriacontenoic acid, 30-methyl-31-hentriacontalactone, 32-dotriacontalactone"
908,FA(32:0),479.5,479.5,13181.56095123291,479.5 -> 479.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(32:0),(32:0),"LMFA01020316, LMFA01010032","Mycocerosic acid (C32), Lacceroic acid"
909,FA(33:0),493.5,493.5,9500.760627746582,493.5 -> 493.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(33:0),(33:0),"LMFA01010033, LMFA01020297, LMFA01020317","Psyllic acid, Phthioceranic acid (C33), Mycocerosic acid (C33)"
910,FA(34:6),495.4,495.4,15935.581169128418,495.4 -> 495.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(34:6),(34:6),LMFA01030842,"34:6(16Z,19Z,22Z,25Z,28Z,31Z)"
911,FA(34:5),497.4,497.4,34620.44235229492,497.4 -> 497.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,5,(34:5),(34:5),"LMFA01030835, LMFA01030849","34:5(19Z,22Z,25Z,28Z,31Z), 34:5(16Z,19Z,22Z,25Z,28Z)"
912,FA(34:1),505.5,505.5,13806.40103149414,505.5 -> 505.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(34:1),(34:1),"LMFA07040084, LMFA01031111, LMFA07040125","32-methyl-33-tritriacontalactone, 25Z-Tetratriacontenoic acid, Nocardiolactone"
913,FA(34:0),507.5,507.5,13632.401084899902,507.5 -> 507.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(34:0),(34:0),"LMFA01020298, LMFA01010034, LMFA01020318","Phthioceranic acid (C34), Gheddic acid, Mycocerosic acid (C34)"
914,FA(35:0),521.5,521.5,12657.021057128906,521.5 -> 521.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(35:0),(35:0),"LMFA01010035, LMFA01020319","Ceroplastic acid, Mycocerosic acid (C35)"
915,FA(36:5),525.5,525.5,17221.82130432129,525.5 -> 525.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,5,(36:5),(36:5),"LMFA01030836, LMFA01030850","36:5(21Z,24Z,27Z,30Z,33Z), 36:5(18Z,21Z,24Z,27Z,30Z)"
916,FA(36:4),527.5,527.5,24049.581413269043,527.5 -> 527.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(36:4),(36:4),LMFA01030829,"36:4(21Z,24Z,27Z,30Z)"
917,FA(36:0),535.5,535.5,13235.52099609375,535.5 -> 535.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(36:0),(36:0),"LMFA01020299, LMFA01010036","Phthioceranic acid (C36), Hexatriacontylic acid"
918,FA(37:0),549.6,549.6,10432.00072479248,549.6 -> 549.6,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(37:0),(37:0),"LMFA01010037, LMFA01020300","heptatriacontanoic acid, Phthioceranic acid (C37)"
919,FA(38:6),551.5,551.5,11091.360710144045,551.5 -> 551.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(38:6),(38:6),LMFA01030844,"38:6(20Z,23Z,26Z,29Z,32Z,35Z)"
920,FA(38:5),553.5,553.5,14504.560943603516,553.5 -> 553.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,5,(38:5),(38:5),"LMFA01030851, LMFA01030837","38:5(20Z,23Z,26Z,29Z,32Z), 38:5(23Z,26Z,29Z,32Z,35Z)"
921,FA(38:4),555.5,555.5,20255.34130859375,555.5 -> 555.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(38:4),(38:4),"LMFA01030830, LMFA07011176","38:4(23Z,26Z,29Z,32Z), None"
922,FA(38:0),563.6,563.6,16096.041069030762,563.6 -> 563.6,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(38:0),(38:0),"LMFA01010038, LMFA01020273","octatriacontanoic acid, 2,4,6,8-tetramethyl-tetratriacontanoic acid"
923,FA(40:6),579.5,579.5,13028.760856628418,579.5 -> 579.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(40:6),(40:6),LMFA01031241,"40:6(22Z,25Z,28Z,28Z,31Z,37Z)"
924,FA(42:6),607.5,607.5,10848.6806640625,607.5 -> 607.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(42:6),(42:6),LMFA01031242,"42:6(25Z,27Z,30Z,33Z,36Z,39Z)"
925,FA(46:0),675.7,675.7,12787.88088607788,675.7 -> 675.7,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(46:0),(46:0),"LMFA01010039, LMFA01020306","hexatetracontanoic acid, Phthioceranic acid (C46)"
926,LPC(2:0),300.1,184.1,21602.38175201416,300.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(2:0),,"LMGP01050043, LMGP01050084","PC(2:0/0:0), PC(0:0/2:0)"
927,LPC(3:1),312.1,184.1,17637.001205444336,312.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(3:1),,LMGP01050088,PC(0:0/3:1(2E))
928,LPC(3:0)|PC(O-3:0),314.1,184.1,19077.801300048828,314.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(3:0),,"LMGP01050059, LMGP01050086, LMGP01020005","PC(3:0/0:0), PC(0:0/3:0), PC(O-1:0/2:0)"
929,LPC(4:0)|PC(O-4:0)|PC(O-5:0),328.2,184.1,62643.72424316406,328.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(4:0),,"LMGP01050089, LMGP01050061, LMGP01020121","PC(0:0/4:0), PC(4:0/0:0), PC(O-2:0/2:0)"
930,PC(4:0)|LPC(5:0),342.2,184.1,72521.76513671875,342.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(4:0),,"LMGP01010992, LMGP01050091","PC(2:0/2:0), PC(0:0/5:0)"
931,LPC(6:0),356.2,184.1,33953.34265136719,356.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(6:0),,"LMGP01050062, LMGP01050093","PC(6:0/0:0), PC(0:0/6:0)"
932,PC(6:0)|LPC(7:0),370.2,184.1,59714.54412841797,370.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(6:0),,"LMGP01011215, LMGP01050095, LMGP01050064","PC(3:0/3:0), PC(0:0/7:0), PC(7:0/0:0)"
933,LPC(8:0),384.2,184.1,25071.181671142574,384.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(8:0),,LMGP01050066,PC(8:0/0:0)
934,LPC(O-10:1),396.3,184.1,40007.742736816406,396.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,1,(O-10:1),,LMGP01060027,PC(O-10:1(9E)/0:0)
935,PC(8:0)|LPC(9:0),398.2,184.1,44395.063415527344,398.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(8:0),,"LMGP01011222, LMGP01050068","PC(4:0/4:0), PC(9:0/0:0)"
936,LPC(10:0)|PC(O-10:0),412.2,184.1,41544.88305664063,412.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(10:0),,"LMGP01050005, LMGP01020129","PC(10:0/0:0), PC(O-8:0/2:0)"
937,PC(10:0)|LPC(11:0),426.3,184.1,45321.36334228516,426.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(10:0),,"LMGP01011225, LMGP01050007","PC(5:0/5:0), PC(11:0/0:0)"
938,PC(O-12:1),438.3,184.1,56245.02416992188,438.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(O-,PC(O-,1,(O-12:1),,LMGP01020145,PC(O-10:1(9E)/2:0)
939,LPC(12:0),440.3,184.1,53912.94366455078,440.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(12:0),,LMGP01050009,PC(12:0/0:0)
940,PC(12:4),446.2,184.1,48748.52325439453,446.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC,PC,4,(12:4),,LMGP01011235,"PC(6:2(2E,4E)/6:2(2E,4E))"
941,PC(O-13:1)|LPC(P-14:0),452.3,184.1,40046.58319091797,452.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,1,(O-13:1),,LMGP01020146,PC(O-11:1(10E)/2:0)
942,PC(12:0)|LPC(13:0)|LPC(O-14:0),454.3,184.1,38026.90274047852,454.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(12:0),,"LMGP01011229, LMGP01050001, LMGP01060007","PC(6:0/6:0), PC(13:0/0:0), PC(O-14:0/0:0)"
943,LPC(14:1)|LPC(P-15:0),466.3,184.1,226678.43603515625,466.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,1,(14:1),,LMGP01050014,PC(14:1(9Z)/0:0)
944,LPC(14:0)|PC(O-14:0)|LPC(O-15:0),468.3,184.1,234598.55541992188,468.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(14:0),,"LMGP01050073, LMGP01050012, LMGP01020009, LMGP01060009","PC(0:0/14:0), PC(14:0/0:0), PC(O-12:0/2:0), PC(O-15:0/0:0)"
945,LPC(15:1)|LPC(O-16:1)|LPC(P-16:0),480.3,184.1,39583.62292480469,480.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,1,(15:1),,"LMGP01050125, LMGP01060031, LMGP01060029, LMGP01060047, LMGP01060048, LMGP01070006, LMGP01060028","PC(15:1(9Z)/0:0), PC(O-16:1(9Z)/0:0), PC(O-16:1(9E)/0:0), PC(O-16:1(3Z)/0:0), PC(O-16:1(4Z)/0:0), PC(P-16:0/0:0), PC(O-16:1(11Z)/0:0)"
946,PC(14:0)|LPC(15:0)|LPC(O-16:0),482.4,184.1,36015.7024230957,482.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(14:0),,"LMGP01011248, LMGP01010403, LMGP01010443, LMGP01011233, LMGP01011238, LMGP01011269, LMGP01050016, LMGP01050148, LMGP01060010","PC(8:0/6:0), PC(10:0/4:0), PC(12:0/2:0), PC(6:0/8:0), PC(7:0/7:0), PC(9:0/5:0), PC(15:0/0:0), PC(13:0(2Me,12Me)/0:0), PC(O-16:0/0:0)"
947,LPC(16:1)|LPC(P-17:0),494.4,184.1,52141.70385742188,494.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,1,(16:1),,"LMGP01050022, LMGP01050021","PC(16:1(9Z)/0:0), PC(16:1(9E)/0:0)"
948,LPC(16:0)|PC(O-16:0)|LPC(O-17:0),496.4,184.1,53302.00384521485,496.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(16:0),,"LMGP01050018, LMGP01050113, LMGP01050074, LMGP01020019, LMGP01060013, LMGP01060044","PC(16:0/0:0), PC(16:0/0:0)[rac], PC(0:0/16:0), PC(O-14:0/2:0), PC(O-17:0/0:0), PC(O-16:0(15Me)/0:0)"
949,PC(16:4),502.3,184.1,48050.343505859375,502.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC,PC,4,(16:4),,LMGP01011254,"PC(8:2(2E,4E)/8:2(2E,4E))"
950,LPC(17:2)|LPC(P-18:1),506.4,184.1,50958.98394775391,506.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,2,(17:2),,LMGP01050127,"PC(17:2(9Z,12Z)/0:0)"
