lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
Cer(d18:1/22:0),-0.6108398569643578,8.414717326780067,1.5955644313917219,0.2065329298534095,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,130642.1097984314,147049.75035858154,207270.29676818848,134136.3509559631,175466.37070465088,146988.2311859131,161351.4310951233,320065.5839996338,130616.02772140504,121500.13095474245,49472.7434463501
Cer(d18:1/24:0),0.1574190838078586,9.765878571689678,0.10670445325195033,0.7439277230013968,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,511397.65713500977,533845.4967727661,717873.4853248596,477417.161113739,440352.2726516723,413599.9075279236,534518.1505813599,189131.1501197815,566900.2385482788,446408.1731185913,180250.65059661865
Cer(d18:1/24:1(15Z)),0.2012350674622792,9.738137107260872,0.1743165487969236,0.676303704806652,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,513120.1188926697,534135.5885543823,740670.8826217651,459550.1933288574,426490.10707855225,385026.1727371216,517115.7544517517,184095.2524986267,550582.1373596191,442527.93101501465,170331.17101669312
Cer(d18:1/26:0),0.13474821664913533,9.72018190107526,0.07819361574729555,0.7797604568821327,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,501981.5566177368,500951.01218414307,451098.43661499023,624782.4101486206,552998.9704055786,492560.9260406494,383330.8118133545,227916.2396278381,535774.468460083,479262.7142791748,64619.30450439453
Cer(d18:1/26:1(17Z)),0.15834995455627418,9.734955023100424,0.10796949602058703,0.7424677840407129,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,512560.56858062744,503442.6001052856,460142.3742752075,643296.7020645142,560117.3584938049,470614.4575347901,416360.795501709,228141.81119155884,533373.8003005981,475731.95932769775,64702.244232177734
Cer(d18:2/14:0),-0.9197668835346766,9.22342403884701,3.584390977930525,0.05832479191854668,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,191693.1530609131,273356.99394226074,212708.6515045166,288417.4379119873,270776.73208618164,269953.9761657715,341031.68334198,631264.4131202698,223841.40049743652,217743.45613861084,40619.60283660889
Cer(d18:2/16:0),-0.05324207622850066,6.82579075375764,0.012210849553639491,0.912010698481038,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,64331.344135284424,64468.56426239014,64027.62441253662,62988.524505615234,57653.644271850586,59382.3444480896,63887.664978027344,38375.16290664673,64699.72451400757,52756.9833946228,40860.862895965576
Cer(d18:2/18:1),-0.12202516030896202,8.680230557219327,0.06412813802398885,0.8000863580145202,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,217091.37518310547,221613.81622314453,213159.7750244141,243189.33837890625,207059.19409179688,222611.87567138672,234975.7561645508,117092.22804260254,247033.1964111328,232217.13623046875,151770.56994628906
Cer(d18:2/20:0),-0.09906207019745175,8.842567011458083,0.0422677628714041,0.837110211501306,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,238374.6973876953,243750.23803710935,228731.0954589844,246530.3973388672,249912.75732421875,226813.9359130859,241210.7164306641,141213.2502746582,261817.6405029297,253577.658203125,226586.0368652344
Cer(d18:2/20:1),-0.10191619777370597,8.904587931169319,0.04473796136198871,0.8324865977722127,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,245388.5177001953,246218.1375732422,244516.93786621097,267017.3586425781,255831.77734375,242504.0379638672,253619.15747070312,144081.65027999878,277417.9196777344,260883.0179443359,235970.3165283203
Cer(d18:2/22:0),-1.1467524332388452,12.410059502836056,5.522178118110137,0.018776865563216977,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,1686247.7287597656,1622181.5764160156,1942803.490234375,1863860.666015625,2951488.4926757812,2336834.541748047,2660257.4807128906,6691161.921001434,1968203.3681640625,1973253.4711914065,284826.11853027344
Cer(d20:0/26:0(2OH)),0.11978336470621351,9.280841891702188,0.06179454497942061,0.8036817460844664,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,363393.90449523926,366860.4246826172,324569.83807373047,444385.8718261719,407280.6138153076,366443.44442749023,283551.9197692871,172654.49328231812,382046.381652832,339947.8041687012,85138.38583374023
Cer(d20:0/26:0),0.07400565406056786,9.275259705329887,0.02359195974349859,0.8779277044471858,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,354509.82945251465,352909.42405700684,321810.94052124023,434299.71447753906,407923.1293640137,374078.60639953613,292065.52265930176,173492.65392684937,386760.1452636719,340994.6609802246,81056.965087890625
Cer(t18:0/16:0(2OH)),-0.016039887821457613,9.98625992796358,0.0011083683457400184,0.9734416005803206,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,567407.336227417,618271.4571685791,594643.394744873,579004.316986084,638088.210144043,718216.1271362305,669479.9264984131,219687.47521972656,628563.9745178223,490208.08280944824,104783.1061706543
Cer(t18:0/18:0(2OH)),0.24655308891378552,7.848424690637333,0.2615572633799274,0.6090523070045152,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,140678.0700454712,156384.56986999512,128003.2300415039,145099.97088623047,130498.95009613036,109401.34896087646,120219.66716766356,53538.083866119385,142858.44998168945,96266.2470626831,88875.9674987793
Cer(t18:0/20:0(2OH)),-0.1175329246836505,10.234701797214575,0.059495153109310195,0.8072956579928096,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,393569.5289611816,355707.1466064453,419446.1728515625,306130.2199859619,614675.4814147949,392800.0451660156,369766.3238220215,237980.9375038147,474538.4169921875,525993.2916259766,2303464.4086608887
Cer(t18:0/22:0(2OH)),0.025849484297738288,10.483065010872169,0.0028786058337573195,0.9572119158125704,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,835573.4533233643,880855.4200897217,1036186.3755187988,784071.9442367554,715731.4484939575,721990.556602478,908199.6066970824,353796.00117492676,977294.1560134888,752070.7950363159,240265.17665863037
Cer(t18:0/24:0(2OH)),-0.09918513727086055,9.6021450650653,0.0423730362084882,0.8369103340032353,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,342331.6445465088,365704.06297302246,381528.6145248413,301681.0581970215,387484.6117401123,297210.1238708496,376205.0651397705,185514.272769928,385781.5661315918,435419.9460449219,817832.6652984619
Cer(t18:0/26:0(2OH)),0.08216810018245949,10.425591933138644,0.029082520390147693,0.8645886410127259,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,819132.8879089355,804990.539352417,698120.1741333008,984876.6770782472,897119.480545044,796070.5673828125,614580.7118225098,474316.3712882995,814304.7753982544,719539.0636444092,123621.6683959961
Cer(t20:0/26:0(2OH)),0.37688427024669896,8.709475989277276,0.6101903165035765,0.4347161616181206,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,3486.5602416992188,3444.4202194213867,3574.7402420043945,698702.4664611816,655535.264541626,3576.000255584717,3408.480224609375,3377.1002349853516,607548.4162139893,482023.95014953613,3330.9602127075195
CerP(d18:0/16:0),-0.05902338943099848,8.264954675753968,0.015007025159434306,0.9025005404561433,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,167354.21173095703,172110.23361206055,153519.27124023438,184781.05389404297,151555.0101928711,153592.2908630371,170648.71249389648,97985.38682174684,181768.89306640625,142193.1896057129,140538.42944335938
CerP(d18:1/12:0),0.22239361382621245,8.50400335609945,0.21285984914447909,0.6445350585185804,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,207053.93296813965,189219.3741607666,338638.8857650757,245497.26009368896,168906.83016967773,182239.7318344116,166593.25200653076,90519.2665977478,267970.6975326538,164124.4517288208,60864.985023498535
CerP(d18:1/14:0),0.06309413906016773,6.727374892068986,0.017147517488652397,0.8958160238535267,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,57608.46398925781,60879.42431640625,70005.40510559082,56838.84355163574,46804.30297088623,56418.12394332886,53169.96396636963,27909.52180480957,56784.66360473633,49334.76354980469,58979.4440574646
CerP(d18:1/16:0),-0.6178189898547736,8.47681574951236,1.6319587112657246,0.20143234519239317,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,134544.67080688477,152515.37224578857,215635.6561279297,142268.0097846985,181937.4930496216,154111.23011779785,170179.87258148193,334149.6014022827,138412.9701309204,124573.1284790039,51915.16375732422
CerP(d18:1/18:0),0.23137701046885206,9.751512375803996,0.2303873270175245,0.6312367799777323,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,508529.0331802368,545016.2441635132,778754.5726089478,466490.5502624512,426871.897190094,384412.1473236084,518415.2689819336,187734.7562904358,549585.1438369751,430920.8674468994,172617.44886779785
CerP(d18:1/2:0),0.15260702332886333,7.12257554933272,0.10027936664118897,0.7514946404054162,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,76570.36514282227,78236.74575042725,77440.2847290039,87621.36699676514,83306.0661315918,77132.26634216309,63804.60427093506,37949.622509002686,74130.74549865723,63343.984375,62790.16516113281
CerP(d18:1/20:0),0.14457523597396765,9.735095086293226,0.09000968277655375,0.7641648463396365,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,508357.8988189697,504831.9145965576,469591.5770187378,627998.1846199036,554159.9758529663,479694.8341140747,393624.5037918091,242603.55875396729,536168.8778915405,466723.27124786377,70455.60445404053
CerP(d18:1/22:0),0.04292612550914168,7.126021196762008,0.007937670945182163,0.9290075174555675,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,78094.424560546875,85487.36515808105,75109.58536529541,86839.4056930542,75236.56569671631,76151.96509933472,72536.24429702759,38997.382553100586,86178.5249786377,66533.44555282593,47523.42360687256
CerP(d18:1/24:0),0.06987412031727021,6.929119224244576,0.021030637544583897,0.8846955243195305,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,68788.08518600464,69359.74527359009,68383.18479537964,75840.66597747803,67767.52487182617,64315.52411651611,59774.24353790283,38875.48288726807,65334.00510787964,58803.8440322876,44733.403621673584
CerP(d18:1/24:1(15Z)),0.03289510155677233,6.888407584303428,0.004661383064103575,0.9455672643827557,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,62033.40418624878,70879.74507141113,65431.344665527344,75196.10556793213,64007.36405181885,64242.944606781006,56766.643730163574,36634.402950286865,64861.904277801514,62789.98421859741,41887.46297836304
CerP(d18:1/26:0),-0.04631550003395333,6.517603661491094,0.009240301880282686,0.9234201135695521,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,49741.92379760742,51883.223876953125,49429.0036239624,49121.68328857422,38473.88240432739,45913.602966308594,45793.02334213257,31054.14239883423,45113.423412323,40847.94279098511,58284.964336395264
CerP(d18:1/26:1(17Z)),-0.0673647865187624,6.53751810847223,0.019546960290881543,0.888809761118805,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,48283.38327026367,52253.70330429077,49866.66344451904,50924.0834236145,37757.48268890381,49754.40320587158,51391.563175201416,28334.442234039307,47164.7028427124,38311.702922821045,60922.62433242798
CerP(d18:1/8:0),-0.33541396737653645,6.687553990082239,0.48355161133929414,0.48681797167438423,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,Cer,46432.32344055176,52125.743896484375,53584.103675842285,48419.82300567627,49027.083404541016,48702.823165893555,57917.043716430664,52055.8638420105,49352.64328765869,48535.96315765381,49341.603076934814
cis-5-Tetradecenoylcarnitine,-0.8472185983741309,11.963971407474565,3.04882520060346,0.08079556729165224,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1631176.792236328,1547461.8386230469,1584939.4333496094,1449137.120361328,1769538.5080566406,1531797.0798339844,1641872.632080078,3933344.1303710938,1637067.3635253906,1565033.901611328,1490543.8564453125
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",-0.17983308689183408,11.403810498950076,0.13923335883418986,0.7090443498328464,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1282508.1748046875,1568286.4035644531,1336119.8891601562,1163869.4793701172,1387507.767944336,1080654.0018310547,1256385.9179077148,1238558.3005371094,1295310.720703125,1370377.6154785156,1682056.3947753906
Hexacosanoyl carnitine,-0.21922906847902252,11.693873206840491,0.2068541324574653,0.649244356312746,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1631829.830657959,2064688.331604004,1616359.3477249146,1544224.7182312012,1700647.0773849487,1455153.986694336,1630516.3245544434,1671107.1042785645,1653309.8875427246,1669675.033695221,1326842.521205902
"lanosteryl oleate, 20:2 Campesteryl ester",1.1583243457268346,10.835047488035798,5.631330719188554,0.017642233671740882,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,3263123.1767578125,2069157.8939208984,1236304.8525390625,569448.6436157227,348855.00384521484,711039.0101318359,595899.5855712891,755794.8952636719,192887.1345214844,190745.1538696289,399176.990234375
"lanosteryl palmitoleate, 18:2 Campesteryl ester",-0.1581575907444978,8.758049249077636,0.10770636501547415,0.7427706703866729,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,390080.8291015625,322870.46267700195,273799.63900756836,79012.86531829834,63756.38431930542,271452.6569824219,249830.6368408203,280859.6403656006,62045.8444442749,56010.68408203125,234444.31588745117
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",-0.12660262678452625,13.960199411657008,0.06902904812090593,0.7927557653576448,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,7413245.498046875,8382387.8232421875,7600345.13671875,10872286.795898438,10477917.965820312,9911375.8486328125,6031364.9580078125,8579670.6572265625,7662019.042480469,7306841.377929688,2163848.6259765625
Lyso_C17 sphingosine-1-phosphocholine,0.050847058554839786,6.984274502728998,0.011137078500610187,0.9159533956838455,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,SM,72424.88525390625,60508.86395263672,65257.52606201172,72772.10366821289,56528.32470703125,60159.94514465332,66843.00457763672,18418.86120223999,76374.4057006836,67996.30503845215,99362.04788208008
Lyso_PC(10:0),0.06410822456511184,6.283822882533033,0.017702687133123618,0.8941526945624564,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,38746.002868652344,38514.10272216797,45633.14303588867,46014.78372192383,43415.363525390625,39281.82257080078,36928.883239746094,19613.30158996582,40721.34262084961,42527.74313354492,45013.38296508789
Lyso_PC(11:0),0.09893232447867774,6.702865331828022,0.04215491713512165,0.8373247546620515,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,56542.384033203125,53470.723571777344,52937.44354248047,62926.92388916016,52248.7239074707,51338.043518066406,51736.5235748291,18703.641410827637,58675.30474853515,54190.66383361816,74863.08486938477
Lyso_PC(12:0),0.043272730865559404,7.253736141761838,0.008066380481864144,0.9284357930471476,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,81415.14685058594,76761.20614624023,79839.46560668945,86490.06756591797,77891.06628417969,75429.7642211914,78049.42495727539,28365.92195892334,90597.0655517578,80472.10635375977,105582.94674682616
Lyso_PC(13:0),0.01957096988787972,6.445696256951507,0.0016499527475843934,0.9675991502338126,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,47654.963439941406,41767.90272521973,42572.84313964844,48605.66372680664,39598.14318847656,41162.24327087402,44471.322814941406,16372.781127929688,49279.363525390625,44293.26304626465,72778.96501159668
Lyso_PC(14:0),0.09401536063184147,8.533635961043027,0.03807139188893416,0.8452998533306805,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,209887.85876464844,182656.97198486328,191844.51220703125,206543.1798095703,175626.13134765625,164385.7120361328,194769.23834228516,51163.12364196777,227877.75061035156,194500.9508056641,299713.3961791992
Lyso_PC(14:1),0.060331274522248415,8.221267008320114,0.01567939337064672,0.9003514547568012,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,157900.31127929688,145659.6300048828,150578.2108154297,175907.4500732422,148306.47045898438,125245.96948242188,146664.79028320312,56120.70388412475,182581.0712890625,164259.01110839844,226274.31677246097
Lyso_PC(15:0),0.24453759441892864,8.994974823314275,0.2573074645042652,0.6119760264628314,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,301378.4775695801,258286.6183166504,267411.9811706543,302481.65116882324,238674.79434204104,226552.53694152832,283112.6365509033,15935.061138153076,318899.8910217285,263075.3410644531,456309.5058441162
Lyso_PC(15:1),0.22409291557771915,8.822845518697127,0.21612239195383154,0.6420104786896886,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,258522.4175415039,226735.401260376,238269.09379577637,278025.0953979492,216010.9710083008,198805.51303100583,237793.6768951416,17416.541255950928,310181.9428100586,234574.1170654297,387608.71409606934
Lyso_PC(16:0),0.19425884066352067,8.723074861712611,0.16244745948915806,0.6869131240982098,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,244871.02267456055,220532.0155029297,251082.41595458984,235656.4969482422,189824.8768310547,198126.77545166016,239087.98046875,29229.721927642822,255617.1134338379,218003.57788085935,341258.92666625977
Lyso_PC(16:1),0.18565370563033903,8.623843969832237,0.1483838170152012,0.7000846497128533,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,223897.35287475583,211295.51513671875,230940.04000854492,228268.93450927737,177538.39709472656,187383.83337402344,224043.71508789065,25279.18168258667,237254.7618408203,215651.2166442871,305760.84201049805
Lyso_PC(16:1)_2,0.15628315369086854,8.60886553444778,0.10516971531978925,0.7457118238504794,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,218162.4168395996,204568.57305908203,233947.9769897461,216502.6401977539,173068.13122558594,186332.89453125,223668.4510498047,28194.24187850952,241200.95623779297,203949.91314697263,309537.7053833008
Lyso_PC(17:0),0.049800648784758025,7.062952695882702,0.01068345411761129,0.9176766258290255,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,76762.30578613281,68611.34437561035,69696.04495239258,73495.2650756836,57730.06298828125,65789.585693359375,74482.92492675781,21294.481231689453,73743.3850402832,68592.503662109375,105064.66651916504
Lyso_PC(17:1),0.06446242373701261,7.333649871738091,0.01789968145936882,0.893568879172211,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,86046.84603881836,85520.20541381836,107340.52880859376,87438.50668334961,71970.24459838867,80520.88494873047,92351.24615478516,22194.84173965454,93890.58757019044,95935.0874633789,98923.50466918944
Lyso_PC(17:2),0.01840830537106695,7.342333486771263,0.001459798871564999,0.9695223891297141,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,88660.86538696289,81512.38650512695,106169.92623901369,83589.74645996094,73713.68560791016,83995.58670043945,91767.6462097168,20435.761486053467,98211.0690612793,101193.20846557616,99576.6662902832
Lyso_PC(18:0),0.0956061229759375,7.399574596843203,0.03936959325062617,0.8427182512629167,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,92926.66662597656,81885.966064453125,123135.208984375,92113.98797607422,78908.14556884766,85746.84637451172,93746.96667480467,28326.621746063232,92915.94525146484,97948.44711303712,94221.82421875
Lyso_PC(18:1),0.08332711572266208,7.3448719708642445,0.02990754355550962,0.8627001807981167,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,83602.20474243164,83063.76602172852,118313.86895751952,90767.50674438477,72008.54544067383,80950.0260925293,91740.7664489746,23011.461570739742,99517.48974609376,92585.7476196289,94584.084716796875
Lyso_PC(18:2),0.08706467955017627,7.285813981932599,0.03265018134675313,0.8566080732924736,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,81794.42599487305,78272.64535522461,111006.98776245116,85791.68524169922,74492.74594116211,78425.30471801758,82117.76602172852,27218.86197280884,90935.385986328125,89485.42565917969,88339.04705810547
Lyso_PC(18:3),0.0966413302917556,7.128744946807474,0.04022626880544067,0.8410388261584933,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,77142.88470458984,67052.60549926758,93419.86630249023,82102.64483642578,65368.00473022461,67950.52459716797,71510.04502868652,24624.18169784546,80157.44537353516,82236.14553833008,83306.4447631836
Lyso_PC(18:4),0.018290057061454822,6.783603634565441,0.001441072441821234,0.969718410366024,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,56320.86422729492,57230.08352661133,56181.184074401855,60978.04431152344,55514.56439208984,50212.96365356445,58374.56494140625,20332.66146850586,67429.68365478516,59427.54446411133,79343.0454711914
Lyso_PC(19:0),-0.21005545249537247,8.23187580900301,0.18991571351534742,0.6629867776735521,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,134867.60888671875,135261.78979492188,142673.12939453125,188738.5334472656,150582.03295898438,130005.24951171876,143168.04907226562,103128.28701400755,200444.1748046875,176955.23266601562,157374.3310546875
Lyso_PC(19:1),-0.1349238888461478,8.317677289079056,0.07839643166630594,0.779482393645743,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,146437.888671875,138339.42822265625,176165.7548828125,201466.83520507812,159394.01171875,140516.29028320312,146377.57153320312,106344.88717269896,200737.25463867188,187651.3142089844,164997.83056640625
Lyso_PC(19:2),-0.13476295529902965,8.351897324945405,0.07820964011898468,0.7797384731252943,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,145711.57080078125,146362.19018554688,177543.69067382812,198877.7126464844,173818.2119140625,145218.40942382812,152452.15161132812,105357.08718109132,213290.275390625,188717.19409179688,167100.55078125
Lyso_PC(19:3),-0.14284511801001343,8.326937972673482,0.08786793219792344,0.7669053402992142,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,143833.23071289062,145332.9501953125,178646.69360351562,201959.05517578125,159625.29174804688,137885.70971679688,152351.45092773438,107093.76697540285,208153.85693359375,188297.5947265625,159312.2529296875
Lyso_PC(2:0),0.02325945493974201,6.264722976428715,0.00233046252371949,0.961497186570215,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,47492.74334716797,47933.26284790039,41989.52276611328,33125.74237060547,37172.522216796875,44733.5026550293,44887.962799072266,15113.241039276125,37693.32278442383,40071.822998046875,45205.82272338867
Lyso_PC(20:0),-0.15625098835454815,7.802585382682662,0.10512533976952909,0.7457636229001156,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,73835.86605834961,71055.20474243164,86069.80685424805,234531.1572265625,115491.50827026369,75538.34432983398,89896.82693481445,25593.121921539307,286000.60205078125,144259.07104492188,89313.10461425781
Lyso_PC(20:1),-0.24976698435076608,7.988132581025032,0.2684124929512563,0.6043986787307111,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,PC,121064.36865234376,117105.927734375,128553.9305419922,130229.2294921875,124876.1494140625,120447.10815429688,129449.28784179688,86893.80609512329,151578.99279785156,150034.05151367188,141904.9503173828
