lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
O-(13-carboxytridecanoyl)carnitine,-0.12720487200776892,12.208295315183637,0.07428962585436238,0.7851905153326605,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,2405194.0537109375,2310353.83984375,2437745.028076172,2255850.57421875,2665642.423339844,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,3416885.3427734375
O-(17-carboxyheptadecanoyl)carnitine,-0.1280362583392342,11.74661969485982,0.07526192411114607,0.7838240639902327,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1834931.7705078125,1755247.0849609375,1839317.6376953125,1711503.1088867188,1898620.6997070312,2164544.181152344,1907903.1274414065,1809047.045410156,1838888.2495117188,1911734.6020507812
O-arachidonoylcarnitine,-0.10986815567048154,11.79451972934044,0.05544879883154863,0.8138395478825106,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1829980.9995117188,1706509.4047851562,1883849.1052246096,1763317.923828125,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664065,1858463.8955078125,2433795.915527344
O-behenoylcarnitine,-0.11952211865400343,11.083506465948789,0.06560215057970709,0.7978511003698532,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1116577.554206848,1044821.2492179872,1171594.4060668943,1056279.627861023,1184270.2881202698,1323492.815822601,1101060.8301696775,1107051.5848388672,1151729.6306381226,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",-0.0901332884184717,12.42793836469392,0.037339864575187676,0.8467747279020573,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,2773002.7099609375,2983881.759765625,3085034.6826171875,3306372.66015625,2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.8056640625,2078276.6245117188
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",-0.10775230078161553,11.576688961779428,0.053337039768166505,0.8173550972252843,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1536914.521484375,1488814.3935546875,1608873.7958984375,1493512.0478515625,1680550.531982422,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,2192422.580078125
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",-0.11166406176908351,11.98548022542883,0.057273278305729036,0.8108587283551701,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,2011644.4086914065,1979413.4584960935,2093058.2553710935,1984666.0859375,2211295.7075195312,2184975.5759277344,2119768.4240722656,2116173.2717285156,2095400.1423339844,3003056.5654296875
PC (30:0),0.06510308495785441,7.765919043682543,0.01955940528910105,0.888774601005949,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,129933.3910522461,116630.44833374023,152744.52752685547,125665.26805114746,105900.78839111328,105742.36575317384,170340.57301330566,129019.88667297363,106470.00909423828,60246.08421325683
PC (30:1),0.09618292333411305,7.708804669110301,0.04272199079650818,0.8362496348497443,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,129784.9296722412,120120.7906036377,140426.02969360352,117434.88774108888,100131.08609008788,102176.80632019044,158191.79438781738,125479.73042297363,99094.60607910156,61894.845123291016
PC (30:2),0.05843798060733773,7.7026610162630265,0.01575705411050876,0.9001062679925941,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,126637.08709716795,112903.4891052246,138724.5475769043,122758.89114379884,99383.78677368164,106229.40826416016,168418.17153930664,123631.98880004884,96501.10516357422,56625.44430541992
PC (32:0),0.5165963971199979,11.396625234843079,1.2394707944185939,0.26557306901898303,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2357660.9301757812,1826688.9967956543,2127019.393737793,1778752.6961975098,1022007.2694702148,998933.9606933594,3117817.8639831543,967606.019744873,941605.0653686523,47592.60353088379
PC (32:1),0.42832406856221616,11.406451514784399,0.8515612883929862,0.3561110317902156,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2369130.5982055664,1634195.82131958,2098794.509277344,1805993.871673584,982136.6622314452,1045170.4931640624,3294692.1028442383,1057586.0389709473,950395.5458068848,49777.303451538086
PC (32:2),0.4466884749526465,11.382348031039447,0.9262884216186649,0.33582923720910796,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2247709.628479004,1673276.2655944824,2173880.5497436523,1738790.2268066406,1001608.1361694336,964986.60693359375,3214999.939819336,1057844.7817687988,917394.8801269532,53116.663650512695
PC (32:3),0.43436777011463173,11.343892331665149,0.8758069688137766,0.3493526945177483,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2136391.2243652344,1661801.962524414,2049472.7799682615,1741005.318145752,961744.021850586,1002372.652770996,3072477.6345825195,1016463.386871338,941355.8466186523,51552.863693237305
PC (32:4),0.4154054308671904,10.621210755261286,0.8008749595173867,0.3708318997101792,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1055484.4328308103,886550.6607055664,1430855.727874756,1192960.0970153809,525916.8311767578,534027.8240356445,1743391.7229003906,760893.8249511719,664026.7261352539,49518.30349731445
PC (32:5),0.2163100027676963,9.676463172539641,0.21658929103068658,0.6416510872175996,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,522274.98651123047,459197.47970581055,638474.694152832,572200.7554931641,312935.3221130371,313115.3441772461,897555.8111877441,446878.0377807617,363187.6665649414,53489.323822021484
PC (34:0),0.27661917459634106,11.664877024782653,0.3545418466965202,0.5515532927973676,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2737615.950592041,1885339.1196289065,2348091.656524658,2019261.8479003904,1334747.8936462402,1224335.9797973633,3852212.231262207,1412344.091003418,1390857.7197875977,41339.46290588379
PC (34:1),0.2868834001116205,11.672974946737364,0.3813979750266294,0.5368560118168737,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2770319.4630737305,1961131.831298828,2287324.1769104004,2050798.997528076,1396159.8264465332,1371552.6341552734,3690538.781036377,1381796.279296875,1401110.129699707,36019.26232910156
PC (34:2),0.2684444927675244,11.764721990497131,0.3338560383308504,0.5633972865014448,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2994239.275909424,2154005.573913574,2465066.464263916,2000678.8881225584,1412241.9114990234,1434621.052307129,4183366.924682617,1461674.5265655518,1430529.9355163574,42255.16339111328
PC (34:3),0.4046737311077665,12.423997128112294,0.7599554071784951,0.38334247821662204,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,4842006.84185791,3337816.443664551,4107918.1849975586,3624979.509277344,2212837.0224609375,2136904.794555664,6288813.217102051,2238978.2575683594,2089924.302368164,42642.14239501953
PC (34:4),0.48206925591935706,12.442894912131115,1.0791116847453672,0.29889636318027235,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,5138659.023010254,3561297.6348571777,4238107.655456543,3610984.562927246,2156676.599182129,2105789.944213867,6125820.717834473,2239270.74029541,2108441.6021118164,42724.80323791504
PC (34:5),0.3995380387332867,11.997396762760863,0.7407516072053113,0.389420217870685,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,3162121.820678711,2388621.394226074,3547659.2666625977,2754064.3200683594,1381279.5521240234,1521125.7707519531,4748156.144165039,1839137.1158447263,1636283.299194336,40900.86331176758
PC (34:6),0.46420025464673614,11.466087518537025,1.0004717494593933,0.3171963852230803,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2476337.464050293,1740922.983428955,2141706.8081359863,1981255.2883605957,1015678.5639343262,1075447.565246582,3260180.841369629,1144480.6765441897,1039331.022644043,36801.94223022461
PC (36:0); PCp(38:6),0.26951439923728754,10.32247497733717,0.33652686971618095,0.5618408720477879,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1073340.145980835,715040.3348693848,934419.0025177002,798936.8723144531,487717.5406951904,520755.48318481445,1501081.071807861,565495.3728179932,551573.441619873,40671.02262878418
PC (36:0); PCp(38:6)_2,0.31623816501373475,10.336721986695613,0.46362775171292014,0.49593340114857926,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1098453.1669311523,755911.8649902344,934852.2697143556,826708.8567199707,515433.6124267578,499082.0797729492,1467203.474472046,564009.5972595215,558790.9998779297,36498.38232421875
PC (36:1),0.2995863565692315,10.364903163527558,0.4159946432191646,0.5189424360171804,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1172225.6256256104,755884.35546875,967763.8065185548,774481.8807067871,514542.4436950683,524037.9494934082,1558410.198638916,580421.2794952393,527341.399597168,38418.34245300293
PC (36:2),0.2869099465715365,10.656509392072897,0.38146792671068397,0.5368186720137268,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1438878.4006652832,996532.1138916016,1113131.5540771484,926464.28225708,672171.686340332,677575.8850097656,1890692.8607177737,673722.9930114746,650016.4404907227,36513.8621673584
PC (36:3),0.23793252099167198,11.738454995556214,0.2621504833950894,0.608646578427777,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,3115201.568725586,2170907.823944092,2177423.71673584,1862500.7440795896,1534892.1795043943,1419661.1565551758,4288650.219177246,1343225.918395996,1289068.6963500977,39518.002670288086
PC (36:4),0.2743005358548422,12.303272799941423,0.34861150418873876,0.5549001781495988,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,4308732.340698242,2812312.9699401855,3681490.1226501465,3196106.7580566406,2088473.3629760745,2037568.09375,5925515.7919921875,2184723.6154174805,2144820.00479126,37044.02278137207
PC (36:5),0.2786998337511831,12.175221307472285,0.35990664502605796,0.5485580870288458,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,4083944.54486084,2594552.6103515625,3302031.9719848633,2845746.782348633,1835644.8310546875,1758753.9612426758,5431139.847961426,2117078.837524414,1981715.0854187012,36505.94256591797
PC (36:6),0.3478436427229416,11.905638288015094,0.5611535926582292,0.4537958156620969,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,3276899.757019043,2291955.067779541,2865296.9714660645,2462093.1835632324,1514455.0162353516,1515136.3699951172,4269117.551086426,1679083.563415527,1643278.8785095215,39996.64321899414
PC (36:7),0.4043969661847255,11.887323924679507,0.7589138432813343,0.38366864647633037,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,3571650.7203063965,2287541.713821411,2744952.402496338,2356507.614074707,1540253.7851867676,1432013.2853393557,4133002.5104675298,1586092.474761963,1588428.2809448242,41506.08236694336
PC (36:8),0.2921325666379557,11.749590325752317,0.3955121851176955,0.5294161006044015,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2906023.545349121,1991085.4551696775,2527840.515777588,2163156.1801757812,1328760.4218139648,1401810.8900146484,4153762.8084869385,1428254.4309692385,1423884.5290222168,42892.32275390625
PC (38:0),0.13818220470440684,10.922909362844807,0.08825854629685637,0.7664028377763977,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1371879.5652770996,936104.9093475342,1667425.286315918,1065123.1325378418,961997.10055542,692323.9741516113,1544220.5084533691,1540335.292541504,858190.6138305664,201841.65563964844
PC (38:1),0.17126143560613638,10.945268256109287,0.13566028331842972,0.712633972371588,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1423933.5285949707,914287.1392822266,1748555.90234375,1102013.993988037,921103.0446166992,758168.2310791016,1540768.4653625488,1526734.8310546875,882011.9263916016,197077.77838134769
PC (38:2),0.14416285344199986,11.017254232167408,0.09607526306353975,0.7565912992549935,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1551464.590057373,977349.3514404296,1735262.8902893066,1145337.6372680664,1013753.8958129884,816662.5343017578,1690591.3887634275,1579069.3018798828,897935.27587890625,180217.9161529541
PC (38:3),0.10563850624597752,11.399421920613763,0.05154690594645217,0.8203930764996076,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1920608.8248901367,1345786.1668395996,2258879.8778686523,1488482.025390625,1230750.2282104492,1066339.7164916992,2550043.2766418457,1944783.3080444336,1204400.215209961,131699.63079833984
PC (38:4),0.06965804478701328,11.395588045081448,0.022395122272428125,0.8810407586341109,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1972111.0270385745,1271784.3414916992,2180333.365081787,1525123.1832580566,1197282.5147705078,1106307.772125244,2688871.127319336,1882282.0358276367,1259628.8879699707,36616.4825592041
PC (38:5),0.0996970466525346,11.329045206660508,0.04590572454617359,0.8303472625565305,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1840459.329040527,1253247.875579834,2066995.373535156,1544624.383728027,1161199.7526245115,1040244.238708496,2514339.6647338867,1791273.2988891602,1187661.6634521484,32916.36234664917
PC (38:6),0.21851747798043267,11.584899176096433,0.22104213931743288,0.6382470052360486,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2410972.672821045,1559145.194580078,2459125.271118164,1924574.073852539,1329026.1171569824,1096592.3419189453,3136485.163543701,1987675.758178711,1303691.910522461,36380.62239074707
PC (38:7),0.2754468779781856,11.4924282515419,0.35153699971124297,0.5532443587418723,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2274356.069152832,1522532.044555664,2516891.8024902344,1701978.518005371,1241948.6104736328,1069392.1952514648,2644534.98046875,1908615.1712036133,1262968.332763672,37295.28276062012
PC (38:8),0.26484116813786474,11.390643795613437,0.324935649332474,0.5686564891171405,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,2089666.9063110352,1391616.5280456543,2350869.321411133,1609270.7653503418,1156137.2275390625,1009596.0447387696,2434330.098510742,1812139.113647461,1186555.0354614258,34549.04225921631
PC (38:9),0.2164190374213279,11.26712222769804,0.21680927915440407,0.6414819166032283,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1857659.9555664065,1244237.6931762695,2129772.312652588,1479556.658996582,1123529.1834716797,905738.08056640625,2267927.247894287,1711167.0705871582,1081376.6384277344,34778.76306152344
PC (40:0),0.045078788260153574,11.436063667873933,0.009373574251640093,0.9228715479270263,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1582781.1389160156,1412196.8814697266,1444050.828857422,1418034.682861328,1448404.92578125,1222904.2131347656,1488455.0051269531,1432089.041015625,1387893.5847167969,2047339.2370605469
PC (40:1),0.06977039006312917,11.478585666126856,0.02246747114986647,0.8808501932906545,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1633122.9645996094,1462032.466796875,1552190.3928222656,1433003.928955078,1452266.237548828,1244676.9318847656,1511477.6423339844,1492374.822265625,1412461.0703125,2134648.975341797
PC (40:10),0.1821518518608549,11.046157683333005,0.15349322671681875,0.6952192099442834,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1557999.5173950195,958850.7764892578,1828344.5742492676,1241833.4076843262,1027946.158569336,766694.6724853516,1683945.4159851074,1588597.3434448242,956192.2734680176,197675.9581604004
PC (40:2),0.07442783519501907,11.304182111800312,0.02556988117066794,0.8729552394332997,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1444073.6162109375,1317454.6396484375,1454481.46484375,1338964.0627441406,1279268.3020019531,1103519.4831542969,1436023.740234375,1379619.2543945312,1277553.9731445312,1628081.5307617188
PC (40:3),0.055624760696567514,11.24836500562339,0.014275964371336158,0.9048934465936503,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1419251.337890625,1219414.8254394531,1356977.994140625,1326434.49609375,1240400.8415527344,1105497.292236328,1410619.938232422,1275827.8666992188,1262121.912109375,1529328.800048828
PC (40:4),0.09052216417033154,10.910096841315099,0.037837651012523565,0.8457695005791808,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1081032.374633789,950275.2263183594,1241155.0922851562,1072188.1606445312,848982.7995605469,778181.5689697266,1168042.4727783203,1157312.3801269531,1033120.259765625,1096883.887451172
PC (40:5),0.22242992157270441,9.814464258405975,0.22904220728196378,0.6322349285045603,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,710224.4737930298,442718.9234313965,667303.0416412354,505079.23739624023,387625.72805023193,370193.5038757324,786520.5244750977,500717.0267944336,408577.66415405273,213092.73098754883
PC (40:6),0.2353407882271215,10.124248916828835,0.2564586107728246,0.6125636429164754,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,898211.360534668,589123.3134613037,776436.8652191162,652600.7422485352,460299.01458740234,446873.098236084,1083875.3007354736,562043.6393737793,507747.7749633789,221396.63761138916
PC (40:7),0.3331280736497677,10.341843695832665,0.5145848000793194,0.4731608383335809,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1072353.8200683594,694386.656173706,934193.7870941162,829198.560798645,557978.7012023926,485296.1728210449,1273069.6962738037,576494.4826049805,575257.8496246338,221513.89488220215
PC (40:8),0.31511159500885016,10.691529259669545,0.4603240243450273,0.49747257891074953,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1373985.9977111816,881063.5364074707,1276959.448059082,997355.1043395996,691568.1838684082,664083.3470153809,1452812.238357544,912447.7685546876,761100.6529846191,207526.0332107544
PC (40:9),0.1520497123337404,11.061921104743945,0.10689169809484156,0.7437110287677665,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1567999.7755126953,1004099.2340393066,1812571.5178833008,1201865.443786621,1021380.1309814452,799959.0910949707,1772807.013305664,1621786.4715881348,939977.9172973632,202017.2525405884
PC (42:0),0.02431582597155306,10.015209225903323,0.002725945956626674,0.9583608929480739,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,577972.2818603516,545564.4717407227,411119.3937072754,453479.5969238281,582000.2416381836,479390.55627441406,520529.3158569336,402835.9885559082,438820.7575073242,1069963.878173828
PC (42:1),0.0685657164402442,11.33109354467267,0.02169770201180654,0.8828941286458597,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1427023.9190673828,1306623.5635986328,1287468.8671875,1330715.654296875,1325592.940673828,1113729.1340332031,1248765.830078125,1253101.9288330078,1327000.9045410156,2137677.9674072266
PC (42:10),0.042928182645728404,11.42380293435784,0.008500086324602307,0.9265423853824362,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1542269.5522460938,1418976.9555664062,1421037.5119628906,1424112.4223632812,1440854.13671875,1249677.1325683594,1451271.1552734375,1407823.5073242188,1383108.8051757812,2020699.6357421875
PC (42:11),0.07214304841368051,11.413977727121058,0.024022841014812002,0.8768268079213586,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1515794.0729980469,1397111.9274902344,1495301.727294922,1425890.895263672,1421910.8159179688,1238601.7521972656,1445798.673828125,1387356.2944335938,1330843.3618164062,2012114.6120605469
PC (42:2),0.056549040341471554,11.407112684158728,0.014754655505385017,0.9033197708924454,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1514512.1345214844,1392059.4216308594,1381845.8447265625,1355349.8618164062,1393669.3264160156,1174518.5776367188,1312771.5986328125,1379796.3897705078,1397697.8166503906,2214197.7587890625
PC (42:3),0.023584674954206002,11.393071198649785,0.0025644450452091405,0.9596121094292405,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1478058.9360351562,1388212.5795898438,1321376.9831542969,1342641.4814453125,1368938.9949951172,1210809.7150878906,1290115.4558105469,1386319.586669922,1420944.4919433594,2168029.4067382812
PC (42:4),0.02925430760058349,11.410791276709446,0.0039461536216549575,0.9499110995074703,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1521322.8979492188,1389392.2724609375,1337972.76953125,1367366.096923828,1427933.2292480469,1222489.4826660156,1282135.3188476562,1367077.15234375,1454099.8212890625,2184479.3193359375
PC (42:5),0.07255571830012757,11.422968333358629,0.024298685199028114,0.876127330131689,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1550687.0874023438,1406789.9045410156,1386547.58203125,1400052.1174316406,1418611.1184082031,1222547.242919922,1274619.7729492188,1386006.76171875,1405139.7072753906,2227900.157470703
PC (42:6),0.10199525605294008,11.445238549124593,0.048048928384559986,0.8264937430847609,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1592153.2060546875,1422065.9753417969,1457543.7177734375,1439143.065673828,1428668.1796875,1212852.8198242188,1363107.1560058594,1378144.5991210938,1383445.50390625,2245568.501586914
PC (42:7),0.0823990212649369,11.516047734511869,0.03134587371641828,0.8594709540261376,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1666495.055419922,1481602.0871582031,1557059.0720214844,1574422.7915039062,1493516.2739257812,1266471.0622558594,1566049.389892578,1487589.6599121094,1477148.1450195312,2158533.407714844
PC (42:8),0.06145392788125624,11.501621337247288,0.017427205552849045,0.8949746881240805,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1700541.6362304688,1472248.3706054688,1534358.4768066406,1431874.0185546875,1478002.6484375,1277358.6215820312,1560647.2421875,1442708.116455078,1466663.9807128906,2199053.8227539062
PC (42:9),0.06725270364524526,11.483879400521166,0.02087402700635721,0.8851226600373062,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,1616484.1186523438,1473657.461669922,1529695.2902832031,1485733.4521484375,1454149.5590820312,1253753.2271728516,1539959.4212646484,1457257.2387695312,1453568.250732422,2119129.860595703
PC (44:0),0.10358322139754073,6.495723919263291,0.04955406771505011,0.823841053550303,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,50888.46403121948,44885.08349609375,49500.282554626465,42205.503410339355,48110.86358642578,41732.80313873291,46110.52394866943,41685.00266265869,37498.24298095703,80031.48616409302
PC (44:1),0.007925222915033473,6.5505177377180965,2.894338031182997e-4,0.9864264409198528,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,51940.46336364746,45810.604164123535,46116.922592163086,42730.22184371948,52104.00288391113,41677.1623916626,50933.02239227295,42276.1236076355,41909.7830657959,84690.0256652832
PC (44:10),0.11273570513384408,7.77409404536208,0.05871262062782989,0.8085423886748561,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,135141.167842865,105637.54731750488,109311.6477355957,98530.7873687744,114298.1075668335,94585.54804992676,118187.46895599364,96059.28789520264,89323.04524230957,205776.51364135745
PC (44:12),-0.009560372368009221,9.30868923419905,4.2102998713744455e-4,0.9836293432874547,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,309817.8291168213,289504.30432128906,274378.1179962158,279560.6388320923,327483.38595581055,262963.7820739746,294910.74390411377,271139.4140548706,274953.9784927368,745533.4257659912
PC (44:2),-0.10713236278325872,6.729962635062778,0.05272195241764166,0.8183928043410267,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,PC,58098.00439453125,47602.16346740723,45569.324489593506,45159.9627532959,61940.66571044922,49070.88346481323,56769.743881225586,46375.16355133057,47396.982513427734,105526.24722671507
