lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
Lyso_PE(22:5),-0.35044293174162944,6.948115515266032,0.35716021563348477,0.550087624608019,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,82316.40533447266,86590.78717041016,21650.18165588379,52856.0234375,36109.64303588867,81636.5061340332,95906.06637573242,41637.442779541016,47812.822982788086
Lyso_PE(22:6),-0.1216600455599868,6.380195665230311,0.04256367383459292,0.8365490369971078,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,52234.62341308594,54092.623596191406,24926.161743164062,32862.62208557129,20846.861347198486,56439.46432495117,51365.76400756836,21781.80149841309,43074.343338012695
Lyso_PE(24:0),0.033294351157726776,6.509180835609413,0.003160129627758579,0.9551705076763968,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,52534.56359863281,55542.14337158203,24610.461791992188,31041.922088623047,29714.40182495117,46298.42367553711,45918.10354614258,29016.76205444336,73709.224365234375
Lyso_PE(24:1),-0.18309629141603634,6.872921240807923,0.09671709270514839,0.7558053972314979,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,60180.62387084961,70764.40463256836,21535.161529541016,51099.26431274414,43301.00288391113,67538.14346313477,63269.32446289063,42653.62296295166,89366.2847290039
Lyso_PE(24:6),-0.10536169628864586,6.4009729690903105,0.03189559683801235,0.8582569897074583,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PE,52567.98432922363,49621.32345581055,21272.301467895508,46052.22380065918,28195.1219329834,47553.24279785156,50448.36322021485,35764.041511535645,36389.14225769043
Lyso_PG(12:0),-0.42560263667988346,7.160449464424746,0.5285072701553872,0.46723511100135445,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,31182.0421295166,98600.6259765625,26409.36206436157,75531.40515136719,78867.64569091797,80440.98516845703,94559.686767578125,82272.14642333984,62100.60400390625
Lyso_PG(13:0) | PG (12:0),-0.6687169982847748,7.780311276445771,1.316556352136558,0.25121101417050723,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,37177.342849731445,153457.5291748047,40947.20279312134,96411.5867919922,100949.06640625,148135.2498779297,185458.99267578125,91264.86669921876,111238.74743652344
Lyso_PG(13:0) | PG (12:0)_2,-0.5384360954895089,7.839553161501441,0.849681940810342,0.35664233073277124,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,40038.10314941406,168025.81127929688,40570.34296417236,111212.8878173828,110618.6884765625,146011.9500732422,183567.01416015625,92566.806884765625,116032.82824707033
Lyso_PG(14:0),-0.33669459232638527,7.006481557023219,0.32948337581638043,0.56596345356717,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,29961.38212585449,91385.8270263672,14505.84103012085,96856.80569458008,68936.86416625977,68318.88424682617,74471.96533203125,83255.00537109375,49676.62432861328
Lyso_PG(14:1) | PG (14:1),-0.3961184147256197,10.648479841520096,0.45726363122230396,0.4989056030856628,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,329679.2849121094,1025485.4008789062,115480.76885604858,1861440.6997070312,688667.75048828125,713315.00927734375,953785.64404296875,1386853.9106445312,288534.4426269531
Lyso_PG(14:1) | PG (14:1)_2,-0.3876589199640394,10.654070128650812,0.4377819434303092,0.5081949641670658,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,322873.1459960937,1022232.7177734376,125751.98804855348,1868853.05859375,695730.224609375,720797.26220703125,944955.755859375,1387978.0146484375,292964.9814453125
Lyso_PG(15:0) | PGo (16:0),-0.5710430631870017,6.932693604127692,0.9568325435420775,0.3279862084461543,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,28092.20162200928,80428.92431640625,13147.240936279297,64036.48435974121,68198.02490234375,63018.18440628052,90560.02697753906,72912.36505126953,63839.22380065918
Lyso_PG(15:0) | PGo (16:0)_2,-0.4351246760797117,6.881212813700565,0.552634085634963,0.4572434011797283,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,25619.20156860352,76202.74573135376,15840.121170043943,68123.58480834961,66891.4652709961,47168.08304977417,89681.98654174805,70348.32418823242,63154.72477340698
Lyso_PG(15:1),-0.6198404740691119,7.427129921859076,1.1292934698833506,0.2879260932032505,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,40837.68254852295,104567.12664794922,22235.60167312622,88394.56591796875,71533.02453613281,111108.56829833984,106764.50677490234,86968.3251953125,124935.75091552734
Lyso_PG(16:0),0.48950135203867917,6.997485697492725,0.6626257520947547,0.4156344817475926,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,1482.7800903320312,1466.4600982666016,1450.540096282959,252740.6211547852,167324.37356567383,1652.4201278686523,1460.600112915039,167109.3533935547,1476.4401016235352
Lyso_PG(16:1) | PG (16:1),0.1725815521382237,5.48184376387713,0.0841821734320547,0.7717078782394826,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,1470.2001037597656,1463.5801048278809,1450.0401077270508,64573.56439208984,66019.54489135742,1455.9201164245603,1604.7201080322266,65649.48458862305,1547.0800971984863
Lyso_PG(16:1) | PG (16:1)_2,0.1546384165803785,5.474485096562919,0.06766450340273877,0.7947681137622328,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,1469.120101928711,1463.9001007080078,1450.0401077270508,65880.7639465332,63689.20376586914,1460.2800979614258,1505.4401092529297,65975.76446533203,1465.0601119995115
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),-0.47784317644647967,10.760943294246054,0.6676588882546639,0.4138690177266171,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG | PG,269054.2827453613,1211100.3901367188,111745.08740234376,2082794.2631835935,617377.0625,833568.47021484375,1155757.3764648438,1442103.4287109375,270501.8620605469
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,-0.4801618363220723,10.75622263122134,0.674216081679333,0.411585539476871,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG | PG,197801.63776016235,1120453.145263672,107011.74765777588,2211664.442138672,660171.5048828125,788924.75390625,1098897.3393554688,1544390.5166015625,247907.35473632807
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,-0.45654658753228955,10.74120736266144,0.6089514193299692,0.43518289265304944,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG | PG,198501.51239395145,1032293.5270996094,97830.867919921875,2297427.8745117188,684750.39990234375,737858.494140625,1026135.63671875,1613862.654296875,218858.333984375
Lyso_PG(17:1) | PGp (18:0),-0.13320099859493967,6.6801125386518825,0.0510542664395075,0.8212388219176311,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,21777.701599121097,75810.60586547852,11008.500839233398,76240.72598266602,62695.6833190918,50110.323638916016,49994.92346191406,60616.30432128906,50902.10313415527
Lyso_PG(17:1) | PGp (18:0)_2,-0.17979624517760934,6.675764616350544,0.09324621059840865,0.760090136440631,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,14801.041217803957,75472.8459777832,12291.080863952637,74860.42657470703,63838.024658203125,50829.223876953125,49294.32360839844,62489.36407470703,52266.263259887695
Lyso_PG(17:2),-0.48378053277510397,6.850338535974195,0.6844798825552516,0.40804834794661426,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,19385.561241149902,83332.34609985352,14886.001098632812,57492.40423583984,60963.82360839844,72752.0654296875,67634.28466796875,58913.184173583984,74178.66488647461
Lyso_PG(18:0) | PG (18:0),-0.4304878207551891,9.480700729115979,0.5408363103470037,0.4620863388745462,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,69446.00533676147,630183.5602416992,22771.621612548828,255233.4156494141,219199.39416503903,270748.4178466797,513320.7364501953,153218.15118408203,1006352.5754394532
Lyso_PG(18:0) | PG (18:0)_2,-0.3672226051499847,9.525970265375111,0.39248818962005316,0.530994394908086,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,151972.39044189453,623498.3439941406,26621.441871643063,253911.3983154297,220012.93603515625,278998.5871582031,521076.3582763672,160355.33221435547,1004986.3320922852
Lyso_PG(18:1) | PG (18:1),-0.4457613476377921,6.591308624998685,0.5802288415009116,0.44622263635169085,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,18075.04140472412,64610.56408691406,16629.501251220703,49744.88314819336,48423.263427734375,57904.16421508789,57463.84436035156,50030.34344482422,59695.784240722656
Lyso_PG(18:1) | PG (18:1)_2,-0.40769815272128396,6.572654144218635,0.4845983864111081,0.4863467864649575,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,15275.121109008787,66471.36492919922,16074.62121963501,55122.30349731445,46652.60339355469,55557.24383544922,57780.30389404297,48653.64318847656,56918.223693847656
Lyso_PG(18:2) | PG (18:2),-0.3897321826819651,6.410413539463814,0.4424854246612995,0.5059252797951685,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,11264.480712890623,68260.40475463867,13466.78095626831,42524.42321777344,41135.48254394531,53530.50393676758,48194.72317504883,39259.50286865234,56175.00375366211
Lyso_PG(18:2) | PG (18:2)_2,-0.39159711645203116,6.406786121508461,0.4467661869146009,0.5038746546025621,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,14656.221046447754,67811.64450073242,12482.920879364014,39760.5428314209,41481.68314361572,49334.76336669922,52190.34399414063,38996.342849731445,56802.843490600586
Lyso_PG(18:3) | PG (18:3),-0.6120783456196773,7.609657127066526,1.1008968460970436,0.2940693683115994,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,26986.82182312012,131288.14923095703,15666.021049499512,93182.5678100586,88314.5673828125,122384.76724243164,118545.48843383788,81362.76644897461,183594.97329711917
Lyso_PG(18:3) | PG (18:3)_2,-0.559109737756296,7.595829975875901,0.9168753928525746,0.33829673174651187,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,31245.822135925293,127775.82864379884,15550.881229400637,92210.64569091795,92471.20642089844,114632.96746826172,120569.24768066406,79242.22660827637,179755.27095031738
Lyso_PG(18:4),-0.5297978166026014,6.668103896567851,0.8223422290203639,0.3644962419878927,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,20263.30142593384,74594.96514892578,13265.22089767456,47273.26371765137,49945.10363769531,63900.224609375,68357.3039855957,47275.16355895996,64394.94375610352
Lyso_PG(19:0),-0.8485036153775926,6.828763360713034,2.130465616341098,0.1443968876615219,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,22939.702033996586,99370.78726196288,29035.642517089844,7091.660499572754,1482.260097503662,90184.40692138672,99850.367431640625,1575.7201194763184,129053.2489013672
Lyso_PG(19:1),-0.6197249224405523,6.048872769439201,1.1287872868178965,0.2880341606630582,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,18265.441387176517,68344.76486206055,20064.701293945312,1506.5800971984863,1947.4201164245603,54322.40408325195,56904.52368164063,1614.6401138305664,57384.06451416016
Lyso_PG(20:0),-0.3183203230833693,6.925743799390753,0.2942544949481771,0.5875069608308295,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,24966.14186096192,80667.50579833984,29744.1220703125,66104.90548706055,55315.6637840271,79890.7855834961,67670.92492675781,54257.36389160156,68203.16497802734
Lyso_PG(20:1) | PG (20:1),-0.41566717859714514,8.165121934561988,0.5039195942458718,0.47778293081126477,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,62393.72423553467,195821.6142578125,75050.8251953125,134309.72912597656,120683.92822647096,178469.873046875,185498.41381835935,136511.50927734375,151699.4521484375
Lyso_PG(20:1) | PG (20:1)_2,-0.4527992912999061,8.18804936175675,0.5988937003630781,0.4390004410843069,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,67950.94521331787,196073.693359375,72926.764892578125,136436.1104736328,117789.02828216551,178875.5927734375,192032.65283203125,143339.47216796875,157208.93017578125
Lyso_PG(20:2) | PG (20:2),-0.7446778207564736,8.249286804285436,1.6364669464883255,0.20081090716300604,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,90622.92725372314,285411.64248657227,20144.241317749023,126349.82759094238,135591.2717819214,208107.29663085935,283014.3035888672,157858.75057983398,75848.12626647949
Lyso_PG(20:2) | PG (20:2)_2,-0.7285237045629931,8.235331213164299,1.565492520789121,0.21086281830877598,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,81918.46466064453,271632.52432250977,20788.201583862305,135710.6885986328,141949.5510559082,203089.376159668,271758.5769958496,161408.87243652344,79736.98617553711
Lyso_PG(20:3) | PG (20:3),-0.37456994310683733,6.509595626674489,0.4084580272378844,0.5227531891467231,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,21389.601776123047,65918.30462646484,20446.681411743164,45412.323318481445,31054.822216033936,55877.044342041016,59028.844177246094,35008.04235839844,61253.543884277344
Lyso_PG(20:3) | PG (20:3)_2,-0.30003581475685265,6.500194897327051,0.2611947586524366,0.6093005253230014,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,23647.941619873047,69630.6644897461,19581.92126464844,43416.16328430176,30767.981941223145,52333.78366088867,55295.88366699219,36153.58251953125,62474.78518676758
Lyso_PG(20:4) | PG (20:4),-0.2811948473989197,6.322195666939983,0.2292151726467182,0.6321063776929131,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,22074.70171356201,62411.18392944336,20803.881607055664,33355.48222732544,21874.181476593018,50316.70336914063,48369.20318603516,25622.221557617188,59044.60400390625
Lyso_PG(20:4) | PG (20:4)_2,-0.3104749887290622,6.283754367061009,0.2798184736363254,0.5968202202054051,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,22651.281490325928,58297.76396179199,19744.78142547607,32439.76194763184,23845.56146621704,47936.46319580078,50528.083435058594,25481.22179031372,54664.10339355469
Lyso_PG(20:5) | PG (20:5),-0.4139768808671146,7.120524352968716,0.49978062757872976,0.4795965283803309,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,33279.34234237671,120679.02905273438,45513.02331542969,51847.24350357056,12547.22092819214,95547.9072265625,96515.82678222656,38832.68264007568,97097.947265625
Lyso_PG(20:5) | PG (20:5)_2,-0.41878007983761734,7.12170342224259,0.5115488654737419,0.4744691317030612,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,40075.10256958008,110495.84802246094,43231.74279785156,53899.28333663941,15377.94104385376,93829.56677246094,95290.8662109375,40695.302879333496,100433.68798828124
Lyso_PG(21:0),-0.3057665827518243,6.922776738207933,0.27134625741223317,0.6024301179399089,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,29722.10232162476,72337.72518920898,20359.28140258789,65967.38375854492,84339.94592285156,73391.18536376953,69278.06475830078,64053.06430053711,55121.823150634766
Lyso_PG(22:0) | PG (22:0),-0.5424023598017886,8.126615479982709,0.8623787694923521,0.3530738649881113,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,115272.68673706056,246874.18212890625,36193.02255249024,109431.30798339844,105790.38842773438,220064.37451171875,198444.07348632807,119658.20874023438,97126.206298828125
Lyso_PG(22:0) | PG (22:0)_2,-0.5273743859695557,8.29203522655315,0.8147970408463152,0.36670579399502823,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,133046.94898986816,305872.8214111328,35623.78289794922,122322.34838867188,114068.62829589844,242537.3404541016,237688.99822998047,131945.7901611328,87367.98498535156
Lyso_PG(22:1) | PG (22:1),-0.4347216395595044,6.377532813880834,0.5515875289011092,0.45766975528715625,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,18021.96137237549,53876.0634765625,13963.400970458984,40216.4030456543,42132.60272216797,50168.22268676758,49870.204040527344,39882.40264892578,55659.60400390625
Lyso_PG(22:1) | PG (22:1)_2,-0.3784843621984504,6.417513403120245,0.41710963888908736,0.5183828130332542,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,19892.201599121097,57000.74412536621,15160.901260375977,43544.18281555176,40328.94276428223,49406.52301025391,52767.66409301758,38844.862716674805,56924.54309082031
Lyso_PG(22:2),-0.4946870430133826,6.704648256164862,0.7159938856065651,0.39746113958750595,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG,25877.062007904053,70406.7251586914,15869.980918884276,56472.00408935547,49606.223205566406,63123.42419433594,71334.88481140137,52930.98394775391,55307.94386291504
Lyso_PG(22:4) | PG (22:4),-0.4852174227234293,7.048539458771299,0.6885967539466264,0.4066420871769488,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,32203.10205078125,97652.04718017578,21209.92155456543,62163.00408935547,65470.62438964844,85420.36553955078,87246.1265258789,65949.26382446289,66790.425048828125
Lyso_PG(22:4) | PG (22:4)_2,-0.5541294775913361,7.041454398381008,0.9004395927906899,0.3426638675187726,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,29382.00225830078,95158.586181640625,20540.08139038086,62115.744689941406,63417.54382324219,88287.406982421875,86601.12637329102,67873.10481262207,67896.06561279297
Lyso_PG(22:6) | PG (22:6),-0.7606487473223121,7.209787387592302,1.7081608170092295,0.19122416906509834,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,27175.182441711426,95293.465087890625,24314.221557617188,71638.82501220703,71060.46472167969,165650.92999267578,72002.50451660156,62544.224060058594,62303.984130859375
Lyso_PG(22:6) | PG (22:6)_2,-0.761881864950681,7.243008267439002,1.713765115853675,0.1904975937933693,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PG | PG,30767.982414245605,93761.96667480467,25812.70147705078,71281.52499389648,73096.96588134766,166309.3084716797,74045.684814453125,66782.78479003906,64106.305236816406
Lyso_PI(12:0) | PI (12:0),-0.39731820169482057,6.712863550757876,0.460037213160831,0.49760658207147224,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,24602.56173324585,72075.10531616211,11705.90083694458,63254.58444213867,61284.885009765625,67876.32531738281,86122.82629394531,30239.622676849365,51699.76379394531
Lyso_PI(12:0) | PI (12:0)_2,-0.29315925356047523,6.740984416983179,0.24928308877679228,0.6175803296076012,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,21995.241653442383,77438.42562866211,13926.821025848389,64508.463775634766,65272.98348999024,65886.62432861328,81791.82601928711,32253.86252593994,53322.10321044922
Lyso_PI(12:0) | PI (12:0)_3,-0.37667724176982276,6.73302000639368,0.41311118326302676,0.5203946006620063,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,22679.261657714844,70420.44485473633,11940.680770874023,62476.72550964356,67985.12423706055,67827.08511352539,84666.48651123047,31480.00217437744,55023.68432617188
Lyso_PI(13:0),-0.4840020022631052,7.222707718179137,0.6851212312831194,0.4078288048838003,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI,41032.8224029541,94464.28717041016,23581.44152450561,65335.46453857422,79814.026123046875,83247.60638427734,129986.2890625,49637.38388442993,90002.8871459961
Lyso_PI(14:0) | PI (14:0),-0.32430551307056654,6.9015017760688355,0.30550834602399846,0.5804496127652826,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,24732.501640319824,88409.08752441406,7737.82052230835,74173.72543334961,76086.5258178711,76960.58627319336,87671.1655883789,35135.28242111206,67115.76525878906
Lyso_PI(14:0) | PI (14:0)_2,-0.3038334504057538,6.908448438873164,0.2679020412360842,0.6047425852402025,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,27165.76196670532,88502.4866027832,10610.080707550049,74629.80499267578,74569.52569580078,75960.22521972656,88593.86581420898,37317.002670288086,61796.04522705078
Lyso_PI(14:1),-0.3428698833653872,9.528885024046279,0.341788044112036,0.5587989428446051,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI,78919.04601287842,621943.439453125,34645.622703552246,519473.103881836,514444.1762695313,539328.4323730469,572075.638671875,195377.23229599,287219.0819091797
Lyso_PI(15:0) | PIo (16:0),-0.2511810782641586,9.149781350703012,0.18264597641973523,0.669109122391627,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,26341.74208831787,519169.1562843323,15721.86092376709,514272.61895751953,438555.193145752,280641.96061325073,544975.1896972656,215788.75708007807,77248.48648071289
Lyso_PI(15:0) | PIo (16:0)_2,0.17885994966714897,8.903096046224285,0.09039192990530864,0.7636794880063371,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,18559.62121963501,411753.2945327759,8702.520603179932,518677.5618286133,467257.43045043945,3125.5801887512207,554104.5033073425,176396.09419250488,74041.88470458984
Lyso_PI(15:1) | PIp (16:0),-0.40974647057734453,6.841831921247711,0.4895282768229663,0.4841378048221859,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,26131.481590271,81123.9048461914,11199.480709075928,65215.265716552734,60368.0033569336,67713.40435028076,83535.32638549805,42184.54336547852,73600.72549438477
Lyso_PI(15:1) | PIp (16:0)_2,-0.17018072102185625,6.846889926655423,0.08349833826650865,0.7726113830595022,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,25674.4416885376,78987.32531738281,16357.781074523926,66313.56491088867,68678.98593139648,62624.26416015625,81324.5856628418,31244.242218017574,76934.50500488281
Lyso_PI(16:0) | PI (16:0),1.2160978444280455,5.592462785125501,3.846881003333692,0.04983858932285903,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,1466.2001037597656,1663.0201110839844,1457.2401084899902,82126.08554077148,90982.32696533205,1543.7800979614258,1506.9401092529297,40844.24295043945,1476.2200965881348
Lyso_PI(16:0) | PI (16:0)_2,0.9829236782455035,5.624836851202299,2.56669403792057,0.10913559378084649,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,1462.4600982666016,1682.400119781494,1457.5401039123535,86098.767333984375,85226.60675048828,1941.2401161193848,1590.58012008667,47394.96298217773,1504.780101776123
Lyso_PI(16:1) | PI (16:1),1.3415131861928677,6.1190416281963715,4.626339222028946,0.031484673260645295,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,1461.440097808838,1534.800106048584,1457.540096282959,131743.10919189453,126482.3278503418,1476.6401023864746,1527.8801040649414,56095.24376296997,1462.5600929260254
Lyso_PI(16:1) | PI (16:1)_2,1.4228118201281401,6.177776229591449,5.1634333312258605,0.023067254113435947,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,1461.7001190185547,1556.3000946044922,1457.2601127624512,139959.6072998047,132299.287109375,1479.8200988769531,1464.620101928711,55863.90421295166,1469.640106201172
Lyso_PI(17:0),-0.6284025630730576,9.183980668987566,1.1610778170725098,0.2812421227843423,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI,58863.44422912598,522382.7579345703,27639.521991729736,397946.46197509766,329690.12677001953,537434.7490234375,515706.74365234375,146157.7112121582,128606.22680664062
Lyso_PI(17:1) | PIp (18:0),-0.2992906887123519,6.619330725474323,0.25989173153857337,0.6101945464230958,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,PI | PI,19301.021411895752,70460.52508544922,13459.300937652588,51768.42367553711,52180.24450683594,61160.38438415527,68238.00421142578,25409.14189147949,71269.84600830078
