lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
Lyso_PC(14:0),0.1363569407865351,8.760944901309733,0.04930831473211583,0.8242712579281498,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,193965.55139160156,198015.6134033203,198697.41284179688,164846.17041015625,178557.37377929688,199302.31298828125,299713.3961791992
Lyso_PC(14:1),0.16232667307770726,8.437561511505272,0.06986767093667368,0.7915295484559811,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,153161.81298828125,161758.591796875,170637.77001953125,131529.1483154297,143456.431640625,162883.21002197266,226274.31677246097
Lyso_PC(15:0),0.15584895912510366,9.30767138605811,0.0644060115319007,0.7996629025027232,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,289042.0607070923,282083.1940307617,283608.35565185547,228244.71633911133,252735.8761291504,294030.86206817627,456309.5058441162
Lyso_PC(15:1),0.11831491561849851,9.088733814869125,0.037126680130313616,0.8472073566045215,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,237573.4570465088,242139.5730895996,249241.88037109375,195633.83151245117,227935.71405029297,254834.17517089844,387608.71409606934
Lyso_PC(16:0),0.16170508821524224,9.005948720264016,0.06933439721706236,0.7923083728823405,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,231953.0191040039,254127.5302734375,230902.83569335935,198958.31341552737,222372.3583984375,225734.2387084961,341258.92666625977
Lyso_PC(16:1),0.18940377475855122,8.87594100993081,0.09510286928616551,0.7577874687523803,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,218835.897857666,230079.5399169922,215836.05505371097,179472.37353515625,208194.7756347656,201951.55517578125,305760.84201049805
Lyso_PC(16:1)_2,0.16904287191187015,8.871248838379303,0.07576583042100538,0.7831196151096396,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,213202.51495361328,228598.17864990231,213364.51400756836,178669.31225585938,203020.33477783203,206924.0563354492,309537.7053833008
Lyso_PC(17:0),0.054344097362916385,7.261511000037102,0.007834152294890373,0.9294707431713523,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,68162.02474975586,74251.02435302734,61937.68325805664,63446.364196777344,63986.64566040039,70835.78567504883,105064.66651916504
Lyso_PC(17:1),0.2212209393288798,7.533781888191637,0.12970164548308105,0.7187415838156724,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,81375.7650756836,100988.14587402344,98807.10440063477,76202.38586425781,82043.1854095459,84666.7265625,98923.50466918944
Lyso_PC(17:2),0.19081468050398426,7.536389710446906,0.096521782431239,0.7560442456209963,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,84929.48442077637,99804.7646484375,93646.6442565918,77509.14505004883,84948.26722717285,83562.18447875977,99576.6662902832
Lyso_PC(18:0),0.16388267187504338,7.5805580063948685,0.07121175095863919,0.7895805745807238,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,87229.50686645508,104114.10618591309,99166.38619995116,75587.42486572266,101409.22686767578,85377.52505493164,94221.82421875
Lyso_PC(18:1),0.18217291897647986,7.547377911170952,0.08798280746214004,0.7667574339694475,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,80200.70565795898,107466.66821289062,96909.36651611328,74625.46566772461,99568.6478881836,79150.88516235352,94584.084716796875
Lyso_PC(18:2),0.11307136693794302,7.455923590947457,0.033908735162924586,0.8539010808667222,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,74418.724853515625,95595.8258972168,91070.74609375,69174.48583984375,93846.1266784668,80808.28729248047,88339.04705810547
Lyso_PC(18:3),0.10990134696598254,7.2924240449621545,0.03203436214607791,0.8579522613230727,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,65040.584869384766,82826.22457885742,81849.36590576172,60772.24401855469,81969.02670288086,72265.02438354492,83306.4447631836
Lyso_PC(18:4),0.036162872542607666,6.97950800091516,0.0034691525147252378,0.9530321467401471,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,47005.26303100586,61642.364349365234,63520.66418457031,48834.903091430664,56667.34408569336,63303.76412963867,79343.0454711914
Lyso_PC(19:0),0.08932841689352498,8.230365334674152,0.021165792702049657,0.8843282090554079,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,129964.28955078124,135465.22875976562,170893.55297851562,121821.728515625,133721.26904296875,158563.51220703125,157374.3310546875
Lyso_PC(19:1),0.1006611151069785,8.3505634319862,0.026875773410210968,0.8697796986325225,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,135391.95043945312,161986.73022460938,184284.171875,132118.4287109375,153739.55200195312,167019.77172851562,164997.83056640625
Lyso_PC(19:2),0.08573020681969622,8.399841343644967,0.0194952942956661,0.8889558521504396,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,139944.62963867188,169943.39184570312,188709.69213867188,137134.68872070312,159176.27124023438,176978.853515625,167100.55078125
Lyso_PC(19:3),0.08273631590641191,8.382562794143041,0.01815761279067374,0.892809391835535,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,142770.5107421875,162278.11279296875,190301.7126464844,136890.22998046875,159878.41162109375,175262.45288085938,159312.2529296875
Lyso_PC(2:0),0.09121853742054163,6.4210958514825185,0.02206947823469818,0.8819024193036862,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,44527.34341430664,41813.06314086914,37966.68246459961,34395.862396240234,36972.22259521485,46396.063903808594,45205.82272338867
Lyso_PC(20:0),0.18654257297285023,7.523899688529765,0.09225116146080836,0.7613345428879238,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,75896.76541137695,86251.98596191406,119230.26586914062,62083.14358520508,71881.84484863281,114222.54699707033,89313.10461425781
Lyso_PC(20:1),0.14515224756808573,8.064263968360228,0.055871167754048656,0.8131449317186008,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,121713.86865234376,129361.54931640624,144349.95043945312,109956.08813476562,118474.84838867188,132567.92919921875,141904.9503173828
Lyso_PC(20:2),0.10161332895035949,8.259466383906108,0.027386497075895022,0.8685593736240048,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,133300.07006835938,147670.03051757812,168661.5107421875,122888.26953125,129807.5693359375,169024.55126953125,157906.43115234375
Lyso_PC(20:3),0.10693464960142554,8.221659696047793,0.03032928392622125,0.8617451843007596,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,129584.82788085938,138929.9892578125,171967.13110351562,122997.36865234376,126254.587890625,162846.17236328125,150656.23168945312
Lyso_PC(20:4),0.09674974654904434,8.182136126561156,0.02482804733699595,0.8747962888038106,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,125265.5107421875,133114.04956054688,164809.67211914062,120119.32836914062,120074.8076171875,158426.83081054688,152246.89013671875
Lyso_PC(20:5),0.05472576094527461,8.228633950789645,0.007944785057588888,0.9289757953101698,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,131087.2490234375,135289.869140625,162614.03271484375,125822.58776855467,130877.68994140624,160035.25073242188,159828.591796875
Lyso_PC(21:0),-0.1526522389130731,12.214684793002293,0.06179288214661938,0.8036843335118289,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,2794677.4243164062,2359628.547241211,2431069.7095947266,3833971.092041016,2099231.1717529297,2588389.8596191406,466071.697845459
Lyso_PC(21:4),-0.17713053852602356,12.163092948550547,0.0831857376251719,0.7730257361485635,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,2668789.166015625,2342301.317138672,2325640.266723633,3856615.862060547,2017193.141479492,2500026.487548828,326285.36322021484
Lyso_PC(22:0),0.013354359630607025,9.888579381782375,4.7312589867942734e-4,0.9826462164034313,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,528320.7664794922,447081.2299804687,473009.36083984375,520299.7623291016,393196.8231201172,535932.1937255859,329044.4461669922
Lyso_PC(22:1),0.02200632489523986,9.885504686689748,0.0012847627513110638,0.9714070777321798,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,533187.63232421875,454632.5712890625,467572.7673339844,518177.05725097656,403392.1556396485,526767.4150390625,320231.9479980469
Lyso_PC(22:2),-0.0912022688793856,10.649221749382605,0.02206339820259018,0.8819185687692269,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,931206.0709228516,787555.9086303711,784271.0850830078,1117910.4442138672,691343.775390625,884563.8898925781,342298.45959472656
Lyso_PC(22:4),-0.16261367882050928,12.334113356144485,0.07011630419583526,0.79116751664059,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,2952220.6440429688,2617764.994140625,2633205.685546875,4165902.3942871094,2233517.985839844,2864728.053222656,532146.7904052734
Lyso_PC(22:5),-0.1795861090480479,12.207133424030712,0.08550664593349211,0.7699691921940912,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,2687751.1931152344,2363640.3118896484,2412424.337890625,3883220.217285156,2056358.5544433591,2592813.063964844,487090.3118286133
Lyso_PC(22:6),-0.18188330190348045,12.20380882629558,0.08770671386446327,0.767113092610407,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,2723061.8120117188,2354835.174438477,2362137.7236328125,3805597.016357422,2106960.2680664062,2611418.022705078,482973.8822021485
Lyso_PC(24:0),-0.06191576284502875,11.154840157081788,0.010169582339585759,0.9196740223694131,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,1022237.542236328,1425788.916381836,1334252.687866211,1565889.1699829102,1531883.060180664,898021.7210083008,249146.82150268555
Lyso_PC(24:1),-0.04869382131377235,11.19320297538332,0.006290152290603146,0.9367856704621366,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,1068875.7888793943,1488782.1209716797,1350830.0040893557,1611795.6401367188,1543252.5775756836,933424.8053588868,247757.91528320312
Lyso_PC(3:0),0.1680483165494775,11.48982071999728,0.07487846599542536,0.7843618299575429,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,1381279.5592041016,1282680.5951538086,1364002.7477722168,1049267.339050293,1202553.049987793,1375591.5878295898,1872528.8307800293
Lyso_PC(3:1),0.17067476519336072,10.288757407807793,0.07723568945766601,0.781079069884372,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,527429.2012023926,528513.5643310547,728880.5522155762,392569.13092041016,461545.2166900635,740724.5583496094,770069.5003662109
Lyso_PC(4:0),-0.03374903422535804,7.059933883451929,0.003021511552589118,0.9561637363014338,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,60389.204345703125,63137.22448730469,62214.52478027344,62585.584533691406,62584.34484863281,66822.56506347656,70449.044921875
Lyso_PC(5:0),0.09222217971834136,7.029820402945748,0.02255836934295985,0.8806112135938826,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,73066.385498046875,58815.04431152344,56869.80456542969,61178.184326171875,57325.424377441406,61221.883850097656,69228.88464355469
Lyso_PC(6:0),0.024393524324420594,6.197533490568988,0.0015784648511498744,0.9683084647689332,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,32188.78240966797,33948.32260131836,35546.00231933594,31684.862579345703,31769.42205810547,37361.402587890625,42570.742095947266
Lyso_PC(7:0),0.32798983077509253,7.446105302522181,0.28477750262368307,0.5935868332671552,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,119708.04846191406,74772.205078125,93363.28674316406,65425.084411621094,94679.905517578125,75509.74627685547,67993.1644897461
Lyso_PC(8:0),0.06382244166624636,6.336874119460564,0.01080452560319145,0.9172131385164292,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,38834.263671875,36789.18226623535,35651.56294250488,34862.98222351074,34221.80302429199,38528.343338012695,49902.683906555176
Lyso_PC(9:0),0.06248375989236168,6.167501253836861,0.010355951836418242,0.918943844548554,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PC,31338.902465820312,35567.06271362305,33157.20230102539,30381.822265625,31382.962432861328,34756.94241333008,43231.78256225586
Lyso_PE(12:0) | PE (12:0),-0.04131689640937993,6.964674513325929,0.004528463403858041,0.9463477659436422,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,63051.10485839844,61949.984619140625,51484.004150390625,65989.26477050781,62108.14471435547,55810.94396972656,61092.42376708984
Lyso_PE(12:0) | PE (12:0)_2,-0.07190980839024154,7.000837128799474,0.013716471908537614,0.9067670670042146,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,60681.48425292969,65928.98443603516,53947.144104003906,75219.705810546875,62175.38446044922,54320.40393066406,60886.64373779297
Lyso_PE(13:0),0.06067712774734386,6.109791826422255,0.009765792690131989,0.9212795804069103,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,33544.54243469238,32823.98263549805,33090.301986694336,33459.26225280762,30171.242156982426,32747.702362060547,36036.30244445801
Lyso_PE(14:0),0.05791893946223898,7.681806668919205,0.008898786609279341,0.9248443346133287,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,87890.40606689453,96582.22650146484,93155.24807739258,87024.54739379883,78509.30462646484,102554.34832763672,134677.56942749023
Lyso_PE(14:1),-0.14126719711503632,7.626312120880942,0.05292131078476814,0.8180557741888824,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,81199.48522949219,115519.9476928711,110463.72792053224,145241.89141845703,125616.40954589844,71749.04560852051,39678.1423034668
Lyso_PE(15:0),0.11824087628341964,10.332236124888867,0.03708055672905175,0.8473011271262209,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,568512.1632080078,562622.633102417,608762.5358276367,477655.6792449951,542968.7627563477,600238.4911804199,895332.0626068115
Lyso_PE(15:1),-0.21299149726069552,8.502352781343994,0.1202426397196632,0.7287714760873042,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,136586.97213745117,238605.2573852539,202215.25520324707,316160.8480377197,254258.83685302737,104978.40783691406,31247.9818649292
Lyso_PE(16:0),-0.2464658660310501,9.971841737583794,0.16095907063936465,0.6882750545956352,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,1662.080135345459,1416.2400932312012,707197.2882995605,1501.1201057434082,1460.200096130371,824180.9934997559,1477791.6302337646
Lyso_PE(16:1),-0.0035063094299928785,4.858878410581444,3.260461653553648e-5,0.9954440678264326,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,1469.8201065063477,1847.620132446289,25443.601852416992,1473.8600997924805,1867.8001251220703,25093.181884765625,33066.92241668701
Lyso_PE(17:0),0.2956669103360625,6.581109129260419,0.23150194274830405,0.6304123900533177,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,74649.68531799316,56647.323181152344,47094.66287231445,59719.40496826172,58143.38348388672,31188.182136535645,8120.740547180176
Lyso_PE(17:1),-0.022876990351249432,6.074733728880123,0.0013883226356483647,0.9702775378320305,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,52008.18356323242,39167.603515625,24601.06184387207,51918.84310913086,38746.74254608154,29230.902069091797,1598.3600997924805
Lyso_PE(17:2),-0.08727162168559124,5.421983990457941,0.020200137427309528,0.886979543640072,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,29789.84210205078,13618.16082763672,27485.66192626953,34402.70198059082,14014.18096923828,28196.30207824707,1422.240089416504
Lyso_PE(18:0),-0.020503205101709058,6.63890843942415,0.0011151761991641251,0.9733601917651256,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,54278.94403076172,55208.08459472656,30092.482025146484,54922.083892822266,58771.84338378906,30453.32209777832,52732.1637878418
Lyso_PE(18:1),-0.0374514601231022,6.189802401874257,0.00372063713712123,0.9513615778407845,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,39105.662841796875,38249.242614746094,24038.881660461426,42648.90270996094,40611.26287841797,22664.32154846191,38762.44291687012
Lyso_PE(18:2),0.04476581844868943,6.577588598736531,0.005315887019605725,0.9418776330281108,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,47283.28323364258,53209.36312866211,28235.62171936035,48335.26382446289,48637.20378112793,29462.281692504883,63069.78421020508
Lyso_PE(18:3),0.12902906974531064,6.3849247175233454,0.04414980169849514,0.8335751540699294,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,45223.44338989258,55025.18389892578,25923.22183227539,41120.54284667969,47018.56332397461,28559.462158203125,40781.843017578125
Lyso_PE(18:4),0.7061089615075593,8.84870330346766,1.3097397187120805,0.25244178610574797,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,89168.46691894531,719531.388671875,200920.294921875,79140.36560058594,356090.884765625,173677.85327148438,48831.60382080078
Lyso_PE(19:0),0.10197978283392306,6.255853368957711,0.027582388197060936,0.868094415455462,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,37374.80270385742,51856.40417480469,23227.321685791016,39589.48257446289,39694.922790527344,26130.8017578125,40591.5235748291
Lyso_PE(19:1),0.07113851727050079,6.217107734025024,0.013423239907353945,0.907764522552912,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,38668.14279174805,38822.68280029297,27334.0020904541,38559.64245605469,35409.762268066406,27160.762145996097,43139.00271606445
Lyso_PE(20:0),-0.07101986958473215,6.4416565041281615,0.013378680721871206,0.9079170575572347,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,57735.70428466797,54474.34405517578,1680.3201217651367,60229.16369628906,61393.38424682617,1570.1001052856443,55170.40365600586
Lyso_PE(20:1),0.23189530563326013,7.246952819730521,0.14250617126253928,0.705802141870831,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,163634.48986816406,90085.626953125,1671.4801025390625,85454.00555419922,142278.09173583984,2066.2401161193848,41330.32279968262
Lyso_PE(20:2),0.3349412376092442,8.617179888817853,0.2969563444312371,0.5857968411306966,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,497647.7147827149,209780.2778930664,2616.640167236328,225789.55432128903,371989.9260864258,1912.520133972168,60406.58558654785
Lyso_PE(20:3),0.17614215248649615,6.555989456418988,0.08225417509675026,0.7742655495837703,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,57163.64422607422,62147.364990234375,17701.481510162354,54175.44415283203,59804.74459838867,10191.460746765137,55966.783935546875
Lyso_PE(20:4),0.15403603147037495,8.170397266250509,0.06291612409768277,0.8019448754829644,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,159388.17114257812,158872.29174804688,82031.42609024048,158266.87084960938,154477.771484375,54779.563915252686,192101.29370117188
Lyso_PE(20:5),0.09244109354976832,7.2589952019513095,0.022665706732368562,0.8803296468170431,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,98819.9072265625,91800.6864013672,19152.421493530273,96589.0069580078,84460.30712890625,20237.841274261475,100372.34777832033
Lyso_PE(21:0),0.15141353869649687,6.849258500861483,0.060791008843807504,0.8052500588096043,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,87757.24655151367,55654.04473876953,35582.04244995117,59641.24383544922,59982.943939208984,45611.46405029297,46612.263763427734
Lyso_PE(22:0),0.03085073614321836,6.50716650474906,0.002524791387259029,0.9599253173601817,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,56585.16387939453,53942.10363769531,27198.022079467773,54472.664459228516,60362.86328125,23103.74157714844,35826.622497558594
Lyso_PE(22:1),0.0962239858597666,6.222825263862016,0.024557168609248947,0.8754755568963964,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,41971.142669677734,39181.60284423828,25360.441635131836,39574.52282714844,35798.502380371094,25828.021850585938,42536.28253173828
Lyso_PE(22:2),0.15257259805309664,6.458037253197116,0.06172339838053631,0.8037924858016335,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,53169.623046875,46934.46314239502,29089.761947631836,46831.3232421875,44720.44320678711,26945.82191467285,47750.58319091797
Lyso_PE(22:4),0.05817488717788588,6.4843199805270855,0.008977218244808682,0.9245148453313923,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,47519.12307739258,47068.742767333984,34298.96237182617,44725.063049316406,52443.684143066406,29076.881858825684,46962.02322387695
Lyso_PE(22:5),0.2699212286238326,7.320609942701386,0.19300080927132512,0.6604307176837227,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,93331.02627563477,104717.34698486328,75396.98522949219,71308.66458129883,122977.3074951172,38627.14273071289,47812.822982788086
Lyso_PE(22:6),-0.021337288339557163,6.601359757397969,0.0012077542196493596,0.9722768911527044,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,53752.104095458984,57161.58416748047,30662.802001953125,56729.54382324219,59869.224365234375,29588.062423706055,43074.343338012695
Lyso_PE(24:0),-0.02554588562847882,6.690394040737609,0.0017311631431766727,0.9668117946321709,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,49776.903411865234,49925.744384765625,32055.622283935547,51296.68365478515,49808.76370239258,34971.7223815918,73709.224365234375
Lyso_PE(24:1),0.05961076350739438,7.099974732445211,0.009426038207948295,0.9226566803253037,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,73293.564453125,62804.82376098633,49077.58329772949,64418.0244140625,66131.14393615723,50387.56346130371,89366.2847290039
Lyso_PE(24:6),0.1802616367955927,6.533002803983134,0.08614448838329736,0.7691370852368997,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PE,52615.54379272461,50852.52381896973,43733.04328918457,50781.8840637207,54160.92385864258,27743.462028503414,36389.14225769043
Lyso_PG(12:0),0.06145347910253788,7.3799735553803325,0.010017921228495652,0.9202732188352493,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,78609.22625732422,90008.885986328125,88899.18688964844,76028.34558105469,85721.3662109375,87272.42645263672,62100.60400390625
Lyso_PG(13:0) | PG (12:0),-0.08066254472027443,8.07003576951093,0.017258825646422338,0.8954803652727676,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,145131.91064453125,128483.40942382812,112850.96740722656,171392.11206054688,125325.68920898438,117497.80834960938,111238.74743652344
Lyso_PG(13:0) | PG (12:0)_2,-0.038547876645844255,8.137871751895249,0.003941962672797672,0.9499376696782835,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,150098.74963378906,147085.2508544922,115446.54858398438,177290.7529296875,124287.04858398438,126280.42919921876,116032.82824707033
Lyso_PG(14:0),0.3330494490711347,7.3089603100080565,0.29361100206642726,0.5879157536133192,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,91497.48596191406,82256.86560058594,99267.0672607422,62050.52429199219,75505.8447265625,82216.96569824219,49676.62432861328
Lyso_PG(14:1) | PG (14:1),0.5241635085224647,10.876109775801051,0.7249247253821522,0.3945332456947974,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,1258672.4228515625,1011577.1616210938,1377536.2084960938,841124.81982421875,979346.2236328124,771176.26806640625,288534.4426269531
Lyso_PG(14:1) | PG (14:1)_2,0.5548288834652814,10.87612529589418,0.8116960666229716,0.3676192827565966,0.9999394385425726,3,3,Genotype_ WT | Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PG,1273893.7622070312,991362.87939453125,1408114.28125,831269.59765625,964704.9619140624,760768.568359375,292964.9814453125
